pruning_thresh,quality,technique,bandwidth,mAP_drop,frame_id,feasible,sensitivity,map
0.2,80,1,14447492.265904002,45,69,-1,1.0,0.5
0.2,70,1,15332947.858041767,45,70,-1,0.0,0.0
0.2,60,1,16236803.508665863,45,71,-1,0.0,0.0
0.2,50,1,17155495.727091204,45,72,-1,0.0,0.0
0.25,100,1,18085402.528811127,45,73,-1,0.0,0.0
0.25,90,1,19022857.715330712,45,74,-1,0.0,0.0
0.25,80,1,19964165.328315776,45,75,-1,0.5,0.16666666666666666
0.25,70,1,20905614.22107119,45,76,-1,0.0,0.0
0.25,60,1,21843492.689900126,45,77,-1,1.0,0.5
0.25,50,1,22774103.10765924,45,78,-1,1.0,0.5
0.35,100,1,23693776.50181642,45,79,-1,1.0,0.3333333333333333
0.35,90,1,24598887.019536495,45,80,-1,0.0,0.0
0.35,80,1,25485866.22276561,45,81,-1,0.0,0.0
0.35,70,1,26351217.156955346,45,82,-1,0.0,0.0
0.35,60,1,27191528.13795993,45,83,-1,0.0,0.0
0.35,50,1,28003486.2027511,45,84,-1,0.0,0.0
0,100,1,28783890.170920722,45,85,-1,1.0,0.5
0,90,1,29529663.26547541,45,86,-1,1.0,0.25
0,80,1,30237865.243165262,45,87,-1,1.0,0.2
0,70,1,30905703.98652228,45,88,-1,1.0,1.0
0,60,1,31530546.511906367,45,89,-1,1.0,1.0
0,50,1,32109929.350159258,45,90,-1,1.0,1.0
0.05,100,1,32641568.25894005,45,91,-1,1.0,1.0
0.05,90,1,33123367.228451196,45,92,-1,1.0,1.0
0.05,80,1,33553426.7450494,45,93,-1,1.0,1.0
0.05,70,1,33930051.28016173,45,94,-1,1.0,1.0
0.05,60,1,34251755.97498168,45,95,-1,1.0,1.0
0.05,50,1,34517272.49459034,45,96,-1,1.0,1.0
0.1,100,1,34725554.028422646,45,97,-1,0.0,0.0
0.1,90,1,34875779.41736412,45,98,-1,1.0,1.0
0.1,80,1,34967356.3912068,45,99,-1,1.0,0.3333333333333333
0.1,70,1,34999923.90370063,45,100,-1,1.0,0.6666666666666666
0.1,60,1,34973353.55599416,45,101,-1,1.0,0.6666666666666666
0.1,50,1,34887750.1028527,45,102,-1,1.0,0.3333333333333333
0.15,100,1,34743451.03965804,45,103,-1,1.0,0.3333333333333333
0.15,90,1,34541025.27181802,45,104,-1,1.0,0.3333333333333333
0.15,80,1,34281270.87183197,45,105,-1,1.0,0.5
0.15,70,1,33965211.93285472,45,106,-1,1.0,1.0
0.15,60,1,33594094.53116427,45,107,-1,0.0,0.0
0.15,50,1,33169381.813451238,45,108,-1,0.0,0.0
0.2,100,1,32692748.228298604,45,109,-1,0.0,0.0
0.2,90,1,32166072.924594484,45,110,-1,0.0,0.0
0.2,80,1,31591432.34290494,45,111,-1,0.0,0.0
0.2,70,1,30971092.029015634,45,112,-1,1.0,0.5
0.2,60,1,30307497.70191788,45,113,-1,1.0,0.5
0.2,50,1,29603265.611453842,45,114,-1,1.0,0.6666666666666666
0.25,100,1,28861172.22363639,45,115,-1,1.0,0.5
0.25,90,1,28084143.274309665,45,116,-1,1.0,0.6666666666666666
0.25,80,1,27275242.234306708,45,117,-1,1.0,0.8333333333333333
0.25,70,1,26437658.231580887,45,118,-1,1.0,0.6666666666666666
0.25,60,1,25574693.477928545,45,119,-1,1.0,0.6666666666666666
0.25,50,1,24689750.2498737,45,120,-1,0.5,0.16666666666666666
0.35,100,1,23786317.475043014,45,121,-1,0.5,0.16666666666666666
0.35,90,1,22867956.97691516,45,122,-1,0.6666666666666666,0.4444444444444444
0.35,80,1,21938289.432174925,45,123,-1,1.0,1.0
0.35,70,1,21000980.096036043,45,124,-1,0.75,0.7222222222222222
0.35,60,1,20059724.35181118,45,125,-1,1.0,0.3333333333333333
0.03,100,1,19118233.141700584,45,126,1,1.0,1.0
0.01,100,1,18180218.336239126,45,127,1,1.0,0.9166666666666666
0.02,100,1,17249378.10008329,45,128,1,0.6666666666666666,0.6666666666666666
0.03,100,1,16329382.31183438,45,129,1,0.6666666666666666,0.6666666666666666
0.05,100,1,15423858.09538041,45,130,1,0.6666666666666666,0.5555555555555556
0.07,100,1,14536375.519800749,45,131,1,0.5,0.5
0.09,100,1,13670433.524211444,45,132,1,0.5,0.5
0.1,100,1,12829446.123043844,45,133,1,0.6666666666666666,0.5
0.13,100,1,12016728.946142506,45,134,1,0.5,0.5
0.14,100,1,11235486.166748429,45,135,1,0.5,0.5
0.15,100,1,10488797.868905209,45,136,1,0.5,0.5
0.18,100,1,9779607.904091978,45,137,1,0.5,0.5
0.19,100,1,9110712.28495945,45,138,1,0.6666666666666666,0.6666666666666666
0.2,100,1,8484748.161926962,45,139,1,0.4,0.4
0.23,100,1,7904183.426100925,45,140,1,0.5,0.5
0.24,100,1,7371306.979505418,45,141,1,0.75,0.8333333333333333
0.25,100,1,6888219.710985273,45,142,1,0.6666666666666666,0.6666666666666666
0.31,100,1,6456826.213359369,45,143,1,1.0,1.0
0.03,54,1,6078827.274479518,45,144,1,1.0,1.0
0.34,100,1,5755713.171799606,45,145,1,0.5,0.16666666666666666
0.25,81,1,5488757.796891045,45,146,1,0.0,0.0
0.35,97,1,5279013.633069256,45,147,1,0.5,0.1
0.26,95,1,5127307.60593183,45,148,1,0.0,0.0
0.29,97,1,5034237.82316797,45,149,1,0.5,0.25
0.31,95,1,5000171.216492629,45,150,1,0.0,0.0
0.35,100,1,5025242.095002033,45,151,1,0.0,0.0
0.34,99,1,5109351.615654184,45,152,1,0.5,0.25
0.3,99,1,5252168.1729619,45,153,1,0.5,0.25
0.31,99,1,5453128.706362028,45,154,1,0.4,0.20833333333333331
0.0,98,1,5711440.920106519,45,155,1,1.0,0.6111111111111112
0.0,99,1,6026086.406923287,45,156,1,1.0,0.6388888888888888
0.03,99,1,6395824.66313166,45,157,1,1.0,0.3611111111111111
0.0,84,1,6819197.979382819,45,158,1,1.0,0.6666666666666666
0.09,99,1,7294537.187742973,45,159,1,1.0,0.5763888888888888
0.1,99,1,7819968.242461504,45,160,1,0.8333333333333334,0.6583333333333333
0.0,98,1,8393419.608478714,45,161,1,0.8333333333333334,0.7916666666666666
0.06,99,1,9012630.428544084,45,162,1,1.0,0.9166666666666666
0.13,92,1,9675159.43674542,45,163,1,0.75,0.5111111111111111
0.08,99,1,10378394.583307197,45,164,1,0.8571428571428571,0.7966666666666666
0.0,81,1,11119563.332711764,45,165,1,0.8333333333333334,0.7083333333333333
0.0,79,1,11895743.594542589,45,166,1,0.8,0.4833333333333333
0.0,79,1,12703875.24395448,45,167,1,0.8,0.4833333333333333
0.0,79,1,13540772.1863503,45,168,1,0.5,0.5
0.0,79,1,14403134.918699332,45,169,1,1.0,0.5
0.0,79,1,15287563.537973022,45,170,1,1.0,0.5
0.0,79,1,16190571.14541247,45,171,1,1.0,0.5
0.0,80,1,17108597.593780193,45,172,1,0.75,0.3958333333333333
0.0,80,1,18038023.523397237,45,173,1,0.8,0.5476190476190476
0.0,80,1,18975184.631628178,45,174,1,0.6666666666666666,0.5833333333333333
0.0,80,1,19916386.119555347,45,175,1,0.5714285714285714,0.6166666666666667
0.12,98,1,20857917.258886393,45,176,1,0.75,0.5416666666666666
0.06,98,1,21796066.021663696,45,177,1,0.5714285714285714,0.7
0.0,80,1,22727133.715098146,45,178,1,0.8,0.8333333333333333
0.11,98,1,23647449.56382818,45,179,1,0.6666666666666666,0.5
0.0,96,1,24553385.182113152,45,180,1,0.5,0.5
0.0,95,1,25441368.878903966,45,181,1,0.75,0.75
0.02,95,1,26307899.73939207,45,182,1,1.0,0.9166666666666666
0.04,95,1,27149561.427520353,45,183,1,1.0,1.0
0.08,99,1,27963035.65503824,45,184,1,1.0,1.0
0.08,98,1,28745115.26399934,45,185,1,1.0,0.9166666666666666
0.1,98,1,29492716.87112271,45,186,1,1.0,1.0
0.02,83,1,30202893.024167128,45,187,1,1.0,1.0
0.01,95,1,30872843.82239139,45,188,1,1.0,0.6666666666666666
0.01,95,1,31499927.95528613,45,189,1,1.0,1.0
0.0,95,1,32081673.116056807,45,190,1,1.0,1.0
0.0,95,1,32615785.74880199,45,191,1,1.0,1.0
0.02,95,1,33100160.090958565,45,192,1,1.0,1.0
0.0,79,1,33532886.475363195,45,193,1,1.0,0.8095238095238095
0.01,95,1,33912258.859199256,45,194,1,1.0,0.8214285714285714
0.01,95,1,34236781.5501457,45,195,1,0.8,0.7777777777777778
0.09,99,1,34505175.10320986,45,196,1,1.0,0.9166666666666666
0.05,95,1,34716381.36499564,45,197,1,1.0,0.5166666666666666
0.03,83,1,34869567.645519875,45,198,1,1.0,0.5833333333333334
0.03,83,1,34964130.001129225,45,199,1,1.0,0.9166666666666666
0.09,99,1,34999695.6155746,45,200,1,0.8,0.7222222222222222
0.08,99,1,34976124.26985567,45,201,1,1.0,0.6666666666666666
0.11,98,1,34893508.8950404,45,202,1,1.0,0.8645833333333333
0.03,83,1,34752175.205880255,45,203,1,1.0,0.8611111111111112
0.09,99,1,34552680.41666543,45,204,1,1.0,1.0
0.02,82,1,34295811.044383034,45,205,1,1.0,1.0
0.12,98,1,33982579.807839155,45,206,1,0.8,0.8333333333333333
0.12,98,1,33614221.63497056,45,207,1,1.0,0.9166666666666666
0.0,78,1,33192188.794086717,45,208,1,1.0,0.9166666666666666
0.01,79,1,32718145.168238293,45,209,1,0.8,0.7083333333333333
0.14,99,1,32193959.695284836,45,210,1,1.0,1.0
0.13,99,1,31621698.999525104,45,211,1,0.8,0.75
0.14,99,1,31003619.243939705,45,212,1,0.8,0.75
0.01,79,1,30342157.235169377,45,213,1,1.0,0.9166666666666666
0.02,80,1,29639920.816297382,45,214,1,1.0,0.875
0.01,80,1,28899678.58531356,45,215,1,1.0,0.7083333333333333
0.01,80,1,28124348.9797947,45,216,1,1.0,0.8333333333333333
0.01,80,1,27316988.77083616,45,217,1,0.8,0.75
0.01,80,1,26480781.011596978,45,218,1,1.0,0.85
0.01,80,1,25619022.487973116,45,219,1,1.0,0.8333333333333333
0.01,80,1,24735110.720873456,45,220,1,1.0,0.85
0.01,80,1,23832530.57134462,45,221,1,1.0,1.0
0.01,80,1,22914840.501352366,45,222,1,1.0,0.9166666666666666
0.01,80,1,21985658.54438912,45,223,1,0.8,0.7083333333333333
0.01,80,1,21048648.041217387,45,224,1,0.8,0.6277777777777778
0.02,80,1,20107503.19698775,45,225,1,0.75,0.5
0.02,80,1,19165934.51667232,45,226,1,0.8571428571428571,0.75
0.02,80,1,18227654.176235624,45,227,1,1.0,0.875
0.0,75,1,17296361.387217592,45,228,1,1.0,0.9166666666666666
0.0,76,1,16375727.812428923,45,229,1,1.0,0.9166666666666666
0.0,77,1,15469383.090259343,45,230,1,1.0,1.0
0.0,77,1,14580900.524667937,45,231,1,1.0,0.7958333333333334
0.0,76,1,13713782.99727549,45,232,1,1.0,0.75
0.0,76,1,12871449.157099199,45,233,1,1.0,0.85
0.02,77,1,12057219.942378677,45,234,1,1.0,0.75
0.03,76,1,11274305.487630574,45,235,1,1.0,0.6666666666666666
0.05,75,1,10525792.467552152,45,236,1,1.0,0.6166666666666667
0.18,99,1,9814631.92767024,45,237,1,1.0,0.7
0.2,99,1,9143627.649714544,45,238,1,1.0,0.8777777777777778
0.0,65,1,8515425.097584592,45,239,1,1.0,0.875
0.25,99,1,7932500.987492058,45,240,1,1.0,0.875
0.27,99,1,7397153.523397848,45,241,1,1.0,0.9166666666666666
0.29,99,1,6911493.336242147,45,242,1,1.0,0.8492063492063493
0.29,98,1,6477435.162688689,45,243,1,1.0,0.8492063492063493
0.3,99,1,6096690.296191512,45,244,1,1.0,0.9166666666666666
0.17,77,1,5770759.840144914,45,245,1,1.0,0.9166666666666666
0.34,100,1,5500928.789717466,45,246,1,1.0,1.0
0.33,98,1,5288260.965701865,45,247,1,1.0,1.0
0.32,98,1,5133594.820354709,45,248,1,1.0,0.7916666666666666
0.31,98,1,5037540.131761538,45,249,1,1.0,0.9166666666666666
0.22,79,1,5000475.599759901,45,250,1,1.0,0.9166666666666666
0.32,98,1,5022547.352898581,45,251,1,1.0,1.0
0.31,98,1,5103668.372319361,45,252,1,0.75,0.5
0.21,78,1,5243518.834832689,45,253,1,1.0,0.625
0.33,98,1,5441547.373834707,45,254,1,1.0,0.6
0.24,98,1,5696973.253094314,45,255,1,1.0,0.6
0.32,97,1,6008789.444840187,45,256,1,1.0,0.6
0.09,97,1,6375766.600011963,45,257,1,1.0,0.6666666666666666
0.03,97,1,6796457.8950232435,45,258,1,1.0,1.0
0.06,97,1,7269204.735926982,45,259,1,1.0,0.625
0.08,97,1,7792143.2974953875,45,260,1,0.8,0.75
0.09,97,1,8363211.871432645,45,261,1,0.8,0.75
0.18,98,1,8980158.994751005,45,262,1,0.6666666666666666,0.6666666666666666
0.18,97,1,9640552.326262232,45,263,1,0.8333333333333334,0.7333333333333334
0.03,71,1,10341788.236190181,45,264,1,0.8333333333333334,0.7333333333333334
0.2,98,1,11081102.07109561,45,265,1,0.8,0.5625
0.03,76,1,11855579.053644128,45,266,1,1.0,0.625
0.03,75,1,12662165.774243947,45,267,1,1.0,0.6666666666666666
0.02,75,1,13497682.22924786,45,268,1,1.0,0.8055555555555556
0.0,77,1,14358834.35825741,45,269,1,1.0,1.0
0.0,77,1,15242227.031101085,45,270,1,0.8333333333333334,0.7777777777777778
0.0,77,1,16144377.433284214,45,271,1,0.75,0.7166666666666667
0.0,77,1,17061728.797138944,45,272,1,0.6666666666666666,0.5833333333333334
0.0,77,1,17990664.424536616,45,273,1,0.8,0.5499999999999999
0.0,77,1,18927521.945879888,45,274,1,0.8,0.5499999999999999
0.0,77,1,19868607.759155817,45,275,1,0.8,0.5833333333333333
0.01,80,1,20810211.592124403,45,276,1,0.8,0.5499999999999999
0.01,80,1,21748621.130230255,45,277,1,1.0,0.7166666666666666
0.01,80,1,22680136.65256593,45,278,1,1.0,0.6666666666666666
0.01,80,1,23601085.618184738,45,279,1,1.0,0.7833333333333333
0.01,80,1,24507837.145254876,45,280,1,1.0,0.7833333333333333
0.01,80,1,25396816.325970963,45,281,1,1.0,0.75
0.01,80,1,26264518.320785142,45,282,1,0.8,0.6499999999999999
0.01,80,1,27107522.17639184,45,283,1,0.8333333333333334,0.6333333333333333
0.01,80,1,27922504.312986013,45,284,1,1.0,0.6166666666666667
0.01,80,1,28706251.627623394,45,285,1,0.6,0.4722222222222222
0.01,80,1,29455674.16201999,45,286,1,0.75,0.4666666666666666
0.0,77,1,30167817.284848735,45,287,1,1.0,0.5416666666666666
0.01,80,1,30839873.34050338,45,288,1,1.0,0.8333333333333333
0.01,80,1,31469192.718404517,45,289,1,0.75,0.4666666666666666
0.01,80,1,32053294.299205765,45,290,1,0.75,0.5
0.01,80,1,32589875.236716077,45,291,1,0.75,0.47916666666666663
0.01,80,1,33076820.036972065,45,292,1,0.8,0.5416666666666666
0.01,80,1,33512208.898666255,45,293,1,0.8333333333333334,0.65
0.01,80,1,33894325.282048106,45,294,1,0.8333333333333334,0.6
0.01,80,1,34221662.67645762,45,295,1,0.7142857142857143,0.5416666666666666
0.09,99,1,34492930.53980976,45,296,1,0.5714285714285714,0.48333333333333334
0.01,80,1,34707059.386613704,45,297,1,0.625,0.49666666666666665
0.15,99,1,34863205.00446615,45,298,1,0.75,0.41666666666666663
0.02,80,1,34960751.78239612,45,299,1,0.8333333333333334,0.5277777777777777
0.0,77,1,34999315.137938164,45,300,1,0.75,0.4583333333333333
0.0,77,1,34978743.03336573,45,301,1,0.875,0.7583333333333333
0.0,77,1,34899116.57510655,45,302,1,1.0,0.7527777777777778
0.09,99,1,34760749.69397702,45,303,1,1.0,0.6833333333333333
0.0,77,1,34564187.90749609,45,304,1,0.875,0.7533333333333334
0.03,81,1,34310206.16915849,45,305,1,0.8571428571428571,0.6625
0.01,81,1,33999805.8131464,45,306,1,1.0,0.7916666666666666
0.01,81,1,33634210.60652547,45,307,1,1.0,0.7547619047619047
0.01,81,1,33214861.924489133,45,308,1,1.0,0.7916666666666666
0.09,99,1,32743413.067673676,45,309,1,0.875,0.7
0.01,81,1,32221722.74394752,45,310,1,1.0,0.6833333333333333
0.02,81,1,31651847.740373764,45,311,1,0.8571428571428571,0.6333333333333333
0.02,81,1,31036034.81423655,45,312,1,0.6666666666666666,0.6
0.15,99,1,30376711.83510178,45,313,1,0.6666666666666666,0.6
0.02,81,1,29676478.21283424,45,314,1,0.875,0.725
0.03,84,1,28938094.649309956,45,315,1,1.0,0.6666666666666666
0.0,87,1,28164472.25422746,45,316,1,0.8333333333333334,0.5833333333333334
0.0,88,1,27358661.06792988,45,317,1,0.8333333333333334,0.5625
0.0,88,1,26523838.036486164,45,318,1,0.8571428571428571,0.7333333333333334
0.0,88,1,25663294.486442007,45,319,1,0.8333333333333334,0.5625
0.0,88,1,24780423.14861951,45,320,1,1.0,1.0
0.0,87,1,23878704.782127082,45,321,1,1.0,0.6875
0.0,87,1,22961694.45131285,45,322,1,0.8,0.6666666666666666
0.0,87,1,22033007.5097677,45,323,1,0.875,0.8125
0.0,87,1,21096305.34663405,45,324,1,0.8571428571428571,0.7777777777777778
0.09,99,1,20155280.951418266,45,325,1,0.7142857142857143,0.6666666666666666
0.02,86,1,19213644.35421695,45,326,1,0.75,0.6875
0.09,99,1,18275107.99875991,45,327,1,0.7142857142857143,0.6666666666666666
0.03,84,1,17343372.10593764,45,328,1,0.7,0.7291666666666666
0.03,81,1,16422110.085517012,45,329,1,1.0,0.9583333333333333
0.0,76,1,15514954.05356232,45,330,1,0.7272727272727273,0.7372448979591837
0.16,99,1,14625480.512657259,45,331,1,0.75,0.7
0.04,81,1,13757196.25138633,45,332,1,0.625,0.5625
0.03,77,1,12913524.518666402,45,333,1,0.625,0.5625
0.16,99,1,12097791.527437374,45,334,1,0.625,0.5625
0.16,99,1,11313213.340920964,45,335,1,0.5555555555555556,0.465
0.03,75,1,10562883.19315012,45,336,1,0.6,0.5583333333333333
0.02,74,1,9849759.293757576,45,337,1,0.4444444444444444,0.425
0.02,73,1,9176653.165104363,45,338,1,0.6666666666666666,0.575
0.02,74,1,8546218.557728898,45,339,1,0.6666666666666666,0.635
0.2,98,1,7960940.987818845,45,340,1,0.6666666666666666,0.635
0.05,74,1,7423127.937954081,45,341,1,0.5555555555555556,0.455
0.22,98,1,6934899.759755209,45,342,1,0.625,0.475
0.24,98,1,6498181.314303648,45,343,1,0.7142857142857143,0.4861111111111111
0.21,85,1,6114694.383292491,45,344,1,0.7142857142857143,0.4861111111111111
0.1,76,1,5785950.880826103,45,345,1,0.6666666666666666,0.4375
0.12,75,1,5513246.892632347,45,346,1,0.7142857142857143,0.6083333333333334
0.34,99,1,5297657.566187516,45,347,1,0.75,0.7
0.32,96,1,5140032.871900143,45,348,1,0.75,0.7
0.31,96,1,5040994.252065169,45,349,1,0.625,0.47916666666666663
0.09,96,1,5000932.170800401,45,350,1,0.7142857142857143,0.5972222222222222
0.09,96,1,5020004.574624527,45,351,1,0.75,0.5666666666666667
0.19,96,1,5098136.26974602,45,352,1,0.6666666666666666,0.5125000000000001
0.27,96,1,5235019.218517937,45,353,1,0.6666666666666666,0.5125000000000001
0.3,96,1,5430113.753889982,45,354,1,0.75,0.55
0.33,98,1,5682650.707069486,45,355,1,0.7142857142857143,0.525
0.32,98,1,5991634.4400033355,45,356,1,0.7142857142857143,0.525
0.13,76,1,6355846.770724757,45,357,1,0.6666666666666666,0.4375
0.32,98,1,6773851.776089385,45,358,1,0.625,0.43333333333333335
0.2,94,1,7244001.45296536,45,359,1,0.5555555555555556,0.4416666666666667
0.06,75,1,7764442.215558348,45,360,1,0.5,0.4
0.09,77,1,8333122.203255031,45,361,1,0.4444444444444444,0.4
0.23,95,1,8947799.370173948,45,362,1,0.6666666666666666,0.575
0.02,69,1,9606050.324529909,45,363,1,0.75,0.525
0.02,74,1,10305279.882963004,45,364,1,0.75,0.6458333333333333
0.01,75,1,11042731.30216306,45,365,1,0.8571428571428571,0.6083333333333334
0.01,75,1,11815497.147451581,45,366,1,0.7142857142857143,0.525
0.01,75,1,12620530.755470697,45,367,1,0.6,0.6000000000000001
0.18,99,1,13454658.245788045,45,368,1,0.7142857142857143,0.525
0.01,75,1,14314591.034059443,45,369,1,0.6363636363636364,0.65
0.0,76,1,15196938.797417901,45,370,1,0.6666666666666666,0.5875
0.0,76,1,16098222.840970533,45,371,1,0.7142857142857143,0.65
0.0,76,1,17014889.81270637,45,372,1,0.6666666666666666,0.575
0.0,76,1,17943325.712742858,45,373,1,0.6666666666666666,0.5875
0.15,99,1,18879870.14167977,45,374,1,0.75,0.7333333333333334
0.0,94,1,19820830.731884755,45,375,1,0.625,0.5666666666666667
0.11,94,1,20762497.70481528,45,376,1,0.625,0.5666666666666667
0.0,76,1,21701158.496983826,45,377,1,0.7142857142857143,0.65
0.09,99,1,22633112.39690285,45,378,1,0.8333333333333334,0.9
0.0,87,1,23554685.13530275,45,379,1,0.5555555555555556,0.525
0.03,81,1,24462243.37109997,45,380,1,0.625,0.5666666666666667
0.09,99,1,25352209.016004466,45,381,1,0.6666666666666666,0.4
0.0,88,1,26221073.341290057,45,382,1,0.7142857142857143,0.65
0.03,81,1,27065410.81111197,45,383,1,0.8333333333333334,0.9
0.09,99,1,27881892.587832477,45,384,1,0.8333333333333334,0.65
0.0,76,1,28667299.656110097,45,385,1,0.75,0.6222222222222222
0.01,77,1,29418535.51400907,45,386,1,0.7142857142857143,0.65
0.03,81,1,30132638.381094605,45,387,1,0.7142857142857143,0.65
0.03,81,1,30806792.875382416,45,388,1,0.7142857142857143,0.65
0.05,99,1,31438341.11310655,45,389,1,0.7142857142857143,0.65
0.04,99,1,32024793.187542554,45,390,1,0.7142857142857143,0.65
0.05,99,1,32563836.98557478,45,391,1,0.7142857142857143,0.65
0.15,99,1,33053347.30330389,45,392,1,0.8571428571428571,0.775
0.11,93,1,33491394.224756844,45,393,1,0.8333333333333334,0.9
0.03,81,1,33876250.73066547,45,394,1,0.7142857142857143,0.65
0.09,99,1,34206399.5073161,45,395,1,0.8333333333333334,0.65
0.03,81,1,34480538.928625524,45,396,1,0.7142857142857143,0.65
0.12,94,1,34697588.18785924,45,397,1,0.5714285714285714,0.4
0.06,96,1,34856691.55875941,45,398,1,0.8571428571428571,0.7333333333333334
0.01,96,1,34957221.76928349,45,399,1,0.8,0.8
0.02,96,1,34998782.47465171,45,400,1,0.8,0.8
0.02,96,1,34981209.8199539,45,401,1,0.8333333333333334,0.5666666666666667
0.02,96,1,34904573.08615466,45,402,1,0.8,0.8
0.04,96,1,34769174.416950084,45,403,1,0.6666666666666666,0.4
0.06,96,1,34575547.62755299,45,404,1,0.8,0.8
0.09,99,1,34324456.10010291,45,405,1,0.8,0.8
0.01,77,1,34016889.773998424,45,406,1,0.8,0.8
0.12,94,1,33654061.24301742,45,407,1,0.8,0.8
0.04,96,1,33237400.974612996,45,408,1,0.8,0.8
0.05,96,1,32768551.67023228,45,409,1,0.8,0.8
0.12,94,1,32249361.788893856,45,410,1,0.8333333333333334,0.5666666666666667
