pruning_thresh,quality,technique,bandwidth,mAP_drop,frame_id,feasible,sensitivity,map
0.04,96,1,31681878.25955652,45,411,1,0.6666666666666666,0.4
0.04,96,1,31068338.411012184,45,412,1,0.8333333333333334,0.5666666666666667
0.02,78,1,30411161.15111818,45,413,1,0.6666666666666666,0.4
0.0,75,1,29712937.430146724,45,414,1,0.6666666666666666,0.4
0.0,75,1,28976420.025849458,45,415,1,0.6666666666666666,0.4
0.0,75,1,28204512.69051028,45,416,1,0.8333333333333334,0.48333333333333334
0.0,75,1,27400258.702773497,45,417,1,0.8,0.4583333333333333
0.0,75,1,26566828.869384408,45,418,1,0.6666666666666666,0.4
0.0,75,1,25707509.024143875,45,419,1,0.8333333333333334,0.65
0.0,75,1,24825687.073364142,45,420,1,0.8333333333333334,0.65
0.17,99,1,23924839.638898816,45,421,1,0.8333333333333334,0.9
0.0,75,1,23008518.351408377,45,422,1,1.0,0.7333333333333334
0.17,99,1,22080335.847899865,45,423,1,0.8,0.8
0.02,77,1,21143951.528746706,45,424,1,0.8,0.8
0.0,74,1,20203057.130341325,45,425,1,0.8,0.8
0.17,99,1,19261362.170262173,45,426,1,0.6666666666666666,0.4
0.0,73,1,18322579.32233733,45,427,1,0.8333333333333334,0.9
0.17,99,1,17390409.77926448,45,428,1,0.8,0.8
0.17,99,1,16468528.660496015,45,429,1,0.6666666666666666,0.4
0.0,74,1,15560570.5229185,45,430,1,0.8,0.8
0.18,99,1,14670115.031452455,45,431,1,0.8,0.8
0.18,99,1,13800672.846065493,45,432,1,0.8,0.8
0.02,75,1,12955671.780841567,45,433,1,0.8,0.8
0.23,99,1,12138443.28967233,45,434,1,0.8,0.8
0.04,77,1,11352209.331853805,45,435,1,0.8,0.8
0.02,74,1,10600069.669370122,45,436,1,0.8,0.8
0.03,73,1,9884989.64594568,45,437,1,0.8,0.8
0.08,76,1,9209788.496046348,45,438,1,0.8333333333333334,0.9
0.1,76,1,8577128.229924096,45,439,1,0.8333333333333334,0.9
0.0,61,1,7989503.1385241,45,440,1,0.8571428571428571,0.7333333333333334
0.0,62,1,7449229.959633224,45,441,1,0.8333333333333334,0.65
0.12,77,1,6958438.744038818,45,442,1,0.6666666666666666,0.4
0.0,62,1,6519064.457710188,45,443,1,0.8333333333333334,0.5
0.03,61,1,6132839.353109881,45,444,1,0.8,0.8
0.12,77,1,5801286.139712224,45,445,1,0.75,0.75
0.16,74,1,5525711.98065407,45,446,1,0.75,0.75
0.35,100,1,5307203.339186689,45,447,1,0.75,0.75
0.22,79,1,5146621.69524654,45,448,1,0.8,0.8
0.31,96,1,5044600.14903276,45,449,1,0.8,0.8
0.23,79,1,5001540.924981678,45,450,1,0.8,0.8
