pruning_thresh,quality,technique,bandwidth,mAP_drop,frame_id,sparsity,decomposability,regularity,pictoriality,datasize_est,datasize_real,reconstruct_snr,target_cmp,target_snr
100,0,1,34970430.91989335,45,1,-1,-1,-1,-1,76680,77424,24.558444023132324,15.835641295600281,10
90,0,1,34881840.25697317,45,2,-1,-1,-1,-1,7060,7804,21.710505485534668,15.87585964273473,10
80,0,1,34734577.28382728,45,3,-1,-1,-1,-1,3695,4439,17.813875675201416,15.943167969913492,10
70,0,1,34529222.59120898,45,4,-1,-1,-1,-1,3922,4666,16.082438230514526,16.03798633279946,10
60,0,1,34266585.79903243,45,5,-1,-1,-1,-1,3160,3904,14.284831285476685,16.160909734276384,10
50,0,1,33947702.364410535,45,6,-1,-1,-1,-1,2741,3485,13.084499835968018,16.312715189248294,10
100,0.05,1,33573829.49931972,45,7,-1,-1,-1,-1,41694,42438,24.114489555358887,16.494371010349617,10
90,0.05,1,33146441.213986304,45,8,-1,-1,-1,-1,6575,7319,20.211734771728516,16.707048470902816,10
80,0.05,1,32667222.505536392,45,9,-1,-1,-1,-1,3512,4256,16.819242238998413,16.95213604113868,10
70,0.05,1,32138062.71482048,45,10,-1,-1,-1,-1,3521,4265,15.25073766708374,17.231256436145557,10
60,0.05,1,31561048.077604026,45,11,-1,-1,-1,-1,2855,3599,13.283734321594238,17.546286759499793,10
50,0.05,1,30938453.499491103,45,12,-1,-1,-1,-1,2577,3321,12.373554706573486,17.899382075096575,10
100,0.1,1,30272733.58700893,45,13,-1,-1,-1,-1,39309,40053,16.733505725860596,18.29300279105438,10
90,0.1,1,29566512.970213614,45,14,-1,-1,-1,-1,7404,8148,16.903057098388672,18.72994629288538,10
80,0.1,1,28822575.954970628,45,15,-1,-1,-1,-1,4689,5433,15.511105060577393,19.21338331678496,10
70,0.1,1,28043855.54570636,45,16,-1,-1,-1,-1,3923,4667,13.956491947174072,19.746899605064684,10
60,0.1,1,27233421.88190912,45,17,-1,-1,-1,-1,3140,3884,12.570210695266724,20.3345434298093,10
50,0.1,1,26394470.13396903,45,18,-1,-1,-1,-1,2239,2983,11.131397485733032,20.980879600507677,10
100,0.15,1,25530307.90607815,45,19,-1,-1,-1,-1,38456,39200,12.780903577804565,21.691050575545884,10
90,0.15,1,24644342.19585536,45,20,-1,-1,-1,-1,8849,9593,12.67979621887207,22.47084525928769,10
80,0.15,1,23740065.962108318,45,21,-1,-1,-1,-1,4837,5581,11.91158652305603,23.32677596110688,10
70,0.15,1,22821044.35368957,45,22,-1,-1,-1,-1,3471,4215,10.98694920539856,24.26616378362493,10
60,0.15,1,21890900.65374034,45,23,-1,-1,-1,-1,2745,3489,9.93637502193451,25.29723234139203,10
50,0.15,1,20953301.994737215,45,24,-1,-1,-1,-1,2606,3350,9.083395004272461,26.42920911172336,10
100,0.2,1,20011944.900661,45,25,-1,-1,-1,-1,27144,27888,9.36189889907837,27.672432776971544,10
90,0.2,1,19070540.71328818,45,26,-1,-1,-1,-1,5551,6295,9.130625128746033,29.038463477552664,10
80,0.2,1,18132800.960062645,45,27,-1,-1,-1,-1,3105,3849,8.754065036773682,30.54019074161209,10
70,0.2,1,17202422.721235376,45,28,-1,-1,-1,-1,2651,3395,8.217391967773438,32.191930693366366,10
60,0.2,1,16283074.053962823,45,29,-1,-1,-1,-1,2429,3173,7.645878791809082,34.00949956775676,10
50,0.2,1,15378379.530830115,45,30,-1,-1,-1,-1,2009,2753,7.159140706062317,36.01024405008343,10
100,0.25,1,14491905.949814126,45,31,-1,-1,-1,-1,12143,12887,7.156679034233093,38.21299985783463,10
90,0.25,1,13627148.272025462,45,32,-1,-1,-1,-1,3201,3945,6.891538500785828,40.63793751601188,10
80,0.25,1,12787515.842670444,45,33,-1,-1,-1,-1,2560,3304,6.67496383190155,43.30623764719834,10
70,0.25,1,11976318.949557556,45,34,-1,-1,-1,-1,1918,2662,6.397563219070435,46.23951669393862,10
60,0.25,1,11196755.77214211,45,35,-1,-1,-1,-1,1836,2580,5.882774591445923,49.4588978512705,10
50,0.25,1,10451899.77256292,45,36,-1,-1,-1,-1,1705,2449,5.36190390586853,52.98359265305195,10
100,0.35,1,9744687.57838259,45,37,-1,-1,-1,-1,2723,3467,5.178660750389099,56.82883063675557,10
90,0.35,1,9077907.404804064,45,38,-1,-1,-1,-1,1769,2513,4.968240559101105,61.00295754360062,10
80,0.35,1,8454188.062009484,45,39,-1,-1,-1,-1,1593,2337,4.784880578517914,65.50353457223328,10
70,0.35,1,7875988.590960344,45,40,-1,-1,-1,-1,1489,2233,4.659482538700104,70.3123415688539,10
60,0.35,1,7345588.568520261,45,41,-1,-1,-1,-1,1506,2250,4.2287033796310425,75.38935714058874,10
50,0.35,1,6865079.120122829,45,42,-1,-1,-1,-1,1448,2192,3.7171801924705505,80.66610599967737,10
100,0,1,6436354.675417615,45,43,-1,-1,-1,-1,51531,52275,29.88837957382202,86.03926103001288,10
90,0,1,6061105.49939784,45,44,-1,-1,-1,-1,10133,10877,20.821826457977295,91.3660387622385,10
80,0,1,5740811.028456267,45,45,-1,-1,-1,-1,5668,6412,16.731109619140625,96.46358280302321,10
70,0,1,5476734.037642086,45,46,-1,-1,-1,-1,4057,4801,13.810219764709473,101.11486082651187,10
60,0,1,5269915.662114728,45,47,-1,-1,-1,-1,2815,3559,11.65435791015625,105.08312381184821,10
50,0,1,5121171.292422662,45,48,-1,-1,-1,-1,3045,3789,10.911145210266113,108.13526210681088,10
100,0.05,1,5031087.359790262,45,49,-1,-1,-1,-1,45571,46315,22.496962547302246,110.07147369889562,10
90,0.05,1,5000019.0240869075,45,50,-1,-1,-1,-1,8691,9435,19.140876531600952,110.75541859585823,10
80,0.05,1,5028088.773593556,45,51,-1,-1,-1,-1,5833,6577,16.765666007995605,110.13711669299269,10
70,0.05,1,5115185.942087313,45,52,-1,-1,-1,-1,4434,5178,14.392306804656982,108.26179268353708,10
60,0.05,1,5260967.145147875,45,53,-1,-1,-1,-1,3417,4161,12.61924147605896,105.26186245256135,10
50,0.05,1,5464857.633965731,45,54,-1,-1,-1,-1,3227,3971,10.330365896224976,101.33460688126549,10
100,0.1,1,5726053.561314635,45,55,-1,-1,-1,-1,43973,44717,13.675308227539062,96.71219349769036,10
90,0.1,1,6043525.150754677,45,56,-1,-1,-1,-1,12668,13412,13.498892784118652,91.63181854730058,10
80,0.1,1,6416020.756571224,45,57,-1,-1,-1,-1,6526,7270,12.676522731781006,86.31194022133188,10
70,0.1,1,6842071.7984432485,45,58,-1,-1,-1,-1,5352,6096,10.154143571853638,80.93735586434497,10
