video_name,pruning_thresh,jepg_quality,data_size_mean,data_size_std,map,map_50,map_75,map_small,map_medium,map_large,mar_1,mar_100,mar_small,mar_medium,mar_large
b4fe0b47-a7819060,0.05,60,29494.78,13543.463190469416,0.04559534415602684,0.0891089141368866,0.018905695527791977,0.05269043520092964,0.0,0.0,0.02767857164144516,0.0477415956556797,0.05563035607337952,0.0,0.0
b4fe0b47-a7819060,0.05,70,36182.9,15572.501085888547,0.03547002747654915,0.07425742596387863,0.012338156811892986,0.04050203412771225,0.0,0.0,0.021271008998155594,0.039128150790929794,0.045593634247779846,0.0,0.0
b4fe0b47-a7819060,0.05,80,46319.9,17350.447566273328,0.04824003577232361,0.09405940771102905,0.017339613288640976,0.05596347153186798,0.0,0.0,0.02788865566253662,0.050735294818878174,0.05911872535943985,0.0,0.0
b4fe0b47-a7819060,0.05,90,70627.79,17311.059215019166,0.05005280300974846,0.09900990128517151,0.02058222144842148,0.057435907423496246,0.0,0.0,0.02657563053071499,0.05367647111415863,0.06254590302705765,0.0,0.0
b4fe0b47-a7819060,0.05,100,170560.93,20795.436526437716,0.05433075875043869,0.10396039485931396,0.024242114275693893,0.06232316046953201,0.0,0.0,0.027363445609807968,0.05814075469970703,0.06774786114692688,0.0,0.0
b4fe0b47-a7819060,0.1,60,33258.2,13843.134064943531,0.027547724545001984,0.059405941516160965,0.003827399807050824,0.030010581016540527,0.019801979884505272,0.0,0.021271008998155594,0.027836134657263756,0.03145654872059822,0.01600000075995922,0.0
b4fe0b47-a7819060,0.1,70,39638.05,15034.623544588672,0.04486610367894173,0.0891089141368866,0.02042079158127308,0.05244899168610573,0.0,0.0,0.024264706298708916,0.049369748681783676,0.057527538388967514,0.0,0.0
b4fe0b47-a7819060,0.1,80,49925.09,17334.877276228406,0.04029897227883339,0.07920791953802109,0.015003031119704247,0.04795026034116745,0.0,0.0,0.02342437021434307,0.04264706000685692,0.0496940016746521,0.0,0.0
b4fe0b47-a7819060,0.1,90,72441.06,17512.678103488342,0.05097738653421402,0.09900990128517151,0.02357378602027893,0.06087130308151245,0.0,0.0,0.027310924604535103,0.05582983046770096,0.06505507975816727,0.0,0.0
b4fe0b47-a7819060,0.1,100,172857.9,20997.736688748148,0.05435515567660332,0.10396039485931396,0.024242114275693893,0.062222495675086975,0.0,0.0,0.027521008625626564,0.058088235557079315,0.06768666207790375,0.0,0.0
b4fe0b47-a7819060,0.15000000000000002,60,38595.49,12519.498404085525,0.03503025695681572,0.06930693238973618,0.01942022331058979,0.04219502955675125,0.0,0.0,0.02531512640416622,0.03739495947957039,0.043574050068855286,0.0,0.0
b4fe0b47-a7819060,0.15000000000000002,70,42935.77,13909.911608529366,0.04108228534460068,0.08415841311216354,0.013683369383215904,0.04811118543148041,0.0,0.0,0.025052521377801895,0.044485293328762054,0.051835983991622925,0.0,0.0
b4fe0b47-a7819060,0.15000000000000002,80,52867.62,16101.852781453443,0.04489661008119583,0.09405940771102905,0.016781339421868324,0.05238379165530205,0.0,0.0,0.0248949583619833,0.049264706671237946,0.05740514025092125,0.0,0.0
b4fe0b47-a7819060,0.15000000000000002,90,74433.59,17278.858932866486,0.05146463215351105,0.10396039485931396,0.024363692849874496,0.0586966872215271,0.0,0.0,0.02578781545162201,0.055304620414972305,0.06444308161735535,0.0,0.0
b4fe0b47-a7819060,0.15000000000000002,100,174905.15,21440.751559297078,0.05429764837026596,0.10396039485931396,0.02385471761226654,0.062271956354379654,0.0,0.0,0.027310924604535103,0.05777310952544212,0.06731946021318436,0.0,0.0
b4fe0b47-a7819060,0.2,60,41742.23,9882.609353662625,0.011831468902528286,0.024752475321292877,0.0016501650679856539,0.011900476180016994,0.01683168299496174,0.0,0.00908613484352827,0.010451680980622768,0.011383108794689178,0.013000000268220901,0.0
b4fe0b47-a7819060,0.2,70,46946.2,12482.24174898083,0.045735448598861694,0.09405940771102905,0.020275168120861053,0.052657950669527054,0.0,0.0,0.02568277344107628,0.0491071417927742,0.05722154304385185,0.0,0.0
b4fe0b47-a7819060,0.2,80,54929.9,14397.754943393084,0.043045174330472946,0.0891089141368866,0.013569127768278122,0.05011947080492973,0.0,0.0,0.02589285746216774,0.0466911755502224,0.054406363517045975,0.0,0.0
b4fe0b47-a7819060,0.2,90,75675.19,16682.912335497662,0.05330469831824303,0.10396039485931396,0.023936033248901367,0.06111641228199005,0.0,0.0,0.027048319578170776,0.05614495649933815,0.06542227417230606,0.0,0.0
b4fe0b47-a7819060,0.2,100,176725.83,22149.305883505695,0.05425317957997322,0.10396039485931396,0.024111218750476837,0.062246423214673996,0.0,0.0,0.027258403599262238,0.05772058665752411,0.06725826114416122,0.0,0.0
b4fe0b47-a7819060,0.25,60,40166.22,8348.95441067922,0.030830606818199158,0.06410256773233414,0.0039312755689024925,0.034451618790626526,0.002640264108777046,0.0,0.02043067291378975,0.03035714291036129,0.03512851893901825,0.004000000189989805,0.0
b4fe0b47-a7819060,0.25,70,46459.43,10411.637500657618,0.028109349310398102,0.06435643881559372,0.005330705549567938,0.03232293576002121,0.0,0.0,0.018802521750330925,0.029884453862905502,0.03482251986861229,0.0,0.0
b4fe0b47-a7819060,0.25,80,54308.84,12442.398202693885,0.03961571678519249,0.07920791953802109,0.016733432188630104,0.0466407909989357,0.0,0.0,0.02521008439362049,0.04217436909675598,0.04914320632815361,0.0,0.0
