frame_id,head_time,serialize_time,tail_time
1,429.0809326171875,1.9733760356903076,327.4266052246094
2,10.440671920776367,1.9215999841690063,12.309311866760254
3,10.367424011230469,1.3781440258026123,12.003520011901855
4,10.341216087341309,1.232192039489746,11.940223693847656
5,10.33779239654541,1.2361279726028442,11.929920196533203
6,10.34489631652832,0.9728639721870422,11.962944030761719
7,10.339776039123535,1.0028480291366577,11.907936096191406
8,10.390912055969238,0.9408320188522339,11.900768280029297
9,10.340736389160156,1.1449600458145142,12.067423820495605
10,10.283807754516602,0.9514240026473999,11.940735816955566
11,10.403072357177734,0.9550719857215881,11.944671630859375
12,10.362336158752441,0.9713600277900696,11.92460823059082
13,10.350496292114258,1.1331199407577515,12.06710433959961
14,10.375871658325195,0.9987519979476929,11.890463829040527
15,10.358304023742676,1.025439977645874,11.982336044311523
16,10.339167594909668,0.9425280094146729,11.924480438232422
17,10.347711563110352,1.2545280456542969,12.057120323181152
18,10.366815567016602,0.9655359983444214,11.938272476196289
19,10.355999946594238,0.9824640154838562,11.981087684631348
20,10.332415580749512,0.9360640048980713,11.919424057006836
21,10.366016387939453,1.2063679695129395,12.069215774536133
22,10.327296257019043,0.939903974533081,11.968735694885254
23,10.346879959106445,1.0109119415283203,11.958944320678711
24,10.373984336853027,0.9747840166091919,11.886560440063477
25,10.649503707885742,1.1911040544509888,12.126943588256836
26,10.296640396118164,0.9317119717597961,11.919743537902832
27,10.338656425476074,0.9488639831542969,11.919648170471191
28,10.374496459960938,1.0036159753799438,11.933759689331055
29,10.335200309753418,1.2035839557647705,12.118880271911621
30,10.362879753112793,1.1482559442520142,12.04252815246582
31,10.351327896118164,1.0595519542694092,11.955519676208496
32,10.341983795166016,0.9591360092163086,11.938688278198242
33,10.364416122436523,1.1578559875488281,12.079071998596191
34,10.300992012023926,1.033120036125183,11.89072036743164
35,10.351136207580566,1.0062400102615356,11.969280242919922
36,10.38646411895752,0.9310399889945984,11.923680305480957
37,10.418144226074219,1.1479040384292603,12.097887992858887
38,10.301055908203125,0.9350399971008301,11.948320388793945
39,10.344063758850098,0.9666240215301514,11.909024238586426
40,10.343839645385742,0.9583359956741333,11.90777587890625
41,10.397439956665039,1.2699840068817139,12.05951976776123
42,10.299072265625,0.98198401927948,11.927136421203613
43,10.335359573364258,1.0110399723052979,11.909855842590332
44,10.364640235900879,0.9906240105628967,11.908960342407227
45,10.377023696899414,1.161247968673706,12.062751770019531
46,10.359007835388184,1.0330560207366943,11.939935684204102
47,10.303008079528809,0.9990400075912476,11.952095985412598
48,10.329504013061523,0.9746559858322144,11.925344467163086
49,10.32688045501709,1.1516159772872925,12.127424240112305
50,10.29308795928955,1.0333119630813599,11.976127624511719
51,10.336383819580078,0.9898880124092102,11.910688400268555
52,10.354528427124023,1.0197759866714478,11.946784019470215
53,10.404959678649902,1.1739519834518433,12.077535629272461
54,10.280511856079102,0.9471359848976135,11.894720077514648
55,10.319999694824219,1.0445760488510132,11.934528350830078
56,10.331968307495117,1.0415680408477783,11.93552017211914
57,10.378975868225098,1.2102080583572388,12.067808151245117
58,10.293696403503418,0.9763519763946533,11.897855758666992
59,10.335776329040527,0.9398080110549927,11.928159713745117
60,10.35097599029541,0.9290879964828491,11.931615829467773
61,10.366720199584961,1.1455999612808228,12.093279838562012
62,10.3405122756958,1.0911999940872192,11.946399688720703
63,10.320128440856934,1.1239680051803589,11.974016189575195
64,10.394944190979004,1.1962239742279053,11.985312461853027
65,10.361696243286133,1.3743679523468018,12.089152336120605
66,10.319135665893555,1.260256052017212,11.90652847290039
67,10.313759803771973,1.0106240510940552,11.92908763885498
68,10.33846378326416,0.9711040258407593,11.900351524353027
69,10.32265567779541,1.1414079666137695,12.042943954467773
70,10.335103988647461,0.9860479831695557,11.907487869262695
71,10.330431938171387,0.9418560266494751,11.910623550415039
72,10.38361644744873,0.9467840194702148,11.9367036819458
73,10.363007545471191,1.1418240070343018,12.084159851074219
74,10.300671577453613,0.9804159998893738,11.943807601928711
75,10.390368461608887,0.9658240079879761,11.901951789855957
76,10.348383903503418,0.9843199849128723,11.941056251525879
77,10.348128318786621,1.1599680185317993,12.068991661071777
78,10.323424339294434,0.9535359740257263,12.005855560302734
79,10.371264457702637,0.968671977519989,11.898880004882812
80,10.350879669189453,0.9324480295181274,11.926976203918457
81,10.373311996459961,1.0896960496902466,12.044480323791504
82,10.311712265014648,0.9389439821243286,11.912128448486328
83,10.328415870666504,0.9623039960861206,11.900768280029297
84,10.35308837890625,0.9970239996910095,11.942367553710938
85,10.341119766235352,1.2601920366287231,12.105440139770508
86,10.3438081741333,0.9735680222511292,11.913408279418945
87,10.303775787353516,1.004032015800476,11.995583534240723
88,10.358464241027832,1.012671947479248,11.939200401306152
89,10.339263916015625,1.1463040113449097,12.121824264526367
90,10.301247596740723,1.0718079805374146,11.917535781860352
91,10.345120429992676,0.9664639830589294,11.929439544677734
92,10.367199897766113,0.9661120176315308,11.905344009399414
93,10.391551971435547,1.2005759477615356,12.172767639160156
94,10.446528434753418,1.2642240524291992,12.089152336120605
95,10.391008377075195,1.120192050933838,12.064800262451172
96,10.348320007324219,1.1263359785079956,12.117792129516602
97,10.338111877441406,0.9127039909362793,11.914719581604004
98,10.443615913391113,1.0189440250396729,12.055839538574219
99,10.462047576904297,1.155743956565857,12.400032043457031
100,10.320672035217285,1.2021119594573975,12.111455917358398
101,10.316672325134277,0.9732800126075745,11.941984176635742
102,10.36899185180664,1.198848009109497,12.110783576965332
