pruning_thresh,jepg_quality,head_time_mean,head_time_std,tail_time_mean,tail_time_std,framework_time_mean,framework_time_std,jpeg_time_mean,jpeg_time_std,encode_time_mean,encode_time_std,decode_time_mean,decode_time_std,request_time_mean,request_time_std
0.02,1,12.388555793762206,24.338807518919072,4.7246358418464665,0.7298813290277296,2.9477890586853026,15.096959911012137,154.1029365539551,3.651465592061602,196.0651611328125,29.269939922282173,14.985544900894165,6.457945139206679,47.61541427612305,8.699755324183789
0.02,2,9.988117113113404,0.23363201156775348,4.6115695977210995,0.2026500815787041,1.4217907202243805,0.2592750310395447,157.9639549255371,3.5859267055678945,195.58050750732423,3.880938117385632,15.318602886199951,6.640355680773438,48.64193073272705,9.643288578679345
0.02,3,9.9487708568573,0.05696450786821038,4.658753290176391,0.2755629182354295,1.4649708771705627,0.19977184299021353,160.40777709960938,4.812882711555899,198.22571517944337,5.1907798814879476,16.673481912612914,7.472404165706373,50.146945571899415,10.835984237564064
0.02,4,9.974363527297974,0.19580148519948365,4.610640616416931,0.2453470641612026,1.4318739199638366,0.18816292961595324,162.47489013671876,4.420771065193314,200.12081512451172,5.0043297562214315,15.269886693954469,6.068608702584519,48.09114673614502,8.450917476674745
0.02,5,9.962025938034058,0.1578838463086422,4.608665287494659,0.20762317065785385,1.399660805463791,0.28492926317197304,163.6219288635254,3.9951817088340773,203.82471527099608,27.155214897028067,16.093564767837524,6.186537012358387,49.30522010803222,9.421371843354084
0.04,1,9.960800991058349,0.15893890437055136,4.930339858531952,2.361156589026239,1.3796265625953674,0.1809758362479969,152.37741775512694,3.765544439050075,190.054620513916,4.014970804263642,13.965350465774536,5.140036212756861,47.09034622192383,8.791613517975744
0.04,2,9.94447141647339,0.05358804015560983,4.6407129669189455,0.2686103511158185,1.4332508802413941,0.36049201493756167,155.32388854980468,4.117037032188057,192.71524368286134,4.482728729118037,15.412901468276978,7.060903649696503,48.90300884246826,10.839619918263883
0.04,3,9.965435523986816,0.21109053493888166,4.642788157463074,0.2656704881979112,1.342828803062439,0.16148253455087297,156.4745426940918,4.175815560061569,196.1894403076172,26.121111416292212,15.02296646118164,6.704403586785457,47.47123069763184,8.589051275796388
0.04,4,9.957012815475464,0.07968063044732882,4.763783040046692,0.6665812639377061,1.4705923157930374,0.22726460599393286,160.53615768432618,4.089710087759702,198.0246876525879,4.287590087039232,17.903516149520875,8.292290500161654,51.15764122009277,10.705011030544526
0.04,5,9.96200065612793,0.1637206928556753,4.6519523000717165,0.33880545063074136,1.3980915236473084,0.16177699509844679,160.0072869873047,4.317848967913353,197.30735794067382,4.558445586402415,15.796903667449952,6.585200951363375,48.936126708984375,10.642609619999922
