pruning_thresh,quality,technique,bandwidth,mAP_drop,frame_id,feasible,sensitivity,map
0.05,79,1,13176554.421825137,40,86,1,0.5,0.4916666666666667
0.05,79,1,13412621.747721754,40,87,1,0.4444444444444444,0.425
0.05,79,1,13635234.662174093,40,88,1,0.5555555555555556,0.515
0.05,79,1,13843515.50396879,40,89,1,0.6666666666666666,0.625
0.05,79,1,14036643.116719753,40,90,1,0.6666666666666666,0.575
0.05,80,1,14213856.086313348,40,91,1,0.5555555555555556,0.455
0.05,80,1,14374455.742817067,40,92,1,0.625,0.4583333333333333
0.05,80,1,14517808.915016467,40,93,1,0.7142857142857143,0.5138888888888888
0.05,80,1,14643350.426720576,40,94,1,0.7142857142857143,0.625
0.05,80,1,14750585.324993894,40,95,1,0.6666666666666666,0.4375
0.05,80,1,14839090.831530113,40,96,1,0.7142857142857143,0.625
0.05,80,1,14908518.009474214,40,97,1,0.75,0.71875
0.05,80,1,14958593.139121372,40,98,1,0.75,0.71875
0.05,80,1,14989118.797068933,40,99,1,0.625,0.5
0.05,80,1,14999974.634566877,40,100,1,0.7142857142857143,0.5972222222222222
0.05,80,1,14991117.851998053,40,101,1,0.75,0.5666666666666667
0.05,80,1,14962583.367617568,40,102,1,0.6666666666666666,0.5666666666666667
0.05,80,1,14914483.679886013,40,103,1,0.6666666666666666,0.5125000000000001
0.05,80,1,14847008.42393934,40,104,1,0.625,0.5666666666666667
0.05,80,1,14760423.62394399,40,105,1,0.7142857142857143,0.65
0.05,80,1,14655070.644284906,40,106,1,0.7142857142857143,0.65
0.05,80,1,14531364.843721423,40,107,1,0.6666666666666666,0.5625
0.05,80,1,14389793.93781708,40,108,1,0.625,0.4555555555555556
0.05,80,1,14230916.076099534,40,109,1,0.5555555555555556,0.4416666666666667
0.05,79,1,14055357.641531494,40,110,1,0.5,0.4
0.05,79,1,13863810.780968314,40,111,1,0.6666666666666666,0.5125000000000001
0.05,79,1,13657030.676338544,40,112,1,0.6666666666666666,0.65
0.05,79,1,13435832.56730596,40,113,1,0.75,0.530952380952381
0.05,79,1,13201088.53715128,40,114,1,0.75,0.6473214285714286
0.05,79,1,12953724.074545464,40,115,1,0.8571428571428571,0.7333333333333334
0.05,78,1,12694714.424769888,40,116,1,0.7142857142857143,0.4625
0.05,78,1,12425080.744768903,40,117,1,0.6,0.6000000000000001
0.05,78,1,12145886.077193629,40,118,1,0.8571428571428571,0.5458333333333334
0.05,78,1,11858231.159309516,40,119,1,0.6363636363636364,0.65
0.18,93,1,11563250.083291233,40,120,1,0.6666666666666666,0.6083333333333334
0.05,77,1,11262105.825014338,40,121,1,0.7142857142857143,0.45
0.18,93,1,10955985.65897172,40,122,1,0.6666666666666666,0.6083333333333334
0.05,76,1,10646096.477391642,40,123,1,0.6666666666666666,0.65
0.05,76,1,10333660.032012016,40,124,1,0.75,0.65
0.05,75,1,10019908.117270395,40,125,1,0.75,0.65
0.19,93,1,9706077.713900195,40,126,1,0.75,0.5666666666666667
0.19,93,1,9393406.112079708,40,127,1,0.8571428571428571,0.7333333333333334
0.19,93,1,9083126.033361096,40,128,1,1.0,0.7333333333333334
0.19,92,1,8776460.77061146,40,129,1,0.6666666666666666,0.6083333333333334
0.19,92,1,8474619.365126804,40,130,1,0.75,0.65
0.19,91,1,8178791.8399335835,40,131,1,1.0,0.9833333333333334
0.2,93,1,7890144.508070482,40,132,1,0.8571428571428571,0.7333333333333334
0.2,93,1,7609815.3743479485,40,133,1,1.0,0.9833333333333334
0.2,92,1,7338909.648714168,40,134,1,0.8333333333333334,0.9
0.2,92,1,7078495.388916142,40,135,1,0.5,0.4
0.2,91,1,6829599.28963507,40,136,1,0.7142857142857143,0.65
0.21,93,1,6593202.6346973255,40,137,1,0.7142857142857143,0.65
0.2,90,1,6370237.428319817,40,138,1,0.7142857142857143,0.65
0.21,92,1,6161582.720642321,40,139,1,0.7142857142857143,0.65
0.2,88,1,5968061.142033642,40,140,1,0.7142857142857143,0.65
0.21,91,1,5790435.659835139,40,141,1,0.7142857142857143,0.65
0.22,93,1,5629406.570328425,40,142,1,0.7142857142857143,0.65
0.21,90,1,5485608.737786457,40,143,1,0.8333333333333334,0.9
0.2,87,1,5359609.091493173,40,144,1,0.7142857142857143,0.65
0.22,92,1,5251904.390599868,40,145,1,0.8333333333333334,0.9
0.21,89,1,5162919.265630348,40,146,1,0.7142857142857143,0.525
0.2,86,1,5093004.544356419,40,147,1,0.5714285714285714,0.4
0.22,91,1,5042435.868643943,40,148,1,0.5714285714285714,0.4
0.22,91,1,5011412.607722657,40,149,1,0.8,0.8
0.22,91,1,5000057.07216421,40,150,1,0.8,0.8
0.22,91,1,5008414.031667344,40,151,1,0.8333333333333334,0.65
0.22,91,1,5036450.538551395,40,152,1,0.8,0.8
0.2,86,1,5084056.057653966,40,153,1,0.6666666666666666,0.4
0.21,89,1,5151042.902120676,40,154,1,0.8,0.8
0.22,92,1,5237146.973368839,40,155,1,0.8,0.8
0.22,92,1,5342028.802307762,40,156,1,0.8,0.8
0.21,90,1,5465274.887710554,40,157,1,0.8,0.8
0.21,90,1,5606399.32646094,40,158,1,0.8,0.8
0.21,91,1,5764845.729247658,40,159,1,0.8,0.8
0.21,91,1,5939989.414153835,40,160,1,0.8333333333333334,0.65
0.21,92,1,6131139.869492905,40,161,1,0.8333333333333334,0.5666666666666667
0.2,90,1,6337543.476181362,40,162,1,0.8333333333333334,0.5666666666666667
0.21,93,1,6558386.47891514,40,163,1,1.0,0.5964285714285714
0.2,91,1,6792798.194435732,40,164,1,0.6666666666666666,0.4
0.2,92,1,7039854.444237255,40,165,1,0.8333333333333334,0.48333333333333334
0.2,92,1,7298581.198180863,40,166,1,0.8333333333333334,0.48333333333333334
0.2,93,1,7567958.414651494,40,167,1,0.8,0.4583333333333333
0.2,93,1,7846924.062116766,40,168,1,0.8333333333333334,0.48333333333333334
0.19,91,1,8134378.306233111,40,169,1,0.8333333333333334,0.5
0.19,92,1,8429187.845991008,40,170,1,0.8333333333333334,0.5
0.19,92,1,8730190.381804157,40,171,1,1.0,0.75
0.19,93,1,9036199.197926732,40,172,1,1.0,0.6666666666666666
0.19,93,1,9346007.841132412,40,173,1,1.0,1.0
0.19,93,1,9658394.877209391,40,174,1,0.8,0.8
0.19,94,1,9972128.706518449,40,175,1,0.8,0.8
0.06,76,1,10285972.419628797,40,176,1,0.6666666666666666,0.4
0.05,76,1,10598688.6738879,40,177,1,0.8333333333333334,0.65
0.05,77,1,10909044.57169938,40,178,1,0.8,0.8
0.05,77,1,11215816.52127606,40,179,1,0.6666666666666666,0.4
0.05,77,1,11517795.060704384,40,180,1,0.8,0.8
0.18,94,1,11813789.626301322,40,181,1,0.8,0.8
0.05,78,1,12102633.246464022,40,182,1,0.8,0.8
0.05,78,1,12383187.142506784,40,183,1,0.8,0.8
0.05,78,1,12654345.218346082,40,184,1,0.8,0.8
0.05,78,1,12915038.421333114,40,185,1,0.8,0.8
0.05,79,1,13164238.957040904,40,186,1,0.8,0.8
0.05,79,1,13400964.341389043,40,187,1,0.8,0.8
0.05,79,1,13624281.274130464,40,188,1,0.8333333333333334,0.9
0.05,79,1,13833309.31842871,40,189,1,0.8333333333333334,0.9
0.05,79,1,14027224.372018935,40,190,1,0.8571428571428571,0.7333333333333334
0.05,80,1,14205261.916267332,40,191,1,0.8333333333333334,0.525
0.05,80,1,14366720.030319523,40,192,1,0.6666666666666666,0.4
0.05,80,1,14510962.158454398,40,193,1,0.8333333333333334,0.48333333333333334
0.05,80,1,14637419.619733084,40,194,1,0.8,0.8
0.05,80,1,14745593.850048568,40,195,1,0.75,0.6875
0.05,80,1,14835058.367736619,40,196,1,0.75,0.6875
0.05,80,1,14905460.454998547,40,197,1,0.75,0.6875
0.05,80,1,14956522.548506625,40,198,1,0.8,0.8
0.05,80,1,14988043.33370974,40,199,1,0.8,0.8
0.05,80,1,14999898.538524866,40,200,1,0.8,0.8
