video_name,model_time_mean,model_time_std
b4fe0b47-a7819060,30.488530883789064,1.2629360161160261
b5fa32f1-4e9c7d32,30.454563484191894,1.17817541355349
b4c0a877-66fc6239,29.725013885498047,2.648796903969526
b49a1b50-186fb520,24.479126777648926,3.1164179951596243
b610204c-e3c8c65f,31.781266288757323,3.647189910064905
b4d2dede-18dc0cd0,23.310919342041014,3.1529726517506202
b69d5b1d-03bd6daa,27.562724571228028,4.172454514393708
b607dd6a-1d8f33b9,30.24803102493286,0.9746298583755282
b5f9cb1e-c84e2ce9,31.412329692840576,1.2874111688379595
