video_name,map,map_50,map_75,map_small,map_medium,map_large,mar_1,mar_100,mar_small,mar_medium,mar_large
b4fe0b47-a7819060,0.05422113835811615,0.10396039485931396,0.024242114275693893,0.0622028112411499,0.0,0.0,0.027153361588716507,0.05793067067861557,0.06750305742025375,0.0,0.0
b5fa32f1-4e9c7d32,0.028425443917512894,0.05421646684408188,0.026745762676000595,0.008049467578530312,0.056342337280511856,0.07774408161640167,0.02230161987245083,0.033134330064058304,0.012203856371343136,0.0668862983584404,0.08521353453397751
b4c0a877-66fc6239,0.029102956876158714,0.05775818973779678,0.01587332785129547,0.003986167721450329,0.10713700950145721,0.11870186775922775,0.028263403102755547,0.030885780230164528,0.007936508394777775,0.11078431457281113,0.11500000208616257
b49a1b50-186fb520,0.01205538958311081,0.020005572587251663,0.017304588109254837,0.0019625176209956408,0.09416483342647552,0.007128712721168995,0.013104293495416641,0.013104293495416641,0.006410256493836641,0.11432748287916183,0.006788990925997496
b610204c-e3c8c65f,0.041401639580726624,0.0863332748413086,0.03176706284284592,0.011551158502697945,0.05369097366929054,0.26173728704452515,0.035963766276836395,0.04841074347496033,0.018792759627103806,0.06405974179506302,0.30887097120285034
b4d2dede-18dc0cd0,0.0010891088750213385,0.003960396163165569,0.0009900990407913923,0.0012871286598965526,0.0034653465263545513,0.0,0.0006812651990912855,0.0006812651990912855,0.0013235294027253985,0.0028409091755747795,0.0
b69d5b1d-03bd6daa,0.014747369103133678,0.023102309554815292,0.01490740105509758,0.09362052381038666,0.028134597465395927,0.0,0.014929026365280151,0.014929026365280151,0.09791667014360428,0.02671009860932827,0.0
b607dd6a-1d8f33b9,0.026890194043517113,0.06332948803901672,0.026807639747858047,0.007680640555918217,0.04889895021915436,0.33298739790916443,0.018580017611384392,0.03340967744588852,0.01281055063009262,0.055762000381946564,0.385294109582901
b5f9cb1e-c84e2ce9,0.035552266985177994,0.06698475033044815,0.032826319336891174,0.003247045213356614,0.09063521772623062,0.17494601011276245,0.03526332601904869,0.042297132313251495,0.004549611359834671,0.11339487880468369,0.17678570747375488
