video_name,pruning_thresh,jepg_quality,head_time_mean,head_time_std,tail_time_mean,tail_time_std,framework_time_mean,framework_time_std,encode_time_mean,encode_time_std,decode_time_mean,decode_time_std,request_time_mean,request_time_std
b4fe0b47-a7819060,0.05,60,16.22661413192749,1.1664196722395408,4.59016544342041,0.6405629355525916,1.6122598373889923,0.14668105000504436,7.857664003372192,0.6991289720753853,0.5586787185072899,0.07491623380909639,15.820597410202026,1.151601886133408
b4fe0b47-a7819060,0.05,70,17.148590669631957,2.494131521765605,4.626824007034302,0.8251229878879037,1.6160630440711976,0.22835290992682694,8.01523584842682,0.6427707323751497,0.5826595214009285,0.06661124985300253,16.1051904296875,1.4687117948265278
b4fe0b47-a7819060,0.05,80,17.137886695861816,1.4662485083971903,4.510651502609253,0.1701209361040145,1.5927529585361482,0.1219881142962072,8.373788862228393,0.5509091576018795,0.6222623980045319,0.07748501826537094,15.942209882736206,1.1895975716132077
b4fe0b47-a7819060,0.05,90,16.842531194686888,1.51124983461937,4.498517441749573,0.11900625193587987,1.6026799964904785,0.1303633239610458,8.661903004646302,0.7725576112478918,0.6831561613082886,0.0705310620450885,16.07050718307495,0.9089749788853178
b4fe0b47-a7819060,0.05,100,16.505075254440307,1.3737224651912632,4.492523851394654,0.06754444926585627,1.6007791948318482,0.11764079711733184,10.061759972572327,0.7840840396794,0.9175135958194732,0.04861452941364244,16.513989477157594,1.1561260222086525
b5fa32f1-4e9c7d32,0.05,60,16.40381633758545,1.3028834016392468,4.448336958885193,0.14510746914594738,1.5621718335151673,0.16288176968748408,7.589725751876831,0.6243180021470804,0.4947302398085594,0.0475772383861464,15.745928001403808,0.9768391959060929
b5fa32f1-4e9c7d32,0.05,70,16.476072998046874,1.4381915441146098,4.47290048122406,0.15526476960347924,1.5999798417091369,0.14114092797858924,7.724065580368042,0.6405253014172458,0.5442585605382919,0.05852611302689452,15.817876472473145,1.2847915683546214
b5fa32f1-4e9c7d32,0.05,80,16.99937829017639,2.0961256465858225,4.50183265209198,0.1767954676430661,1.5855638408660888,0.18229235640767535,7.841600632667541,0.9669694257355227,0.6022822421789169,0.08841601680222175,15.776647024154663,1.265336938364002
b5fa32f1-4e9c7d32,0.05,90,17.198079376220704,2.6375839135281822,4.5022153425216676,0.16979633572210553,1.5799939215183259,0.22964110326261944,8.380665612220763,1.0365201620111444,0.6983824014663697,0.09654266361855553,16.129968042373658,1.473346946534087
b5fa32f1-4e9c7d32,0.05,100,17.2006796836853,2.455840794868184,4.547926397323608,0.6557679921238232,1.5152166378498078,0.2197061451585694,9.499114274978638,1.4114403485373475,0.911545278429985,0.03262131805304757,16.37075388908386,1.2435151289042257
b4c0a877-66fc6239,0.05,60,17.346148509979248,2.1751361133047205,4.424653434753418,0.5648059677134244,1.5223718392848968,0.1751025824999055,6.933289623260498,0.9745521394233347,0.4748220807313919,0.06594196498277383,15.39159803390503,1.0631616672360913
b4c0a877-66fc6239,0.05,70,16.3815993976593,1.319628883037713,4.358255033493042,0.2928001157635453,1.5767247998714446,0.24978725563075582,7.348874540328979,0.8827912433927455,0.5070528012514114,0.07392298987460044,15.44385663986206,1.0027238638967757
b4c0a877-66fc6239,0.05,80,17.620637121200563,2.373739177226202,4.468035216331482,0.6339097506238499,1.5746643221378327,0.16623824877827315,7.643426542282104,0.8164793288607829,0.5484227192401886,0.057807531569053446,15.737062425613404,1.4303547124848146
b4c0a877-66fc6239,0.05,90,17.383510093688965,2.7043275278399372,4.415630075931549,0.22480939142322764,1.5870479989051818,0.36195239331805507,7.659272980690003,1.1350145479051768,0.6919075173139572,0.5860987732229856,15.585163516998291,1.3545656089507507
