pruning_thresh,quality,technique,bandwidth,mAP_drop,frame_id,sparsity,decomposability,regularity,pictoriality,compression_ratio,datasize_est,datasize_real,reconstruct_snr,target_cmp,target_snr
0.07,65,1,32976020.0,0.25,200,0.6220992048816568,-1,-1,-1,49.72159172532682,6961,7705,13.796902894973755,58.517972574268335,14.710588238456035
0.08,72,1,20663545.0,0.25,201,0.6702916974852071,-1,-1,-1,70.26228177019894,4926,5670,13.155049085617065,50.89357234326676,14.220320681730906
0.12,62,1,20663545.0,0.25,202,0.841715976331361,-1,-1,-1,76.86253608705307,4503,5247,12.404652833938599,53.80292642520091,14.144328133813268
0.1,62,1,20663545.0,0.25,203,0.7624930658284024,-1,-1,-1,74.01881950384944,4676,5420,12.068933248519897,62.327585531710525,14.27654169854664
0.06,62,1,20663545.0,0.25,204,0.528383875739645,-1,-1,-1,68.93288189603665,5021,5765,12.139267921447754,54.153166878150344,15.528526937260345
0.04,62,1,12847800.0,0.25,205,0.3870192307692308,-1,-1,-1,39.07337999548431,8858,9602,14.051904678344727,53.83495595464292,15.168467495176529
0.05,97,1,12847800.0,0.25,206,0.4807692307692308,-1,-1,-1,8.486465280502157,40784,41528,25.075321197509766,51.248788355741,15.103981147209804
0.1,70,1,8351070.0,0.25,207,0.7606208394970414,-1,-1,-1,88.33894844308321,3918,4662,19.841692447662354,51.248788355741,15.103981147209804
0.1,70,1,8351070.0,0.25,208,0.7853180473372781,-1,-1,-1,65.2918317298623,5301,6045,17.767189741134644,51.248788355741,15.103981147209804
0.1,70,1,8351070.0,0.25,209,0.7698086168639053,-1,-1,-1,65.80076045627376,5260,6004,17.236980199813843,51.248788355741,15.103981147209804
0.1,70,1,8351070.0,0.25,210,0.7652320636094675,-1,-1,-1,63.78768890527092,5426,6170,16.60439968109131,51.248788355741,15.103981147209804
0.1,70,1,8351070.0,0.25,211,0.7650933801775148,-1,-1,-1,54.72126482213439,6325,7069,16.337887048721313,51.248788355741,15.103981147209804
0.1,70,1,12847800.0,0.25,212,0.7632904955621301,-1,-1,-1,53.92832658148956,6418,7162,15.928709506988525,63.78768890527092,17.20285654067993
0.1,70,1,12847800.0,0.25,213,0.7613258136094675,-1,-1,-1,76.33700926334363,4534,5278,15.01035213470459,54.72126482213439,16.72642230987549
0.1,70,1,20663545.0,0.25,214,0.7627935465976331,-1,-1,-1,51.2151524119562,6758,7502,15.17723560333252,53.92832658148956,16.290332078933716
0.1,70,1,20663545.0,0.25,215,0.7617880917159763,-1,-1,-1,45.373885684320925,7628,8372,15.510398149490356,53.92832658148956,15.75898289680481
0.03,62,1,20663545.0,0.25,216,0.2777135724852071,-1,-1,-1,44.31651728553137,7810,8554,16.406220197677612,52.801779744875894,14.90071487426758
0.12,70,1,20663545.0,0.25,217,0.8394854844674556,-1,-1,-1,60.435131831674525,5727,6471,15.394222736358643,51.48543327625917,14.370509703954061
0.1,70,1,32976020.0,0.25,218,0.7605052699704142,-1,-1,-1,49.26861209964413,7025,7769,15.107136964797974,51.2151524119562,15.372099081675211
0.1,70,1,32976020.0,0.25,219,0.7585405880177515,-1,-1,-1,50.99631648740239,6787,7531,14.928420782089233,51.2151524119562,15.193936824798584
0.14,70,1,32976020.0,0.25,220,0.892497226331361,-1,-1,-1,50.90630975143404,6799,7543,14.432215690612793,49.366075476986225,14.047490490807427
0.14,70,1,32976020.0,0.25,221,0.8927514792899408,-1,-1,-1,51.64309161444345,6702,7446,13.956563472747803,50.99631648740239,14.928420782089233
0.11,68,1,48072185.0,0.25,222,0.7914547892011834,-1,-1,-1,51.154596511971626,6766,7510,14.061782360076904,49.90299946458393,14.4208824634552
0.1,68,1,48072185.0,0.25,223,0.7638683431952663,-1,-1,-1,44.169474221541606,7836,8580,14.057633876800537,50.62668937829666,14.290046067464917
0.1,68,1,48072185.0,0.25,224,0.7583672337278107,-1,-1,-1,57.88794112727881,5979,6723,13.766059875488281,51.154596511971626,14.061782360076904
0.14,70,1,48072185.0,0.25,225,0.8933524408284024,-1,-1,-1,54.249529780564266,6380,7124,13.308093547821045,50.90630975143404,14.76301908493042
0.14,70,1,48072185.0,0.25,226,0.8926474667159763,-1,-1,-1,65.30415094339622,5300,6044,12.850545644760132,50.90630975143404,14.375565449396769
0.1,70,1,48072185.0,0.25,227,0.7470414201183432,-1,-1,-1,46.02553191489362,7520,8264,13.304053544998169,49.26861209964413,15.226198434829712
0.1,70,1,48072185.0,0.25,228,0.7537791235207101,-1,-1,-1,37.3851803845323,9258,10002,14.10565972328186,49.26861209964413,14.450635115305582
0.04,60,1,48072185.0,0.25,229,0.3615939349112426,-1,-1,-1,34.708383473726435,9972,10716,15.580443143844604,49.74616458630679,17.186526722378204
0.09,73,1,48072185.0,0.25,230,0.7216854659763313,-1,-1,-1,40.99395949307118,8443,9187,15.251423120498657,48.54391339997895,14.015174825986227
0.11,73,1,48072185.0,0.25,231,0.7988512389053254,-1,-1,-1,46.29022335161161,7477,8221,14.8753023147583,50.50668215831915,14.289398789405823
0.02,61,1,48072185.0,0.25,232,0.18190643491124261,-1,-1,-1,48.32616587545378,7162,7906,15.066817998886108,52.034268161981885,14.028699927859837
0.08,66,1,48072185.0,0.25,233,0.6655302329881657,-1,-1,-1,41.710291636538926,8298,9042,15.021096467971802,48.899689177733826,14.07874584197998
0.16,61,1,32976020.0,0.25,234,0.9306582840236687,-1,-1,-1,81.34242068155112,4255,4999,13.977456092834473,47.795924952486004,14.063885509967804
0.1,75,1,32976020.0,0.25,235,0.7501271264792899,-1,-1,-1,44.11880178457616,7845,8589,14.17806625366211,46.65549262073881,14.36459441979726
0.09,75,1,32976020.0,0.25,236,0.7081985022189349,-1,-1,-1,40.068534382959015,8638,9382,14.340825080871582,77.08649300011048,14.562195976575216
0.1,77,1,32976020.0,0.25,237,0.7527158838757396,-1,-1,-1,30.596888260254598,11312,12056,15.210373401641846,62.42386673118131,14.643853823343914
0.08,66,1,20663545.0,0.25,238,0.6559032914201184,-1,-1,-1,44.584825454077034,7763,8507,14.903392791748047,48.32616587545378,14.408103227615356
0.1,76,1,20663545.0,0.25,239,0.7567954881656804,-1,-1,-1,33.661933475977435,10282,11026,15.243605375289917,60.70547753225507,14.159140586853027
0.12,73,1,20663545.0,0.25,240,0.8328864644970414,-1,-1,-1,37.67820596559982,9186,9930,15.120431184768677,53.649470167991524,14.12488877773285
0.11,76,1,12847800.0,0.25,241,0.7908307137573964,-1,-1,-1,37.26843975449553,9287,10031,15.133697986602783,58.62294318841167,14.243954340616863
0.13,76,1,12847800.0,0.25,242,0.865026349852071,-1,-1,-1,41.361376673040155,8368,9112,14.909205436706543,50.71225049720181,14.01231470108032
0.11,75,1,12847800.0,0.25,243,0.7873289571005917,-1,-1,-1,35.20976602238047,9830,10574,15.153559446334839,62.32654928267908,14.116231799125671
0.1,70,1,8351070.0,0.25,244,0.7439094859467456,-1,-1,-1,42.79856559910968,8087,8831,15.041391849517822,62.32654928267908,14.116231799125671
0.15,76,1,12847800.0,0.25,245,0.9162698779585798,-1,-1,-1,60.151546750086894,5754,6498,14.305559396743774,50.882987517999624,14.055563224686518
0.1,67,1,12847800.0,0.25,246,0.7371371116863905,-1,-1,-1,71.2898043254377,4855,5599,13.927876949310303,51.017254128273706,14.08963534567091
0.1,67,1,12847800.0,0.25,247,0.7445913461538461,-1,-1,-1,60.742716742716745,5698,6442,13.73559832572937,60.151546750086894,14.305559396743774
0.1,67,1,20663545.0,0.25,248,0.7466138128698225,-1,-1,-1,50.734681911462914,6822,7566,13.725742101669312,60.151546750086894,14.179665247599283
0.09,67,1,20663545.0,0.25,249,0.6903083394970414,-1,-1,-1,42.55126628964839,8134,8878,14.196606874465942,53.360380532931536,14.420950834949812
0.16,75,1,20663545.0,0.25,250,0.9328425480769231,-1,-1,-1,48.265513875331195,7171,7915,13.735864162445068,56.037442574815884,14.078660602607423
0.12,69,1,32976020.0,0.25,251,0.8331753883136095,-1,-1,-1,47.984472480244,7213,7957,13.31666111946106,49.62725256646307,14.538700878620148
0.09,66,1,32976020.0,0.25,252,0.689534023668639,-1,-1,-1,41.24800381360982,8391,9135,13.76192331314087,52.218275166466555,14.202715794245403
0.16,76,1,32976020.0,0.25,253,0.9322415865384616,-1,-1,-1,46.835182679296345,7390,8134,13.463761806488037,47.394169007841505,14.348179783139908
0.1,71,1,32976020.0,0.25,254,0.7371139977810651,-1,-1,-1,39.58732700446071,8743,9487,13.871666193008423,47.15422343324251,15.41478157043457
0.11,69,1,48072185.0,0.25,255,0.7914201183431953,-1,-1,-1,55.55569823434992,6230,6974,13.499701023101807,47.393750247900996,14.099564779372441
0.1,71,1,48072185.0,0.25,256,0.7407891087278107,-1,-1,-1,45.53506117616103,7601,8345,13.613654375076294,46.835182679296345,14.764441649119059
0.1,71,1,48072185.0,0.25,257,0.7448918269230769,-1,-1,-1,51.673932517169305,6698,7442,13.436036109924316,46.835182679296345,14.126081466674805
0.06,68,1,48072185.0,0.25,258,0.48260678624260356,-1,-1,-1,42.99527950310559,8050,8794,14.07395601272583,47.20874218934129,15.318207210964626
0.05,68,1,48072185.0,0.25,259,0.44023899778106507,-1,-1,-1,35.6779713431605,9701,10445,14.817698001861572,48.202527854518465,14.557080477003066
0.06,66,1,48072185.0,0.25,260,0.5235877403846154,-1,-1,-1,43.978653113087674,7870,8614,14.768682718276978,47.1933582995838,14.283708381652835
0.06,70,1,48072185.0,0.25,261,0.5139145710059172,-1,-1,-1,41.93771961710893,8253,8997,14.853982925415039,46.828845893654446,14.067588647206625
0.17,63,1,48072185.0,0.25,262,0.9447693232248521,-1,-1,-1,84.21216545012166,4110,4854,13.953289985656738,45.958305669897754,17.50051697095235
0.07,71,1,48072185.0,0.25,263,0.5773391272189349,-1,-1,-1,35.11332048290555,9857,10601,14.803985357284546,44.85658435099274,14.131794903013441
0.1,76,1,48072185.0,0.25,264,0.7526465421597633,-1,-1,-1,42.13171028606208,8215,8959,14.549475908279419,44.584825454077034,14.903392791748047
0.06,71,1,48072185.0,0.25,265,0.4998844304733728,-1,-1,-1,51.78991470896304,6683,7427,14.377907514572144,64.47051797964856,14.469227194786072
0.07,67,1,48072185.0,0.25,266,0.5845044378698225,-1,-1,-1,47.898145585386104,7226,7970,14.219697713851929,44.22150677527442,14.137219190597534
0.01,61,1,32976020.0,0.25,267,0.08761325813609468,-1,-1,-1,71.33388293487222,4852,5596,14.069082736968994,44.76822144676408,15.756068759494358
0.01,61,1,32976020.0,0.25,268,0.09676636464497042,-1,-1,-1,45.42748392177451,7619,8363,14.146264791488647,47.89814558538611,14.219697713851929
0.01,61,1,32976020.0,0.25,269,0.09832655325443787,-1,-1,-1,44.13005227591483,7843,8587,14.3362557888031,47.89814558538611,14.169492721557617
0.01,61,1,32976020.0,0.25,270,0.09514839127218935,-1,-1,-1,109.25252525252525,3168,3912,13.838108777999878,45.42748392177452,14.145015080769857
0.07,67,1,20663545.0,0.25,271,0.5962694156804734,-1,-1,-1,51.96096682179853,6661,7405,13.820217847824097,51.78991470896304,14.377907514572144
0.07,67,1,20663545.0,0.25,272,0.5808524408284024,-1,-1,-1,46.17289220917823,7496,8240,13.854727745056152,51.78991470896304,14.197974602381388
0.07,67,1,20663545.0,0.25,273,0.579373150887574,-1,-1,-1,56.01424178669688,6179,6923,13.62583041191101,51.78991470896304,14.012078046798706
0.13,70,1,20663545.0,0.25,274,0.8647720968934911,-1,-1,-1,79.8044731381139,4337,5081,12.902196645736694,47.611413518482706,15.120838284492493
0.12,70,1,12847800.0,0.25,275,0.8300203402366864,-1,-1,-1,45.421522309711285,7620,8364,13.038699626922607,44.31651728553137,16.406220197677612
0.12,70,1,12847800.0,0.25,276,0.8288877588757396,-1,-1,-1,60.817431031453175,5691,6435,12.7520751953125,44.31651728553137,15.23821234703064
0.1,70,1,8351070.0,0.25,277,0.738073224852071,-1,-1,-1,43.35613178003257,7983,8727,13.086423873901367,44.31651728553137,15.23821234703064
0.1,70,1,8351070.0,0.25,278,0.7463480029585798,-1,-1,-1,47.43859649122807,7296,8040,13.02258014678955,44.31651728553137,15.23821234703064
0.1,70,1,8351070.0,0.25,279,0.7430889423076923,-1,-1,-1,35.50230792901836,9749,10493,13.608611822128296,44.31651728553137,15.23821234703064
0.1,70,1,8351070.0,0.25,280,0.7460706360946746,-1,-1,-1,33.14931519969352,10441,11185,14.089401960372925,44.31651728553137,15.23821234703064
0.1,70,1,8351070.0,0.25,281,0.7483473557692307,-1,-1,-1,39.90223656905695,8674,9418,13.976950645446777,44.31651728553137,15.23821234703064
0.12,70,1,12847800.0,0.25,282,0.8314765162721893,-1,-1,-1,69.54229455495279,4977,5721,13.379981517791748,44.31651728553137,14.115705490112305
0.09,75,1,12847800.0,0.25,283,0.6872110761834319,-1,-1,-1,32.54767726161369,10634,11378,14.053515195846558,44.118801784576156,14.17806625366211
0.02,61,1,20663545.0,0.25,284,0.17761880547337278,-1,-1,-1,44.1863909102515,7833,8577,14.419894218444824,46.29022335161161,14.8753023147583
0.1,74,1,20663545.0,0.25,285,0.7559865014792899,-1,-1,-1,33.04487301890395,10474,11218,14.596824645996094,44.3832543211349,14.061278800169628
0.1,74,1,20663545.0,0.25,286,0.7463595599112426,-1,-1,-1,28.761176666112682,12034,12778,15.032182931900024,44.1863909102515,14.419894218444824
0.03,62,1,20663545.0,0.25,287,0.2634176220414201,-1,-1,-1,51.76667663775052,6686,7430,15.019519329071045,45.373885684320925,15.510398149490356
0.05,71,1,32976020.0,0.25,288,0.4400887573964497,-1,-1,-1,44.92044127190136,7705,8449,14.967149496078491,44.7288705091755,14.985164403915405
0.05,71,1,32976020.0,0.25,289,0.4335359652366864,-1,-1,-1,47.39961654341276,7302,8046,14.778039455413818,44.7288705091755,14.93229627609253
0.05,71,1,32976020.0,0.25,290,0.43447207840236685,-1,-1,-1,80.52861796184271,4298,5042,14.186758995056152,44.7288705091755,15.128379265467325
0.05,71,1,32976020.0,0.25,291,0.42982618343195267,-1,-1,-1,42.24484315879409,8193,8937,14.618127346038818,44.92044127190136,14.921569426854452
0.1,68,1,48072185.0,0.25,292,0.7532128328402367,-1,-1,-1,46.20371112001068,7491,8235,14.169244766235352,44.169474221541606,14.060399532318115
0.05,71,1,48072185.0,0.25,293,0.41608496671597633,-1,-1,-1,39.70995869664984,8716,9460,14.53431248664856,44.92044127190136,14.643982648849487
0.05,71,1,48072185.0,0.25,294,0.4397189349112426,-1,-1,-1,70.56309887869521,4905,5649,14.062997102737427,46.20371112001068,14.378014405568441
0.08,75,1,48072185.0,0.25,295,0.648853550295858,-1,-1,-1,30.98030791263874,11172,11916,14.717557430267334,43.52595090486156,14.569017666357535
0.08,75,1,48072185.0,0.25,296,0.6412721893491125,-1,-1,-1,35.77754806698367,9674,10418,14.659897089004517,70.56309887869521,14.062997102737427
0.06,70,1,48072185.0,0.25,297,0.4987980769230769,-1,-1,-1,49.650265385167124,6971,7715,14.406973123550415,43.978653113087674,14.2869504292806
0.09,68,1,48072185.0,0.25,298,0.7029863165680473,-1,-1,-1,47.884892086330936,7228,7972,13.779290914535522,44.602115498387896,14.043394923210144
0.08,68,1,48072185.0,0.25,299,0.6288831360946746,-1,-1,-1,40.231547134720444,8603,9347,13.95592451095581,50.32482109583452,14.083327452341717
0.09,68,1,48072185.0,0.25,300,0.6938216531065089,-1,-1,-1,49.09390070921986,7050,7794,13.661173582077026,49.650265385167124,14.406973123550415
0.01,61,1,48072185.0,0.25,301,0.08399593195266272,-1,-1,-1,36.761763143919275,9415,10159,14.463908672332764,44.130052275914835,14.183867772420248
0.01,61,1,48072185.0,0.25,302,0.09705528846153846,-1,-1,-1,70.29082047116165,4924,5668,14.156991243362427,44.130052275914835,14.047898054122925
0.0,61,1,48072185.0,0.25,303,0.0,-1,-1,-1,98.24354243542436,3523,4267,13.766744136810303,43.24621954191655,16.636835204230415
0.06,65,1,32976020.0,0.25,304,0.5243042714497042,-1,-1,-1,73.35989826197542,4718,5462,13.328771591186523,43.67186498777632,15.154707431793213
0.0,61,1,32976020.0,0.25,305,1.1556952662721893e-05,-1,-1,-1,59.134119255082865,5853,6597,13.470529317855835,70.29082047116165,14.156991243362427
0.03,64,1,32976020.0,0.25,306,0.28368851701183434,-1,-1,-1,78.8589655958077,4389,5133,13.26960563659668,52.905325733552054,19.038479328155518
0.02,66,1,32976020.0,0.25,307,0.18814718934911243,-1,-1,-1,55.09582935370901,6282,7026,13.506608009338379,52.80836708508792,15.148065355088976
0.02,67,1,20663545.0,0.25,308,0.18990384615384615,-1,-1,-1,34.96080808080808,9900,10644,14.390541315078735,67.11936054971189,14.351436644792557
0.04,66,1,20663545.0,0.25,309,0.36932553624260356,-1,-1,-1,54.48866498740554,6352,7096,14.165493249893188,57.2684684694841,14.043651819229126
0.01,68,1,20663545.0,0.25,310,0.09081453402366864,-1,-1,-1,34.79911522219988,9946,10690,14.617863893508911,45.29850649844508,16.419663940157207
0.02,65,1,12847800.0,0.25,311,0.1991725221893491,-1,-1,-1,65.53910244271918,5281,6025,13.626658916473389,63.0387442750109,14.904242243085589
0.04,65,1,12847800.0,0.25,312,0.3728272928994083,-1,-1,-1,45.94000530926467,7534,8278,13.7684965133667,66.52132882881213,14.192304015159607
0.01,68,1,12847800.0,0.25,313,0.0924325073964497,-1,-1,-1,40.05462330748756,8641,9385,14.109442234039307,54.48866498740554,14.165493249893188
0.1,70,1,8351070.0,0.25,314,0.7554664386094675,-1,-1,-1,43.33984472827448,7986,8730,13.636735677719116,54.48866498740554,14.165493249893188
0.03,65,1,12847800.0,0.25,315,0.25756980399408286,-1,-1,-1,40.47146866230121,8552,9296,14.105284214019775,50.16910883245953,14.12226140499115
0.01,68,1,12847800.0,0.25,316,0.09340329142011834,-1,-1,-1,41.23817466936733,8393,9137,14.268128871917725,45.94000530926467,14.03316100438436
0.1,70,1,12847800.0,0.25,317,0.7542991863905325,-1,-1,-1,44.844778440010366,7718,8462,13.679810762405396,45.94000530926467,14.03316100438436
0.01,65,1,20663545.0,0.25,318,0.08582193047337278,-1,-1,-1,53.44533662754787,6476,7220,13.761533498764038,42.82138464925194,18.107507399150304
0.05,68,1,20663545.0,0.25,319,0.44092085798816566,-1,-1,-1,30.151755379388447,11479,12223,14.697884321212769,42.99527950310559,14.07395601272583
0.16,75,1,20663545.0,0.25,320,0.9288438424556213,-1,-1,-1,52.84152671755725,6550,7294,13.840669393539429,42.551266289648304,14.19660687446595
0.15,76,1,32976020.0,0.25,321,0.9118782359467456,-1,-1,-1,51.63538714008653,6703,7447,13.406846523284912,42.79856559910968,15.041391849517824
0.15,76,1,32976020.0,0.25,322,0.9150679548816568,-1,-1,-1,52.53673345476624,6588,7332,13.036051988601685,42.79856559910968,14.641151030858358
0.15,76,1,32976020.0,0.25,323,0.9177029400887574,-1,-1,-1,39.313039527487504,8804,9548,12.9634690284729,42.79856559910968,14.096302588780722
0.14,76,1,32976020.0,0.25,324,0.8923469859467456,-1,-1,-1,42.40529282038716,8162,8906,12.918410301208496,44.45191344729104,14.280776977539062
0.11,77,1,48072185.0,0.25,325,0.7767774593195266,-1,-1,-1,32.11282241603266,10778,11522,13.507384061813354,42.238112700177005,14.117735154701002
0.02,64,1,48072185.0,0.25,326,0.1711931397928994,-1,-1,-1,33.80990524567744,10237,10981,14.46352243423462,45.96284904738774,15.680322647094727
0.1,68,1,48072185.0,0.25,327,0.7523807322485208,-1,-1,-1,43.57995467136741,7942,8686,13.909189701080322,42.24484315879409,14.245847860972086
0.11,75,1,48072185.0,0.25,328,0.7914547892011834,-1,-1,-1,28.821050878507787,12009,12753,14.041192531585693,41.361376673040155,14.909205436706543
0.11,75,1,48072185.0,0.25,329,0.7852024778106509,-1,-1,-1,38.81484804306381,8917,9661,13.911304473876953,41.361376673040155,14.575866858164469
0.02,68,1,48072185.0,0.25,330,0.16496394230769232,-1,-1,-1,34.48361064062967,10037,10781,14.718166589736938,41.102421372502306,14.002272288004557
0.11,73,1,48072185.0,0.25,331,0.7944480399408284,-1,-1,-1,44.00101703534198,7866,8610,14.120372533798218,40.99395949307118,15.251423120498657
0.06,71,1,48072185.0,0.25,332,0.4842825443786982,-1,-1,-1,32.401422954502905,10682,11426,14.614231586456299,42.13171028606208,14.549475908279419
0.06,71,1,48072185.0,0.25,333,0.5041027181952663,-1,-1,-1,30.858773181169756,11216,11960,15.045995712280273,42.13171028606208,14.406441450119019
0.01,68,1,48072185.0,0.25,334,0.09222448224852071,-1,-1,-1,42.809152752009894,8085,8829,15.04862904548645,40.47146866230121,14.013091325759888
0.17,63,1,48072185.0,0.25,335,0.9419263128698225,-1,-1,-1,76.84547069271758,4504,5248,14.11680817604065,41.93771961710893,15.872960090637207
0.17,63,1,48072185.0,0.25,336,0.9458210059171598,-1,-1,-1,100.32231884057971,3450,4194,13.322770595550537,41.93771961710893,14.310285250345865
0.0,70,1,32976020.0,0.25,337,0.0,-1,-1,-1,39.28180683236863,8811,9555,14.576494693756104,40.15686274509804,18.503137429555256
0.0,70,1,32976020.0,0.25,338,0.0,-1,-1,-1,42.86216718266254,8075,8819,14.661670923233032,40.15686274509804,17.414366404215496
0.17,63,1,32976020.0,0.25,339,0.9428508690828402,-1,-1,-1,67.7720775406305,5107,5851,13.931632041931152,41.93771961710893,14.673140048980713
0.05,71,1,32976020.0,0.25,340,0.43318925665680474,-1,-1,-1,37.017326203208555,9350,10094,14.51663851737976,39.70995869664984,14.296772082646688
0.0,70,1,20663545.0,0.25,341,0.0,-1,-1,-1,26.113776972989285,13254,13998,15.739232301712036,39.28180683236863,16.051143805185955
0.1,77,1,20663545.0,0.25,342,0.7547845784023669,-1,-1,-1,34.38426385853368,10066,10810,15.277948379516602,40.068534382959015,14.340825080871582
0.16,63,1,20663545.0,0.25,343,0.9332817122781065,-1,-1,-1,65.73827160493828,5265,6009,14.257134199142456,40.736091356696356,15.179693605385575
0.05,71,1,20663545.0,0.25,344,0.4171713202662722,-1,-1,-1,37.93839745697687,9123,9867,14.88206148147583,39.70995869664984,14.211729764938354
0.1,70,1,12847800.0,0.25,345,0.749167899408284,-1,-1,-1,33.829733163913595,10231,10975,14.729440212249756,39.70995869664984,14.211729764938354
0.1,70,1,12847800.0,0.25,346,0.7398761094674556,-1,-1,-1,39.72363135544589,8713,9457,14.518665075302124,39.70995869664984,14.211729764938354
0.1,70,1,8351070.0,0.25,347,0.7371024408284024,-1,-1,-1,31.599744362275175,10953,11697,14.737581014633179,39.70995869664984,14.211729764938354
0.1,70,1,8351070.0,0.25,348,0.7354613535502958,-1,-1,-1,42.819745144129655,8083,8827,14.562370777130127,39.70995869664984,14.211729764938354
0.1,70,1,8351070.0,0.25,349,0.7336931397928994,-1,-1,-1,29.59740037626133,11694,12438,14.968972206115723,39.70995869664984,14.211729764938354
0.1,70,1,8351070.0,0.25,350,0.7402459319526628,-1,-1,-1,46.55171486213853,7435,8179,14.687693119049072,39.70995869664984,14.211729764938354
0.1,70,1,8351070.0,0.25,351,0.7331846338757396,-1,-1,-1,44.14130850656804,7841,8585,14.574311971664429,39.70995869664984,14.211729764938354
0.1,70,1,12847800.0,0.25,352,0.7341438609467456,-1,-1,-1,42.97926238668819,8053,8797,14.47463870048523,39.70995869664984,14.211729764938354
0.1,70,1,12847800.0,0.25,353,0.7343056582840237,-1,-1,-1,40.945463149177804,8453,9197,14.33814287185669,39.70995869664984,14.211729764938354
0.05,71,1,20663545.0,0.25,354,0.39044008875739644,-1,-1,-1,32.95677013902114,10502,11246,15.252522230148315,39.70995869664984,14.241026242574057
0.05,71,1,20663545.0,0.25,355,0.43539663461538464,-1,-1,-1,26.021502142696036,13301,14045,16.205953359603882,40.945463149177804,14.175636370976767
0.1,70,1,20663545.0,0.25,356,0.7536519970414202,-1,-1,-1,33.80990524567744,10237,10981,15.605217218399048,42.97926238668819,14.57888126373291
0.0,62,1,20663545.0,0.25,357,0.0,-1,-1,-1,65.71330928422252,5267,6011,15.396239757537842,38.9289647514207,19.095566272735596
0.02,70,1,32976020.0,0.25,358,0.1820104474852071,-1,-1,-1,30.278365847257458,11431,12175,15.967724323272705,39.232827023350715,14.16132926940918
0.02,70,1,32976020.0,0.25,359,0.18852856878698224,-1,-1,-1,42.30680845862364,8181,8925,15.895951986312866,39.232827023350715,14.5729660987854
0.0,80,1,32976020.0,0.25,360,0.0,-1,-1,-1,24.195176511709192,14305,15049,17.2885525226593,37.40942498919153,21.146572430928547
0.0,80,1,32976020.0,0.25,361,0.0,-1,-1,-1,28.811454257887288,12013,12757,17.508816719055176,37.40942498919153,19.208387931187946
0.05,97,1,48072185.0,0.25,362,0.449842825443787,-1,-1,-1,7.743863966886677,44695,45439,28.535349369049072,39.07337999548431,14.051904678344727
0.09,68,1,48072185.0,0.25,363,0.7258344119822485,-1,-1,-1,98.1321236178055,3527,4271,23.61428737640381,40.231547134720444,14.25662358601888
0.16,61,1,48072185.0,0.25,364,0.9235160872781065,-1,-1,-1,148.92943201376937,2324,3068,20.22961139678955,41.710291636538926,15.021096467971802
0.16,61,1,48072185.0,0.25,365,0.9237934541420119,-1,-1,-1,122.77829017382051,2819,3563,18.812464475631714,41.710291636538926,17.88549343744914
0.16,61,1,48072185.0,0.25,366,0.9243135170118343,-1,-1,-1,119.92792792792793,2886,3630,17.77571439743042,41.710291636538926,19.621665080388386
0.16,61,1,48072185.0,0.25,367,0.9234351886094675,-1,-1,-1,154.58329611433675,2239,2983,16.711055040359497,98.1321236178055,20.885454416275024
0.16,61,1,48072185.0,0.25,368,0.923620099852071,-1,-1,-1,137.4551231135822,2518,3262,16.04215145111084,119.92792792792793,18.939263423283894
0.16,61,1,48072185.0,0.25,369,0.9232733912721893,-1,-1,-1,146.28571428571428,2366,3110,15.626555681228638,119.92792792792793,17.766411304473877
0.16,61,1,48072185.0,0.25,370,0.9237009985207101,-1,-1,-1,119.67911479944675,2892,3636,15.337694883346558,119.92792792792793,16.842973629633587
0.16,61,1,48072185.0,0.25,371,0.9200952292899408,-1,-1,-1,96.67932960893854,3580,4324,14.5643949508667,137.4551231135822,16.126587390899658
0.16,61,1,48072185.0,0.25,372,0.9221061390532544,-1,-1,-1,107.85665316297911,3209,3953,14.414821863174438,119.67911479944675,15.668800671895346
0.16,61,1,48072185.0,0.25,373,0.922707100591716,-1,-1,-1,121.91334977104614,2839,3583,14.15223240852356,96.67932960893854,15.176215171813965
0.11,76,1,32976020.0,0.25,374,0.8014399963017751,-1,-1,-1,44.99635985439418,7692,8436,15.838042497634888,37.67820596559982,15.120431184768677
0.11,76,1,32976020.0,0.25,375,0.7980884800295858,-1,-1,-1,49.09390070921986,7050,7794,16.76781415939331,37.67820596559982,14.797698259353638
0.11,76,1,32976020.0,0.25,376,0.7973026072485208,-1,-1,-1,45.421522309711285,7620,8364,17.3892080783844,37.67820596559982,15.036902030309042
0.11,76,1,32976020.0,0.25,377,0.7968056582840237,-1,-1,-1,43.47048480281337,7962,8706,17.670305967330933,44.99635985439418,15.586029688517252
0.11,76,1,20663545.0,0.25,378,0.7925180288461539,-1,-1,-1,37.072836332476435,9336,10080,18.278714418411255,44.99635985439418,16.665021578470867
0.11,76,1,20663545.0,0.25,379,0.7941360022189349,-1,-1,-1,55.45777920205095,6241,6985,17.88582444190979,43.47048480281337,17.27577606836955
0.07,69,1,20663545.0,0.25,380,0.5710983727810651,-1,-1,-1,48.96194652709011,7069,7813,18.235799074172974,37.435221361690594,14.005360357345094
0.16,61,1,12847800.0,0.25,381,0.9305427144970414,-1,-1,-1,147.2190557209698,2351,3095,17.298661470413208,96.67932960893854,14.772303899129232
0.07,69,1,12847800.0,0.25,382,0.5878328402366864,-1,-1,-1,87.91262382524765,3937,4681,17.19098448753357,55.45777920205095,17.88582444190979
