split_layer,rank,sparsity,regularity,pictoriality,decomposability,jpeg_ratio,jpeg_snr,jpeg_mse,decomposition_ratio,decomposition_snr,decomposition_mse,regression_ratio,regression_snr,regression_mse,sketchml_ratio,sketchml_snr,sketchml_mse
4,103.40625,0.0,0.68397138208879,0.7326490802913415,-0.9885817307692308,5.99470869687588,31.308929920196533,9.1398886e-07,0.5028709579933515,106.96996688842773,2.4822007e-14,15.929307805596466,9.181169271469116,0.00014918216,4.385883545587024,1.4624601602554321,0.0008822421
4,103.53125,0.0,0.6968175429406156,0.7437113388032108,-0.9909855769230769,5.715875827274567,30.277204513549805,1.2355852e-06,0.5022638092363417,103.0940055847168,6.459405e-14,15.929307805596466,9.381635189056396,0.00015185517,4.392744164205009,1.502746045589447,0.00093179103
4,103.5625,0.0,0.68772109791622,0.7324739397211407,-0.9915865384615385,5.840000337463037,32.06817865371704,8.0274214e-07,0.5021122510561256,104.01311874389648,5.1295804e-14,15.929307805596466,9.453684091567993,0.00014656337,4.38607807480532,1.5092046558856964,0.0009130055
4,103.53125,0.0,0.6960261441029039,0.7379146267454301,-0.9909855769230769,6.472165603904482,30.534498691558838,9.669873e-07,0.5022638092363417,104.12840843200684,4.226976e-14,15.929307805596466,10.237922668457031,0.000103532904,4.390682333539476,1.419251412153244,0.0007887611
4,103.625,0.0,0.6854190968245488,0.7293810176965589,-0.9927884615384615,5.582766769091804,31.207726001739502,1.0138424e-06,0.5018094089264173,106.92267417907715,2.7194167e-14,15.929307805596466,9.134750962257385,0.00016340602,4.391977717291306,1.4275780320167542,0.0009637965
4,103.5625,0.0,0.7179903590230121,0.759953937788665,-0.9915865384615385,6.325290691033695,31.1973237991333,8.1472797e-07,0.5021122510561256,103.77930641174316,4.495878e-14,15.929307805596466,10.470131635665894,9.632339e-05,4.392549043248166,1.420767903327942,0.0007738702
4,103.5,0.0,0.7003166183018317,0.7499998820462104,-0.9903846153846154,6.160988287229877,30.51574945449829,9.907448e-07,0.5024154589371981,102.20599174499512,6.7133284e-14,15.929307805596466,9.896156191825867,0.000114267044,4.388135582475958,1.4294372498989105,0.0008027733
4,103.5625,0.0,0.7048207335404175,0.7523948209020848,-0.9915865384615385,5.952873998142479,31.99989080429077,7.895816e-07,0.5021122510561256,104.75244522094727,4.1892982e-14,15.929307805596466,9.47103202342987,0.00014134578,4.388427682525192,1.4568541944026947,0.0008947479
4,103.5625,0.0,0.6997200794663396,0.7436625880673718,-0.9915865384615385,6.043486801611657,30.024027824401855,1.1554771e-06,0.5021122510561256,110.43339729309082,1.0515371e-14,15.929307805596466,9.395819902420044,0.00013353098,4.3887198214648,1.4499223232269287,0.00083209283
4,103.71875,0.0,0.6790371671924249,0.727637368293333,-0.9945913461538463,6.25657201993863,31.781785488128662,7.823255e-07,0.501355830069298,109.31737899780273,1.3798378e-14,15.929307805596466,9.576081037521362,0.0001300044,4.389373797196656,1.4384187757968903,0.0008466896
