split_layer,rank,sparsity,regularity,pictoriality,decomposability,jpeg_ratio,jpeg_snr,jpeg_mse,decomposition_ratio,decomposition_snr,decomposition_mse,regression_ratio,regression_snr,regression_mse,sketchml_ratio,sketchml_snr,sketchml_mse
6,50.890625,0.0,0.9903241678102482,0.9976208973565751,0.5106670673076923,6.413935603428307,29.177122116088867,2.2101464e-07,0.5108996008596868,112.46529579162598,1.0365812e-15,15.720930232558139,6.460177302360535,4.1315747e-05,4.348550428746427,1.3718529045581818,0.0001333362
6,50.8125,0.0,0.9892456164726844,0.9970383605308081,0.5114182692307692,5.916343310370763,28.21263551712036,2.8688288e-07,0.5116851168511685,109.52252388000488,2.1218559e-15,15.720930232558139,6.282917857170105,4.473797e-05,4.349862068532145,1.3044573366641998,0.00014077398
6,50.8125,0.0,0.9897923060422819,0.9975892273632027,0.5114182692307692,6.0006588186341645,27.92332410812378,3.1107908e-07,0.5116851168511685,110.22533416748047,1.8309212e-15,15.720930232558139,6.102830767631531,4.7306414e-05,4.348222642386477,1.3832254707813263,0.00014024279
6,50.8125,0.0,0.9889086654200356,0.9975160741241726,0.5114182692307692,5.882556894471166,28.773205280303955,2.8000048e-07,0.5116851168511685,109.57985877990723,2.3253754e-15,15.720930232558139,5.989724397659302,5.315044e-05,4.352542458139198,1.3618983328342438,0.00015427283
6,50.828125,0.0,0.9894413701175938,0.9974300561571968,0.5112680288461539,6.229069181484414,29.574694633483887,2.1464538e-07,0.5115278204734092,109.3986701965332,2.2352376e-15,15.720930232558139,6.280166506767273,4.5832585e-05,4.351092449651774,1.2816430628299713,0.00014488609
6,50.78125,0.0,0.990878812660127,0.9976243452560267,0.51171875,6.449131698591339,28.973829746246338,2.3714395e-07,0.512,108.83224487304688,2.4500263e-15,15.720930232558139,6.403588652610779,4.285841e-05,4.350108089085516,1.4129570126533508,0.00013523815
6,50.90625,0.0,0.988834983498387,0.9973329249218371,0.5105168269230769,5.9103320497605045,29.56636905670166,2.2841138e-07,0.5107427869858809,111.54935836791992,1.4468354e-15,15.720930232558139,5.908480882644653,5.302815e-05,4.35418514394983,1.3543158769607544,0.0001513293
6,50.84375,0.0,0.9899907337843313,0.9974538891978518,0.5111177884615384,5.932568862378088,26.872036457061768,3.913608e-07,0.5113706207744315,111.50041580200195,1.3481552e-15,15.720930232558139,6.091833710670471,4.6837933e-05,4.344565715397506,1.4028069376945496,0.00013787972
6,50.71875,0.0,0.991883277187686,0.9974947915627406,0.5123197115384616,6.546843966935896,29.062724113464355,2.1507795e-07,0.5126309303758472,110.56984901428223,1.5201381e-15,15.720930232558139,6.802234053611755,3.61947e-05,4.349315455807787,1.4600679278373718,0.00012384017
6,50.890625,0.0,0.9902885623232147,0.9975280121586027,0.5106670673076923,6.0457828589395355,28.59321117401123,2.6699087e-07,0.5108996008596868,109.63624954223633,2.0998705e-15,15.720930232558139,6.216781139373779,4.6146568e-05,4.3521867062344395,1.377214789390564,0.00014063585
