video_name,pruning_thresh,jepg_quality,head_time_mean,head_time_std,tail_time_mean,tail_time_std,framework_time_mean,framework_time_std,jpeg_time_mean,jpeg_time_std,encode_time_mean,encode_time_std,decode_time_mean,decode_time_std,request_time_mean,request_time_std
b4fe0b47-a7819060,0.05,60,13.615860424041749,1.1574122556895379,5.327888941764831,0.5938220070149673,3.8085830354690553,0.07710742151734974,34.99954074859619,3.730360977821924,40.86175636291504,3.7474213092816955,3.542965428829193,0.6108207473960944,20.242993602752687,1.4624150179938473
b4fe0b47-a7819060,0.05,70,13.713704023361206,1.1530989499653923,5.260984015464783,0.060245320346530684,3.794434247016907,0.06730832167261824,36.322537937164306,3.7387847413408357,42.14592300415039,3.7349272983725266,3.7762137508392333,0.7209432183919422,20.862064037322998,1.4925458320264766
b4fe0b47-a7819060,0.05,80,13.486038694381714,1.0253966726492807,5.380882863998413,0.7207985658372417,3.81435647726059,0.13440866643812205,38.56651222229004,4.036707189667075,44.434526176452636,4.030609870356757,4.280361585617065,1.0103698868990296,22.029238986968995,2.3259524839850236
b4fe0b47-a7819060,0.05,90,13.596470098495484,1.137243068888963,5.421656656265259,1.1180270339189082,3.814031035900116,0.08338292285226573,42.99458673477173,4.486046909193295,48.83218769073486,4.549188446552727,5.099453754425049,0.7790364196004719,23.720015544891357,2.0066479692387547
b4fe0b47-a7819060,0.05,100,13.643690252304078,1.281483787266971,5.272947845458984,0.11125490830069867,3.8103776025772094,0.11663840064196807,62.20328876495361,3.402533005042066,68.01489887237548,3.425842754533599,8.909943327903747,0.9080112261305333,30.865707569122314,2.413210773068749
b4fe0b47-a7819060,0.1,60,13.458400964736938,1.0937196021654392,5.302783026695251,0.4002199830256257,3.8185279989242553,0.1090605339898337,36.71762254714966,3.1633749650697554,42.619916114807125,3.201497704170619,3.806392014026642,0.5097368329781894,20.71317398071289,1.3501107695010255
b4fe0b47-a7819060,0.1,70,13.649015684127807,1.1554399406361198,5.312105922698975,0.5016325843689462,3.8249228692054746,0.1087001205418467,37.6122518157959,3.551063216095579,43.47272132873535,3.570417030556196,4.006783998012542,0.629395722995707,21.417954273223877,1.7405939131688866
b4fe0b47-a7819060,0.1,80,13.3215283203125,0.9972383516895593,5.323703370094299,0.6263554665410073,3.790904004573822,0.0544296042846529,39.36412551879883,3.819961291408823,45.19912322998047,3.8234057607362364,4.325842249393463,0.704988888757957,21.814120922088623,1.8127953219549326
b4fe0b47-a7819060,0.1,90,13.589349431991577,1.1309193593938385,5.324179840087891,0.6215571058013454,3.7991014385223387,0.05273366829363376,44.0930122756958,3.7184604108093167,49.891495895385745,3.748474050993504,5.284225940704346,0.8920248509269157,23.805827884674073,1.7586144609710992
b4fe0b47-a7819060,0.1,100,13.482688283920288,1.1478203425311175,5.261850209236145,0.05200019617660669,3.8087868905067443,0.07751916509579168,62.050955047607424,3.859114528546456,67.84210758209228,3.9164033598803516,8.905453491210938,0.7086925173915034,30.48626459121704,2.3423002920727987
