video_name,pruning_thresh,jepg_quality,head_time_mean,head_time_std,tail_time_mean,tail_time_std,framework_time_mean,framework_time_std,encode_time_mean,encode_time_std,decode_time_mean,decode_time_std,request_time_mean,request_time_std
b4fe0b47-a7819060,0.05,60,28.90545665740967,6.272174414987703,5.726548166275024,0.23710454331975384,25.181884517669676,5.297036612616819,45.77793102264404,7.461902693376533,1.8270595157146454,0.36910032506758933,17.392997455596923,1.3243476348275098
b4fe0b47-a7819060,0.05,70,27.636344776153564,4.623424897519124,5.767081270217895,0.23444380939690904,23.963746223449707,4.264581590863108,44.83242107391357,7.320952479597192,1.9441487956047059,0.3586716557723368,20.249335737228392,24.009717834703505
b4fe0b47-a7819060,0.05,80,28.004427471160888,5.7113120630499425,5.785650534629822,0.19732849737058167,25.369722576141356,4.646216255077395,47.02176082611084,7.008557308585617,2.1230713713169096,0.4073082203225234,18.268572521209716,1.5884321973102613
b4fe0b47-a7819060,0.05,90,28.145977210998534,5.839050367070316,5.747087693214416,0.03563911105403863,25.08647211074829,5.223958121613425,47.96091445922852,7.0973003014821945,2.517105921506882,0.37643428236918,18.90777669906616,1.1489964980037086
b4fe0b47-a7819060,0.05,100,27.769474487304688,6.875573105283115,5.800988812446594,0.4164274686059544,25.670941553115846,4.888911219839941,54.776176567077634,7.2882139091071965,4.370450255870819,0.5571691660259721,22.652373046875,1.44741064292442
b4fe0b47-a7819060,0.1,60,29.412312030792236,5.860524564560315,5.64543616771698,0.15764591795059196,25.396411514282228,4.707393361089863,46.22930904388428,7.213471403010763,1.8662300825119018,0.26628821384192064,17.5970659160614,1.170825461601393
b4fe0b47-a7819060,0.1,70,28.271485080718993,5.828463889238809,5.737612800598145,0.07327677144422878,24.755350761413574,5.449741124414137,45.82342613220215,7.227145400002386,1.9431932842731476,0.30271681215089463,17.69225248336792,1.1364482909377438
b4fe0b47-a7819060,0.1,80,28.453667793273926,5.783103391174956,5.804486083984375,0.37207578547695,24.876634197235106,4.824129847486313,46.57479290008545,6.792795642605743,2.1286943900585173,0.3280050259886986,18.406081047058105,1.7701553821671239
b4fe0b47-a7819060,0.1,90,27.161375331878663,5.178881186120601,5.811069769859314,0.5181970632317399,24.363306312561036,4.8597131648304375,47.51080093383789,7.133082277924259,2.6630591905117034,0.8215153427284724,19.152509365081787,1.6974238467789122
b4fe0b47-a7819060,0.1,100,27.368334465026855,6.049570495453828,5.769892153739929,0.08098234832268138,25.299801502227783,4.415316564645283,54.35417602539062,6.319872782745711,4.349427502155304,0.44507303129259507,22.48659044265747,1.5317348679962477
b4fe0b47-a7819060,0.15000000000000002,60,28.53861234664917,5.811696345876177,5.853861107826233,0.7841058476572769,25.059715232849122,4.695344820624323,46.17649543762207,6.7496301222520705,1.9238857579231263,0.2401157325822947,17.811451845169067,1.4493785592670114
b4fe0b47-a7819060,0.15000000000000002,70,29.259905948638917,6.462811928606533,5.751251864433288,0.3352762256901735,25.02513053894043,5.8543870068652515,46.55862724304199,8.285470036751422,2.017287676334381,0.2778596271390903,17.984292526245117,1.2882542240991846
b4fe0b47-a7819060,0.15000000000000002,80,29.46413059234619,7.580622061213673,5.77301600933075,0.1676576231866541,24.121585903167723,4.639116705965806,46.58192352294922,7.578801244576373,2.2613926374912263,0.6323987509436435,18.321241283416747,1.5490191167607235
b4fe0b47-a7819060,0.15000000000000002,90,29.946607303619384,7.726696564937202,5.834678721427918,0.6357671183890841,25.644421157836913,5.066922636657313,49.54997737884521,7.424071142208254,2.6517580771446227,0.49175839213064926,19.077818603515624,1.6754360926976504
