pruning_thresh,quality,technique,bandwidth,mAP_drop,frame_id,feasible,sensitivity,map
0.05,92,1,24980287.2799289,40,1,1,1.0,1.0
0.05,92,1,24921226.837982114,40,2,1,1.0,0.75
0.05,92,1,24823051.52255152,40,3,1,1.0,0.75
0.05,92,1,24686148.39413932,40,4,1,1.0,0.625
0.05,92,1,24511057.19935495,40,5,1,1.0,0.5714285714285714
0.05,92,1,24298468.24294036,40,6,1,1.0,0.625
0.05,92,1,24049219.666213144,40,7,1,1.0,0.6666666666666666
0.05,92,1,23764294.142657533,40,8,1,1.0,1.0
0.05,92,1,23444815.00369093,40,9,1,1.0,0.625
0.05,92,1,23092041.809880324,40,10,1,0.8,0.75
0.05,91,1,22707365.38506935,40,11,1,0.8,0.75
0.05,91,1,22292302.332994066,40,12,1,0.6666666666666666,0.6666666666666666
0.05,91,1,21848489.05800595,40,13,1,0.8333333333333334,0.65
0.05,90,1,21377675.313475743,40,14,1,0.8333333333333334,0.7333333333333334
0.05,90,1,20881717.30331375,40,15,1,0.8,0.5625
0.05,90,1,20362570.36380424,40,16,1,1.0,0.625
0.05,89,1,19822281.25460608,40,17,1,1.0,0.75
0.05,88,1,19262980.089312688,40,18,1,1.0,0.9166666666666666
0.05,88,1,18686871.937385432,40,19,1,1.0,1.0
0.05,87,1,18096228.13057024,40,20,1,1.0,0.8611111111111112
0.05,86,1,17493377.308072213,40,21,1,0.75,0.7095238095238096
0.05,85,1,16880696.235793047,40,22,1,0.6666666666666666,0.5833333333333334
0.05,84,1,16260600.435826892,40,23,1,0.8,0.5499999999999999
0.05,83,1,15635534.663158145,40,24,1,1.0,0.6309523809523809
0.05,81,1,15007963.267107332,40,25,1,0.8,0.5833333333333333
0.05,80,1,14380360.475525454,40,26,1,0.8,0.5833333333333333
0.05,79,1,13755200.640041763,40,27,1,1.0,0.7166666666666666
0.05,78,1,13134948.480823584,40,28,1,1.0,0.6666666666666666
0.05,76,1,12522049.369308548,40,29,1,1.0,0.7833333333333333
0.05,74,1,11918919.687220076,40,30,1,1.0,0.7833333333333333
0.05,72,1,11327937.299876085,40,31,1,1.0,0.75
0.18,91,1,10751432.18135031,40,32,1,1.0,0.75
0.18,91,1,10191677.228446962,40,33,1,0.8333333333333334,0.7222222222222222
0.18,90,1,9650879.299705038,40,34,1,1.0,0.6416666666666666
0.19,92,1,9131170.514761407,40,35,1,0.6,0.49999999999999994
0.19,91,1,8634599.84837528,40,36,1,0.75,0.4666666666666666
0.2,93,1,8163125.0522550605,40,37,1,1.0,0.5166666666666666
0.2,93,1,7718604.936536042,40,38,1,1.0,0.8333333333333333
0.2,92,1,7302792.041339656,40,39,1,0.5,0.41666666666666663
0.2,91,1,6917325.727306897,40,40,1,0.75,0.5
0.08,62,1,6563725.712346841,40,41,1,0.75,0.47916666666666663
0.19,87,1,6243386.080081886,40,42,1,0.8,0.5
0.2,89,1,5957569.783611743,40,43,1,0.8333333333333334,0.7333333333333334
0.19,86,1,5707403.666265227,40,44,1,0.8333333333333334,0.75
0.2,88,1,5493874.018970845,40,45,1,0.7142857142857143,0.5583333333333333
0.2,87,1,5317822.691761389,40,46,1,0.5714285714285714,0.44791666666666663
0.19,83,1,5179943.774743153,40,47,1,0.625,0.5666666666666667
0.21,89,1,5080780.861615106,40,48,1,0.75,0.37777777777777777
0.2,86,1,5020724.906526841,40,49,1,0.6666666666666666,0.4583333333333333
0.2,86,1,5000012.682724604,40,50,1,0.75,0.41666666666666663
0.2,86,1,5018725.84906237,40,51,1,0.625,0.5833333333333333
0.21,89,1,5076790.628058208,40,52,1,1.0,0.7527777777777778
0.2,87,1,5173978.09676525,40,53,1,1.0,0.7658730158730158
0.2,87,1,5309905.089310488,40,54,1,0.75,0.6044444444444445
0.2,88,1,5484035.70754309,40,55,1,0.7142857142857143,0.5916666666666666
0.2,88,1,5695683.433836451,40,56,1,1.0,0.7541666666666667
0.2,89,1,5944013.837714149,40,57,1,1.0,0.8172619047619047
0.19,87,1,6228047.865628833,40,58,1,0.8571428571428571,0.7291666666666666
0.19,88,1,6546665.7009239085,40,59,1,0.75,0.675
0.18,86,1,6898611.178760007,40,60,1,0.8333333333333334,0.7083333333333333
0.18,87,1,7282496.738600158,40,61,1,0.7142857142857143,0.5555555555555556
0.19,90,1,7696808.894728268,40,62,1,0.5555555555555556,0.5333333333333333
0.18,88,1,8139914.203233173,40,63,1,0.6666666666666666,0.6
0.18,89,1,8610065.70193316,40,64,1,0.875,0.6875
0.07,62,1,9105409.79785125,40,65,1,1.0,0.6666666666666666
0.05,73,1,9623993.575087097,40,66,1,0.8333333333333334,0.5625
