pruning_thresh,quality,technique,bandwidth,mAP_drop,frame_id,sparsity,decomposability,regularity,pictoriality,datasize_est,datasize_real,reconstruct_snr,target_cmp,target_snr
0.2,88,1,5695683.433836451,40,56,-1,-1,-1,-1,6259,7003,11.063849925994873,81.023229613698,20
0.2,89,1,5944013.837714149,40,57,-1,-1,-1,-1,5899,6643,11.030411720275879,77.6382221283886,20
0.19,87,1,6228047.865628833,40,58,-1,-1,-1,-1,7789,8533,11.140364408493042,74.09748232885036,20
0.19,88,1,6546665.7009239085,40,59,-1,-1,-1,-1,7003,7747,11.16419792175293,70.49125276116347,20
0.18,86,1,6898611.178760007,40,60,-1,-1,-1,-1,7967,8711,11.244924068450928,66.89501041709906,20
0.18,87,1,7282496.738600158,40,61,-1,-1,-1,-1,9293,10037,11.128029823303223,63.3687433350465,20
0.19,90,1,7696808.894728268,40,62,-1,-1,-1,-1,9427,10171,11.092276573181152,59.9576620620979,20
0.18,88,1,8139914.203233173,40,63,-1,-1,-1,-1,9929,10673,11.296674013137817,56.69379985397952,20
0.18,89,1,8610065.70193316,40,64,-1,-1,-1,-1,10430,11174,11.487171649932861,53.598042412504824,20
0.07,62,1,9105409.79785125,40,65,-1,-1,-1,-1,7577,8321,12.722289562225342,50.682251201430844,20
0.05,73,1,9623993.575087097,40,66,-1,-1,-1,-1,11708,12452,14.851772785186768,47.95126504045803,20
0.05,76,1,10163772.494273901,40,67,-1,-1,-1,-1,11703,12447,15.684161186218262,45.40466317272039,20
0.05,77,1,10722618.453264814,40,68,-1,-1,-1,-1,9337,10081,15.69737434387207,43.03824375343271,20
0.05,77,1,11298328.177269334,40,69,-1,-1,-1,-1,13570,14314,16.688817739486694,40.845217046811015,20
0.05,78,1,11888631.905361177,40,70,-1,-1,-1,-1,7665,8409,16.23130440711975,38.81713811482052,20
0.05,78,1,12491202.339110576,40,71,-1,-1,-1,-1,11469,12213,16.694411039352417,36.94461542919223,20
0.05,79,1,13103663.818060804,40,72,-1,-1,-1,-1,13643,14387,17.313861846923828,35.21783472730766,20
0.05,79,1,13723601.685874086,40,73,-1,-1,-1,-1,13622,14366,17.559680938720703,33.62693535048295,20
0.05,80,1,14348571.810220476,40,74,-1,-1,-1,-1,9399,10143,17.19982147216797,32.16227181146718,20
0.05,80,1,14976110.218877185,40,75,-1,-1,-1,-1,13114,13858,17.546828985214233,30.81458802867076,20
0.05,81,1,15603742.81404746,40,76,-1,-1,-1,-1,15462,16206,18.011730909347534,29.575126440254532,20
0.05,81,1,16228995.126600085,40,77,-1,-1,-1,-1,13774,14518,18.232755661010742,28.435689521544983,20
0.05,82,1,16849402.071772825,40,78,-1,-1,-1,-1,14464,15208,18.062664270401,27.388667247710316,20
0.05,83,1,17462517.667877614,40,79,-1,-1,-1,-1,11787,12531,17.92211890220642,26.427040787799243,20
0.05,83,1,18065924.679690998,40,80,-1,-1,-1,-1,16775,17519,19.044482707977295,25.544370124904116,20
0.05,84,1,18657244.148510408,40,81,-1,-1,-1,-1,8632,9376,18.351305723190308,24.73477127668458,20
0.05,86,1,19234144.771303564,40,82,-1,-1,-1,-1,16890,17634,19.3326997756958,23.992887240569026,20
0.05,88,1,19794352.091973286,40,83,-1,-1,-1,-1,19044,19788,20.42898654937744,23.313855615097417,20
0.05,89,1,20335657.468500733,40,84,-1,-1,-1,-1,14789,15533,20.151352882385254,22.693274971880708,20
0.05,90,1,20855926.780613814,40,85,-1,-1,-1,-1,20278,21022,21.184403896331787,22.1271714041319,20
0.05,91,1,21353108.843650274,40,86,-1,-1,-1,-1,16996,17740,21.201961040496826,21.61196620340821,20
0.05,91,1,21825243.495443508,40,87,-1,-1,-1,-1,22113,22857,22.473371028900146,21.144445273337325,20
0.05,92,1,22270469.324348185,40,88,-1,-1,-1,-1,20370,21114,22.511675357818604,20.721730644541477,20
0.05,92,1,22687031.00793758,40,89,-1,-1,-1,-1,22597,23341,23.789541721343994,20.341254283348327,20
0.05,92,1,23073286.233439505,40,90,-1,-1,-1,-1,19588,20332,23.3622145652771,20.000734268959576,20
0.05,92,1,23427712.172626697,40,91,-1,-1,-1,-1,25419,26163,24.392430782318115,19.69815333508622,20
0.05,92,1,23748911.485634133,40,92,-1,-1,-1,-1,15876,16620,23.6151385307312,19.43173972187401,20
0.05,92,1,24035617.830032934,40,93,-1,-1,-1,-1,23838,24582,24.213647842407227,19.19995025424459,20
0.05,92,1,24286700.853441153,40,94,-1,-1,-1,-1,16854,17598,23.72345209121704,19.001455547688344,20
0.05,92,1,24501170.649987787,40,95,-1,-1,-1,-1,20910,21654,24.611589908599854,18.835127237763096,20
0.05,92,1,24678181.663060226,40,96,-1,-1,-1,-1,17058,17802,24.11052703857422,18.70002713196011,20
0.05,92,1,24817036.01894843,40,97,-1,-1,-1,-1,22718,23462,25.327188968658447,18.59539818994956,20
0.05,92,1,24917186.278242745,40,98,-1,-1,-1,-1,15376,16120,24.970133304595947,18.520657248913587,20
0.05,92,1,24978237.594137866,40,99,-1,-1,-1,-1,20930,21674,25.422968864440918,18.475389423590553,20
0.05,92,1,24999949.269133754,40,100,-1,-1,-1,-1,15588,16332,24.42986011505127,18.459344125007377,20
0.05,92,1,24982235.703996107,40,101,-1,-1,-1,-1,13286,14030,24.16518211364746,18.472432657132,20
0.05,92,1,24925166.735235136,40,102,-1,-1,-1,-1,13250,13994,23.570566177368164,18.514727366469238,20
0.05,92,1,24828967.359772027,40,103,-1,-1,-1,-1,20597,21341,24.540836811065674,18.586462335697554,20
0.05,92,1,24694016.84787868,40,104,-1,-1,-1,-1,19087,19831,25.081825256347656,18.688035628610578,20
0.05,92,1,24520847.24788798,40,105,-1,-1,-1,-1,22446,23190,25.50755500793457,18.82001310971891,20
0.05,92,1,24310141.28856981,40,106,-1,-1,-1,-1,24399,25143,25.241587162017822,18.983133877697675,20
0.05,92,1,24062729.687442847,40,107,-1,-1,-1,-1,13807,14551,24.19546604156494,19.1783173671893,20
0.05,92,1,23779587.87563416,40,108,-1,-1,-1,-1,24148,24892,25.241477489471436,19.40667218793672,20
0.05,92,1,23461832.152199067,40,109,-1,-1,-1,-1,17582,18326,24.751343727111816,19.669506783314535,20
0.05,92,1,23110715.283062987,40,110,-1,-1,-1,-1,15734,16478,24.705488681793213,19.968342001291095,20
0.05,92,1,22727621.561936628,40,111,-1,-1,-1,-1,18046,18790,24.757795333862305,20.30492567860865,20
0.05,92,1,22314061.35267709,40,112,-1,-1,-1,-1,21388,22132,25.430665016174316,20.681249341967103,20
0.05,91,1,21871665.13461192,40,113,-1,-1,-1,-1,12841,13585,24.931957721710205,21.099567126069893,20
0.05,91,1,21402177.07430256,40,114,-1,-1,-1,-1,14370,15114,24.36199426651001,21.562416994519943,20
0.05,90,1,20907448.149090927,40,115,-1,-1,-1,-1,11830,12574,23.293633460998535,22.072644321575527,20
0.05,90,1,20389428.849539775,40,116,-1,-1,-1,-1,15219,15963,24.06017780303955,22.633427844992486,20
0.05,88,1,19850161.489537805,40,117,-1,-1,-1,-1,8163,8907,22.555217742919922,23.24830792484459,20
0.05,86,1,19291772.154387258,40,118,-1,-1,-1,-1,13026,13770,22.844679355621338,23.92121692986707,20
0.05,85,1,18716462.31861903,40,119,-1,-1,-1,-1,6805,7549,22.03617572784424,24.656511407478234,20
0.05,84,1,18126500.166582465,40,120,-1,-1,-1,-1,11834,12578,22.17838764190674,25.45900545751484,20
0.05,83,1,17524211.650028676,40,121,-1,-1,-1,-1,15081,15825,20.92423439025879,26.334004398189947,20
0.05,82,1,16911971.31794344,40,122,-1,-1,-1,-1,11023,11767,20.579700469970703,27.287337353572614,20
0.05,81,1,16292192.954783283,40,123,-1,-1,-1,-1,11968,12712,20.793137550354004,28.32538676330729,20
0.05,81,1,15667320.06402403,40,124,-1,-1,-1,-1,10576,11320,20.739998817443848,29.45511196432011,20
0.05,80,1,15039816.234540788,40,125,-1,-1,-1,-1,6086,6830,20.36571741104126,30.68406285489147,20
0.05,80,1,14412155.427800389,40,126,-1,-1,-1,-1,6258,7002,19.905394315719604,32.02037814388871,20
0.05,79,1,13786812.224159418,40,127,-1,-1,-1,-1,10032,10776,20.182790756225586,33.472760719695906,20
0.05,79,1,13166252.066722194,40,128,-1,-1,-1,-1,10301,11045,20.502541065216064,35.05042014447436,20
0.05,78,1,12552921.541222919,40,129,-1,-1,-1,-1,6315,7059,19.778374433517456,36.76296909458007,20
0.05,78,1,11949238.730253607,40,130,-1,-1,-1,-1,7897,8641,19.70421314239502,38.620256661059464,20
0.05,77,1,11357583.679867167,40,131,-1,-1,-1,-1,4499,5243,19.229917526245117,40.63211680180762,20
0.05,77,1,10780289.016140964,40,132,-1,-1,-1,-1,6517,7261,19.086570739746094,42.80800505215623,20
0.05,76,1,10219630.748695897,40,133,-1,-1,-1,-1,7599,8343,19.085997343063354,45.15649126809747,20
0.05,75,1,9677819.297428336,40,134,-1,-1,-1,-1,5889,6633,18.923755884170532,47.68457154281599,20
0.19,92,1,9156990.777832285,40,135,-1,-1,-1,-1,11183,11927,18.203293085098267,50.396760012453846,20
0.18,89,1,8659198.57927014,40,136,-1,-1,-1,-1,7103,7847,17.28869318962097,53.293923501355216,20
0.18,88,1,8186405.269394652,40,137,-1,-1,-1,-1,5713,6457,16.946561336517334,56.37183250528119,20
0.19,90,1,7740474.856639634,40,138,-1,-1,-1,-1,7396,8140,16.250526905059814,59.619425838043455,20
0.19,89,1,7323165.441284642,40,139,-1,-1,-1,-1,7207,7951,16.13243341445923,63.016829316054974,20
0.2,91,1,6936122.284067283,40,140,-1,-1,-1,-1,6097,6841,15.882917642593384,66.53323683850296,20
0.19,88,1,6580871.319670279,40,141,-1,-1,-1,-1,4839,5583,15.706077814102173,70.12485797850069,20
0.19,87,1,6258813.140656849,40,142,-1,-1,-1,-1,5564,6308,15.58498740196228,73.73325521877379,20
0.2,89,1,5971217.475572914,40,143,-1,-1,-1,-1,4817,5561,15.315783023834229,77.284518367402,20
0.2,88,1,5719218.182986345,40,144,-1,-1,-1,-1,5558,6302,15.239424705505371,80.68981666751154,20
0.2,87,1,5503808.7811997365,40,145,-1,-1,-1,-1,5255,5999,15.103837251663208,83.84787426536852,20
0.2,87,1,5325838.531260695,40,146,-1,-1,-1,-1,4323,5067,14.931528568267822,86.64976678469216,20
0.21,89,1,5186009.088712838,40,147,-1,-1,-1,-1,4226,4970,14.746866226196289,88.98608906626622,20
0.21,89,1,5084871.737287886,40,148,-1,-1,-1,-1,3924,4668,14.543120861053467,90.75600929765187,20
0.2,86,1,5022825.215445314,40,149,-1,-1,-1,-1,3204,3948,14.384512901306152,91.87711036561572,20
0.2,86,1,5000114.144328419,40,150,-1,-1,-1,-1,3746,4490,14.230248928070068,92.29442635627068,20
0.2,86,1,5016828.063334689,40,151,-1,-1,-1,-1,5170,5914,14.282797574996948,91.98694091978088,20
0.21,89,1,5072901.07710279,40,152,-1,-1,-1,-1,5351,6095,14.285526275634766,90.97016867717562,20
0.21,89,1,5168112.115307933,40,153,-1,-1,-1,-1,5787,6531,14.111489057540894,89.29424446883736,20
0.2,87,1,5302085.804241352,40,154,-1,-1,-1,-1,4786,5530,14.07218337059021,87.03794765024514,20
0.21,90,1,5474293.946737679,40,155,-1,-1,-1,-1,4231,4975,14.024981260299683,84.2999428157635,20
0.2,88,1,5684057.604615524,40,156,-1,-1,-1,-1,5762,6506,14.115638732910156,81.1889496496195,20
0.2,89,1,5930549.775421107,40,157,-1,-1,-1,-1,6602,7346,14.125466346740723,77.81448333496171,20
0.19,87,1,6212798.65292188,40,158,-1,-1,-1,-1,6795,7539,14.308185577392578,74.2793533876446,20
0.2,90,1,6529691.458495315,40,159,-1,-1,-1,-1,5815,6559,14.309736490249634,70.6744981137301,20
0.2,91,1,6879978.828307669,40,160,-1,-1,-1,-1,7792,8536,14.386957883834839,67.07617540447895,20
0.19,89,1,7262279.7389858095,40,161,-1,-1,-1,-1,6681,7425,14.416786432266235,63.5451515574796,20
0.19,90,1,7675086.952362723,40,162,-1,-1,-1,-1,7074,7818,14.44156527519226,60.12735354413182,20
0.18,88,1,8116772.95783028,40,163,-1,-1,-1,-1,9135,9879,14.607056379318237,56.85543615230394,20
0.19,91,1,8585596.388871465,40,164,-1,-1,-1,-1,7708,8452,14.718527793884277,53.750799101718115,20
0.19,92,1,9079708.88847451,40,165,-1,-1,-1,-1,9636,10380,14.789347648620605,50.82571174197644,20
0.18,90,1,9597162.396361725,40,166,-1,-1,-1,-1,11221,11965,14.969431161880493,48.08532434979055,20
0.17,88,1,10135916.829302987,40,167,-1,-1,-1,-1,11014,11758,15.2048659324646,45.52944488775973,20
0.05,76,1,10693848.124233533,40,168,-1,-1,-1,-1,13131,13875,18.001521825790405,43.154032234747376,20
0.05,77,1,11268756.612466222,40,169,-1,-1,-1,-1,13288,14032,19.29187536239624,40.952403405016746,20
0.05,78,1,11858375.691982016,40,170,-1,-1,-1,-1,9822,10566,19.350262880325317,38.91617862796302,20
0.05,78,1,12460380.763608312,40,171,-1,-1,-1,-1,7180,7924,19.077974557876587,37.03600037765052,20
0.05,79,1,13072398.395853462,40,172,-1,-1,-1,-1,9496,10240,19.14133906364441,35.30206567243606,20
0.05,79,1,13692015.682264823,40,173,-1,-1,-1,-1,9702,10446,19.318324327468872,33.70450906395193,20
0.05,80,1,14316789.754418785,40,174,-1,-1,-1,-1,8378,9122,19.111350774765015,32.233669319913915,20
0.05,80,1,14944257.413036898,40,175,-1,-1,-1,-1,7319,8063,18.858320713043213,30.88026751092254,20
0.05,81,1,15571944.839257596,40,176,-1,-1,-1,-1,10095,10839,19.215898513793945,29.6355189689118,20
0.05,81,1,16197377.347775798,40,177,-1,-1,-1,-1,8289,9033,19.01902675628662,28.491196862190584,20
0.05,82,1,16818089.14339876,40,178,-1,-1,-1,-1,14250,14994,20.040106773376465,27.43966111321288,20
0.05,83,1,17431633.04255212,40,179,-1,-1,-1,-1,9641,10385,19.99577760696411,26.473863093615364,20
0.05,83,1,18035590.121408768,40,180,-1,-1,-1,-1,15412,16156,20.7568359375,25.587333908130535,20
0.05,84,1,18627579.252602644,40,181,-1,-1,-1,-1,11047,11791,19.38422679901123,24.774162031933823,20
0.05,86,1,19205266.492928043,40,182,-1,-1,-1,-1,16798,17542,20.9999680519104,24.02896449453583,20
0.05,88,1,19766374.285013568,40,183,-1,-1,-1,-1,14343,15087,21.095380783081055,23.346854613420568,20
0.05,89,1,20308690.436692163,40,184,-1,-1,-1,-1,21692,22436,23.73082399368286,22.723408390375365,20
0.05,90,1,20830076.842666227,40,185,-1,-1,-1,-1,16116,16860,24.02578115463257,22.154631024759933,20
0.05,91,1,21328477.91408181,40,186,-1,-1,-1,-1,20976,21720,25.109283924102783,21.636924515929927,20
0.05,91,1,21801928.682778087,40,187,-1,-1,-1,-1,22547,23291,26.025288105010986,21.16705697836742,20
0.05,92,1,22248562.548260927,40,188,-1,-1,-1,-1,9948,10692,25.373587608337402,20.742134044194184,20
0.05,92,1,22666618.63685742,40,189,-1,-1,-1,-1,13975,14719,24.772605895996094,20.359572552928796,20
0.05,92,1,23054448.74403787,40,190,-1,-1,-1,-1,20273,21017,25.70758581161499,20.017076608088974,20
0.05,92,1,23410523.832534663,40,191,-1,-1,-1,-1,13507,14251,25.428543090820312,19.712615999874526,20
0.05,92,1,23733440.060639046,40,192,-1,-1,-1,-1,18913,19657,25.636346340179443,19.444406941748706,20
0.05,92,1,24021924.316908795,40,193,-1,-1,-1,-1,18452,19196,25.240585803985596,19.21089503815619,20
0.05,92,1,24274839.239466168,40,194,-1,-1,-1,-1,17316,18060,25.585272312164307,19.01074038489967,20
0.05,92,1,24491187.700097136,40,195,-1,-1,-1,-1,19538,20282,25.434679985046387,18.842804698476765,20
0.05,92,1,24670116.735473238,40,196,-1,-1,-1,-1,23137,23881,25.53091049194336,18.706140372781427,20
0.05,92,1,24810920.909997094,40,197,-1,-1,-1,-1,13846,14590,25.366427898406982,18.59998136871739,20
0.05,92,1,24913045.09701325,40,198,-1,-1,-1,-1,22166,22910,25.339367389678955,18.52373585282806,20
0.05,92,1,24976086.66741948,40,199,-1,-1,-1,-1,20253,20997,25.91766357421875,18.476980513871148,20
0.05,92,1,24999797.077049732,40,200,-1,-1,-1,-1,9889,10633,24.291534423828125,18.459456500561608,20
