video_name,pruning_thresh,jepg_quality,head_time_mean,head_time_std,tail_time_mean,tail_time_std,framework_time_mean,framework_time_std,jpeg_time_mean,jpeg_time_std,encode_time_mean,encode_time_std,decode_time_mean,decode_time_std,request_time_mean,request_time_std
b610204c-e3c8c65f,0.0,60,15.291153717041016,1.0229936566472448,5.147481596469879,2.9479611682376863,1.185862410068512,0.19008596388080296,2.6812384009361265,0.1435595943508696,672.5075653076171,382.48723918013184,0.565694397687912,0.09663368450042963,16.097583961486816,3.3416925635766765
b610204c-e3c8c65f,0.0,70,15.147284841537475,0.8622032491743619,4.450505614280701,0.15952766158985981,1.168619191646576,0.11484216802206113,2.754462385177612,0.18959019692529624,583.5863159179687,7.116508875520537,0.548867204785347,0.027324773886967864,15.234782409667968,0.8474307455792673
b610204c-e3c8c65f,0.0,80,14.77298083305359,0.8015098127728827,4.520576047897339,0.062249201430870524,1.1575328052043914,0.14581146579009951,2.94662721157074,0.26901287561646386,589.3382751464844,27.36701892340973,0.6135488003492355,0.0280152949063079,15.35009765625,0.5326810678358431
b610204c-e3c8c65f,0.0,90,15.164185619354248,0.8063688909786231,4.51057915687561,0.04181247827633894,1.1941951930522918,0.16809101064922535,3.1861759781837464,0.23659521796666202,592.2957580566406,27.62855824799924,0.7302320003509521,0.02820097151042783,15.665721464157105,0.5815868283740463
b610204c-e3c8c65f,0.0,100,15.385591888427735,0.97664148707708,4.521995234489441,0.03803276678200748,1.1637728035449981,0.16418306818415213,4.063817632198334,0.24147973025058225,588.2680755615235,22.04422424987494,0.9715279966592789,0.03162233879571376,15.918593597412109,0.7474512620376341
b610204c-e3c8c65f,0.02,60,15.805712032318116,1.527000403328775,4.4202815890312195,0.1876694373091274,1.188425600528717,0.1875203568142998,2.9845183730125426,0.4169578399595947,658.8570495605469,251.77969023115423,0.5082991972565651,0.032054156242803875,15.407587051391602,0.8401794957735624
b610204c-e3c8c65f,0.02,70,15.311424064636231,1.3115385514202056,4.428548777103424,0.17393767077009212,1.2039088010787964,0.20186934527299435,2.9927680134773254,0.16153744803485512,587.7946075439453,7.165785648538858,0.5438208013772965,0.028168004968851842,15.432444667816162,0.48570580899688953
b610204c-e3c8c65f,0.02,80,15.71385760307312,1.1043826558313872,4.4967344284057615,0.08492193972667152,1.1307856082916259,0.13070850421655636,3.176876795291901,0.1982828841906702,596.6308685302735,27.603640101271473,0.5990367978811264,0.024844958012681544,15.37333288192749,0.8283704762571452
b610204c-e3c8c65f,0.02,90,15.169499254226684,0.7922448786431568,4.591960000991821,0.24390994737479166,1.1537472009658813,0.14935040092275995,3.4186224222183226,0.186139207602437,598.9656188964843,21.227417354391022,1.0447455912828445,1.3896489390185514,16.30520625114441,1.7221593962225636
b610204c-e3c8c65f,0.02,100,15.374873638153076,0.6536261769144527,4.571956777572632,0.249472042095754,1.1391135990619659,0.14605146647705658,4.289022421836853,0.24644269707779679,625.9921661376953,60.10126721493964,0.9741727977991104,0.16132482869177,16.344121551513673,1.1675290085475287
