pruning_thresh,quality,technique,bandwidth,mAP_drop,frame_id,feasible,sensitivity,map
0.05,50,1,34517272.49459034,40,96,-1,1.0,1.0
0.1,100,1,34725554.028422646,40,97,-1,0.0,0.0
0.1,90,1,34875779.41736412,40,98,-1,1.0,1.0
0.1,80,1,34967356.3912068,40,99,-1,1.0,0.3333333333333333
0.1,70,1,34999923.90370063,40,100,-1,1.0,0.6666666666666666
0.1,60,1,34973353.55599416,40,101,-1,1.0,0.6666666666666666
0.1,50,1,34887750.1028527,40,102,-1,1.0,0.3333333333333333
0.15,100,1,34743451.03965804,40,103,-1,1.0,0.3333333333333333
0.15,90,1,34541025.27181802,40,104,-1,1.0,0.3333333333333333
0.15,80,1,34281270.87183197,40,105,-1,1.0,0.5
0.15,70,1,33965211.93285472,40,106,-1,1.0,1.0
0.15,60,1,33594094.53116427,40,107,-1,0.0,0.0
0.15,50,1,33169381.813451238,40,108,-1,0.0,0.0
0.2,100,1,32692748.228298604,40,109,-1,0.0,0.0
0.2,90,1,32166072.924594484,40,110,-1,0.0,0.0
0.2,80,1,31591432.34290494,40,111,-1,0.0,0.0
0.2,70,1,30971092.029015634,40,112,-1,1.0,0.5
0.2,60,1,30307497.70191788,40,113,-1,1.0,0.5
0.2,50,1,29603265.611453842,40,114,-1,1.0,0.6666666666666666
0.25,100,1,28861172.22363639,40,115,-1,1.0,0.5
0.25,90,1,28084143.274309665,40,116,-1,1.0,0.6666666666666666
0.25,80,1,27275242.234306708,40,117,-1,1.0,0.8333333333333333
0.25,70,1,26437658.231580887,40,118,-1,1.0,0.6666666666666666
0.25,60,1,25574693.477928545,40,119,-1,1.0,0.6666666666666666
0.25,50,1,24689750.2498737,40,120,-1,0.5,0.16666666666666666
0.35,100,1,23786317.475043014,40,121,-1,0.5,0.16666666666666666
0.35,90,1,22867956.97691516,40,122,-1,0.6666666666666666,0.4444444444444444
0.35,80,1,21938289.432174925,40,123,-1,1.0,1.0
0.35,70,1,21000980.096036043,40,124,-1,0.75,0.7222222222222222
0.35,60,1,20059724.35181118,40,125,-1,1.0,0.3333333333333333
0.0,100,1,19118233.141700584,40,126,1,1.0,1.0
0.0,100,1,18180218.336239126,40,127,1,1.0,0.9166666666666666
0.0,100,1,17249378.10008329,40,128,1,0.6666666666666666,0.6666666666666666
0.0,100,1,16329382.31183438,40,129,1,0.6666666666666666,0.6666666666666666
0.02,100,1,15423858.09538041,40,130,1,0.6666666666666666,0.5555555555555556
0.04,100,1,14536375.519800749,40,131,1,0.5,0.5
0.05,100,1,13670433.524211444,40,132,1,0.5,0.5
0.05,100,1,12829446.123043844,40,133,1,0.6666666666666666,0.5
0.06,100,1,12016728.946142506,40,134,1,0.5,0.5
0.09,100,1,11235486.166748429,40,135,1,0.5,0.5
0.1,100,1,10488797.868905209,40,136,1,0.5,0.5
0.1,100,1,9779607.904091978,40,137,1,0.5,0.5
0.11,100,1,9110712.28495945,40,138,1,0.6666666666666666,0.6666666666666666
0.14,100,1,8484748.161926962,40,139,1,0.6,0.55
0.02,72,1,7904183.426100925,40,140,1,0.5,0.5
0.15,100,1,7371306.979505418,40,141,1,0.75,0.7777777777777778
0.15,100,1,6888219.710985273,40,142,1,1.0,0.8333333333333333
0.16,100,1,6456826.213359369,40,143,1,1.0,1.0
0.2,100,1,6078827.274479518,40,144,1,1.0,1.0
0.2,100,1,5755713.171799606,40,145,1,1.0,0.5
0.22,100,1,5488757.796891045,40,146,1,0.0,0.0
0.0,68,1,5279013.633069256,40,147,1,1.0,0.375
0.25,100,1,5127307.60593183,40,148,1,1.0,0.375
0.25,100,1,5034237.82316797,40,149,1,1.0,0.35
0.26,100,1,5000171.216492629,40,150,1,1.0,0.2
0.0,59,1,5025242.095002033,40,151,1,1.0,0.2
0.0,64,1,5109351.615654184,40,152,1,1.0,0.6666666666666666
0.0,63,1,5252168.1729619,40,153,1,1.0,0.3333333333333333
0.01,65,1,5453128.706362028,40,154,1,1.0,0.5416666666666666
0.0,64,1,5711440.920106519,40,155,1,1.0,0.5595238095238095
0.0,64,1,6026086.406923287,40,156,1,1.0,0.7083333333333333
0.04,70,1,6395824.66313166,40,157,1,0.75,0.3472222222222222
0.0,65,1,6819197.979382819,40,158,1,0.8333333333333334,0.5625
0.24,100,1,7294537.187742973,40,159,1,0.8333333333333334,0.6145833333333333
0.0,65,1,7819968.242461504,40,160,1,0.8333333333333334,0.6770833333333333
0.04,70,1,8393419.608478714,40,161,1,0.8333333333333334,0.7916666666666666
0.0,70,1,9012630.428544084,40,162,1,1.0,0.9166666666666666
0.03,70,1,9675159.43674542,40,163,1,0.75,0.4518518518518519
0.0,74,1,10378394.583307197,40,164,1,0.8571428571428571,0.8166666666666667
0.0,78,1,11119563.332711764,40,165,1,0.8333333333333334,0.6770833333333333
0.1,100,1,11895743.594542589,40,166,1,0.8,0.4833333333333333
0.0,82,1,12703875.24395448,40,167,1,0.8,0.4833333333333333
0.0,78,1,13540772.1863503,40,168,1,0.5,0.25
0.0,80,1,14403134.918699332,40,169,1,1.0,0.5
0.0,80,1,15287563.537973022,40,170,1,1.0,0.75
0.0,80,1,16190571.14541247,40,171,1,1.0,0.8333333333333333
0.0,81,1,17108597.593780193,40,172,1,0.75,0.3958333333333333
0.01,96,1,18038023.523397237,40,173,1,0.8,0.5198412698412698
0.0,98,1,18975184.631628178,40,174,1,0.6666666666666666,0.5416666666666666
0.01,97,1,19916386.119555347,40,175,1,0.7142857142857143,0.8
0.01,96,1,20857917.258886393,40,176,1,0.75,0.5416666666666666
0.01,96,1,21796066.021663696,40,177,1,0.5714285714285714,0.7
0.01,96,1,22727133.715098146,40,178,1,0.8,0.8333333333333333
0.02,96,1,23647449.56382818,40,179,1,0.6666666666666666,0.5
0.05,100,1,24553385.182113152,40,180,1,0.5,0.5
0.03,97,1,25441368.878903966,40,181,1,0.75,0.75
0.05,96,1,26307899.73939207,40,182,1,1.0,0.9166666666666666
0.05,99,1,27149561.427520353,40,183,1,1.0,1.0
0.01,98,1,27963035.65503824,40,184,1,1.0,1.0
0.06,97,1,28745115.26399934,40,185,1,1.0,1.0
0.07,98,1,29492716.87112271,40,186,1,1.0,1.0
0.06,96,1,30202893.024167128,40,187,1,1.0,1.0
0.04,95,1,30872843.82239139,40,188,1,1.0,0.6666666666666666
0.01,94,1,31499927.95528613,40,189,1,1.0,1.0
0.03,94,1,32081673.116056807,40,190,1,1.0,1.0
0.03,94,1,32615785.74880199,40,191,1,1.0,1.0
0.03,94,1,33100160.090958565,40,192,1,1.0,1.0
0.04,93,1,33532886.475363195,40,193,1,0.8,0.7222222222222222
0.05,94,1,33912258.859199256,40,194,1,1.0,0.7958333333333334
0.1,100,1,34236781.5501457,40,195,1,0.8,0.7777777777777778
0.1,100,1,34505175.10320986,40,196,1,1.0,0.9166666666666666
0.1,100,1,34716381.36499564,40,197,1,1.0,0.49999999999999994
0.08,97,1,34869567.645519875,40,198,1,1.0,0.5714285714285714
0.09,98,1,34964130.001129225,40,199,1,1.0,0.875
0.06,93,1,34999695.6155746,40,200,1,0.8,0.7222222222222222
0.09,96,1,34976124.26985567,40,201,1,1.0,0.6666666666666666
0.09,96,1,34893508.8950404,40,202,1,1.0,0.8958333333333333
0.11,98,1,34752175.205880255,40,203,1,1.0,0.9166666666666666
0.09,96,1,34552680.41666543,40,204,1,1.0,1.0
0.1,97,1,34295811.044383034,40,205,1,1.0,1.0
0.1,96,1,33982579.807839155,40,206,1,0.8,0.8333333333333333
0.11,97,1,33614221.63497056,40,207,1,1.0,0.9166666666666666
0.0,81,1,33192188.794086717,40,208,1,1.0,0.875
0.0,81,1,32718145.168238293,40,209,1,0.8,0.7083333333333333
0.0,81,1,32193959.695284836,40,210,1,1.0,1.0
0.0,81,1,31621698.999525104,40,211,1,0.8,0.75
0.0,81,1,31003619.243939705,40,212,1,0.8,0.8333333333333333
0.0,80,1,30342157.235169377,40,213,1,1.0,0.9047619047619048
0.0,81,1,29639920.816297382,40,214,1,1.0,0.875
0.0,81,1,28899678.58531356,40,215,1,1.0,0.7083333333333333
0.0,81,1,28124348.9797947,40,216,1,1.0,0.8333333333333333
0.0,81,1,27316988.77083616,40,217,1,1.0,0.8214285714285714
0.0,81,1,26480781.011596978,40,218,1,1.0,0.8333333333333333
0.0,81,1,25619022.487973116,40,219,1,1.0,0.8214285714285714
0.0,81,1,24735110.720873456,40,220,1,1.0,0.85
0.0,81,1,23832530.57134462,40,221,1,1.0,1.0
0.0,81,1,22914840.501352366,40,222,1,1.0,0.9166666666666666
0.0,81,1,21985658.54438912,40,223,1,1.0,0.9166666666666666
0.0,81,1,21048648.041217387,40,224,1,0.8,0.5992063492063493
0.0,81,1,20107503.19698775,40,225,1,0.75,0.5833333333333333
0.0,81,1,19165934.51667232,40,226,1,0.8571428571428571,0.7333333333333334
0.0,81,1,18227654.176235624,40,227,1,1.0,0.875
0.0,81,1,17296361.387217592,40,228,1,0.75,0.75
0.0,80,1,16375727.812428923,40,229,1,1.0,0.8333333333333333
0.01,80,1,15469383.090259343,40,230,1,1.0,0.9333333333333333
0.15,100,1,14580900.524667937,40,231,1,1.0,0.8666666666666667
0.0,77,1,13713782.99727549,40,232,1,1.0,0.7261904761904762
0.15,98,1,12871449.157099199,40,233,1,1.0,0.85
0.14,97,1,12057219.942378677,40,234,1,1.0,0.625
0.16,99,1,11274305.487630574,40,235,1,1.0,0.6547619047619048
0.16,98,1,10525792.467552152,40,236,1,1.0,0.5833333333333333
0.0,74,1,9814631.92767024,40,237,1,1.0,0.7
0.19,97,1,9143627.649714544,40,238,1,1.0,0.9333333333333333
0.17,94,1,8515425.097584592,40,239,1,1.0,0.875
0.2,96,1,7932500.987492058,40,240,1,1.0,0.875
0.21,97,1,7397153.523397848,40,241,1,1.0,0.8333333333333333
0.24,100,1,6911493.336242147,40,242,1,1.0,0.7847222222222222
0.0,64,1,6477435.162688689,40,243,1,1.0,0.8333333333333334
0.01,65,1,6096690.296191512,40,244,1,1.0,1.0
0.24,97,1,5770759.840144914,40,245,1,1.0,1.0
0.26,97,1,5500928.789717466,40,246,1,1.0,1.0
0.29,99,1,5288260.965701865,40,247,1,1.0,1.0
0.0,61,1,5133594.820354709,40,248,1,1.0,0.7666666666666666
0.3,97,1,5037540.131761538,40,249,1,1.0,1.0
0.03,65,1,5000475.599759901,40,250,1,1.0,0.9166666666666666
0.28,95,1,5022547.352898581,40,251,1,1.0,1.0
0.32,99,1,5103668.372319361,40,252,1,1.0,0.6
0.3,96,1,5243518.834832689,40,253,1,1.0,0.6666666666666666
0.2,82,1,5441547.373834707,40,254,1,1.0,0.625
0.18,81,1,5696973.253094314,40,255,1,1.0,0.6666666666666666
0.08,75,1,6008789.444840187,40,256,1,1.0,0.6666666666666666
0.16,85,1,6375766.600011963,40,257,1,1.0,0.6666666666666666
0.15,83,1,6796457.8950232435,40,258,1,1.0,1.0
0.01,65,1,7269204.735926982,40,259,1,1.0,0.6666666666666666
0.05,70,1,7792143.2974953875,40,260,1,0.8,0.75
0.07,74,1,8363211.871432645,40,261,1,0.8,0.75
0.09,78,1,8980158.994751005,40,262,1,0.6666666666666666,0.6666666666666666
0.23,99,1,9640552.326262232,40,263,1,0.6666666666666666,0.6666666666666666
0.1,82,1,10341788.236190181,40,264,1,0.8333333333333334,0.65
0.0,71,1,11081102.07109561,40,265,1,1.0,0.6666666666666666
0.0,74,1,11855579.053644128,40,266,1,1.0,0.625
0.0,75,1,12662165.774243947,40,267,1,1.0,0.6
0.0,75,1,13497682.22924786,40,268,1,1.0,0.8055555555555556
0.0,79,1,14358834.35825741,40,269,1,1.0,1.0
0.0,78,1,15242227.031101085,40,270,1,0.8333333333333334,0.7777777777777778
0.0,80,1,16144377.433284214,40,271,1,0.625,0.7
0.0,81,1,17061728.797138944,40,272,1,0.8333333333333334,0.65
0.0,80,1,17990664.424536616,40,273,1,0.8,0.5499999999999999
0.0,81,1,18927521.945879888,40,274,1,1.0,0.6547619047619047
0.0,81,1,19868607.759155817,40,275,1,0.8,0.5833333333333333
0.0,81,1,20810211.592124403,40,276,1,0.8,0.5833333333333333
0.09,95,1,21748621.130230255,40,277,1,1.0,0.7166666666666666
0.05,95,1,22680136.65256593,40,278,1,1.0,0.6666666666666666
0.07,95,1,23601085.618184738,40,279,1,1.0,0.7833333333333333
0.0,81,1,24507837.145254876,40,280,1,1.0,0.7833333333333333
0.08,95,1,25396816.325970963,40,281,1,1.0,0.75
0.08,95,1,26264518.320785142,40,282,1,0.8,0.6388888888888888
0.03,95,1,27107522.17639184,40,283,1,0.8333333333333334,0.6111111111111112
0.0,81,1,27922504.312986013,40,284,1,0.75,0.49999999999999994
0.0,85,1,28706251.627623394,40,285,1,0.6,0.4722222222222222
0.0,88,1,29455674.16201999,40,286,1,0.75,0.4666666666666666
0.0,89,1,30167817.284848735,40,287,1,1.0,0.5416666666666666
0.0,89,1,30839873.34050338,40,288,1,1.0,0.8333333333333333
0.0,89,1,31469192.718404517,40,289,1,0.75,0.47916666666666663
0.0,89,1,32053294.299205765,40,290,1,1.0,0.6
0.0,89,1,32589875.236716077,40,291,1,1.0,0.5833333333333333
0.0,89,1,33076820.036972065,40,292,1,0.8,0.5
0.0,89,1,33512208.898666255,40,293,1,0.6666666666666666,0.6666666666666666
0.0,89,1,33894325.282048106,40,294,1,0.8333333333333334,0.7083333333333333
0.0,89,1,34221662.67645762,40,295,1,0.7142857142857143,0.5416666666666666
0.0,89,1,34492930.53980976,40,296,1,0.5714285714285714,0.44166666666666665
0.0,89,1,34707059.386613704,40,297,1,0.625,0.5066666666666666
0.0,89,1,34863205.00446615,40,298,1,0.75,0.41666666666666663
0.0,89,1,34960751.78239612,40,299,1,0.6666666666666666,0.4722222222222222
0.0,89,1,34999315.137938164,40,300,1,0.75,0.4583333333333333
0.0,89,1,34978743.03336573,40,301,1,0.875,0.725
0.0,89,1,34899116.57510655,40,302,1,1.0,0.875
0.0,89,1,34760749.69397702,40,303,1,1.0,0.7916666666666667
0.0,89,1,34564187.90749609,40,304,1,1.0,0.7875000000000001
0.0,89,1,34310206.16915849,40,305,1,0.8571428571428571,0.6279761904761905
0.0,89,1,33999805.8131464,40,306,1,1.0,0.7916666666666666
0.0,89,1,33634210.60652547,40,307,1,1.0,0.7547619047619047
0.0,89,1,33214861.924489133,40,308,1,1.0,0.7916666666666666
0.0,89,1,32743413.067673676,40,309,1,0.875,0.7
0.0,89,1,32221722.74394752,40,310,1,1.0,0.7083333333333333
0.0,89,1,31651847.740373764,40,311,1,1.0,0.75
0.0,89,1,31036034.81423655,40,312,1,0.6666666666666666,0.6
0.0,89,1,30376711.83510178,40,313,1,0.7777777777777778,0.65
0.0,89,1,29676478.21283424,40,314,1,0.875,0.725
0.0,89,1,28938094.649309956,40,315,1,1.0,0.7
0.0,89,1,28164472.25422746,40,316,1,0.8333333333333334,0.5833333333333334
0.0,89,1,27358661.06792988,40,317,1,0.8333333333333334,0.5625
0.0,89,1,26523838.036486164,40,318,1,0.8571428571428571,0.6333333333333333
0.0,89,1,25663294.486442007,40,319,1,0.8333333333333334,0.5625
0.0,89,1,24780423.14861951,40,320,1,1.0,1.0
0.0,89,1,23878704.782127082,40,321,1,1.0,0.6875
0.0,89,1,22961694.45131285,40,322,1,0.8,0.6666666666666666
0.0,88,1,22033007.5097677,40,323,1,1.0,0.875
0.0,88,1,21096305.34663405,40,324,1,0.8571428571428571,0.7777777777777778
0.0,88,1,20155280.951418266,40,325,1,0.8571428571428571,0.7142857142857143
0.0,87,1,19213644.35421695,40,326,1,0.75,0.6875
0.0,86,1,18275107.99875991,40,327,1,0.7142857142857143,0.6666666666666666
0.0,85,1,17343372.10593764,40,328,1,0.7,0.7291666666666666
0.0,85,1,16422110.085517012,40,329,1,1.0,0.8666666666666667
0.0,85,1,15514954.05356232,40,330,1,0.6363636363636364,0.6857142857142857
0.05,88,1,14625480.512657259,40,331,1,0.75,0.7
0.09,95,1,13757196.25138633,40,332,1,0.625,0.55
0.0,80,1,12913524.518666402,40,333,1,0.625,0.5625
0.09,95,1,12097791.527437374,40,334,1,0.625,0.55
0.1,95,1,11313213.340920964,40,335,1,0.6666666666666666,0.5607142857142857
0.18,97,1,10562883.19315012,40,336,1,0.8,0.730952380952381
0.24,100,1,9849759.293757576,40,337,1,0.7777777777777778,0.6285714285714286
0.08,75,1,9176653.165104363,40,338,1,0.7777777777777778,0.7
0.01,65,1,8546218.557728898,40,339,1,0.6666666666666666,0.635
0.01,64,1,7960940.987818845,40,340,1,0.6666666666666666,0.5607142857142857
0.04,66,1,7423127.937954081,40,341,1,0.5555555555555556,0.455
0.2,88,1,6934899.759755209,40,342,1,0.625,0.475
0.04,65,1,6498181.314303648,40,343,1,0.7142857142857143,0.5138888888888888
0.19,82,1,6114694.383292491,40,344,1,0.7142857142857143,0.4861111111111111
0.19,83,1,5785950.880826103,40,345,1,0.6666666666666666,0.425
0.23,86,1,5513246.892632347,40,346,1,0.7142857142857143,0.6083333333333334
0.31,97,1,5297657.566187516,40,347,1,0.75,0.7
0.31,97,1,5140032.871900143,40,348,1,0.75,0.7
0.31,97,1,5040994.252065169,40,349,1,0.625,0.5416666666666666
0.31,97,1,5000932.170800401,40,350,1,0.7142857142857143,0.5972222222222222
0.31,97,1,5020004.574624527,40,351,1,0.625,0.5222222222222221
0.32,98,1,5098136.26974602,40,352,1,0.5555555555555556,0.475
0.32,98,1,5235019.218517937,40,353,1,0.4444444444444444,0.425
0.31,98,1,5430113.753889982,40,354,1,0.5,0.4666666666666667
0.3,98,1,5682650.707069486,40,355,1,0.5714285714285714,0.55
0.0,60,1,5991634.4400033355,40,356,1,0.7142857142857143,0.65
0.26,98,1,6355846.770724757,40,357,1,0.6666666666666666,0.59375
0.0,60,1,6773851.776089385,40,358,1,0.625,0.4416666666666667
0.03,65,1,7244001.45296536,40,359,1,0.4444444444444444,0.4
0.25,100,1,7764442.215558348,40,360,1,0.625,0.4416666666666667
0.04,70,1,8333122.203255031,40,361,1,0.6666666666666666,0.5
0.0,64,1,8947799.370173948,40,362,1,0.6666666666666666,0.65
0.0,66,1,9606050.324529909,40,363,1,0.625,0.48333333333333334
0.0,65,1,10305279.882963004,40,364,1,0.75,0.6473214285714286
0.0,74,1,11042731.30216306,40,365,1,0.8571428571428571,0.6083333333333334
0.19,100,1,11815497.147451581,40,366,1,0.8571428571428571,0.65
0.0,74,1,12620530.755470697,40,367,1,0.7,0.62
0.09,95,1,13454658.245788045,40,368,1,0.8571428571428571,0.5666666666666667
0.0,80,1,14314591.034059443,40,369,1,0.6363636363636364,0.6291666666666667
0.02,80,1,15196938.797417901,40,370,1,0.7777777777777778,0.6416666666666666
0.13,98,1,16098222.840970533,40,371,1,0.7142857142857143,0.65
0.09,95,1,17014889.81270637,40,372,1,0.7777777777777778,0.6410714285714286
0.08,95,1,17943325.712742858,40,373,1,0.6666666666666666,0.5666666666666667
0.01,85,1,18879870.14167977,40,374,1,0.75,0.7333333333333334
0.0,85,1,19820830.731884755,40,375,1,0.625,0.5666666666666667
0.0,84,1,20762497.70481528,40,376,1,0.625,0.5666666666666667
0.0,88,1,21701158.496983826,40,377,1,0.7142857142857143,0.65
0.0,88,1,22633112.39690285,40,378,1,0.8333333333333334,0.9
0.0,88,1,23554685.13530275,40,379,1,0.5555555555555556,0.525
0.0,89,1,24462243.37109997,40,380,1,0.625,0.5666666666666667
0.0,89,1,25352209.016004466,40,381,1,0.8333333333333334,0.9
0.0,89,1,26221073.341290057,40,382,1,0.7142857142857143,0.65
0.0,89,1,27065410.81111197,40,383,1,0.8333333333333334,0.9
0.0,89,1,27881892.587832477,40,384,1,0.8333333333333334,0.65
0.0,89,1,28667299.656110097,40,385,1,0.75,0.6222222222222222
0.0,89,1,29418535.51400907,40,386,1,0.7142857142857143,0.65
0.0,89,1,30132638.381094605,40,387,1,0.7142857142857143,0.65
0.0,89,1,30806792.875382416,40,388,1,0.7142857142857143,0.65
0.0,89,1,31438341.11310655,40,389,1,0.7142857142857143,0.65
0.0,89,1,32024793.187542554,40,390,1,0.7142857142857143,0.65
0.0,89,1,32563836.98557478,40,391,1,0.7142857142857143,0.65
0.0,89,1,33053347.30330389,40,392,1,0.8571428571428571,0.775
0.0,89,1,33491394.224756844,40,393,1,0.8333333333333334,0.65
0.0,89,1,33876250.73066547,40,394,1,0.7142857142857143,0.65
0.0,89,1,34206399.5073161,40,395,1,0.8333333333333334,0.65
0.0,89,1,34480538.928625524,40,396,1,0.7142857142857143,0.65
0.0,89,1,34697588.18785924,40,397,1,0.7142857142857143,0.525
0.0,89,1,34856691.55875941,40,398,1,0.8571428571428571,0.65
0.0,89,1,34957221.76928349,40,399,1,0.8,0.8
0.0,89,1,34998782.47465171,40,400,1,0.8,0.8
0.0,89,1,34981209.8199539,40,401,1,0.8333333333333334,0.5666666666666667
0.0,89,1,34904573.08615466,40,402,1,0.8,0.8
0.0,89,1,34769174.416950084,40,403,1,0.6666666666666666,0.4
0.0,89,1,34575547.62755299,40,404,1,0.8,0.8
0.0,89,1,34324456.10010291,40,405,1,0.8,0.8
0.0,89,1,34016889.773998424,40,406,1,0.8,0.8
0.0,89,1,33654061.24301742,40,407,1,0.8,0.8
0.0,89,1,33237400.974612996,40,408,1,0.8,0.8
0.0,89,1,32768551.67023228,40,409,1,0.8,0.8
