frame_id,bandwidth,mAP_drop,technique,feasibility,target_cmp,target_snr,est_cmp,est_snr,pruning_thresh,quality
81,32976020.0,0.25,1,-1,16.793391076303326,14,-1,-1,-1,-1
82,48072185.0,0.25,1,-1,11.519742653678005,14,-1,-1,-1,-1
83,48072185.0,0.25,1,-1,11.519742653678005,14,-1,-1,-1,-1
84,48072185.0,0.25,1,-1,11.519742653678005,14,-1,-1,-1,-1
85,48072185.0,0.25,1,-1,11.519742653678005,14,-1,-1,-1,-1
86,48072185.0,0.25,1,-1,11.519742653678005,14,-1,-1,-1,-1
87,48072185.0,0.25,1,-1,11.519742653678005,14,-1,-1,-1,-1
88,48072185.0,0.25,1,-1,11.519742653678005,14,-1,-1,-1,-1
89,48072185.0,0.25,1,-1,11.519742653678005,14,-1,-1,-1,-1
90,48072185.0,0.25,1,-1,11.519742653678005,14,-1,-1,-1,-1
91,48072185.0,0.25,1,-1,11.519742653678005,14,-1,-1,-1,-1
92,48072185.0,0.25,1,-1,11.519742653678005,14,-1,-1,-1,-1
93,48072185.0,0.25,1,-1,11.519742653678005,14,-1,-1,-1,-1
94,32976020.0,0.25,1,-1,16.793391076303326,14,-1,-1,-1,-1
95,32976020.0,0.25,1,-1,16.793391076303326,14,-1,-1,-1,-1
96,32976020.0,0.25,1,-1,16.793391076303326,14,-1,-1,-1,-1
97,32976020.0,0.25,1,-1,16.793391076303326,14,-1,-1,-1,-1
98,20663545.0,0.25,1,-1,26.79981581088821,14,-1,-1,-1,-1
99,20663545.0,0.25,1,-1,26.79981581088821,14,-1,-1,-1,-1
100,20663545.0,0.25,1,-1,26.79981581088821,14,-1,-1,-1,-1
101,12847800.0,0.25,1,-1,43.1030370958452,14,-1,-1,-1,-1
102,12847800.0,0.25,1,-1,43.1030370958452,14,-1,-1,-1,-1
103,12847800.0,0.25,1,-1,43.1030370958452,14,-1,-1,-1,-1
104,8351070.0,0.25,1,-1,66.31236476283878,14,-1,-1,-1,-1
105,12847800.0,0.25,1,-1,43.1030370958452,14,-1,-1,-1,-1
106,12847800.0,0.25,1,-1,43.1030370958452,14,-1,-1,-1,-1
107,12847800.0,0.25,1,-1,43.1030370958452,14,-1,-1,-1,-1
108,20663545.0,0.25,1,1,26.79981581088821,14,71.2963803754253,14.139292001724243,0.0,54
109,20663545.0,0.25,1,1,26.79981581088821,14,87.57884614940097,14.357060194015503,0.0,59
110,20663545.0,0.25,1,1,26.79981581088821,14,67.97833037040328,14.094457070032755,0.03,61
111,32976020.0,0.25,1,1,16.793391076303326,14,102.52462933368678,14.198949337005615,0.05,98
112,32976020.0,0.25,1,1,16.793391076303326,14,67.47271846204495,14.311857144037884,0.02,60
113,32976020.0,0.25,1,1,16.793391076303326,14,65.40287226001512,15.077940225601196,0.0,60
114,32976020.0,0.25,1,1,16.793391076303326,14,65.40287226001512,16.711235841115315,0.0,60
115,48072185.0,0.25,1,1,11.519742653678005,14,65.40287226001512,18.995267152786255,0.0,60
116,48072185.0,0.25,1,1,11.519742653678005,14,79.97042513863217,20.480446815490723,0.0,60
117,48072185.0,0.25,1,1,11.519742653678005,14,65.52669443392654,20.134588082631428,0.0,60
118,48072185.0,0.25,1,1,11.519742653678005,14,65.52669443392654,19.749103387196858,0.0,60
119,48072185.0,0.25,1,1,11.519742653678005,14,64.46489104116223,19.53111131985982,0.0,60
120,48072185.0,0.25,1,1,11.519742653678005,14,64.46489104116223,19.182147979736328,0.0,60
121,48072185.0,0.25,1,1,11.519742653678005,14,60.10976033344912,16.734354893366497,0.0,70
122,48072185.0,0.25,1,1,11.519742653678005,14,60.10976033344912,17.018450498580933,0.0,70
123,48072185.0,0.25,1,1,11.519742653678005,14,60.78246242287672,14.04003501570586,0.04,61
124,48072185.0,0.25,1,1,11.519742653678005,14,116.7479839476863,14.163159482062808,0.14,61
125,48072185.0,0.25,1,1,11.519742653678005,14,129.72057995171252,14.0181836847103,0.19,61
126,48072185.0,0.25,1,1,11.519742653678005,14,113.62552402989901,14.554002331362833,0.21,61
127,32976020.0,0.25,1,1,16.793391076303326,14,135.46716718297708,14.552130435903866,0.22,61
128,32976020.0,0.25,1,1,16.793391076303326,14,156.61176470588236,15.762474536895752,0.22,61
129,32976020.0,0.25,1,1,16.793391076303326,14,144.21333333333334,15.459223985671997,0.22,61
130,32976020.0,0.25,1,1,16.793391076303326,14,144.21333333333334,14.945124785105387,0.22,61
131,20663545.0,0.25,1,1,26.79981581088821,14,122.34429126899964,16.65530800819397,0.21,61
132,20663545.0,0.25,1,1,26.79981581088821,14,122.34429126899964,15.58471997578939,0.21,61
133,20663545.0,0.25,1,1,26.79981581088821,14,122.34429126899964,14.45539196332296,0.21,61
134,20663545.0,0.25,1,1,26.79981581088821,14,111.60172932562386,15.462394754091896,0.2,61
135,12847800.0,0.25,1,1,43.1030370958452,14,144.21333333333334,14.288541475931803,0.22,61
136,12847800.0,0.25,1,1,43.1030370958452,14,92.12456747404845,18.831171989440918,0.14,61
137,8351070.0,0.25,1,1,66.31236476283878,14,92.12456747404845,16.693423589070637,0.14,61
138,8351070.0,0.25,1,1,66.31236476283878,14,83.02038858239386,17.709704637527466,0.19,61
139,8351070.0,0.25,1,1,66.31236476283878,14,79.11573587411355,14.98942479380855,0.19,63
140,8351070.0,0.25,1,1,66.31236476283878,14,113.49996851307156,14.093475278218587,0.15,64
141,8351070.0,0.25,1,1,66.31236476283878,14,105.75946307854332,14.72459097703298,0.19,62
142,12847800.0,0.25,1,1,43.1030370958452,14,104.5286816831915,14.167859961843899,0.11,65
143,12847800.0,0.25,1,1,43.1030370958452,14,90.16062521900353,14.135773484669034,0.08,66
144,20663545.0,0.25,1,1,26.79981581088821,14,78.501247448401,16.277378002802532,0.19,61
145,20663545.0,0.25,1,1,26.79981581088821,14,75.55380921196246,14.782158136367796,0.14,61
146,20663545.0,0.25,1,1,26.79981581088821,14,73.2312239814303,14.779035568237305,0.12,61
147,20663545.0,0.25,1,1,26.79981581088821,14,89.94594594594595,14.791064262390137,0.12,61
148,32976020.0,0.25,1,1,16.793391076303326,14,86.69531308511542,14.248336007197697,0.11,61
149,32976020.0,0.25,1,1,16.793391076303326,14,77.9859173652031,14.880647659301761,0.08,61
150,32976020.0,0.25,1,1,16.793391076303326,14,75.68249002674607,15.48627257347107,0.06,61
151,32976020.0,0.25,1,1,16.793391076303326,14,75.77099835070878,15.612648129463203,0.05,61
152,48072185.0,0.25,1,1,11.519742653678005,14,65.83437905381689,14.081413940588632,0.07,98
153,48072185.0,0.25,1,1,11.519742653678005,14,63.94088305930168,19.54548835754394,0.04,61
154,48072185.0,0.25,1,1,11.519742653678005,14,57.84923951195053,16.724931796391804,0.05,70
155,48072185.0,0.25,1,1,11.519742653678005,14,57.84923951195053,17.35170841217041,0.05,70
156,48072185.0,0.25,1,1,11.519742653678005,14,57.84923951195053,17.950148185094196,0.05,70
157,48072185.0,0.25,1,1,11.519742653678005,14,81.92,17.858917713165283,0.05,70
158,48072185.0,0.25,1,1,11.519742653678005,14,79.5476901861641,17.104467550913494,0.05,70
159,48072185.0,0.25,1,1,11.519742653678005,14,79.5476901861641,16.36624574661255,0.05,70
160,48072185.0,0.25,1,1,11.519742653678005,14,73.375450498198,15.954875946044922,0.05,70
161,48072185.0,0.25,1,1,11.519742653678005,14,61.584851033897515,16.058040142059326,0.05,71
162,48072185.0,0.25,1,1,11.519742653678005,14,78.86631345114918,14.191637304425239,0.08,71
163,48072185.0,0.25,1,1,11.519742653678005,14,70.8321105217742,14.153871627414928,0.1,71
164,32976020.0,0.25,1,1,16.793391076303326,14,69.40284740324844,15.178123712539673,0.05,71
165,32976020.0,0.25,1,1,16.793391076303326,14,65.39051577555261,14.911715984344482,0.05,71
166,32976020.0,0.25,1,1,16.793391076303326,14,64.22190295777801,14.052134788036346,0.13,71
167,32976020.0,0.25,1,1,16.793391076303326,14,109.08036558462024,14.296791553497314,0.13,71
168,20663545.0,0.25,1,1,26.79981581088821,14,76.1785700159123,14.013132589834708,0.13,73
169,20663545.0,0.25,1,1,26.79981581088821,14,75.74443590681443,14.45578310224745,0.12,71
170,20663545.0,0.25,1,1,26.79981581088821,14,62.61070911722142,14.894181489944458,0.08,71
171,12847800.0,0.25,1,1,43.1030370958452,14,61.81323961634626,14.21500597058273,0.11,74
172,12847800.0,0.25,1,1,43.1030370958452,14,64.74223718668163,15.697157780329386,0.05,70
173,12847800.0,0.25,1,1,43.1030370958452,14,64.74223718668163,14.67073917388916,0.05,70
174,8351070.0,0.25,1,1,66.31236476283878,14,68.4428624626013,14.015256881713867,0.15,61
175,12847800.0,0.25,1,1,43.1030370958452,14,59.825162298364916,14.632738908131918,0.04,70
176,12847800.0,0.25,1,1,43.1030370958452,14,62.61070911722142,14.080142974853516,0.08,71
177,12847800.0,0.25,1,1,43.1030370958452,14,62.33874883286648,15.451927582422892,0.02,70
178,20663545.0,0.25,1,1,26.79981581088821,14,59.173576529729104,14.002638419469198,0.06,70
179,20663545.0,0.25,1,1,26.79981581088821,14,56.69320229320229,14.110597372055054,0.06,70
180,20663545.0,0.25,1,1,26.79981581088821,14,55.351351351351354,14.316103458404543,0.03,61
181,32976020.0,0.25,1,1,16.793391076303326,14,52.849595358069934,19.231584866841633,0.0,60
182,32976020.0,0.25,1,1,16.793391076303326,14,52.849595358069934,17.135826349258423,0.0,60
183,32976020.0,0.25,1,1,16.793391076303326,14,52.849595358069934,15.004869302113852,0.0,60
184,32976020.0,0.25,1,1,16.793391076303326,14,57.49368770764119,14.653586149215698,0.05,98
185,48072185.0,0.25,1,1,11.519742653678005,14,54.80710118145387,14.511043111483255,0.0,63
186,48072185.0,0.25,1,1,11.519742653678005,14,119.81235558479028,14.344268221604196,0.17,63
187,48072185.0,0.25,1,1,11.519742653678005,14,113.48826269004043,14.087170864406385,0.13,64
188,48072185.0,0.25,1,1,11.519742653678005,14,121.53125689911619,14.53836679458618,0.14,64
189,48072185.0,0.25,1,1,11.519742653678005,14,114.87288416860272,16.163407564163208,0.13,64
190,48072185.0,0.25,1,1,11.519742653678005,14,106.05545727024773,16.454228758811954,0.18,63
191,48072185.0,0.25,1,1,11.519742653678005,14,98.10430839002268,14.66252326965332,0.14,64
192,48072185.0,0.25,1,1,11.519742653678005,14,90.46314688970205,15.294647614161173,0.13,64
193,48072185.0,0.25,1,1,11.519742653678005,14,83.02198718179991,14.369588879977957,0.09,65
194,48072185.0,0.25,1,1,11.519742653678005,14,79.09323583180988,19.736653566360474,0.17,63
195,48072185.0,0.25,1,1,11.519742653678005,14,67.8893659263031,14.246646025601557,0.12,64
196,48072185.0,0.25,1,1,11.519742653678005,14,68.08296065543188,14.012684072766985,0.16,62
197,32976020.0,0.25,1,1,16.793391076303326,14,52.44864992149279,14.205190539360046,0.11,71
198,32976020.0,0.25,1,1,16.793391076303326,14,67.67189785998956,14.503357887268066,0.09,64
199,32976020.0,0.25,1,1,16.793391076303326,14,51.56615017878427,14.154320557912191,0.03,61
200,32976020.0,0.25,1,1,16.793391076303326,14,58.517972574268335,14.710588238456035,0.07,65
201,20663545.0,0.25,1,1,26.79981581088821,14,50.89357234326676,14.220320681730906,0.08,72
202,20663545.0,0.25,1,1,26.79981581088821,14,53.80292642520091,14.144328133813268,0.12,62
203,20663545.0,0.25,1,1,26.79981581088821,14,62.327585531710525,14.27654169854664,0.1,62
204,20663545.0,0.25,1,1,26.79981581088821,14,54.153166878150344,15.528526937260345,0.06,62
205,12847800.0,0.25,1,1,43.1030370958452,14,53.83495595464292,15.168467495176529,0.04,62
206,12847800.0,0.25,1,1,43.1030370958452,14,51.248788355741,15.103981147209804,0.05,97
207,8351070.0,0.25,1,0,66.31236476283878,14,51.248788355741,15.103981147209804,0.05,97
208,8351070.0,0.25,1,1,66.31236476283878,14,69.88193928524109,14.215065495173134,0.13,98
209,8351070.0,0.25,1,0,66.31236476283878,14,69.88193928524109,14.215065495173134,0.13,98
210,8351070.0,0.25,1,0,66.31236476283878,14,69.88193928524109,14.215065495173134,0.13,98
211,8351070.0,0.25,1,0,66.31236476283878,14,69.88193928524109,14.215065495173134,0.13,98
212,12847800.0,0.25,1,1,43.1030370958452,14,100.2927668872473,14.996223810646267,0.2,99
213,12847800.0,0.25,1,1,43.1030370958452,14,69.05669190299542,14.643505899111428,0.23,97
214,20663545.0,0.25,1,1,26.79981581088821,14,48.54391339997895,14.015174825986227,0.09,73
215,20663545.0,0.25,1,1,26.79981581088821,14,58.501725594669956,14.241734445095062,0.12,73
216,20663545.0,0.25,1,1,26.79981581088821,14,59.39797494422516,18.41338038444519,0.12,73
217,20663545.0,0.25,1,1,26.79981581088821,14,53.06024835198528,18.17413369814555,0.12,73
218,32976020.0,0.25,1,1,16.793391076303326,14,50.65300746377872,17.790042956670124,0.12,73
219,32976020.0,0.25,1,1,16.793391076303326,14,50.65300746377872,17.15522845586141,0.12,73
220,32976020.0,0.25,1,1,16.793391076303326,14,52.801779744875894,14.90071487426758,0.03,62
221,32976020.0,0.25,1,1,16.793391076303326,14,58.4451198919284,15.6691312789917,0.03,62
222,48072185.0,0.25,1,1,11.519742653678005,14,47.510835850365375,14.729315793072736,0.02,61
223,48072185.0,0.25,1,1,11.519742653678005,14,61.58576512455516,15.09630799293518,0.02,61
224,48072185.0,0.25,1,1,11.519742653678005,14,58.4451198919284,15.652266343434652,0.03,62
225,48072185.0,0.25,1,1,11.519742653678005,14,58.4451198919284,15.286922454833984,0.03,62
226,48072185.0,0.25,1,1,11.519742653678005,14,62.160919540229884,14.857390721638998,0.03,62
227,48072185.0,0.25,1,1,11.519742653678005,14,62.160919540229884,14.32732343673706,0.03,62
228,48072185.0,0.25,1,1,11.519742653678005,14,54.973316391359596,14.226725101470947,0.03,62
229,48072185.0,0.25,1,1,11.519742653678005,14,53.76079527803666,15.151206652323404,0.02,61
230,48072185.0,0.25,1,1,11.519742653678005,14,53.76079527803666,14.862531026204428,0.02,61
231,48072185.0,0.25,1,1,11.519742653678005,14,53.76079527803666,14.547390540440878,0.02,61
232,48072185.0,0.25,1,1,11.519742653678005,14,55.716677398583386,14.1695769627889,0.02,61
233,48072185.0,0.25,1,1,11.519742653678005,14,55.716677398583386,14.117207527160645,0.02,61
234,32976020.0,0.25,1,1,16.793391076303326,14,51.43587457274484,14.258387088775635,0.03,62
235,32976020.0,0.25,1,1,16.793391076303326,14,49.74616458630679,17.186526722378204,0.04,60
236,32976020.0,0.25,1,1,16.793391076303326,14,70.36226875381175,14.512367248535156,0.04,60
237,32976020.0,0.25,1,1,16.793391076303326,14,70.36226875381175,14.364225069681803,0.04,60
238,20663545.0,0.25,1,1,26.79981581088821,14,47.86426753569413,14.073167244593302,0.07,68
239,20663545.0,0.25,1,1,26.79981581088821,14,57.04896559240661,14.510612620247736,0.06,68
240,20663545.0,0.25,1,1,26.79981581088821,14,53.82783915181126,14.004649172226587,0.07,69
241,12847800.0,0.25,1,1,43.1030370958452,14,65.66344147220642,14.092092116673788,0.04,60
242,12847800.0,0.25,1,1,43.1030370958452,14,48.899689177733826,14.07874584197998,0.08,66
243,12847800.0,0.25,1,1,43.1030370958452,14,50.95127336964522,14.132248957951864,0.02,61
244,8351070.0,0.25,1,0,66.31236476283878,14,50.95127336964522,14.132248957951864,0.02,61
245,12847800.0,0.25,1,1,43.1030370958452,14,50.659268282714805,14.404284904400507,0.06,69
246,12847800.0,0.25,1,1,43.1030370958452,14,61.574808752890945,14.641685485839844,0.06,69
247,12847800.0,0.25,1,1,43.1030370958452,14,55.41338456612232,14.556435346603394,0.06,69
248,20663545.0,0.25,1,1,26.79981581088821,14,47.795924952486004,14.063885509967804,0.16,61
249,20663545.0,0.25,1,1,26.79981581088821,14,47.15422343324251,15.41478157043457,0.1,71
250,20663545.0,0.25,1,1,26.79981581088821,14,47.15422343324251,14.964046080907186,0.1,71
251,32976020.0,0.25,1,1,16.793391076303326,14,47.15422343324251,14.488499959309896,0.1,71
252,32976020.0,0.25,1,1,16.793391076303326,14,46.828845893654446,14.067588647206625,0.06,70
253,32976020.0,0.25,1,1,16.793391076303326,14,47.1285403050109,14.368773301442465,0.08,66
254,32976020.0,0.25,1,1,16.793391076303326,14,46.65549262073881,14.36459441979726,0.1,75
255,48072185.0,0.25,1,1,11.519742653678005,14,45.958305669897754,17.50051697095235,0.17,63
256,48072185.0,0.25,1,1,11.519742653678005,14,47.321848509707415,16.683738231658936,0.12,73
257,48072185.0,0.25,1,1,11.519742653678005,14,47.321848509707415,15.64103285471598,0.12,73
258,48072185.0,0.25,1,1,11.519742653678005,14,47.321848509707415,14.758141835530598,0.12,73
259,48072185.0,0.25,1,1,11.519742653678005,14,50.254174856964966,14.164766861104416,0.09,66
260,48072185.0,0.25,1,1,11.519742653678005,14,49.1979429523109,15.238390896055433,0.11,73
261,48072185.0,0.25,1,1,11.519742653678005,14,48.45471090578189,14.320582151412964,0.11,73
262,48072185.0,0.25,1,1,11.519742653678005,14,44.85658435099274,14.131794903013441,0.07,71
263,48072185.0,0.25,1,1,11.519742653678005,14,46.687127035719385,14.167547583580017,0.11,75
264,48072185.0,0.25,1,1,11.519742653678005,14,52.563950472532255,14.025608455693279,0.13,74
265,48072185.0,0.25,1,1,11.519742653678005,14,46.586999895865866,14.310948471228283,0.15,74
266,48072185.0,0.25,1,1,11.519742653678005,14,61.238677750270256,14.152129423618316,0.16,74
267,32976020.0,0.25,1,1,16.793391076303326,14,83.61864136409496,14.570965508619953,0.24,98
268,32976020.0,0.25,1,1,16.793391076303326,14,82.75810623349463,15.200664003690083,0.23,99
269,32976020.0,0.25,1,1,16.793391076303326,14,48.867988428796934,14.613552765968517,0.13,75
270,32976020.0,0.25,1,1,16.793391076303326,14,76.59039610533304,14.009543657302856,0.16,74
271,20663545.0,0.25,1,1,26.79981581088821,14,54.224032586558046,14.76463794708252,0.15,74
272,20663545.0,0.25,1,1,26.79981581088821,14,54.224032586558046,14.048235813776651,0.15,74
273,20663545.0,0.25,1,1,26.79981581088821,14,44.7288705091755,14.985164403915405,0.05,71
274,20663545.0,0.25,1,1,26.79981581088821,14,44.7288705091755,14.136987129847208,0.05,71
275,12847800.0,0.25,1,0,43.1030370958452,14,44.7288705091755,14.136987129847208,0.05,71
276,12847800.0,0.25,1,0,43.1030370958452,14,44.7288705091755,14.136987129847208,0.05,71
277,8351070.0,0.25,1,0,66.31236476283878,14,44.7288705091755,14.136987129847208,0.05,71
278,8351070.0,0.25,1,0,66.31236476283878,14,44.7288705091755,14.136987129847208,0.05,71
279,8351070.0,0.25,1,0,66.31236476283878,14,44.7288705091755,14.136987129847208,0.05,71
280,8351070.0,0.25,1,0,66.31236476283878,14,44.7288705091755,14.136987129847208,0.05,71
281,8351070.0,0.25,1,0,66.31236476283878,14,44.7288705091755,14.136987129847208,0.05,71
282,12847800.0,0.25,1,0,43.1030370958452,14,44.7288705091755,14.136987129847208,0.05,71
283,12847800.0,0.25,1,0,43.1030370958452,14,44.7288705091755,14.136987129847208,0.05,71
284,20663545.0,0.25,1,1,26.79981581088821,14,44.584825454077034,14.544939994812012,0.06,69
285,20663545.0,0.25,1,1,26.79981581088821,14,43.24621954191655,16.636835204230415,0.0,61
286,20663545.0,0.25,1,1,26.79981581088821,14,41.93047648029699,15.39591630299886,0.1,74
287,20663545.0,0.25,1,1,26.79981581088821,14,80.64119291705498,14.783234596252441,0.1,74
288,32976020.0,0.25,1,1,16.793391076303326,14,41.09021260675987,15.33808716138204,0.09,75
289,32976020.0,0.25,1,1,16.793391076303326,14,42.895702170236845,14.35883124669393,0.12,70
290,32976020.0,0.25,1,1,16.793391076303326,14,42.98911646503883,14.067822363641527,0.13,70
291,32976020.0,0.25,1,1,16.793391076303326,14,56.12323658180639,14.02824878692627,0.13,70
292,48072185.0,0.25,1,1,11.519742653678005,14,41.34655357782822,14.839557409286499,0.1,75
293,48072185.0,0.25,1,1,11.519742653678005,14,41.34655357782822,14.257804950078329,0.1,75
294,48072185.0,0.25,1,1,11.519742653678005,14,40.191609521710774,14.410772323608398,0.12,74
295,48072185.0,0.25,1,1,11.519742653678005,14,40.77643400381322,16.233776609102883,0.03,69
296,48072185.0,0.25,1,1,11.519742653678005,14,46.552556249001,15.435804071880519,0.02,69
297,48072185.0,0.25,1,1,11.519742653678005,14,40.15686274509804,18.503137429555256,0.0,70
298,48072185.0,0.25,1,1,11.519742653678005,14,42.483688283854164,14.2705856429206,0.05,69
299,48072185.0,0.25,1,1,11.519742653678005,14,57.839572192513366,14.454565048217773,0.05,69
300,48072185.0,0.25,1,1,11.519742653678005,14,48.124582869855395,14.336524407068888,0.05,69
301,48072185.0,0.25,1,1,11.519742653678005,14,41.617725607301814,14.855693036859686,0.07,64
302,48072185.0,0.25,1,1,11.519742653678005,14,52.8980589943451,14.110318422317505,0.07,64
303,48072185.0,0.25,1,1,11.519742653678005,14,43.822739934160545,14.07522996266683,0.07,64
304,32976020.0,0.25,1,1,16.793391076303326,14,41.33174110341533,14.278649886449179,0.05,69
305,32976020.0,0.25,1,1,16.793391076303326,14,39.999075465156594,15.726594924926758,0.19,61
306,32976020.0,0.25,1,1,16.793391076303326,14,39.999075465156594,14.311690330505371,0.19,61
307,32976020.0,0.25,1,1,16.793391076303326,14,39.999075465156594,14.065791765848795,0.19,61
308,20663545.0,0.25,1,1,26.79981581088821,14,39.982280032046766,14.39935266971588,0.14,74
