pruning_thresh,target_sparsity,quality,technique,bandwidth,mAP_drop,frame_id,model_head_time,model_tail_time,framework_head_time,framework_tail_time,framework_response_time,compression_time,decompression_time,overall_time
0.001,0.0,88,1,19990143.63996445,40,1,250.77833557128906,4.655968189239502,157.94066955149174,0.030688000842928886,17.543872833251953,38.30924987792969,0.05673599988222122,470.3432312011719
0.001,0.0,70,1,19960613.41899106,40,2,9.933152198791504,4.788735866546631,1.3414719849824905,0.03155200183391571,14.658143997192383,2.4724159240722656,0.056671999394893646,31.810016632080078
0.001,0.0,66,1,19911525.76127576,40,3,9.95910358428955,4.544960021972656,1.4305280297994614,0.028831999748945236,14.884127616882324,3.3047358989715576,0.056223999708890915,32.83241653442383
0.001,0.0,69,1,19843074.19706966,40,4,9.91868782043457,4.498432159423828,1.388800024986267,0.030368000268936157,14.400863647460938,3.2729599475860596,0.05596800148487091,32.25862503051758
0.001,0.0,69,1,19755528.599677473,40,5,9.956640243530273,4.528831958770752,0.9801279716193676,0.02969600073993206,13.730560302734375,4.007967948913574,0.05657599866390228,33.4048957824707
0.001,0.0,69,1,19649234.12147018,40,6,9.938015937805176,4.832736015319824,1.3650239408016205,0.028672000393271446,15.345503807067871,3.416991949081421,0.05369599908590317,33.34553527832031
0.001,0.0,69,1,19524609.83310657,40,7,9.963168144226074,4.577216148376465,1.3924480229616165,0.03187200054526329,15.478752136230469,3.439296007156372,0.05936000123620033,33.52345657348633
0.001,0.0,69,1,19382147.071328767,40,8,9.944095611572266,4.4846720695495605,1.3978560417890549,0.08179199695587158,14.244319915771484,3.481503963470459,0.1281919926404953,32.27638244628906
0.001,0.0,69,1,19222407.501845464,40,9,9.972672462463379,4.570432186126709,1.3784960210323334,0.07475200295448303,14.43769645690918,3.4550719261169434,0.11673600226640701,32.43862533569336
0.001,0.0,69,1,19046020.90494016,40,10,9.942015647888184,4.445856094360352,1.4152320474386215,0.02953599952161312,14.776639938354492,3.323103904724121,0.05615999922156334,32.78246307373047
0.001,0.0,69,1,18853682.692534678,40,11,9.982015609741211,4.719711780548096,1.4265279918909073,0.0289280004799366,13.875328063964844,3.368000030517578,0.055296000093221664,32.038238525390625
0.001,0.0,69,1,18646151.166497033,40,12,9.945823669433594,4.603007793426514,1.3640960603952408,0.029120000079274178,15.824447631835938,3.5694398880004883,0.07795199751853943,33.97065734863281
0.001,0.0,69,1,18424244.529002976,40,13,9.959903717041016,4.599135875701904,1.343199998140335,0.029472000896930695,13.895936012268066,3.4113919734954834,0.056095998734235764,31.853599548339844
0.001,0.0,69,1,18188837.65673787,40,14,9.937984466552734,4.445248126983643,1.332128033041954,0.04729599878191948,14.978143692016602,3.20633602142334,0.07475200295448303,32.74803161621094
0.001,0.0,69,1,17940858.651656874,40,15,9.947936058044434,4.640448093414307,1.2776960283517838,0.029184000566601753,15.988703727722168,2.4198079109191895,0.05523199960589409,32.756736755371094
0.001,0.0,69,1,17681285.181902118,40,16,9.969056129455566,4.579904079437256,1.344864010810852,0.02953599952161312,13.942208290100098,2.595360040664673,0.0549440011382103,31.1595516204834
0.001,0.0,69,1,17411140.62730304,40,17,9.950079917907715,4.551775932312012,1.3215680420398712,0.029823999851942062,14.825023651123047,2.525376081466675,0.056543998420238495,31.81056022644043
0.001,0.0,92,1,17131490.044656344,40,18,9.94166374206543,4.7142720222473145,1.3094079941511154,0.029120000079274178,15.526368141174316,3.7244160175323486,0.055296000093221664,33.77113723754883
