pruning_thresh,target_sparsity,quality,technique,bandwidth,mAP_drop,frame_id,feasible,sensitivity,map
0.001,0.0,70,1,10158911.345880695,40,46,1,0.5714285714285714,0.44166666666666665
0.001,0.0,95,1,10089971.887371577,40,47,1,0.625,0.49666666666666665
0.001,0.0,61,1,10040390.430807553,40,48,1,0.75,0.41666666666666663
0.001,0.0,97,1,10010362.45326342,40,49,1,0.6666666666666666,0.4722222222222222
0.001,0.0,97,1,10000006.341362301,40,50,1,0.75,0.4583333333333333
0.001,0.0,60,1,10009362.924531184,40,51,1,0.875,0.725
0.001,0.0,60,1,10038395.314029105,40,52,1,1.0,0.8333333333333333
0.001,0.0,97,1,10086989.048382625,40,53,1,1.0,0.7916666666666667
0.001,0.0,60,1,10154952.544655245,40,54,1,0.875,0.7533333333333334
0.024000000000000014,0.22,98,1,10242017.853771545,40,55,1,0.8571428571428571,0.6208333333333333
0.001,0.0,97,1,10347841.716918226,40,56,1,1.0,0.7916666666666666
0.001,0.0,97,1,10472006.918857075,40,57,1,1.0,0.7297619047619047
0.001,0.0,97,1,10614023.932814416,40,58,1,1.0,0.7666666666666666
0.001,0.0,97,1,10773332.850461954,40,59,1,0.875,0.7
0.001,0.0,99,1,10949305.589380004,40,60,1,1.0,0.7083333333333333
0.001,0.0,98,1,11141248.369300079,40,61,1,1.0,0.75
0.001,0.0,97,1,11348404.447364133,40,62,1,0.6666666666666666,0.6
0.005,0.07,98,1,11569957.101616587,40,63,1,0.6666666666666666,0.6
0.001,0.0,87,1,11805032.85096658,40,64,1,0.875,0.725
0.001,0.0,62,1,12052704.898925625,40,65,1,1.0,0.7
0.001,0.0,62,1,12311996.787543548,40,66,1,0.8333333333333334,0.5833333333333334
0.001,0.0,62,1,12581886.24713695,40,67,1,0.8333333333333334,0.5625
0.001,0.0,63,1,12861309.226632407,40,68,1,0.8571428571428571,0.6333333333333333
0.001,0.0,68,1,13149164.088634666,40,69,1,0.8333333333333334,0.5416666666666666
0.001,0.0,78,1,13444315.95268059,40,70,1,1.0,1.0
0.001,0.0,81,1,13745601.169555288,40,71,1,0.8333333333333334,0.5833333333333334
0.001,0.0,83,1,14051831.909030402,40,72,1,0.8,0.6666666666666666
0.001,0.0,83,1,14361800.842937043,40,73,1,0.875,0.8035714285714286
0.001,0.0,83,1,14674285.905110238,40,74,1,0.8571428571428571,0.8333333333333333
0.001,0.0,83,1,14988055.109438593,40,75,1,0.7142857142857143,0.6666666666666666
0.001,0.0,83,1,15301871.40702373,40,76,1,0.75,0.6875
0.001,0.0,83,1,15614497.563300043,40,77,1,0.8571428571428571,0.7142857142857143
0.001,0.0,82,1,15924701.035886412,40,78,1,0.7,0.7291666666666666
0.001,0.0,82,1,16231258.833938807,40,79,1,1.0,0.9333333333333333
0.001,0.0,91,1,16532962.339845499,40,80,1,0.5454545454545454,0.5714285714285714
0.001,0.0,96,1,16828622.074255202,40,81,1,0.875,0.825
0.001,0.0,94,1,17117072.385651782,40,82,1,0.625,0.5625
0.001,0.0,92,1,17397176.045986645,40,83,1,0.625,0.5625
0.001,0.0,91,1,17667828.734250367,40,84,1,0.625,0.55
0.001,0.0,91,1,17927963.39030691,40,85,1,0.6666666666666666,0.64
0.001,0.0,91,1,18176554.421825137,40,86,1,0.7,0.6833333333333333
0.001,0.0,91,1,18412621.747721754,40,87,1,0.6666666666666666,0.5666666666666667
0.001,0.0,91,1,18635234.662174094,40,88,1,0.6666666666666666,0.575
0.001,0.0,91,1,18843515.50396879,40,89,1,0.6666666666666666,0.635
0.001,0.0,91,1,19036643.116719753,40,90,1,0.6666666666666666,0.595
