pruning_thresh,target_sparsity,quality,technique,bandwidth,mAP_drop,frame_id,sparsity,decomposability,regularity,pictoriality,datasize_est,datasize_real,reconstruct_snr,target_cmp,target_snr
0.001,0.0,93,1,16548114.06528512,40,20,0.011372041420118344,-1,-1,-1,10265,11009,26.24739646911621,27.88732690903865,20
0.001,0.0,92,1,16246688.654036107,40,21,0.0113489275147929,-1,-1,-1,14215,14959,26.07307195663452,28.404721509328745,20
0.001,0.0,92,1,15940348.117896523,40,22,0.01055149778106509,-1,-1,-1,15287,16031,25.556581020355225,28.950601533510522,20
0.001,0.0,92,1,15630300.217913445,40,23,0.010447485207100591,-1,-1,-1,11253,11997,24.629416465759277,29.52487541715766,20
0.001,0.0,92,1,15317767.331579072,40,24,0.010990661982248521,-1,-1,-1,11280,12024,23.405227661132812,30.12728008443339,20
0.001,0.0,92,1,15003981.633553667,40,25,0.010701738165680473,-1,-1,-1,18528,19272,25.536043643951416,30.757346812171836,20
0.001,0.0,92,1,14690180.237762727,40,26,0.009938979289940829,-1,-1,-1,10695,11439,24.456698894500732,31.41436382654956,20
0.001,0.0,92,1,14377600.320020882,40,27,0.010297244822485207,-1,-1,-1,17033,17777,25.044751167297363,32.097335883238436,20
0.001,0.0,92,1,14067474.240411792,40,28,0.010759522928994084,-1,-1,-1,14411,15155,23.812007904052734,32.80494129791688,20
0.001,0.0,92,1,13761024.684654275,40,29,0.01000832100591716,-1,-1,-1,17056,17800,25.00239849090576,33.535487163342786,20
0.001,0.0,91,1,13459459.843610039,40,30,0.010181675295857989,-1,-1,-1,17551,18295,24.6212100982666,34.28686381391141,20
0.001,0.0,71,1,13163968.649938043,40,31,0.010586168639053255,-1,-1,-1,5834,6578,20.468926429748535,35.056499976459506,20
0.001,0.0,69,1,12875716.090675155,40,32,0.009858080621301776,-1,-1,-1,3296,4040,18.57417583465576,35.841320468450014,20
0.001,0.0,70,1,12595838.61422348,40,33,0.011083117603550297,-1,-1,-1,7432,8176,18.153573274612427,36.637708754504914,20
0.001,0.0,70,1,12325439.649852518,40,34,0.01037814349112426,-1,-1,-1,6362,7106,17.83238649368286,37.44147712184763,20
0.001,0.0,70,1,12065585.257380703,40,35,0.009858080621301776,-1,-1,-1,7879,8623,18.205819129943848,38.24784764455339,20
0.001,0.0,70,1,11817299.92418764,40,36,0.010204789201183432,-1,-1,-1,7065,7809,17.91529655456543,39.05144742261337,20
0.001,0.0,70,1,11581562.52612753,40,37,0.009915865384615384,-1,-1,-1,6649,7393,17.52116322517395,39.846321739884466,20
0.001,0.0,70,1,11359302.468268022,40,38,0.010089219674556213,-1,-1,-1,4326,5070,16.82563543319702,40.6259687120586,20
0.001,0.0,70,1,11151396.02066983,40,39,0.00983496671597633,-1,-1,-1,6201,6945,16.724787950515747,41.383398617651,20
0.001,0.0,95,1,10958662.863653447,40,40,0.010331915680473373,-1,-1,-1,26531,27275,24.385850429534912,42.111220356752135,20
0.001,0.0,70,1,10781862.85617342,40,41,0.010539940828402367,-1,-1,-1,3669,4413,20.631535053253174,42.80175632195446,20
0.001,0.0,97,1,10621693.040040944,40,42,0.009915865384615384,-1,-1,-1,34815,35559,31.28230094909668,43.44718539003155,20
0.001,0.0,99,1,10478784.891805872,40,43,0.01337139423076923,-1,-1,-1,43686,44430,39.12097454071045,44.03971180165495,20
0.001,0.0,98,1,10353701.833132613,40,44,0.017300758136094673,-1,-1,-1,19923,20667,32.92855739593506,44.571755503899865,20
0.001,0.0,97,1,10246937.009485424,40,45,0.0183177699704142,-1,-1,-1,28247,28991,31.944780349731445,45.036157267237975,20
0.001,0.0,70,1,10158911.345880695,40,46,0.01532451923076923,-1,-1,-1,4710,5454,20.998036861419678,45.426389792622004,20
0.001,0.0,95,1,10089971.887371577,40,47,0.012134800295857989,-1,-1,-1,23670,24414,26.82323694229126,45.736764365443854,20
0.001,0.0,61,1,10040390.430807553,40,48,0.013544748520710059,-1,-1,-1,3704,4448,19.89357829093933,45.96262165768681,20
0.001,0.0,97,1,10010362.45326342,40,49,0.011973002958579882,-1,-1,-1,33162,33906,30.417845249176025,46.100495243928094,20
0.001,0.0,97,1,10000006.341362301,40,50,0.012446838017751479,-1,-1,-1,23634,24378,30.636980533599854,46.14823740239738,20
0.001,0.0,60,1,10009362.924531184,40,51,0.012238812869822485,-1,-1,-1,3565,4309,21.9321870803833,46.10509881060002,20
0.001,0.0,60,1,10038395.314029105,40,52,0.01025101701183432,-1,-1,-1,3741,4485,19.86809253692627,45.97175666331093,20
0.001,0.0,97,1,10086989.048382625,40,53,0.011730306952662722,-1,-1,-1,31701,32445,31.28234624862671,45.75028925412207,20
0.001,0.0,60,1,10154952.544655245,40,54,0.012562407544378698,-1,-1,-1,2555,3299,20.548429489135742,45.44409879192929,20
0.024000000000000014,0.22,98,1,10242017.853771545,40,55,0.22452847633136094,-1,-1,-1,31312,32056,30.59575080871582,45.057787757783416,20
0.001,0.0,97,1,10347841.716918226,40,56,0.011996116863905325,-1,-1,-1,25072,25816,31.331794261932373,44.59699706385773,20
0.001,0.0,97,1,10472006.918857075,40,57,0.01348696375739645,-1,-1,-1,26042,26786,30.686087608337402,44.06821636411155,20
0.001,0.0,97,1,10614023.932814416,40,58,0.013694988905325443,-1,-1,-1,30770,31514,31.672420501708984,43.47857792556342,20
0.001,0.0,97,1,10773332.850461954,40,59,0.01233126849112426,-1,-1,-1,26006,26750,31.8001651763916,42.83564548429213,20
0.001,0.0,99,1,10949305.589380004,40,60,0.0140416974852071,-1,-1,-1,44200,44944,39.403064250946045,42.14720859688762,20
0.001,0.0,98,1,11141248.369300079,40,61,0.031145987426035502,-1,-1,-1,36117,36861,31.993908882141113,41.42109136874562,20
0.001,0.0,97,1,11348404.447364133,40,62,0.017231416420118342,-1,-1,-1,32052,32796,31.854734420776367,40.664982360040426,20
0.005,0.07,98,1,11569957.101616587,40,63,0.0726354474852071,-1,-1,-1,34353,35097,33.5561203956604,39.88629020951054,20
0.001,0.0,87,1,11805032.85096658,40,64,0.01495469674556213,-1,-1,-1,8479,9223,25.426175594329834,39.0920273151871,20
0.001,0.0,62,1,12052704.898925625,40,65,0.011360484467455622,-1,-1,-1,3809,4553,21.28861427307129,38.28872195384151,20
0.001,0.0,62,1,12311996.787543548,40,66,0.010898206360946745,-1,-1,-1,3673,4417,19.330648183822632,37.482357624846344,20
0.001,0.0,62,1,12581886.24713695,40,67,0.011140902366863905,-1,-1,-1,4078,4822,18.163046836853027,36.678337222423906,20
0.001,0.0,63,1,12861309.226632407,40,68,0.011244914940828403,-1,-1,-1,4209,4953,17.534726858139038,35.88146887185146,20
0.001,0.0,68,1,13149164.088634666,40,69,0.011684079142011835,-1,-1,-1,6753,7497,18.87834906578064,35.095969869715454,20
0.001,0.0,78,1,13444315.95268059,40,70,0.011603180473372781,-1,-1,-1,7431,8175,19.286106824874878,34.32548508164553,20
0.001,0.0,81,1,13745601.169555288,40,71,0.01104844674556213,-1,-1,-1,9857,10601,21.061725616455078,33.57311629911033,20
0.001,0.0,83,1,14051831.909030402,40,72,0.010955991124260355,-1,-1,-1,10297,11041,21.383092403411865,32.841459366596546,20
0.001,0.0,83,1,14361800.842937043,40,73,0.011510724852071006,-1,-1,-1,11075,11819,21.58451795578003,32.13264629648574,20
0.001,0.0,83,1,14674285.905110238,40,74,0.01030880177514793,-1,-1,-1,9059,9803,21.328814029693604,31.448390037566185,20
0.001,0.0,83,1,14988055.109438593,40,75,0.011672522189349112,-1,-1,-1,11090,11834,21.40399694442749,30.790030013704186,20
0.001,0.0,83,1,15301871.40702373,40,76,0.011302699704142011,-1,-1,-1,12745,13489,21.26760244369507,30.15857697345705,20
0.001,0.0,83,1,15614497.563300043,40,77,0.010724852071005916,-1,-1,-1,10957,11701,21.4412260055542,29.55475607177556,20
0.001,0.0,82,1,15924701.035886412,40,78,0.011302699704142011,-1,-1,-1,12389,13133,20.605225563049316,28.979047432458078,20
0.001,0.0,82,1,16231258.833938807,40,79,0.010747965976331361,-1,-1,-1,7780,8524,19.905537366867065,28.431723712133028,20
0.001,0.0,91,1,16532962.339845499,40,80,0.01062083949704142,-1,-1,-1,21504,22248,25.060622692108154,27.912884405141593,20
0.001,0.0,96,1,16828622.074255202,40,81,0.010828864644970414,-1,-1,-1,24915,25659,27.67533540725708,27.422486798408354,20
0.001,0.0,94,1,17117072.385651782,40,82,0.011926775147928994,-1,-1,-1,21818,22562,27.248647212982178,26.96037361234156,20
0.001,0.0,92,1,17397176.045986645,40,83,0.010389700443786983,-1,-1,-1,12883,13627,26.271178722381592,26.52629745464501,20
0.001,0.0,91,1,17667828.734250367,40,84,0.01110623150887574,-1,-1,-1,13432,14176,24.91297721862793,26.11994227519588,20
0.001,0.0,91,1,17927963.39030691,40,85,0.010539940828402367,-1,-1,-1,14976,15720,24.85954761505127,25.740942047894627,20
0.001,0.0,91,1,18176554.421825137,40,86,0.010586168639053255,-1,-1,-1,12468,13212,24.46197748184204,25.38889692496123,20
0.001,0.0,91,1,18412621.747721754,40,87,0.010724852071005916,-1,-1,-1,16524,17268,25.026655197143555,25.06338711507867,20
0.001,0.0,91,1,18635234.662174094,40,88,0.010123890532544378,-1,-1,-1,15664,16408,24.37005043029785,24.76398473282372,20
0.001,0.0,91,1,18843515.50396879,40,89,0.009557599852071006,-1,-1,-1,17880,18624,25.584216117858887,24.49026385599173,20
0.001,0.0,91,1,19036643.116719753,40,90,0.010297244822485207,-1,-1,-1,16180,16924,24.667811393737793,24.241809012081003,20
