pruning_thresh,jepg_quality,head_time_mean,head_time_std,tail_time_mean,tail_time_std,framework_time_mean,framework_time_std,jpeg_time_mean,jpeg_time_std,encode_time_mean,encode_time_std,decode_time_mean,decode_time_std,request_time_mean,request_time_std
0.02,60,11.230963282585144,17.6121388350052,4.583313267230988,0.41211665911700673,2.4056644517183305,10.576684075123904,4.325734239816666,2.1626466599252394,8.960568151474,12.738040067936277,0.4232137587666511,0.06137684676928578,17.622190175056456,1.0130899161303195
0.02,70,10.002814364433288,0.19145628674188395,4.547318246364593,0.06065130060954424,1.6765091210603713,0.15910848195989105,4.238788797855377,0.3361889826189112,8.073146731853486,0.5295791182401158,0.4510508801043034,0.06848988963687243,17.779800848960875,0.8675750777939104
0.02,80,10.007941122055053,0.1780774616550891,4.5795024037361145,0.47174471757412034,1.6921140789985656,0.13135265929065196,4.372667034864426,0.3665781756184328,8.200372622013091,0.5703211106496459,0.5182766407728195,0.46721488371364406,17.944569926261902,1.235905121764089
0.02,90,9.99404447555542,0.11645300419328874,4.54988766670227,0.36528574547304643,1.6945846354961396,0.17907404561791337,4.732333612442017,0.8030979075003255,8.599442884922027,0.905846904161667,0.5532214410603047,0.06647345758512473,17.880355048179627,1.2508163320525465
0.02,100,9.992684464454651,0.11764252579989946,4.5523515224456785,0.4794561514123567,1.675259525179863,0.15310371283301732,5.998934721946716,0.6847715058575028,9.850465743541717,0.8591698943777936,0.7945262423157692,0.06568518399243727,18.175533504486083,1.0487525980399584
0.04,60,9.984017586708068,0.1135493507891426,4.570515515804291,0.47678880700483633,1.6346800011396407,0.14136356207523415,4.178340486288071,0.36593011454748686,7.874644808769226,0.575014931584518,0.44781600043177605,0.056901934145956914,17.47674510002136,1.19848731006994
0.04,70,9.999691839218139,0.17966447824708612,4.540694079399109,0.07691252802772891,1.6645353627204895,0.13622698373167783,4.378618712425232,0.389341471017241,8.203102264404297,0.6415314495324929,0.461307680606842,0.06018931770642314,17.64115556240082,0.994119621854865
0.04,80,10.009528775215148,0.15657314662417582,4.530313129425049,0.07192942663978341,1.6931569597125053,0.2020355026629233,4.52213182926178,0.3984039515719399,8.410125920772552,0.5958051111892914,0.48968703955411913,0.060326472077017745,17.68901707172394,0.9730701056806637
0.04,90,9.997449746131897,0.12238714542507542,4.570772154331207,0.446548419182768,1.6897286397218705,0.16457170095932833,4.7204076766967775,0.3675475994153039,8.59975837469101,0.5506989856298476,0.5478608004748822,0.058864259098651145,17.83775131225586,1.067581571408332
0.04,100,9.984294395446778,0.06936394676908265,4.53289088010788,0.07006913419920652,1.6984419214725495,0.13451143311478345,5.959990079402924,0.5181003940750277,9.897137293815613,0.7213602026006017,0.7953435206413269,0.06529141657632398,17.921418409347535,1.0001863808794982
0.06,60,10.005074281692504,0.1803620327160567,4.592312970161438,0.6181624579730446,1.6179305624961853,0.16609741425609903,4.2236843085289,0.4026023799132686,7.904026694297791,0.5951766121052284,0.4520904003083706,0.05364658620140142,17.687038598060607,1.136788235239539
0.06,70,10.002699327468871,0.16003148882508816,4.556412334442139,0.38394230637608157,1.6890670377016068,0.30848540664141844,4.381117595434189,0.45013216259449074,8.169913606643677,0.6837564168309301,0.4830511985719204,0.05776586457953308,17.781733794212343,1.1250323777498163
0.06,80,10.003002395629883,0.157037175137992,4.53401296377182,0.13312643439547853,1.6411268797516823,0.1841039328711876,4.526348793506623,0.5288707902095853,8.270402069091796,0.77536746411598,0.5145523180067539,0.07537270929452805,17.770799565315247,1.2927321267744984
0.06,90,9.989057450294494,0.11518268785638243,4.525525605678558,0.07301186296361764,1.6905363184213638,0.12869009854406302,4.787640159130096,0.3479307754183812,8.662232995033264,0.5147917701524936,0.6066603200137615,0.44886772969550937,18.008048977851868,1.3296783025059167
0.06,100,9.999884653091431,0.1544189384069822,4.522644472122193,0.06974664959923395,1.6981726366281509,0.1600318958765977,5.954880805015564,0.4781841094896947,9.902630739212036,0.7068375225312347,0.8133443185687065,0.06307441749476136,18.172514724731446,1.0094963949129356
0.08,60,10.00713442325592,0.18619243115819414,4.549430723190308,0.3802109514356275,1.646511998772621,0.20347620382223475,4.285137602090836,0.31785959581381684,8.018344161510468,0.5459564955834573,0.4751715178787708,0.05187211592712829,17.727736525535583,1.022519713449112
0.08,70,10.014783515930176,0.19432375919848524,4.57386334657669,0.5323523917641875,1.6780214357376098,0.1359208675463129,4.526405452489853,0.33251690537864315,8.38930863380432,0.4867316112059799,0.4924081587791443,0.051787503919262276,17.748684921264648,1.1235518289209603
0.08,80,10.000427541732789,0.15985633620321663,4.510606079101563,0.058067994231248046,1.6912856018543243,0.14167631933590502,4.6385660743713375,0.47364544977946543,8.532798871994018,0.5851955054651075,0.5057878404855728,0.058146944864815635,17.73365200519562,1.116032484299493
0.08,90,10.025919523239136,0.23142716056612422,4.548793926239013,0.39402351778742506,1.7039209657907486,0.19894390367813464,4.757555991411209,0.47451661831761416,8.614334099292755,0.7455319730827331,0.5706289608776569,0.05757741157795722,17.905280303955077,1.1855582437541294
0.08,100,9.98294029712677,0.06414235374768186,4.588802711963654,0.5382784925665339,1.6292198473215103,0.1419917098018108,5.865213134288788,0.4760454496687112,9.580744001865387,0.6620159173013337,0.8005780816078186,0.07193735582123273,18.209358701705934,1.2497318821498222
0.1,60,9.990305733680724,0.12048711039924036,4.573737769126892,0.4024359178517298,1.6334740835428239,0.16319955634169092,4.357092962265015,0.503944572275849,8.100283179283142,0.8013846473425446,0.46321263939142227,0.05799932020439559,17.66303997516632,1.0836850026021378
0.1,70,9.994370079040527,0.12091084704621048,4.555496160984039,0.4952202859770398,1.7006852757930755,0.19475810213556943,4.4151921665668485,0.3836263418313065,8.277588624954223,0.6538475504098824,0.5061025601625443,0.05267548547395983,17.60165756225586,1.1077637030054623
0.1,80,10.000319395065308,0.15496599849784484,4.555596327781677,0.4890318130477484,1.6485067135095597,0.14944031387053602,4.4434608042240145,0.30406914944636454,8.167060012817382,0.4762861376566816,0.5381710405647755,0.05587034162265727,17.84367177963257,1.3063051936147128
