video_name,pruning_thresh,jepg_quality,data_size_mean,data_size_std,map,map_50,map_75,map_small,map_medium,map_large,mar_1,mar_100,mar_small,mar_medium,mar_large
b4fe0b47-a7819060,0.05,60,25480.88,8080.882454633281,0.054492268711328506,0.10396039485931396,0.031218428164720535,0.06244513764977455,0.009900989942252636,0.0,0.027521008625626564,0.0587184876203537,0.06811505556106567,0.004999999888241291,0.0
b4fe0b47-a7819060,0.05,70,29852.9,8749.9124412762,0.05433935299515724,0.10396039485931396,0.026972543448209763,0.06207074224948883,0.0,0.0,0.027941176667809486,0.05840336158871651,0.06805385649204254,0.0,0.0
b4fe0b47-a7819060,0.05,80,36872.68,9039.40917082527,0.05385034903883934,0.10396039485931396,0.029450394213199615,0.06153304502367973,0.0,0.0,0.02799369767308235,0.05793067067861557,0.06750305742025375,0.0,0.0
b4fe0b47-a7819060,0.05,90,51648.69,8576.582496186928,0.054360758513212204,0.10396039485931396,0.02398693561553955,0.06270232796669006,0.0,0.0,0.027310924604535103,0.058088235557079315,0.06768666207790375,0.0,0.0
b4fe0b47-a7819060,0.05,100,116213.75,11757.269029306934,0.05436595156788826,0.10396039485931396,0.02398693561553955,0.06234549358487129,0.0,0.0,0.02757352963089943,0.058088235557079315,0.06768666207790375,0.0,0.0
b4fe0b47-a7819060,0.1,60,27484.36,7490.949988512807,0.05243472382426262,0.10396039485931396,0.026877818629145622,0.060256555676460266,0.0,0.0,0.026418067514896393,0.05546218529343605,0.06462668627500534,0.0,0.0
b4fe0b47-a7819060,0.1,70,31889.48,7905.552139452374,0.05413152649998665,0.10396039485931396,0.03059152141213417,0.062060192227363586,0.0,0.0,0.027258403599262238,0.05850840359926224,0.0681762546300888,0.0,0.0
b4fe0b47-a7819060,0.1,80,38047.05,8794.545440641034,0.05566563829779625,0.10396039485931396,0.03059152141213417,0.06371031701564789,0.0,0.0,0.028308823704719543,0.05919117480516434,0.06897184997797012,0.0,0.0
b4fe0b47-a7819060,0.1,90,52423.24,8576.19212135549,0.05501813441514969,0.10396039485931396,0.02411779575049877,0.0630311593413353,0.0,0.0,0.027731092646718025,0.0587184876203537,0.06842105090618134,0.0,0.0
b4fe0b47-a7819060,0.1,100,117444.39,12156.434649925117,0.05442601814866066,0.10396039485931396,0.02411779575049877,0.06289263069629669,0.0,0.0,0.027258403599262238,0.05861344560980797,0.06829865276813507,0.0,0.0
b4fe0b47-a7819060,0.15000000000000002,60,28511.5,6287.09676480329,0.0546395480632782,0.10396039485931396,0.03795379400253296,0.06262516230344772,0.0,0.0,0.027415966615080833,0.05892857164144516,0.06866584718227386,0.0,0.0
b4fe0b47-a7819060,0.15000000000000002,70,32588.95,7131.8141105542,0.05413765832781792,0.10396039485931396,0.02373175509274006,0.06209108605980873,0.0,0.0,0.02767857164144516,0.058193277567625046,0.06780906021595001,0.0,0.0
b4fe0b47-a7819060,0.15000000000000002,80,38672.9,7980.983847245902,0.054341621696949005,0.10396039485931396,0.02777777798473835,0.06428772211074829,0.0,0.0,0.02778361365199089,0.05892857164144516,0.06866584718227386,0.0,0.0
b4fe0b47-a7819060,0.15000000000000002,90,53126.17,8687.235010122611,0.0542571097612381,0.10396039485931396,0.02411779575049877,0.06272610276937485,0.0,0.0,0.027153361588716507,0.058298319578170776,0.06793145835399628,0.0,0.0
b4fe0b47-a7819060,0.15000000000000002,100,118468.24,13324.036252667584,0.05416663736104965,0.10396039485931396,0.02385471761226654,0.06213546544313431,0.0,0.0,0.027521008625626564,0.05761554464697838,0.06713586300611496,0.0,0.0
b4fe0b47-a7819060,0.2,60,26227.31,4171.350622268524,0.05043764412403107,0.09405940771102905,0.02833939902484417,0.05763116106390953,0.021782178431749344,0.0,0.028939075767993927,0.052941177040338516,0.06089351326227188,0.013000000268220901,0.0
b4fe0b47-a7819060,0.2,70,30428.75,5926.411800364534,0.05497647076845169,0.10396039485931396,0.030203020200133324,0.06492982059717178,0.0,0.0,0.028151260688900948,0.05845588073134422,0.06811505556106567,0.0,0.0
b4fe0b47-a7819060,0.2,80,37678.98,6967.438951264661,0.05388294532895088,0.10396039485931396,0.023610053583979607,0.06181850656867027,0.0,0.0,0.02668067254126072,0.05740546062588692,0.06689106673002243,0.0,0.0
b4fe0b47-a7819060,0.2,90,52359.82,7920.259425523889,0.05601025000214577,0.10396039485931396,0.03224040940403938,0.06658042967319489,0.0,0.0,0.02857142873108387,0.06081932783126831,0.07086903601884842,0.0,0.0
b4fe0b47-a7819060,0.2,100,118298.2,13644.061401943338,0.05414329096674919,0.10396039485931396,0.02385471761226654,0.062105122953653336,0.0,0.0,0.027048319578170776,0.05751050263643265,0.0670134648680687,0.0,0.0
b4fe0b47-a7819060,0.25,60,7587.04,2771.134521888102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b4fe0b47-a7819060,0.25,70,13448.34,2796.8548021661763,0.05566665530204773,0.0891089141368866,0.06134635955095291,0.06209104508161545,0.046714670956134796,0.0,0.033193279057741165,0.05488445237278938,0.06113830953836441,0.04600000008940697,0.0
b4fe0b47-a7819060,0.25,80,24962.58,3684.4896856416904,0.0516866110265255,0.10891088843345642,0.02794049121439457,0.05891959369182587,0.011881188489496708,0.0,0.025630252435803413,0.057300418615341187,0.06627906858921051,0.00800000037997961,0.0
b4fe0b47-a7819060,0.25,90,44826.25,6697.952949035996,0.05471913889050484,0.10396039485931396,0.03719090670347214,0.06483640521764755,0.009900989942252636,0.0,0.02710084058344364,0.06029411777853966,0.06982864439487457,0.007000000216066837,0.0
