pruning_thresh,quality,technique,bandwidth,mAP_drop,frame_id,feasible,sensitivity,map
0.21,89,1,5186009.088712838,20,147,1,0.7142857142857143,0.525
0.21,89,1,5084871.737287886,20,148,1,0.7142857142857143,0.65
0.22,91,1,5022825.215445314,20,149,1,0.8,0.8
0.22,91,1,5000114.144328419,20,150,1,0.8,0.8
0.22,91,1,5016828.063334689,20,151,1,0.6666666666666666,0.4
0.2,86,1,5072901.07710279,20,152,1,0.8,0.8
0.2,86,1,5168112.115307933,20,153,1,0.6666666666666666,0.4
0.22,92,1,5302085.804241352,20,154,1,0.8,0.8
0.2,87,1,5474293.946737679,20,155,1,0.8,0.8
0.21,91,1,5684057.604615524,20,156,1,0.8,0.8
0.21,91,1,5930549.775421107,20,157,1,0.8,0.8
0.21,92,1,6212798.65292188,20,158,1,0.8,0.8
0.21,93,1,6529691.458495315,20,159,1,0.8,0.8
0.2,91,1,6879978.828307669,20,160,1,0.8333333333333334,0.5666666666666667
0.2,92,1,7262279.7389858095,20,161,1,0.6666666666666666,0.4
0.2,93,1,7675086.952362723,20,162,1,0.8333333333333334,0.5666666666666667
0.19,91,1,8116772.95783028,20,163,1,0.6666666666666666,0.4
0.19,92,1,8585596.388871465,20,164,1,0.6666666666666666,0.4
0.19,92,1,9079708.88847451,20,165,1,0.6666666666666666,0.4
0.19,93,1,9597162.396361725,20,166,1,0.6666666666666666,0.4
0.19,94,1,10135916.829302987,20,167,1,0.6,0.375
0.18,92,1,10693848.124233533,20,168,1,0.6666666666666666,0.4
0.18,93,1,11268756.612466222,20,169,1,0.8333333333333334,0.5666666666666667
0.18,93,1,11858375.691982016,20,170,1,0.8333333333333334,0.65
0.05,77,1,12460380.763608312,20,171,1,0.8333333333333334,0.9
0.05,78,1,13072398.395853462,20,172,1,0.8333333333333334,0.65
0.18,95,1,13692015.682264823,20,173,1,1.0,1.0
0.05,80,1,14316789.754418785,20,174,1,0.8,0.8
0.05,81,1,14944257.413036898,20,175,1,0.8,0.8
0.05,82,1,15571944.839257596,20,176,1,0.6666666666666666,0.4
0.05,82,1,16197377.347775798,20,177,1,0.8333333333333334,0.9
0.05,82,1,16818089.14339876,20,178,1,0.8,0.8
0.05,82,1,17431633.04255212,20,179,1,0.6666666666666666,0.4
0.05,82,1,18035590.121408768,20,180,1,0.8,0.8
0.05,82,1,18627579.252602644,20,181,1,0.8,0.8
0.05,82,1,19205266.492928043,20,182,1,0.8,0.8
0.05,82,1,19766374.285013568,20,183,1,0.8,0.8
0.05,82,1,20308690.436692163,20,184,1,0.8,0.8
0.05,82,1,20830076.842666227,20,185,1,0.8,0.8
0.05,82,1,21328477.91408181,20,186,1,0.8,0.8
0.05,82,1,21801928.682778087,20,187,1,0.8,0.8
0.05,82,1,22248562.548260927,20,188,1,0.8333333333333334,0.9
0.05,82,1,22666618.63685742,20,189,1,0.8333333333333334,0.9
0.05,82,1,23054448.74403787,20,190,1,0.8571428571428571,0.65
0.05,82,1,23410523.832534663,20,191,1,0.8333333333333334,0.5666666666666667
0.05,82,1,23733440.060639046,20,192,1,0.6666666666666666,0.4
0.05,82,1,24021924.316908795,20,193,1,0.8333333333333334,0.5
0.05,82,1,24274839.239466168,20,194,1,0.8,0.8
0.05,82,1,24491187.700097136,20,195,1,0.75,0.6875
0.05,82,1,24670116.735473238,20,196,1,0.75,0.6875
0.05,81,1,24810920.909997094,20,197,1,0.75,0.6875
0.05,82,1,24913045.09701325,20,198,1,0.8,0.8
0.05,82,1,24976086.66741948,20,199,1,0.8,0.8
0.05,82,1,24999797.077049732,20,200,1,0.8,0.8
