video_name,jepg_quality,model_time_mean,model_time_std,encode_time_mean,encode_time_std,decode_time_mean,decode_time_std,request_time_mean,request_time_std
b4fe0b47-a7819060,60,49.955166816711426,2.8213207193779954,4.655350689888,0.4764041797880879,5.410887985229492,1.537739386534251,65.908390083313,3.7318237065332864
b4fe0b47-a7819060,70,50.415308227539064,2.932248877339525,4.5959884810447695,0.6294177704852286,5.958443212509155,1.8990478859024469,66.92581912994385,4.259349758550733
b4fe0b47-a7819060,80,50.08000186920166,2.105926346167502,4.9318985486030575,0.4298704872204608,6.462381129264831,2.78761547827378,67.28295448303223,4.104167999576672
b4fe0b47-a7819060,90,50.38393787384033,3.443259775427334,5.318120310306549,0.44282137690188467,8.234050891399384,2.315499492219406,69.65464321136474,4.834433829444635
b4fe0b47-a7819060,100,50.05580005645752,2.329061749945473,8.785230393409728,0.7917762599284869,13.66401153087616,5.403724740895601,77.45880157470702,7.092529632233109
b5fa32f1-4e9c7d32,60,51.39135276794433,5.081042675203809,4.587282254695892,0.40729084278945155,6.9536995339393615,1.7678546738567094,69.57246559143067,5.846082654334839
b5fa32f1-4e9c7d32,70,51.831869506835936,5.104925952337255,4.634531826972961,0.5036594218428373,8.07746304512024,2.6988073763144698,71.00828853607177,5.953720279466794
b5fa32f1-4e9c7d32,80,51.50126575469971,2.811021828427088,4.8047625660896305,0.5394228519666214,8.98307137489319,3.2683557140558457,72.1489153289795,5.323273372520492
b5fa32f1-4e9c7d32,90,52.11944080352783,3.476415817748185,5.122493777275086,0.5604246203947154,10.845845055580138,4.563665796873484,75.3650089263916,7.823793540981508
b5fa32f1-4e9c7d32,100,51.80065208435059,3.617752128285609,8.180298266410828,0.8386173663376384,15.30381893634796,5.5886452968362255,81.60887573242188,8.209511310571228
b4c0a877-66fc6239,60,51.685658836364745,3.490117990446939,4.387714250087738,0.3549060101499957,7.88933119058609,2.888496321917898,70.99687644958496,5.924935805957247
b4c0a877-66fc6239,70,53.09285720825196,7.076799443899248,4.500494067668915,0.33710532835409857,8.166393916606904,5.827964771435007,73.12840934753417,13.47759583226172
b4c0a877-66fc6239,80,53.08058296203613,4.717318701331357,4.582219867706299,0.47669124393750606,8.875194845199585,3.7148584005807295,73.62718452453613,8.256399245873727
b4c0a877-66fc6239,90,52.94210906982422,3.8748479673826823,4.9379772639274595,0.4521483433315513,9.391366095542908,3.6061269365869446,74.78141395568848,7.523077252375508
b4c0a877-66fc6239,100,53.01658000946045,4.330355725391108,7.9333155155181885,0.8682269021276208,15.86612160205841,6.348473996493702,82.79636184692383,8.36909080958394
b49a1b50-186fb520,60,52.751574935913084,5.395585655343309,4.462106871604919,0.3983872217106767,8.861034536361695,4.1797635079568005,72.95181098937988,7.517423919332349
b49a1b50-186fb520,70,53.434373207092285,3.882278379330462,4.509915218353272,0.43895897805511436,9.1696870470047,3.4319323991923882,74.43429351806641,5.84110461275582
b49a1b50-186fb520,80,52.99287601470947,3.659502075763837,4.678134729862213,0.44235738769809374,9.693574433326722,3.780915442826099,74.53775398254395,6.639279315704305
b49a1b50-186fb520,90,53.62258201599121,5.707311272060608,5.006082236766815,0.688512155861689,10.516942725181579,4.98319763282827,76.22934608459472,8.634923299362985
b49a1b50-186fb520,100,52.46791290283203,3.3388437158355893,8.172713289260864,0.6533616067600537,16.579543027877808,6.444510472389084,82.96616485595703,8.31307686763018
b610204c-e3c8c65f,60,52.981293258666994,4.952494803097269,4.796814737319946,0.310521700706812,9.567880325317383,3.285737059147264,74.1937744140625,6.587315009570056
b610204c-e3c8c65f,70,54.08107921600342,4.579114908947768,4.770750756263733,0.4770575754101655,9.627323188781737,3.678744581797712,75.95707870483399,7.551527215424028
b610204c-e3c8c65f,80,54.27258697509765,4.13224721146077,4.987755227088928,0.4144184527368415,10.940581407546997,4.352669194429265,77.59294082641601,7.414582801775912
b610204c-e3c8c65f,90,53.87494968414307,4.737733469850424,5.375439021587372,0.43559657577571276,11.67273696899414,5.874777880106657,77.84262130737305,8.631599900780188
b610204c-e3c8c65f,100,53.40116973876953,5.18025408261148,8.801416330337524,0.5172742945718467,16.151945939064024,6.568218429768822,84.00123458862305,9.082811876221323
b4d2dede-18dc0cd0,60,53.220732078552246,4.691213325552297,4.40805469751358,0.36068313022828774,8.398707563877105,3.0590640440955355,73.77341659545898,6.281842253689323
b4d2dede-18dc0cd0,70,54.53256687164307,5.834993473315839,4.330318737030029,0.5534408960549867,9.887789716720581,3.823679449539059,76.31739364624023,8.30668236188444
b4d2dede-18dc0cd0,80,53.90773937225342,2.4091264188680155,4.612953913211823,0.4200820369531358,10.15928255558014,5.3632887565082115,75.80201652526856,7.117081897253414
b4d2dede-18dc0cd0,90,54.74438743591308,3.928203746135959,4.890215682983398,0.5935381121115489,10.94192961215973,4.3943111453028845,77.92370063781738,7.8888560339516225
b4d2dede-18dc0cd0,100,54.27723289489746,5.108613937674554,7.903504643440247,0.6561099690627125,16.380778503417968,7.355443870311335,84.14496994018555,8.974930821125133
b69d5b1d-03bd6daa,60,53.81063301086426,4.649768824841652,4.408077428340912,0.390998110196715,9.342247326374054,3.641791718684999,74.53340003967286,6.873815949212104
b69d5b1d-03bd6daa,70,54.73923973083496,5.330610645392599,4.526786239147186,0.3745026210164859,8.327388129234315,2.6289574950535535,75.55987396240235,7.858571445910347
b69d5b1d-03bd6daa,80,55.39142181396485,6.747055119240398,4.497276155948639,0.5344564483733002,10.89812735080719,4.619037034422757,78.03190803527832,8.305207173402804
b69d5b1d-03bd6daa,90,54.80485599517822,4.610153393369434,4.950933456420898,0.5286633842818409,11.114865579605102,4.184752178518904,78.1920458984375,6.797425642232358
b69d5b1d-03bd6daa,100,54.888486824035645,6.740492308436385,7.986634278297425,0.8945689224184497,15.885055046081543,5.300206575475022,85.06759140014648,8.991384060563128
b607dd6a-1d8f33b9,60,53.925120429992674,4.385142670118943,4.652571516036987,0.4294848688171266,9.468272957801819,3.5040249305692863,75.87851531982422,7.289770077365909
b607dd6a-1d8f33b9,70,54.42262447357178,5.1134466271021894,4.740890879631042,0.3860183413911384,10.052753610610962,4.519344239767378,76.50362747192383,9.428352089762896
b607dd6a-1d8f33b9,80,54.77372417449951,5.747752000487155,4.887103369235993,0.4317489120438645,10.742658200263977,4.259388719833686,78.04977523803711,8.291783967266824
b607dd6a-1d8f33b9,90,54.50755653381348,4.159978352529079,5.2789619302749635,0.48373613357291184,12.67843050956726,5.523050302715537,80.29496604919433,8.516590182718003
b607dd6a-1d8f33b9,100,54.25230419158935,5.304786725656366,8.680460109710694,0.8426550322986617,17.20819103240967,5.50252134688638,86.30518196105957,9.21237477405047
b5f9cb1e-c84e2ce9,60,54.119908485412594,4.440116929673406,4.773063042163849,0.43783615808452714,9.9530450963974,3.502781186462383,77.13778305053711,7.978451366025532
