pruning_thresh,quality,technique,frame_id,model_head_time,model_tail_time,framework_head_time,framework_tail_time,framework_response_time,compression_time,decompression_time,overall_time
0.15,80,1,1,273.7512512207031,4.564352035522461,186.963203728199,0.02844800055027008,20.911039352416992,146.79405212402344,0.05302400141954422,634.311279296875
0.15,80,1,2,9.953887939453125,4.523712158203125,0.5434560030698776,0.04195199906826019,15.205023765563965,4.319039821624756,0.06828799843788147,34.8460807800293
0.15,80,1,3,9.923104286193848,4.532800197601318,0.7397120147943497,0.028672000393271446,15.008352279663086,4.215519905090332,0.05427199974656105,33.924190521240234
0.15,80,1,4,9.882880210876465,4.584640026092529,0.5915839821100235,0.029664000496268272,15.441760063171387,4.090943813323975,0.05571199953556061,34.71708679199219
0.15,80,1,5,9.915776252746582,4.493343830108643,0.9724479913711548,0.02969600073993206,15.605183601379395,4.380288124084473,0.05632000043988228,35.222816467285156
0.15,80,1,6,9.892416000366211,4.4536638259887695,1.07955202460289,0.027648000046610832,16.74336051940918,4.080351829528809,0.053247999399900436,36.546207427978516
0.15,80,1,7,9.90988826751709,4.529407978057861,1.7698559761047363,0.028863999992609024,16.359519958496094,4.076576232910156,0.055296000093221664,36.5648307800293
0.15,80,1,8,9.972960472106934,4.533567905426025,1.4200319945812225,0.028511999174952507,16.830720901489258,4.1412482261657715,0.054655998945236206,36.40022277832031
0.15,80,1,9,9.967071533203125,4.48089599609375,1.4028800278902054,0.028831999748945236,17.597984313964844,4.143616199493408,0.05539200082421303,37.251712799072266
0.15,80,1,10,9.924863815307617,4.4839677810668945,1.3629760295152664,0.028672000393271446,18.253664016723633,4.385056018829346,0.05427199974656105,37.52912139892578
0.15,80,1,11,9.946592330932617,4.503583908081055,1.4884480088949203,0.05427199974656105,17.356672286987305,4.4199042320251465,0.08111999928951263,38.22643280029297
0.15,80,1,12,9.896512031555176,4.546656131744385,1.4463680535554886,0.02848000079393387,16.144224166870117,4.400224208831787,0.05510399863123894,35.884063720703125
0.15,80,1,13,9.945183753967285,4.486464023590088,1.420575961470604,0.028736000880599022,16.835840225219727,4.352352142333984,0.05446400120854378,36.27920150756836
0.15,80,1,14,9.916704177856445,4.518303871154785,1.3176319897174835,0.02940800040960312,18.059839248657227,4.21619176864624,0.056992001831531525,37.59270477294922
0.15,80,1,15,9.904000282287598,4.4617600440979,1.319424033164978,0.029791999608278275,18.42198371887207,4.239071846008301,0.05526399984955788,38.40755081176758
0.15,80,1,16,9.901632308959961,4.517568111419678,1.210143968462944,0.029311999678611755,16.981407165527344,4.310431957244873,0.055135998874902725,36.29004669189453
0.15,80,1,17,9.916064262390137,4.575712203979492,1.3914240300655365,0.029664000496268272,16.649152755737305,4.328479766845703,0.05526399984955788,36.66828918457031
0.15,80,1,18,9.933952331542969,4.458623886108398,1.371999979019165,0.028543999418616295,17.17100715637207,4.4325761795043945,0.0541439987719059,37.26777648925781
0.15,80,1,19,9.93619155883789,4.537600040435791,1.2817599475383759,0.02783999964594841,17.44153594970703,4.647071838378906,0.053247999399900436,37.74611282348633
0.15,80,1,20,9.897439956665039,4.587935924530029,1.10800002515316,0.02940800040960312,19.241920471191406,3.8417599201202393,0.05539200082421303,37.45110321044922
0.15,80,1,21,9.892864227294922,4.575136184692383,1.2742720395326614,0.028863999992609024,16.55241584777832,3.2416958808898926,0.0541439987719059,34.259552001953125
0.15,80,1,22,9.900768280029297,4.9476799964904785,1.149248018860817,0.07680000364780426,15.714431762695312,4.231071949005127,0.12083200365304947,34.43705749511719
0.15,80,1,23,9.885343551635742,4.541408061981201,1.213792011141777,0.028672000393271446,14.59763240814209,3.6512959003448486,0.05427199974656105,33.403968811035156
0.15,80,1,24,9.872223854064941,4.51907205581665,0.9535360038280487,0.03094400092959404,16.09734344482422,3.218400001525879,0.08396799862384796,33.6739501953125
0.15,80,1,25,9.900799751281738,4.543551921844482,0.7956160008907318,0.0414079986512661,17.555871963500977,3.5642879009246826,0.06758400052785873,36.281150817871094
0.15,80,1,26,9.907487869262695,4.635871887207031,1.3007999807596207,0.02969600073993206,16.927167892456055,3.8458878993988037,0.055296000093221664,36.477664947509766
0.15,80,1,27,9.905728340148926,4.551328182220459,1.3108479678630829,0.028031999245285988,15.791808128356934,4.035711765289307,0.05427199974656105,35.30198287963867
0.15,80,1,28,9.928671836853027,4.468224048614502,1.1588160246610641,0.028831999748945236,15.95907211303711,4.0939202308654785,0.05510399863123894,34.87376022338867
0.15,80,1,29,9.912544250488281,4.506688117980957,1.4484479427337646,0.029440000653266907,17.11440086364746,4.199840068817139,0.05503999814391136,36.716064453125
0.15,80,1,30,9.9782075881958,4.571487903594971,0.8936960101127625,0.02860799990594387,18.134143829345703,4.095839977264404,0.054207999259233475,37.70140838623047
0.15,80,1,31,9.922592163085938,4.550303936004639,1.3698239475488663,0.02828799933195114,17.169952392578125,4.468800067901611,0.053888000547885895,37.005409240722656
0.15,80,1,32,9.907615661621094,4.597919940948486,1.161856010556221,0.028831999748945236,16.933855056762695,4.12883186340332,0.055296000093221664,35.77814483642578
0.15,80,1,33,9.925056457519531,4.475584030151367,1.3523839563131332,0.028543999418616295,16.691423416137695,4.359360218048096,0.054655998945236206,36.49331283569336
0.15,80,1,34,9.911680221557617,4.53059196472168,1.4770880490541458,0.02860799990594387,16.38047981262207,4.304927825927734,0.05523199960589409,36.20800018310547
0.15,80,1,35,9.94262409210205,4.541567802429199,1.4192320257425308,0.028736000880599022,16.38047981262207,4.4358720779418945,0.05523199960589409,36.45276641845703
0.15,80,1,36,9.93507194519043,4.510623931884766,1.158144012093544,0.028672000393271446,16.790464401245117,3.7746880054473877,0.05427199974656105,35.627071380615234
0.15,80,1,37,9.919487953186035,4.493599891662598,1.2009280323982239,0.028575999662280083,16.537919998168945,3.726815938949585,0.05411199852824211,34.843360900878906
0.15,80,1,38,9.905792236328125,4.582560062408447,1.4531840085983276,0.02831999957561493,15.43068790435791,3.930880069732666,0.05375999957323074,35.04044723510742
0.15,80,1,39,9.908415794372559,4.533631801605225,1.3971519619226456,0.028672000393271446,17.228384017944336,4.230879783630371,0.05344000086188316,36.801055908203125
0.15,80,1,40,9.916576385498047,4.688799858093262,1.234495997428894,0.033215999603271484,15.833215713500977,3.980128049850464,0.07168000191450119,34.628414154052734
0.15,80,1,41,9.915295600891113,4.516672134399414,1.4766399562358856,0.05798399820923805,15.260479927062988,4.371232032775879,0.08611200004816055,35.23446273803711
0.15,80,1,42,9.899295806884766,4.452383995056152,1.3852800279855728,0.029343999922275543,15.773311614990234,4.320735931396484,0.05596800148487091,35.185760498046875
0.15,80,1,43,9.915616035461426,4.654016017913818,1.4673919677734375,0.028543999418616295,17.883487701416016,4.199103832244873,0.05510399863123894,37.37148666381836
0.15,80,1,44,9.90608024597168,4.519392013549805,1.303616002202034,0.02860799990594387,16.222431182861328,4.060160160064697,0.05423999950289726,35.40313720703125
0.15,80,1,45,9.92198371887207,4.602047920227051,1.3198720514774323,0.02969600073993206,17.610624313354492,4.376255989074707,0.05548800155520439,37.38447952270508
0.15,80,1,46,9.952608108520508,4.548384189605713,1.2850239723920822,0.028384000062942505,17.24393653869629,4.416255950927734,0.05510399863123894,37.09862518310547
0.15,80,1,47,9.905728340148926,4.538911819458008,1.345152035355568,0.029503999277949333,16.389535903930664,4.194591999053955,0.055296000093221664,35.5115852355957
0.15,80,1,48,9.907456398010254,4.536064147949219,1.166815996170044,0.03276799991726875,15.32960033416748,3.911263942718506,0.0727040022611618,34.10630416870117
0.15,80,1,49,9.92892837524414,4.595680236816406,1.392928034067154,0.028736000880599022,16.208032608032227,4.328959941864014,0.05427199974656105,36.03200149536133
0.15,80,1,50,9.892767906188965,4.509823799133301,1.2834879457950592,0.02876799926161766,17.333728790283203,4.235136032104492,0.055296000093221664,36.84950256347656
0.15,80,1,51,9.900768280029297,4.523903846740723,1.349696010351181,0.028672000393271446,16.90230369567871,4.307328224182129,0.05375999957323074,36.32886505126953
0.15,80,1,52,9.915936470031738,4.525983810424805,1.157631978392601,0.02876799926161766,16.980127334594727,4.018784046173096,0.055424001067876816,35.71129608154297
0.15,80,1,53,9.877632141113281,4.478015899658203,0.9509760290384293,0.028095999732613564,16.25632095336914,3.8650240898132324,0.05427199974656105,36.3656005859375
0.15,80,1,54,9.934080123901367,4.522272109985352,1.2412799894809723,0.028672000393271446,15.819456100463867,3.982111930847168,0.053727999329566956,34.91132736206055
0.15,80,1,55,9.895296096801758,4.4819841384887695,1.2412799894809723,0.04403200000524521,17.078880310058594,3.901024103164673,0.06963200122117996,36.13654327392578
0.15,80,1,56,9.87228775024414,4.552288055419922,1.357408046722412,0.027648000046610832,16.48784065246582,3.7995519638061523,0.0533440001308918,35.023136138916016
0.15,80,1,57,9.911040306091309,4.52185583114624,1.3331200182437897,0.02864000014960766,16.4638729095459,3.8130879402160645,0.05423999950289726,36.00041580200195
0.15,80,1,58,9.964768409729004,4.531968116760254,1.3086079806089401,0.028831999748945236,16.088224411010742,4.13427209854126,0.05510399863123894,35.51939010620117
0.15,80,1,59,9.919103622436523,4.604351997375488,1.236287996172905,0.02937600016593933,15.737567901611328,4.126848220825195,0.05507199838757515,34.97516632080078
0.15,80,1,60,9.931136131286621,4.519552230834961,1.14028799533844,0.028704000636935234,15.637696266174316,4.10422420501709,0.05503999814391136,34.28425598144531
0.15,80,1,61,9.905759811401367,4.540544033050537,1.4303040504455566,0.029152000322937965,16.63759994506836,4.164000034332275,0.055296000093221664,36.28019332885742
0.15,80,1,62,9.914976119995117,4.593952178955078,0.8871360272169113,0.05407999828457832,16.730335235595703,4.113440036773682,0.08320000022649765,36.47382354736328
0.15,80,1,63,9.952095985412598,4.562143802642822,1.3333760052919388,0.028672000393271446,17.519487380981445,4.266208171844482,0.05452800169587135,37.01103973388672
0.15,80,1,64,9.893119812011719,4.531424045562744,1.1259519904851913,0.04214400053024292,17.88115119934082,4.099071979522705,0.06870400160551071,36.571136474609375
0.15,80,1,65,9.898816108703613,4.615039825439453,1.3717439621686935,0.029023999348282814,16.47177505493164,4.177055835723877,0.05548800155520439,35.97555160522461
0.15,80,1,66,9.908608436584473,4.508416175842285,1.3240640461444855,0.02812799997627735,18.42310333251953,4.221280097961426,0.054368000477552414,37.57743835449219
0.15,80,1,67,9.915488243103027,4.552127838134766,1.335616022348404,0.02940800040960312,17.255231857299805,4.183743953704834,0.0551999993622303,36.4161262512207
0.15,80,1,68,9.918527603149414,4.518847942352295,1.1746560037136078,0.02864000014960766,17.479455947875977,3.888063907623291,0.05475199967622757,36.330047607421875
0.15,80,1,69,9.933823585510254,4.556032180786133,1.303424060344696,0.031328000128269196,16.95404815673828,3.6258881092071533,0.05833600088953972,35.5068473815918
0.15,80,1,70,9.917856216430664,4.530111789703369,1.2687680125236511,0.02812799997627735,17.573152542114258,3.5603199005126953,0.05462399870157242,35.9233283996582
0.15,80,1,71,9.889120101928711,4.461152076721191,1.2490559667348862,0.027807999402284622,15.752608299255371,4.00764799118042,0.05347200110554695,34.95344161987305
0.15,80,1,72,9.913727760314941,4.585472106933594,1.0757760256528854,0.028672000393271446,15.756192207336426,3.563136100769043,0.05375999957323074,33.79715347290039
0.15,80,1,73,10.017760276794434,4.556352138519287,0.9081600159406662,0.028192000463604927,15.768223762512207,4.161183834075928,0.05379199981689453,35.611873626708984
0.15,80,1,74,9.956607818603516,4.603839874267578,1.2201920598745346,0.028543999418616295,15.794400215148926,3.710207939147949,0.054496001452207565,34.38195037841797
0.15,80,1,75,9.888287544250488,4.538400173187256,1.2476159781217575,0.055296000093221664,16.829952239990234,3.887200117111206,0.08022399991750717,36.12643051147461
0.15,80,1,76,9.98755168914795,4.467807769775391,1.0569279789924622,0.028672000393271446,15.495360374450684,3.6805760860443115,0.054496001452207565,33.79084777832031
0.15,80,1,77,9.924127578735352,4.569183826446533,1.3030720204114914,0.029311999678611755,15.101951599121094,4.589471817016602,0.055135998874902725,36.4486083984375
0.15,80,1,78,9.914463996887207,4.569215774536133,1.0379519760608673,0.030688000842928886,16.664640426635742,3.709120035171509,0.058368001133203506,34.589664459228516
0.15,80,1,79,9.875743865966797,4.550079822540283,1.0677759945392609,0.03001599945127964,16.524383544921875,3.7226240634918213,0.0562559999525547,34.591552734375
0.15,80,1,80,9.890815734863281,4.541855812072754,1.2760959714651108,0.05571199953556061,15.630687713623047,4.116159915924072,0.08131200075149536,34.02979278564453
0.15,80,1,81,9.893759727478027,4.5316162109375,1.0246719866991043,0.028672000393271446,15.138527870178223,3.6165120601654053,0.054368000477552414,32.839839935302734
0.15,80,1,82,9.866144180297852,4.580351829528809,1.0904960185289383,0.04339199885725975,16.281280517578125,3.845247983932495,0.09040000289678574,34.42870330810547
0.15,80,1,83,9.884960174560547,4.474944114685059,1.1413760036230087,0.028672000393271446,16.463584899902344,3.867327928543091,0.07196799665689468,34.92204666137695
0.15,80,1,84,9.910752296447754,4.547584056854248,1.158688023686409,0.04403200000524521,17.2957763671875,3.9878718852996826,0.07065600156784058,35.89411163330078
