video_name,pruning_thresh,jepg_quality,data_size_mean,data_size_std,cpu_cli_mean,cpu_cli_std,cpu_cli_mem_mean,cpu_cli_mem_std,cuda_cli_mem_mean,cuda_cli_mem_std,cpu_edge_mean,cpu_edge_std,cuda_edge_mean,cuda_edge_std,cpu_edge_mem_mean,cpu_edge_mem_std,cuda_edge_mem_mean,cuda_edge_mem_std
b607dd6a-1d8f33b9,0.05,60,13385.43,2335.076351021525,81.61624,22.78571043927312,6.519999999999997,2.6645352591003757e-15,71.66779999999999,0.6664226586784099,2.04419,0.21186277138751866,3.843050000000001,0.030931658539431712,4.080000000000001e-06,1.4421983220070673e-05,15.900899999999996,0.4531271234433001
b607dd6a-1d8f33b9,0.05,70,16378.27,2377.0373781453245,80.94962000000001,20.641540316449255,6.519999999999997,2.6645352591003757e-15,71.68779999999998,0.5385082729169541,2.1129400000000005,0.7252626947527359,3.84785,0.03235564093013767,5.28e-06,1.782474684252205e-05,15.870700000000005,0.48654959664971464
b607dd6a-1d8f33b9,0.05,80,20609.89,2614.2403366752646,82.62810999999999,23.030048553528932,6.519999999999997,2.6645352591003757e-15,71.72719999999998,0.8718716419290177,2.26845,1.0962964961633328,3.84466,0.0269919321279526,7.440000000000001e-06,2.165193755764135e-05,15.878799999999998,0.4866893875974693
b607dd6a-1d8f33b9,0.05,90,28765.17,2812.470327150137,83.11507999999999,24.312789091620072,6.519999999999997,2.6645352591003757e-15,71.71059999999999,0.8433146743653883,2.2274499999999997,0.3847258601913836,3.83646,0.03259215242968775,6e-06,2.0749939758948703e-05,15.908000000000001,0.44581386250317495
b607dd6a-1d8f33b9,0.05,100,63953.88,4599.628166015162,84.40193000000001,23.890763769396322,6.519999999999997,2.6645352591003757e-15,71.7691,0.907771000858697,2.66425,1.167184530183638,3.84265,0.02894870463423192,6.2399999999999995e-06,2.0256909932168826e-05,15.793399999999998,0.42562241482327934
b5f9cb1e-c84e2ce9,0.05,60,13972.24,2184.0622112018696,80.48328999999998,21.747399251540404,6.519999999999997,2.6645352591003757e-15,71.63339999999998,0.6302637860451765,2.22024,0.9585917704633188,3.8484599999999993,0.03279524965600962,9.12e-06,2.4186475559700718e-05,15.8553,0.4458283414050746
b5f9cb1e-c84e2ce9,0.05,70,16923.22,2550.937559329903,82.17108999999999,23.656567455188842,6.519999999999997,2.6645352591003757e-15,71.71799999999999,0.9406125663630059,2.1107699999999996,0.25559905535819183,3.85228,0.03611290074197859,6.720000000000001e-06,2.175411685175935e-05,15.928500000000003,0.48452734700943323
b5f9cb1e-c84e2ce9,0.05,80,20935.42,2582.13284778301,82.31810000000002,23.53893125802444,6.519999999999997,2.6645352591003757e-15,72.02099999999997,1.5107915144056112,2.27876,1.0031236825038077,3.8437900000000003,0.030173927487153522,9.12e-06,2.6022021443385224e-05,15.825800000000005,0.425048656038341
b5f9cb1e-c84e2ce9,0.05,90,29292.76,2598.350692727985,82.0861,21.830351539313334,6.519999999999997,2.6645352591003757e-15,71.67219999999999,0.657047304233113,2.2065,0.13643771472727034,3.84826,0.03533570998296198,6.720000000000001e-06,2.5417348406157553e-05,15.821300000000003,0.4867846649186884
b5f9cb1e-c84e2ce9,0.05,100,65117.11,4119.367113756675,84.01874999999998,23.255152301533094,6.519999999999997,2.6645352591003757e-15,71.868,1.2839361354833825,2.4400200000000005,0.13692662122465446,3.8506199999999997,0.032017426504951964,5.760000000000002e-06,2.1498427849496344e-05,15.860400000000002,0.4207348808929439
