pruning_thresh,quality,technique,bandwidth,drop,frame_id,feasible,sensitivity,map
0.25,4,3,3119999.9999999977,0.5,294,1,0.6666666666666666,0.6666666666666666
0.24,4,3,6000000.0,0.5,295,1,0.42857142857142855,0.375
0.24,4,3,6000000.0,0.5,296,1,0.42857142857142855,0.3027777777777778
0.24,4,3,6000000.0,0.5,297,1,0.5,0.4177777777777778
0.24,4,3,6000000.0,0.5,298,1,0.5,0.2777777777777778
0.24,4,3,6000000.0,0.5,299,1,0.5,0.3194444444444445
0.25,4,3,6000000.0,0.4,300,1,0.5,0.2777777777777778
0.25,4,3,6000000.0,0.4,301,1,0.625,0.5044444444444445
0.25,4,3,6000000.0,0.4,302,1,0.8333333333333334,0.6944444444444444
0.25,4,3,6000000.0,0.4,303,1,0.8333333333333334,0.6944444444444444
0.25,4,3,6000000.0,0.4,304,1,0.75,0.6666666666666666
0.25,4,3,6000000.0,0.4,305,1,0.5714285714285714,0.5416666666666666
0.25,4,3,6000000.0,0.4,306,1,0.14285714285714285,0.16666666666666666
0.25,5,3,6000000.0,0.4,307,1,0.5714285714285714,0.45833333333333337
0.25,1,3,6000000.0,0.4,308,1,0.8571428571428571,0.7916666666666666
0.25,3,3,6000000.0,0.4,309,1,0.75,0.6666666666666666
0.25,3,3,6000000.0,0.4,310,1,0.8333333333333334,0.6916666666666667
0.25,2,3,6000000.0,0.4,311,1,0.7142857142857143,0.6666666666666666
0.24,4,3,6000000.0,0.4,312,1,0.6666666666666666,0.6
0.23,4,3,6000000.0,0.4,313,1,0.4444444444444444,0.475
0.21,3,3,6000000.0,0.4,314,1,0.625,0.5416666666666666
0.22,2,3,6000000.0,0.4,315,1,0.6666666666666666,0.5
0.22,5,3,6000000.0,0.4,316,1,0.5,0.375
0.2,2,3,6000000.0,0.4,317,1,0.5,0.375
0.2,3,3,6000000.0,0.4,318,1,0.42857142857142855,0.375
0.2,3,3,6000000.0,0.4,319,1,0.5,0.375
0.2,3,3,6000000.0,0.4,320,1,0.75,0.75
0.2,3,3,6000000.0,0.4,321,1,0.6666666666666666,0.4375
0.21,4,3,3399999.9999999986,0.4,322,1,0.6,0.3611111111111111
0.21,4,3,3399999.9999999986,0.4,323,1,0.625,0.475
0.2,5,3,6000000.0,0.4,324,1,0.8571428571428571,0.7333333333333334
0.2,5,3,6000000.0,0.4,325,1,0.5714285714285714,0.5416666666666666
0.2,5,3,6000000.0,0.4,326,1,0.75,0.675
0.2,5,3,6000000.0,0.4,327,1,0.5714285714285714,0.5416666666666666
0.2,5,3,6000000.0,0.4,328,1,0.6,0.5638888888888889
0.2,5,3,6000000.0,0.4,329,1,0.8571428571428571,0.7416666666666667
0.2,5,3,6000000.0,0.4,330,1,0.6363636363636364,0.5892857142857143
0.2,5,3,6000000.0,0.4,331,1,0.75,0.7
0.2,5,3,6000000.0,0.4,332,1,0.625,0.55
0.2,5,3,800000.0000000007,0.4,333,1,0.75,0.675
0.2,5,3,800000.0000000007,0.4,334,1,0.625,0.55
0.2,5,3,800000.0000000007,0.4,335,1,0.5555555555555556,0.515
0.2,5,3,800000.0000000007,0.4,336,1,0.6,0.5638888888888889
0.2,5,3,800000.0000000007,0.4,337,1,0.5555555555555556,0.455
0.2,5,3,800000.0000000007,0.4,338,1,0.6666666666666666,0.635
0.2,5,3,800000.0000000007,0.4,339,1,0.6666666666666666,0.6016666666666667
0.2,5,3,800000.0000000007,0.5,340,1,0.6666666666666666,0.595
0.2,5,3,800000.0000000007,0.5,341,1,0.5555555555555556,0.455
0.2,5,3,800000.0000000007,0.5,342,1,0.5,0.40625
0.2,5,3,800000.0000000007,0.5,343,1,0.5714285714285714,0.4166666666666667
0.21,4,3,3399999.9999999986,0.5,344,1,0.5714285714285714,0.4166666666666667
0.21,4,3,3399999.9999999986,0.5,345,1,0.6666666666666666,0.4375
0.21,4,3,3399999.9999999986,0.5,346,1,0.5714285714285714,0.4305555555555556
0.21,4,3,3399999.9999999986,0.5,347,1,0.625,0.5625
0.21,4,3,3399999.9999999986,0.5,348,1,0.75,0.6
0.21,4,3,3399999.9999999986,0.5,349,1,0.625,0.5625
0.21,4,3,3399999.9999999986,0.5,350,1,0.7142857142857143,0.6527777777777778
0.21,4,3,3399999.9999999986,0.5,351,1,0.625,0.5777777777777777
0.21,4,3,3399999.9999999986,0.5,352,1,0.5555555555555556,0.5083333333333333
0.21,4,3,3399999.9999999986,0.5,353,1,0.5555555555555556,0.5083333333333333
0.21,4,3,3399999.9999999986,0.5,354,1,0.625,0.5777777777777777
0.21,4,3,3399999.9999999986,0.5,355,1,0.7142857142857143,0.65
0.21,4,3,3399999.9999999986,0.5,356,1,0.7142857142857143,0.65
0.21,4,3,3399999.9999999986,0.5,357,1,0.6666666666666666,0.59375
0.21,4,3,3399999.9999999986,0.5,358,1,0.5,0.4
0.21,4,3,3399999.9999999986,0.5,359,1,0.4444444444444444,0.4
0.21,4,3,3399999.9999999986,0.5,360,1,0.625,0.4416666666666667
0.21,4,3,3399999.9999999986,0.5,361,1,0.5555555555555556,0.35880952380952386
0.24,4,3,3399999.9999999986,0.5,362,1,0.7777777777777778,0.6916666666666667
0.25,1,3,3399999.9999999986,0.5,363,1,0.75,0.6777777777777778
0.25,2,3,3399999.9999999986,0.5,364,1,0.625,0.5104166666666666
0.25,5,3,3399999.9999999986,0.5,365,1,0.7142857142857143,0.525
0.2,5,3,3399999.9999999986,0.5,366,1,0.5714285714285714,0.4
0.2,5,3,3399999.9999999986,0.5,367,1,0.5,0.5
0.21,2,3,6000000.0,0.5,368,1,0.7142857142857143,0.45
0.21,2,3,6000000.0,0.5,369,1,0.7272727272727273,0.6847222222222222
0.2,4,3,6000000.0,0.4,370,1,0.6666666666666666,0.5666666666666667
0.2,4,3,6000000.0,0.4,371,1,0.8571428571428571,0.65
0.2,4,3,6000000.0,0.4,372,1,0.7777777777777778,0.775
0.2,4,3,6000000.0,0.4,373,1,0.6666666666666666,0.65
0.2,4,3,6000000.0,0.4,374,1,0.875,0.8333333333333334
0.2,4,3,6000000.0,0.4,375,1,0.875,0.8583333333333334
0.2,4,3,6000000.0,0.4,376,1,0.75,0.6222222222222222
0.2,4,3,3399999.9999999986,0.4,377,1,0.8571428571428571,0.625
0.2,4,3,3399999.9999999986,0.4,378,1,0.8333333333333334,0.9
0.2,4,3,3399999.9999999986,0.4,379,1,0.5555555555555556,0.525
0.2,4,3,6000000.0,0.4,380,1,0.625,0.5666666666666667
0.2,4,3,6000000.0,0.4,381,1,0.8333333333333334,0.9
0.2,4,3,6000000.0,0.4,382,1,0.7142857142857143,0.65
0.2,4,3,6000000.0,0.4,383,1,0.8333333333333334,0.9
0.2,4,3,6000000.0,0.4,384,1,0.8333333333333334,0.9
0.2,4,3,6000000.0,0.4,385,1,0.75,0.7333333333333334
0.2,4,3,6000000.0,0.4,386,1,0.7142857142857143,0.48333333333333334
0.2,4,3,6000000.0,0.4,387,1,0.8571428571428571,0.775
0.2,4,3,6000000.0,0.4,388,1,0.7142857142857143,0.65
0.2,4,3,6000000.0,0.4,389,1,0.7142857142857143,0.65
0.2,4,3,6000000.0,0.4,390,1,0.7142857142857143,0.65
0.2,4,3,6000000.0,0.4,391,1,0.7142857142857143,0.65
0.2,4,3,6000000.0,0.4,392,1,0.7142857142857143,0.65
0.2,4,3,6000000.0,0.4,393,1,0.8333333333333334,0.9
0.2,4,3,6000000.0,0.4,394,1,0.7142857142857143,0.65
0.2,4,3,6000000.0,0.4,395,1,0.8333333333333334,0.65
