pruning_thresh,quality,technique,bandwidth,drop,frame_id,model_head_time,model_tail_time,framework_head_time,framework_tail_time,framework_response_time,compression_time,decompression_time,overall_time
0.15,3,3,6000000.0,0.4,25,9.969759941101074,4.591487884521484,1.2555200159549713,0.050655998289585114,45.593505859375,162.69847106933594,0.08198399841785431,261.6413269042969
0,90,1,6000000.0,0.4,26,9.934176445007324,5.441311836242676,1.195935994386673,0.0663359984755516,17.527103424072266,4.373504161834717,0.1380160003900528,37.60899353027344
0.1,100,1,6000000.0,0.4,27,9.975040435791016,4.512447834014893,1.2941439598798752,0.03376000002026558,15.123392105102539,6.13043212890625,0.06393600255250931,37.01011276245117
0.1,3,2,6000000.0,0.4,28,9.947615623474121,5.544544219970703,1.958400011062622,0.08636800199747086,53.334529876708984,1656.3468017578125,0.15667200088500977,1782.64794921875
0.1,1,2,6000000.0,0.4,29,10.072959899902344,4.5155839920043945,1.8084479570388794,0.04927999898791313,43.87507247924805,1369.1651611328125,0.07897599786520004,1488.12939453125
0.25,2,2,6000000.0,0.4,30,9.943008422851562,4.604671955108643,1.049088031053543,0.04790399968624115,38.20431900024414,1748.6947021484375,0.0785600021481514,1847.0360107421875
0.05,4,2,6000000.0,0.4,31,9.953568458557129,4.5797119140625,1.6324480175971985,0.0490880012512207,43.7889289855957,2668.25732421875,0.07980799674987793,2797.8583984375
0.25,3,2,6000000.0,0.4,32,9.940352439880371,5.466720104217529,1.4573439955711365,0.0870399996638298,45.129825592041016,1356.9305419921875,0.19644799828529358,1460.3961181640625
0.1,1,3,6000000.0,0.4,33,9.977215766906738,4.6091837882995605,1.1959039568901062,0.05020799860358238,60.943294525146484,165.34664916992188,0.08102399855852127,279.77337646484375
0,60,1,6000000.0,0.4,34,9.921631813049316,4.5326080322265625,0.4700799882411957,0.03244800120592117,13.552703857421875,4.54095983505249,0.06111999973654747,33.13177490234375
0.15,80,1,6000000.0,0.4,35,9.922752380371094,4.55350399017334,0.9923199713230133,0.03174399957060814,13.2359037399292,4.293439865112305,0.06070400029420853,33.334815979003906
0.15,90,1,6000000.0,0.4,36,9.941503524780273,4.486847877502441,1.041216030716896,0.03174399957060814,14.44495964050293,4.75324821472168,0.060447998344898224,34.98921585083008
0.1,100,1,6000000.0,0.4,37,9.953248023986816,4.458623886108398,1.0035520195960999,0.028831999748945236,16.266944885253906,6.628704071044922,0.05555199831724167,38.33737564086914
0.05,4,3,6000000.0,0.4,38,9.932671546936035,4.546432018280029,1.5659520030021667,0.05129599943757057,48.929439544677734,180.69354248046875,0.08230400085449219,283.66741943359375
0.2,3,3,6000000.0,0.4,39,9.960960388183594,6.686624050140381,1.7806400060653687,0.09657599776983261,87.97686767578125,151.8507537841797,0.16940799355506897,292.95379638671875
0.05,5,2,6000000.0,0.4,40,9.928447723388672,5.419871807098389,1.8583360314369202,0.09097599983215332,53.819679260253906,2164.466796875,0.16060799360275269,2291.1669921875
0.2,80,1,6000000.0,0.4,41,9.940192222595215,5.45088005065918,0.8730240166187286,0.06531199812889099,16.98431968688965,4.572800159454346,0.17292800545692444,37.32371139526367
0.2,90,1,6000000.0,0.4,42,9.970687866210938,4.53056001663208,1.020031988620758,0.03203200176358223,14.194784164428711,4.692607879638672,0.062463998794555664,34.868446350097656
0.2,1,2,6000000.0,0.4,43,9.951935768127441,4.543680191040039,1.518623948097229,0.04793599992990494,43.176673889160156,1804.0010986328125,0.07766400277614594,1917.4920654296875
0,2,3,6000000.0,0.4,44,9.95958423614502,4.527935981750488,2.347104012966156,0.050303999334573746,103.72509002685547,174.5193328857422,0.0814720019698143,332.1559143066406
0,1,3,6000000.0,0.4,45,9.962207794189453,5.438975811004639,1.5132480263710022,0.12751999497413635,66.92256164550781,182.49436950683594,0.19776000082492828,302.1512756347656
0.05,1,2,8880000.000000002,0.4,46,9.934975624084473,5.487775802612305,2.054367959499359,0.08604799956083298,52.37571334838867,1094.74853515625,0.15529599785804749,1219.551025390625
0.15,3,2,8880000.000000002,0.4,47,9.947648048400879,5.572383880615234,1.5222399830818176,0.08607999980449677,50.83059310913086,1498.1046142578125,0.15600000321865082,1618.9912109375
0.2,2,3,8880000.000000002,0.4,48,9.930944442749023,4.9161601066589355,1.9169599413871765,0.0835840031504631,61.23990249633789,139.6813507080078,0.11785600334405899,250.1721649169922
0.15,3,3,8880000.000000002,0.4,49,9.937503814697266,4.668447971343994,2.0661120414733887,0.0902400016784668,62.5425910949707,163.78611755371094,0.16140800714492798,278.7789306640625
0.05,2,3,8880000.000000002,0.2,50,9.924351692199707,5.445919990539551,2.166976034641266,0.09391999989748001,67.83430480957031,179.61471557617188,0.20297600328922272,300.87506103515625
0.1,3,3,8880000.000000002,0.2,51,9.943103790283203,4.540256023406982,1.8871039748191833,0.05052800104022026,63.181121826171875,171.5120391845703,0.08115199953317642,287.390625
0.25,3,3,8880000.000000002,0.2,52,9.943327903747559,4.59497594833374,1.8272319436073303,0.05241600051522255,56.34822463989258,150.27626037597656,0.08336000144481659,253.82115173339844
0.25,90,1,8880000.000000002,0.2,53,9.945695877075195,5.3982720375061035,1.260032057762146,0.10595200210809708,17.396160125732422,4.168799877166748,0.17635199427604675,37.28937530517578
0.2,90,1,8880000.000000002,0.2,54,9.959263801574707,5.296639919281006,1.446464017033577,0.06348799914121628,17.32655906677246,5.0668158531188965,0.131071999669075,39.55632019042969
0.2,100,1,8880000.000000002,0.2,55,9.97321605682373,5.285312175750732,1.4291519671678543,0.06319999694824219,18.851455688476562,5.677663803100586,0.12982399761676788,42.0577278137207
0,3,2,8880000.000000002,0.2,56,9.960224151611328,4.592544078826904,1.8598080277442932,0.04729599878191948,45.11161422729492,1768.4658203125,0.07788799703121185,1886.31787109375
0,60,1,8880000.000000002,0.2,57,9.936384201049805,4.5464959144592285,1.640320062637329,0.03276799991726875,13.65503978729248,3.3664960861206055,0.06143999844789505,33.27033615112305
0.2,2,2,8880000.000000002,0.2,58,9.928799629211426,4.550271987915039,1.5404160022735596,0.04793599992990494,44.066463470458984,2215.898681640625,0.07875200361013412,2329.075927734375
0.2,1,3,8880000.000000002,0.2,59,9.927007675170898,4.655680179595947,3.087231993675232,0.08915200084447861,64.92838287353516,131.07907104492188,0.1610880047082901,352.9969787597656
0,2,2,8880000.000000002,0.2,60,9.96451187133789,3.8354239463806152,1.4758720397949219,0.047775998711586,43.95772933959961,2251.719970703125,0.07843200117349625,2368.080810546875
0.1,5,2,8880000.000000002,0.2,61,9.866175651550293,4.543136119842529,1.7815359830856323,0.04809600114822388,39.668094635009766,1729.84716796875,0.07948800176382065,1867.4617919921875
0.05,3,3,8880000.000000002,0.2,62,9.942432403564453,5.312575817108154,1.457535982131958,0.08950400352478027,60.235103607177734,161.0311737060547,0.1592320054769516,270.4508361816406
0.1,1,3,8880000.000000002,0.2,63,9.96070384979248,5.514048099517822,2.14329594373703,0.08832000195980072,60.365631103515625,157.82960510253906,0.15967999398708344,269.4786682128906
0.25,2,3,8880000.000000002,0.2,64,9.938719749450684,4.523136138916016,1.8136640191078186,0.059039998799562454,37.727359771728516,134.02764892578125,0.09180799871683121,216.9247283935547
0.15,4,3,8880000.000000002,0.2,65,9.889120101928711,4.568672180175781,1.6488959789276123,0.0506879985332489,41.953086853027344,155.74099731445312,0.08140800148248672,245.78005981445312
0.15,80,1,8880000.000000002,0.2,66,9.944064140319824,5.409120082855225,1.2549120038747787,0.06579200178384781,17.25052833557129,4.444479942321777,0.13420799374580383,37.4117431640625
0.15,2,2,8880000.000000002,0.2,67,9.946463584899902,4.574592113494873,1.9922240376472473,0.047839999198913574,42.71392059326172,1862.576904296875,0.0785600021481514,1975.2882080078125
0.25,70,1,8880000.000000002,0.2,68,9.916447639465332,4.489727973937988,0.7585920244455338,0.03276799991726875,13.340383529663086,4.600096225738525,0.061792001128196716,33.18291091918945
0.05,2,3,8880000.000000002,0.2,69,9.871999740600586,4.655072212219238,1.7268800139427185,0.08844800293445587,66.62815856933594,185.69580078125,0.15859200060367584,305.9141540527344
0.05,2,2,8880000.000000002,0.2,70,9.935135841369629,4.540736198425293,1.2255039811134338,0.047839999198913574,43.29219055175781,1536.5081787109375,0.07868800312280655,1652.1131591796875
0.05,5,2,8880000.000000002,0.2,71,9.912032127380371,4.5083842277526855,1.2995200157165527,0.047231998294591904,46.12934494018555,2117.207763671875,0.07782399654388428,2236.194091796875
0.25,4,3,8880000.000000002,0.2,72,9.877920150756836,4.605440139770508,1.6000640392303467,0.04886399954557419,38.349822998046875,126.4915542602539,0.07929600030183792,208.28428649902344
0,5,3,8880000.000000002,0.2,73,10.00051212310791,4.580863952636719,1.870527982711792,0.05027199909090996,45.891807556152344,189.7689666748047,0.08099199831485748,287.8340759277344
0.05,1,3,8880000.000000002,0.2,74,9.870431900024414,4.580383777618408,1.7885760068893433,0.05049600079655647,45.380577087402344,171.0260772705078,0.08137600123882294,268.92034912109375
0.1,4,2,8880000.000000002,0.2,75,9.943136215209961,5.597087860107422,2.0638399720191956,0.08822400122880936,49.21664047241211,2214.695556640625,0.15990400314331055,2330.610595703125
0,5,2,8880000.000000002,0.2,76,9.921536445617676,4.607615947723389,1.187071979045868,0.04707200080156326,44.62006378173828,2131.16064453125,0.07760000228881836,2248.83251953125
0.25,5,2,8880000.000000002,0.2,77,9.90169620513916,4.613344192504883,1.4900480508804321,0.04771199822425842,32.22780990600586,2040.45068359375,0.07843200117349625,2122.488037109375
0.15,5,2,8880000.000000002,0.2,78,9.952351570129395,4.528416156768799,1.9316799640655518,0.04694399982690811,39.54323196411133,2427.116943359375,0.10118400305509567,2531.74951171875
0.2,60,1,8880000.000000002,0.2,79,9.922752380371094,4.55072021484375,0.9854720234870911,0.03283200040459633,14.435423851013184,4.339231967926025,0.06272000074386597,34.57427215576172
0.2,5,3,8880000.000000002,0.2,80,9.935296058654785,5.494624137878418,1.6071359515190125,0.09196799993515015,63.86377716064453,161.62448120117188,0.16457599401474,276.54425048828125
0.1,5,3,8880000.000000002,0.2,81,9.958080291748047,4.538335800170898,1.3940159678459167,0.05225599929690361,46.854976654052734,181.7834930419922,0.08361600339412689,281.5735778808594
0.1,60,1,8880000.000000002,0.2,82,9.924287796020508,5.382559776306152,1.1845439821481705,0.0655359998345375,17.4768009185791,4.275872230529785,0.13327999413013458,37.65536117553711
0.2,5,2,8880000.000000002,0.2,83,9.946304321289062,4.509344100952148,1.9053120017051697,0.048608001321554184,38.488128662109375,2758.9990234375,0.07929600030183792,2858.77880859375
0.05,90,1,8880000.000000002,0.2,84,9.930879592895508,4.549344062805176,0.8764160126447678,0.03286400064826012,14.23686408996582,5.185184001922607,0.061503998935222626,34.59132766723633
0.25,90,1,8880000.000000002,0.2,85,9.938112258911133,5.476384162902832,1.9927360266447067,0.10780800133943558,16.700000762939453,3.6906239986419678,0.17635199427604675,36.3837776184082
0,70,1,8880000.000000002,0.2,86,9.922944068908691,4.564095973968506,1.3140159398317337,0.03379200026392937,13.597855567932129,4.245408058166504,0.06348799914121628,33.55625534057617
0.25,4,2,8880000.000000002,0.2,87,9.956992149353027,4.611328125,1.8875199556350708,0.046751998364925385,29.41324806213379,1224.0677490234375,0.07823999971151352,1299.97802734375
0.05,1,2,6000000.0,0.2,88,9.925087928771973,4.583263874053955,2.03027206659317,0.047839999198913574,53.45891189575195,1518.83642578125,0.07846400141716003,1645.314697265625
0.2,2,2,6000000.0,0.2,89,9.932703971862793,4.52345609664917,2.307103991508484,0.04710400104522705,43.97721481323242,1590.60546875,0.07814399898052216,1706.89599609375
0.2,70,1,6000000.0,0.4,90,9.920703887939453,5.484928131103516,0.8711039870977402,0.0655359998345375,16.84841537475586,4.598080158233643,0.13635200262069702,37.5681266784668
0.2,1,3,6000000.0,0.4,91,9.934880256652832,4.5722880363464355,1.3464639782905579,0.049984000623226166,43.563392639160156,153.37315368652344,0.08070400357246399,250.35031127929688
0.15,1,2,6000000.0,0.4,92,9.946975708007812,4.5186238288879395,1.5261439681053162,0.048608001321554184,44.98371124267578,1050.23193359375,0.07932800054550171,1174.181884765625
0.05,80,1,6000000.0,0.4,93,9.92950439453125,4.553408145904541,0.5984960049390793,0.033504001796245575,12.924768447875977,5.188064098358154,0.06217600032687187,33.774017333984375
0.15,60,1,6000000.0,0.4,94,9.939231872558594,4.846015930175781,0.9555520266294479,0.04819199815392494,15.599007606506348,4.754176139831543,0.09030400216579437,36.1360969543457
0.05,5,3,6000000.0,0.4,95,9.93718433380127,4.544064044952393,1.5849600434303284,0.051552001386880875,62.96928024291992,183.71661376953125,0.0822720006108284,299.9826354980469
0.25,60,1,6000000.0,0.4,96,9.934432029724121,5.37443208694458,0.9603520035743713,0.06656000018119812,17.72015953063965,4.806528091430664,0.13516800105571747,38.40099334716797
0.1,60,1,6000000.0,0.4,97,9.953311920166016,5.335904121398926,0.5493759773671627,0.06649599969387054,17.9902400970459,4.776095867156982,0.13740800321102142,40.88243103027344
0.05,60,1,6000000.0,0.4,98,9.960800170898438,5.300928115844727,1.0703039579093456,0.06480000168085098,17.833471298217773,5.488927841186523,0.14451199769973755,40.69468688964844
0,5,2,6000000.0,0.4,99,9.974783897399902,4.529024124145508,1.8431360125541687,0.04684799909591675,45.07030487060547,1991.9749755859375,0.07654400169849396,2110.4873046875
0.2,1,2,6000000.0,0.4,100,9.966879844665527,4.597439765930176,1.4422079920768738,0.04931199923157692,42.63139343261719,985.3836669921875,0.08012799918651581,1098.8123779296875
0,2,3,6000000.0,0.4,101,9.98361587524414,4.5161919593811035,1.788320004940033,0.0498879998922348,46.012447357177734,176.09849548339844,0.08128000050783157,275.52728271484375
0.25,1,3,6000000.0,0.4,102,9.9301118850708,4.60041618347168,1.6623039841651917,0.050592001527547836,39.786399841308594,140.3988800048828,0.08131200075149536,227.34544372558594
0.1,2,2,6000000.0,0.4,103,9.894975662231445,5.455872058868408,1.7831680178642273,0.08902399986982346,52.066368103027344,1442.8040771484375,0.15852800011634827,1566.9805908203125
0,3,3,6000000.0,0.4,104,9.889375686645508,4.927296161651611,1.7970239520072937,0.0684799998998642,71.10237121582031,188.02890014648438,0.1019200012087822,311.6383361816406
0.1,4,3,6000000.0,0.4,105,9.950559616088867,4.598368167877197,1.9082560539245605,0.04931199923157692,45.719425201416016,183.66793823242188,0.08035200089216232,281.9407653808594
0,4,2,6000000.0,0.4,106,9.92527961730957,4.536416053771973,1.0992640256881714,0.04822399839758873,44.677215576171875,1916.9482421875,0.07849600166082382,2034.916748046875
0.1,90,1,6000000.0,0.4,107,9.94041633605957,5.465087890625,0.7388480268418789,0.06550399959087372,17.832992553710938,5.326752185821533,0.1605760008096695,39.45619201660156
0.1,3,2,6000000.0,0.4,108,9.95462417602539,5.542079925537109,1.6370239853858948,0.08659200370311737,51.9398078918457,1781.5863037109375,0.15724800527095795,1905.793212890625
0.15,100,1,6000000.0,0.4,109,9.971808433532715,4.551775932312012,0.9050879925489426,0.03215999901294708,15.109408378601074,6.392032146453857,0.062463998794555664,37.58620834350586
0.25,80,1,6000000.0,0.4,110,9.958720207214355,5.333920001983643,0.992031991481781,0.0663359984755516,16.909984588623047,5.40880012512207,0.13439999520778656,38.27231979370117
0,4,3,6000000.0,0.4,111,9.955360412597656,4.610144138336182,1.7111040353775024,0.05020799860358238,47.85891342163086,193.28445434570312,0.0817599967122078,294.29547119140625
0.25,60,1,8880000.000000002,0.4,112,9.961503982543945,5.341599941253662,0.5239039957523346,0.06534399837255478,16.668031692504883,4.926208019256592,0.13395200669765472,37.44044876098633
0.1,80,1,8880000.000000002,0.4,113,9.927295684814453,5.461855888366699,0.8674239963293076,0.06956800073385239,17.65772819519043,4.592415809631348,0.14310400187969208,38.57878494262695
0.25,2,2,8880000.000000002,0.4,114,9.956640243530273,4.512767791748047,1.1439679861068726,0.04726399853825569,33.84406280517578,1524.2337646484375,0.0769599974155426,1614.44482421875
0,80,1,8880000.000000002,0.4,115,9.883711814880371,5.3559041023254395,0.7849920094013214,0.06444799900054932,17.729183197021484,5.069471836090088,0.133215993642807,37.95830535888672
0.05,70,1,8880000.000000002,0.4,116,9.938079833984375,4.48799991607666,0.7499519884586334,0.031168000772595406,13.221280097961426,4.375487804412842,0.06054399907588959,32.812862396240234
0.05,100,1,8880000.000000002,0.4,117,9.959936141967773,4.5357441902160645,1.8007680475711823,0.03174399957060814,14.58835220336914,6.115520000457764,0.060896001756191254,37.290592193603516
0.05,4,2,8880000.000000002,0.4,118,9.945759773254395,5.6877121925354,1.0761599838733673,0.12614400684833527,55.95356750488281,1996.319091796875,0.1976960003376007,2126.811279296875
0.25,80,1,8880000.000000002,0.4,119,9.901023864746094,4.5465922355651855,0.9029760211706161,0.03379200026392937,13.660991668701172,4.123775959014893,0.06348799914121628,33.337310791015625
0,70,1,8880000.000000002,0.2,120,9.951711654663086,5.334847927093506,1.329727977514267,0.06534399837255478,17.378368377685547,4.286272048950195,0.1332480013370514,37.94927978515625
0.15,2,3,8880000.000000002,0.2,121,9.948127746582031,4.549248218536377,1.2991999983787537,0.04979199916124344,43.91347122192383,172.391357421875,0.07952000200748444,269.48284912109375
0.2,4,3,8880000.000000002,0.2,122,9.946847915649414,4.590144157409668,1.6059200167655945,0.05251200124621391,42.72681427001953,146.99842834472656,0.08528000116348267,240.46934509277344
0.2,70,1,8880000.000000002,0.2,123,9.923775672912598,5.423711776733398,0.8165120184421539,0.06601600348949432,16.923839569091797,4.879136085510254,0.1356160044670105,37.03606414794922
0.05,70,1,8880000.000000002,0.2,124,9.926400184631348,4.55075216293335,1.0871360003948212,0.03145600110292435,15.221920013427734,4.804704189300537,0.06111999973654747,36.22518539428711
0.05,80,1,8880000.000000002,0.2,125,9.934304237365723,5.43071985244751,1.5718400180339813,0.10454399883747101,17.160831451416016,4.577568054199219,0.17520000040531158,38.20771026611328
0,2,2,8880000.000000002,0.2,126,9.914143562316895,4.6029438972473145,1.9143999814987183,0.048128001391887665,43.81254577636719,1466.677978515625,0.07811199873685837,1583.10693359375
0.15,5,3,8880000.000000002,0.2,127,9.901408195495605,4.566847801208496,1.8098559975624084,0.05087999999523163,45.40310287475586,169.96266174316406,0.08198399841785431,267.7466735839844
0.15,4,2,8880000.000000002,0.2,128,9.925888061523438,5.417535781860352,1.832703948020935,0.08560000360012054,52.9640007019043,3136.919677734375,0.15568000078201294,3261.890380859375
0.1,2,3,8880000.000000002,0.2,129,9.915936470031738,4.547935962677002,1.617247998714447,0.05023999884724617,43.30953598022461,176.8814697265625,0.07980799674987793,273.0268859863281
0.2,5,2,6000000.0,0.4,130,9.943648338317871,4.564479827880859,2.6240320205688477,0.04825599864125252,34.93110275268555,1424.2674560546875,0.07823999971151352,1514.6712646484375
0.2,3,3,6000000.0,0.4,131,9.893247604370117,4.532224178314209,1.6346879601478577,0.04934399947524071,43.46723175048828,146.9881591796875,0.07955200225114822,238.2987518310547
0.05,2,2,6000000.0,0.4,132,9.904895782470703,4.8520002365112305,1.6880319714546204,0.0607680007815361,65.4620132446289,1399.08154296875,0.09398400038480759,1536.3582763671875
0.25,100,1,6000000.0,0.4,133,9.976767539978027,5.406367778778076,0.7114239782094955,0.06790400296449661,18.75676727294922,4.340735912322998,0.13705599308013916,39.3919677734375
0.25,5,2,6000000.0,0.4,134,9.969823837280273,4.528480052947998,1.6687039732933044,0.047775998711586,29.44316864013672,2007.374755859375,0.07795199751853943,2081.173583984375
0.25,4,2,6000000.0,0.4,135,9.897664070129395,4.547327995300293,1.2336640357971191,0.0490880012512207,36.13606262207031,1858.9293212890625,0.07993599772453308,1939.6531982421875
0,1,2,6000000.0,0.4,136,9.904512405395508,4.541600227355957,2.4175360202789307,0.04854400083422661,43.108097076416016,1136.5955810546875,0.07891199737787247,1250.9393310546875
0.1,5,2,6000000.0,0.4,137,9.873984336853027,4.519968032836914,1.669119954109192,0.048576001077890396,43.29033660888672,2185.38671875,0.0783040001988411,2300.780517578125
0.05,4,3,6000000.0,0.4,138,9.89628791809082,4.571936130523682,1.335040032863617,0.05027199909090996,62.94566345214844,182.0564727783203,0.08048000186681747,297.1650390625
0.25,3,3,6000000.0,0.4,139,9.907648086547852,4.5180158615112305,1.7168959975242615,0.04966399818658829,37.77056121826172,141.93475341796875,0.07999999821186066,224.63011169433594
0.05,5,3,6000000.0,0.4,140,9.925600051879883,4.580448150634766,1.6371840238571167,0.05571199953556061,46.276798248291016,177.82485961914062,0.08630400151014328,276.4833679199219
0.1,4,3,6000000.0,0.4,141,9.9203519821167,4.7363200187683105,1.7941439747810364,0.05036799982190132,44.62812805175781,162.9469451904297,0.08111999928951263,256.52154541015625
0,3,3,6000000.0,0.4,142,9.915231704711914,4.5845441818237305,1.6587520241737366,0.050592001527547836,47.822689056396484,183.7295379638672,0.08028800040483475,283.3867492675781
0.15,2,3,6000000.0,0.4,143,9.957119941711426,4.532256126403809,1.8287999629974365,0.0504320003092289,40.83456039428711,155.34483337402344,0.08102399855852127,244.18191528320312
0.15,1,2,6000000.0,0.4,144,9.875103950500488,4.9069437980651855,1.6496319770812988,0.0607680007815361,58.938079833984375,1789.68359375,0.09408000111579895,1913.19189453125
0.25,1,3,6000000.0,0.4,145,9.910911560058594,5.447391986846924,1.331936001777649,0.09843199700117111,53.033695220947266,138.60202026367188,0.17043200135231018,236.13955688476562
0.1,70,1,6000000.0,0.4,146,9.886367797851562,5.336031913757324,0.8421760201454163,0.06425599753856659,17.40265655517578,3.8726720809936523,0.1379839926958084,36.76220703125
0.15,5,2,6000000.0,0.4,147,9.923551559448242,5.417920112609863,1.4144960045814514,0.08556800335645676,49.50726318359375,2242.5341796875,0.15414400398731232,2359.9755859375
0,100,1,6000000.0,0.4,148,9.905728340148926,5.342624187469482,0.7249280214309692,0.0684799998998642,18.083871841430664,4.614687919616699,0.13708800077438354,37.80905532836914
0.05,90,1,8880000.000000002,0.4,149,9.92249584197998,5.372255802154541,0.7676800042390823,0.06435199826955795,18.037792205810547,4.174367904663086,0.1313920021057129,37.753440856933594
0.1,90,1,8880000.000000002,0.2,150,9.927616119384766,5.476319789886475,0.8973119854927063,0.0655359998345375,18.258399963378906,4.602560043334961,0.1372160017490387,38.80249786376953
0.2,3,2,8880000.000000002,0.2,151,9.942336082458496,4.519680023193359,1.4709120392799377,0.047680001705884933,44.220096588134766,2282.914306640625,0.0767040029168129,2399.460205078125
0.05,3,3,8880000.000000002,0.2,152,9.936863899230957,4.543519973754883,1.6960960030555725,0.0514880008995533,64.01042938232422,178.55853271484375,0.08230400085449219,294.5683288574219
0.05,1,3,8880000.000000002,0.2,153,9.879487991333008,5.384575843811035,1.203583985567093,0.09040000289678574,65.76019287109375,175.55416870117188,0.1610880047082901,293.1648864746094
0.15,1,3,6000000.0,0.2,154,9.91327953338623,4.883711814880371,1.434656023979187,0.05724800005555153,60.7492790222168,163.70999145507812,0.09001599997282028,274.5123596191406
0,3,2,6000000.0,0.2,155,9.875136375427246,5.563744068145752,1.7796799540519714,0.08687999844551086,55.14963150024414,1711.8919677734375,0.15760000050067902,1839.3204345703125
0.2,100,1,6000000.0,0.2,156,9.931136131286621,5.370848178863525,1.3150400221347809,0.06675200164318085,17.798112869262695,5.171167850494385,0.1364160031080246,38.97420883178711
0.05,3,2,6000000.0,0.2,157,9.928607940673828,4.571328163146973,1.4709440469741821,0.047839999198913574,43.70355224609375,1857.9296875,0.0785600021481514,1974.51025390625
