pruning_thresh,quality,technique,bandwidth,drop,frame_id,sparsity,decomposability,regularity,pictoriality,compression_ratio,datasize_est,datasize_real,reconstruct_snr,target_cmp,target_snr,consumed_bw
0.21,2,3,6000000.0,0.5,368,0.9627403846153846,-1,-1,-1,53.67741935483871,6448,224649,7.526329755783081,60.03596069192882,7.864293903112413,614095.2380952381
0.21,2,3,6000000.0,0.5,369,0.9655256102071006,-1,-1,-1,58.01407978545089,5966,222653,8.144347071647644,60.03596069192882,7.864293903112413,568190.4761904762
0.2,4,3,6000000.0,0.4,370,0.9570659208579881,-1,-1,-1,46.58304172274563,7430,228453,9.00680959224701,44.09070063694268,20.277090072631836,707619.0476190477
0.2,4,3,6000000.0,0.4,371,0.9595622226331361,-1,-1,-1,49.45870248642469,6998,226441,9.641112089157104,44.09070063694268,20.277090072631836,666476.1904761905
0.2,4,3,6000000.0,0.4,372,0.964138775887574,-1,-1,-1,55.77054463422494,6206,224429,10.285011529922485,44.09070063694268,20.277090072631836,591047.619047619
0.2,4,3,6000000.0,0.4,373,0.9708995931952663,-1,-1,-1,68.7275615567911,5036,228453,10.711458921432495,44.09070063694268,20.277090072631836,479619.0476190477
0.2,4,3,6000000.0,0.4,374,0.9769669933431953,-1,-1,-1,86.83191169091822,3986,226441,11.035168170928955,44.09070063694268,20.277090072631836,379619.04761904763
0.2,4,3,6000000.0,0.4,375,0.9820404955621301,-1,-1,-1,111.36164736164736,3108,226441,11.224178075790405,44.09070063694268,20.277090072631836,296000.00000000006
0.2,4,3,6000000.0,0.4,376,0.9826876849112426,-1,-1,-1,115.52469959946596,2996,224429,11.387295722961426,44.09070063694268,20.277090072631836,285333.3333333334
0.2,4,3,3399999.9999999986,0.4,377,0.9828032544378699,-1,-1,-1,116.3010752688172,2976,224429,11.52411699295044,111.36164736164736,11.305736899375916,283428.5714285715
0.2,4,3,3399999.9999999986,0.4,378,0.9870562130177515,-1,-1,-1,154.5142857142857,2240,224429,11.666048765182495,111.36164736164736,11.305736899375916,213333.33333333334
0.2,4,3,3399999.9999999986,0.4,379,0.9851377588757396,-1,-1,-1,134.5692068429238,2572,226441,11.751294136047363,111.36164736164736,11.305736899375916,244952.38095238098
0.2,4,3,6000000.0,0.4,380,0.9849759615384616,-1,-1,-1,133.12,2600,228453,11.806502342224121,134.5692068429238,11.70867145061493,247619.04761904763
0.2,4,3,6000000.0,0.4,381,0.9883737056213018,-1,-1,-1,172.02385685884693,2012,224429,11.862797737121582,134.5692068429238,11.70867145061493,191619.04761904763
0.2,4,3,6000000.0,0.4,382,0.9861894415680473,-1,-1,-1,144.81673640167364,2390,224429,12.047395706176758,134.5692068429238,11.70867145061493,227619.04761904763
0.2,4,3,6000000.0,0.4,383,0.9845599112426036,-1,-1,-1,129.53293413173654,2672,224429,12.092950344085693,134.5692068429238,11.70867145061493,254476.1904761905
0.2,4,3,6000000.0,0.4,384,0.9884199334319527,-1,-1,-1,172.71057884231536,2004,228453,12.098262310028076,134.5692068429238,11.70867145061493,190857.14285714287
0.2,4,3,6000000.0,0.4,385,0.9845714681952663,-1,-1,-1,129.62996254681647,2670,224429,12.176471948623657,134.5692068429238,11.70867145061493,254285.71428571432
0.2,4,3,6000000.0,0.4,386,0.9810350406804734,-1,-1,-1,105.4576477757465,3282,226441,12.183043956756592,134.5692068429238,11.70867145061493,312571.4285714286
0.2,4,3,6000000.0,0.4,387,0.9877727440828402,-1,-1,-1,163.56899810964083,2116,224429,12.276891469955444,134.5692068429238,11.70867145061493,201523.80952380956
0.2,4,3,6000000.0,0.4,388,0.9798909023668639,-1,-1,-1,99.45747126436781,3480,226441,12.233953475952148,134.5692068429238,11.70867145061493,331428.5714285715
0.2,4,3,6000000.0,0.4,389,0.9848026072485208,-1,-1,-1,131.60152091254753,2630,226441,12.487403154373169,134.5692068429238,11.70867145061493,250476.1904761905
0.2,4,3,6000000.0,0.4,390,0.9887435281065089,-1,-1,-1,177.67556468172484,1948,220405,12.556456327438354,134.5692068429238,11.70867145061493,185523.80952380956
0.2,4,3,6000000.0,0.4,391,0.9878074149408284,-1,-1,-1,164.0341232227488,2110,224429,12.626675367355347,134.5692068429238,11.70867145061493,200952.38095238098
0.2,4,3,6000000.0,0.4,392,0.9873335798816568,-1,-1,-1,157.8978102189781,2192,222417,12.645643949508667,134.5692068429238,11.70867145061493,208761.9047619048
0.2,4,3,6000000.0,0.4,393,0.9908122226331361,-1,-1,-1,217.6805031446541,1590,226441,12.696090936660767,134.5692068429238,11.70867145061493,151428.57142857145
0.2,4,3,6000000.0,0.4,394,0.9883505917159763,-1,-1,-1,171.68253968253967,2016,226441,12.741506099700928,134.5692068429238,11.70867145061493,192000.00000000003
0.2,4,3,6000000.0,0.4,395,0.9881194526627219,-1,-1,-1,168.34241245136187,2056,226441,12.778253555297852,134.5692068429238,11.70867145061493,195809.52380952382
0.2,4,3,6000000.0,0.4,396,0.9911820451183432,-1,-1,-1,226.80996068152032,1526,222417,12.837221622467041,134.5692068429238,11.70867145061493,145333.33333333334
0.2,4,3,6000000.0,0.4,397,0.9893444896449705,-1,-1,-1,187.69631236442515,1844,224429,12.873176336288452,134.5692068429238,11.70867145061493,175619.04761904763
0.2,4,3,6000000.0,0.4,398,0.9867672892011834,-1,-1,-1,151.1406113537118,2290,220405,12.873170375823975,134.5692068429238,11.70867145061493,218095.2380952381
0.2,4,3,6000000.0,0.4,399,0.9905232988165681,-1,-1,-1,211.04390243902438,1640,222417,12.932381629943848,134.5692068429238,11.70867145061493,156190.4761904762
0.2,4,3,6000000.0,0.4,400,0.9864783653846154,-1,-1,-1,147.9111111111111,2340,224429,12.976006269454956,134.5692068429238,11.70867145061493,222857.14285714287
0.2,4,3,6000000.0,0.4,401,0.9828957100591716,-1,-1,-1,116.92972972972973,2960,222417,12.97683596611023,134.5692068429238,11.70867145061493,281904.76190476195
0.2,4,3,6000000.0,0.4,402,0.9871371116863905,-1,-1,-1,155.48607367475293,2226,226441,13.089441061019897,134.5692068429238,11.70867145061493,212000.00000000003
0.2,4,3,6000000.0,0.4,403,0.9808154585798816,-1,-1,-1,104.25060240963856,3320,224429,13.087140321731567,134.5692068429238,11.70867145061493,316190.4761904762
0.2,4,3,6000000.0,0.4,404,0.9860276442307693,-1,-1,-1,143.13978494623655,2418,226441,13.236547708511353,134.5692068429238,11.70867145061493,230285.71428571432
0.2,4,3,6000000.0,0.4,405,0.990442400147929,-1,-1,-1,209.25755743651754,1654,222417,13.324123620986938,134.5692068429238,11.70867145061493,157523.80952380953
0.2,4,3,6000000.0,0.4,406,0.9889515532544378,-1,-1,-1,181.02092050209205,1912,226441,13.463001251220703,134.5692068429238,11.70867145061493,182095.2380952381
0.2,4,3,6000000.0,0.4,407,0.98828125,-1,-1,-1,170.66666666666666,2028,226441,13.535215854644775,134.5692068429238,11.70867145061493,193142.85714285716
0.2,4,3,6000000.0,0.4,408,0.9917136649408284,-1,-1,-1,241.36122733612274,1434,224429,13.736445903778076,134.5692068429238,11.70867145061493,136571.42857142858
0.2,4,3,6000000.0,0.4,409,0.9893676035502958,-1,-1,-1,188.10434782608695,1840,222417,13.811942338943481,134.5692068429238,11.70867145061493,175238.09523809527
0.2,4,3,6000000.0,0.4,410,0.9891826923076923,-1,-1,-1,184.88888888888889,1872,228453,13.895243406295776,134.5692068429238,11.70867145061493,178285.7142857143
0.2,4,3,6000000.0,0.4,411,0.9923839681952663,-1,-1,-1,262.6039453717754,1318,222417,13.950972557067871,134.5692068429238,11.70867145061493,125523.80952380954
0.2,4,3,6000000.0,0.4,412,0.9896911982248521,-1,-1,-1,194.00896860986546,1784,222417,13.976213932037354,134.5692068429238,11.70867145061493,169904.76190476192
0.2,4,3,6000000.0,0.4,413,0.9872064534023669,-1,-1,-1,156.32881662149956,2214,226441,13.993337154388428,134.5692068429238,11.70867145061493,210857.14285714287
0.2,4,3,6000000.0,0.4,414,0.9912976146449705,-1,-1,-1,229.82204515272244,1506,222417,14.107581377029419,134.5692068429238,11.70867145061493,143428.57142857145
0.2,4,3,6000000.0,0.4,415,0.9869406434911243,-1,-1,-1,153.14690265486726,2260,224429,14.1605544090271,134.5692068429238,11.70867145061493,215238.09523809527
0.2,4,3,6000000.0,0.4,416,0.9833117603550295,-1,-1,-1,119.8448753462604,2888,222417,14.12290096282959,134.5692068429238,11.70867145061493,275047.61904761905
0.2,4,3,6000000.0,0.4,417,0.987368250739645,-1,-1,-1,158.33119853613906,2186,226441,14.035998582839966,134.5692068429238,11.70867145061493,208190.4761904762
0.2,4,3,6000000.0,0.4,418,0.980387851331361,-1,-1,-1,101.97760754272245,3394,224429,13.854446411132812,134.5692068429238,11.70867145061493,323238.09523809527
0.2,4,3,6000000.0,0.4,419,0.9852302144970414,-1,-1,-1,135.41158059467918,2556,226441,14.00475025177002,134.5692068429238,11.70867145061493,243428.57142857145
0.2,4,3,6000000.0,0.4,420,0.9901188054733728,-1,-1,-1,202.4046783625731,1710,228453,13.929201364517212,134.5692068429238,11.70867145061493,162857.14285714287
0.2,4,3,6000000.0,0.4,421,0.9885355029585798,-1,-1,-1,174.4516129032258,1984,228453,13.869733810424805,134.5692068429238,11.70867145061493,188952.38095238098
0.2,4,3,6000000.0,0.4,422,0.9883274778106509,-1,-1,-1,171.34257425742575,2020,224429,13.930563926696777,134.5692068429238,11.70867145061493,192380.9523809524
0.2,4,3,6000000.0,0.4,423,0.9916558801775148,-1,-1,-1,239.6897506925208,1444,224429,14.069393873214722,134.5692068429238,11.70867145061493,137523.80952380953
0.2,4,3,6000000.0,0.4,424,0.9890208949704142,-1,-1,-1,182.1642105263158,1900,224429,14.1988205909729,134.5692068429238,11.70867145061493,180952.38095238098
0.2,4,3,6000000.0,0.4,425,0.9892982618343196,-1,-1,-1,186.88552915766738,1852,222417,14.241821765899658,134.5692068429238,11.70867145061493,176380.9523809524
0.2,4,3,6000000.0,0.4,426,0.9924417529585798,-1,-1,-1,264.61162079510706,1308,224429,14.237029552459717,134.5692068429238,11.70867145061493,124571.42857142858
0.2,4,3,6000000.0,0.4,427,0.9894716161242604,-1,-1,-1,189.96267837541163,1822,222417,14.175963401794434,134.5692068429238,11.70867145061493,173523.80952380956
0.2,4,3,6000000.0,0.4,428,0.9871486686390533,-1,-1,-1,155.62589928057554,2224,226441,14.197450876235962,134.5692068429238,11.70867145061493,211809.52380952385
0.2,4,3,6000000.0,0.4,429,0.9906966531065089,-1,-1,-1,214.97639751552796,1610,224429,14.169209003448486,134.5692068429238,11.70867145061493,153333.33333333334
0.2,4,3,6000000.0,0.4,430,0.9868944156804734,-1,-1,-1,152.60670194003526,2268,220405,14.239448308944702,134.5692068429238,11.70867145061493,216000.00000000003
0.2,4,3,6000000.0,0.4,431,0.9772905880177515,-1,-1,-1,88.06921119592876,3930,220405,13.994600772857666,134.5692068429238,11.70867145061493,374285.7142857143
0.2,4,3,6000000.0,0.4,432,0.9808963572485208,-1,-1,-1,104.69207501512402,3306,226441,14.07955288887024,134.5692068429238,11.70867145061493,314857.1428571429
0.2,4,3,6000000.0,0.4,433,0.9840745192307693,-1,-1,-1,125.58490566037736,2756,226441,14.132139682769775,134.5692068429238,11.70867145061493,262476.19047619053
0.2,4,3,6000000.0,0.4,434,0.9871948964497042,-1,-1,-1,156.18772563176896,2216,226441,14.283922910690308,134.5692068429238,11.70867145061493,211047.61904761908
0.2,4,3,6000000.0,0.4,435,0.9911820451183432,-1,-1,-1,226.80996068152032,1526,220405,14.40272569656372,134.5692068429238,11.70867145061493,145333.33333333334
0.2,4,3,6000000.0,0.4,436,0.9889977810650887,-1,-1,-1,181.78151260504202,1904,216381,14.463422298431396,134.5692068429238,11.70867145061493,181333.33333333334
0.2,4,3,6000000.0,0.4,437,0.9883043639053254,-1,-1,-1,171.00395256916997,2024,224429,14.477393627166748,134.5692068429238,11.70867145061493,192761.9047619048
0.2,4,3,6000000.0,0.4,438,0.9915980954142012,-1,-1,-1,238.04126547455294,1454,220405,14.46079134941101,134.5692068429238,11.70867145061493,138476.1904761905
0.2,4,3,6000000.0,0.4,439,0.989529400887574,-1,-1,-1,191.01103752759383,1812,216381,14.490129947662354,134.5692068429238,11.70867145061493,172571.42857142858
0.2,4,3,6000000.0,0.4,440,0.9892867048816568,-1,-1,-1,186.6839266450917,1854,222417,14.57118272781372,134.5692068429238,11.70867145061493,176571.42857142858
0.2,4,3,6000000.0,0.4,441,0.9920372596153846,-1,-1,-1,251.16981132075472,1378,222417,14.569201469421387,134.5692068429238,11.70867145061493,131238.09523809527
0.2,4,3,6000000.0,0.4,442,0.9896218565088757,-1,-1,-1,192.71269487750556,1796,222417,14.46382999420166,134.5692068429238,11.70867145061493,171047.61904761905
0.2,4,3,6000000.0,0.4,443,0.9876802884615384,-1,-1,-1,162.34146341463415,2132,224429,14.419910907745361,134.5692068429238,11.70867145061493,203047.61904761908
0.2,4,3,6000000.0,0.4,444,0.9910433616863905,-1,-1,-1,223.29806451612905,1550,226441,14.437035322189331,134.5692068429238,11.70867145061493,147619.04761904763
0.2,4,3,6000000.0,0.4,445,0.9869290865384616,-1,-1,-1,153.01149425287358,2262,222417,14.424372911453247,134.5692068429238,11.70867145061493,215428.57142857145
0.2,4,3,6000000.0,0.4,446,0.9820289386094675,-1,-1,-1,111.29003215434084,3110,226441,14.363670349121094,134.5692068429238,11.70867145061493,296190.4761904762
0.2,4,3,6000000.0,0.4,447,0.9883737056213018,-1,-1,-1,172.02385685884693,2012,224429,14.34768557548523,134.5692068429238,11.70867145061493,191619.04761904763
0.2,4,3,6000000.0,0.4,448,0.9797522189349113,-1,-1,-1,98.77625570776256,3504,222417,14.215264320373535,134.5692068429238,11.70867145061493,333714.28571428574
0.2,4,3,6000000.0,0.4,449,0.984455898668639,-1,-1,-1,128.66617100371747,2690,226441,14.284623861312866,134.5692068429238,11.70867145061493,256190.4761904762
0.2,4,3,6000000.0,0.4,450,0.9854844674556213,-1,-1,-1,137.78343949044586,2512,226441,14.048701524734497,134.5692068429238,11.70867145061493,239238.09523809527
