pruning_thresh,quality,technique,frame_id,datasize,sensitivity,map
0,0,0,1,86968,1.0,1.0
0,0,0,2,86968,1.0,1.0
0,0,0,3,86968,1.0,1.0
0,0,0,4,86968,1.0,1.0
0,0,0,5,86968,1.0,0.9428571428571428
0,0,0,6,86968,1.0,1.0
0,0,0,7,86968,1.0,1.0
0,0,0,8,86968,1.0,1.0
0,0,0,9,86968,1.0,1.0
0,0,0,10,86968,1.0,1.0
0,0,0,11,86968,1.0,1.0
0,0,0,12,86968,1.0,1.0
0,0,0,13,86968,1.0,0.9666666666666667
0,0,0,14,86968,1.0,0.9428571428571428
0,0,0,15,86968,1.0,1.0
0,0,0,16,86968,1.0,1.0
0,0,0,17,86968,1.0,1.0
0,0,0,18,86968,1.0,1.0
0,0,0,19,86968,1.0,0.9428571428571428
0,0,0,20,86968,1.0,0.9666666666666667
0,0,0,21,86968,1.0,0.9666666666666667
0,0,0,22,86968,1.0,1.0
0,0,0,23,86968,1.0,1.0
0,0,0,24,86968,1.0,1.0
0,0,0,25,86968,1.0,1.0
0,0,0,26,86968,1.0,1.0
0,0,0,27,86968,1.0,1.0
0,0,0,28,86968,1.0,1.0
0,0,0,29,86968,1.0,1.0
0,0,0,30,86968,1.0,1.0
0,0,0,31,86968,1.0,0.95
0,0,0,32,86968,1.0,1.0
0,0,0,33,86968,1.0,0.8500000000000001
0,0,0,34,86968,1.0,0.8500000000000001
0,0,0,35,86968,1.0,0.8500000000000001
0,0,0,36,86968,1.0,0.8999999999999999
0,0,0,37,86968,1.0,0.8999999999999999
0,0,0,38,86968,1.0,0.8541666666666666
0,0,0,39,86968,1.0,0.875
0,0,0,40,86968,1.0,0.95
0,0,0,41,86968,1.0,0.95
0,0,0,42,86968,1.0,0.95
0,0,0,43,86968,1.0,0.95
0,0,0,44,86968,1.0,1.0
0,0,0,45,86968,1.0,1.0
0,0,0,46,86968,1.0,1.0
0,0,0,47,86968,1.0,1.0
0,0,0,48,86968,1.0,1.0
0,0,0,49,86968,1.0,1.0
0,0,0,50,86968,1.0,1.0
0,0,0,51,86968,1.0,1.0
0,0,0,52,86968,1.0,1.0
0,0,0,53,86968,1.0,1.0
0,0,0,54,86968,1.0,1.0
0,0,0,55,86968,1.0,1.0
0,0,0,56,86968,1.0,1.0
0,0,0,57,86968,1.0,1.0
0,0,0,58,86968,1.0,1.0
0,0,0,59,86968,1.0,1.0
0,0,0,60,86968,1.0,1.0
0,0,0,61,86968,1.0,1.0
0,0,0,62,86968,1.0,1.0
0,0,0,63,86968,1.0,1.0
0,0,0,64,86968,1.0,1.0
0,0,0,65,86968,1.0,1.0
0,0,0,66,86968,1.0,1.0
0,0,0,67,86968,1.0,1.0
