video_name,pruning_thresh,jepg_quality,head_time_mean,head_time_std,tail_time_mean,tail_time_std,framework_time_mean,framework_time_std,encode_time_mean,encode_time_std,decode_time_mean,decode_time_std,request_time_mean,request_time_std
b4fe0b47-a7819060,0.05,60,15.518676099777222,1.2337068844776435,4.772616958618164,0.13787936340294263,1.6853142380714417,0.07978708755918214,10.286827535629273,0.645436819815079,0.769628478884697,0.14263606628821598,16.256071348190307,1.213057383993144
b4fe0b47-a7819060,0.05,70,15.397985324859619,1.0839863902488533,4.759974737167358,0.06136656499967414,1.6174748837947845,0.13969141988161868,10.303363819122314,0.9628307951684218,0.8193084794282913,0.11944559404262745,16.11998426437378,1.0311640356597094
b4fe0b47-a7819060,0.05,80,15.848937292098999,1.2623936621048781,4.77255425453186,0.1570186529777159,1.646696642637253,0.12841080583243664,10.773236165046692,0.9250863616168538,0.9002131205797196,0.15062693806169267,16.76784035682678,1.4900886233453805
b4fe0b47-a7819060,0.05,90,15.454764804840089,1.016190125045174,4.7525385475158695,0.05744724845408714,1.6370719969272614,0.17353927829884172,11.742887945175172,1.0738581348169076,1.0387747174501418,0.09879616639231262,16.871127014160155,0.9451649246404116
b4fe0b47-a7819060,0.05,100,15.707257900238037,1.3212268653567552,4.852722244262695,0.7114832252814358,1.6334646368026733,0.16060558380525639,14.393093099594116,1.4423160210055879,1.530404475927353,0.1296327069992113,17.96843812942505,1.3495348957352389
b5fa32f1-4e9c7d32,0.05,60,15.539945554733276,1.023790940673964,4.712683830261231,0.1968213487286586,1.6462848055362702,0.15911513115861023,9.776426892280579,0.7515580268038506,0.7620630407333374,0.5996538084483216,16.118400974273683,1.044256841736284
b5fa32f1-4e9c7d32,0.05,70,16.03341951370239,1.6669633231753727,4.746446743011474,0.18238340898385072,1.5906588745117187,0.20562105789217403,9.701778903007508,1.2143805457941554,0.7719641584157944,0.10518950095662309,16.23331269264221,1.9424733304971014
b5fa32f1-4e9c7d32,0.05,80,15.535902347564697,1.1774537547301647,4.7696604871749875,0.1452226862198394,1.6357004809379578,0.1596546675103871,10.582573747634887,0.9458264489415228,0.8636454445123672,0.09951179425059568,16.544957361221314,0.8159155935088086
b5fa32f1-4e9c7d32,0.05,90,15.451579189300537,1.1640439933964617,4.758375363349915,0.1285681855783043,1.6238751995563507,0.13139221188505246,11.498780775070191,0.9549667575750133,1.088077761530876,0.6070715461143128,16.67222759246826,1.1392926690150398
b5fa32f1-4e9c7d32,0.05,100,15.837278413772584,1.4104943321925827,4.763993582725525,0.07774892964193476,1.612008000612259,0.14240422872956096,14.682401885986328,1.27668886445946,1.5417046403884889,0.13568844004308803,17.829445152282716,0.7224132731334008
b4c0a877-66fc6239,0.05,60,16.120638999938965,1.546676507224163,4.539162893295288,0.297711194955671,1.619604802131653,0.10148025510517854,9.168479671478272,0.466472390542121,0.5580640017986298,0.065063208489717,15.621294708251954,1.135050957599565
b4c0a877-66fc6239,0.05,70,16.250609903335572,1.9651773403801773,4.675837125778198,0.18756760592797067,1.602623997926712,0.11788224146733833,9.171688356399535,0.7702636672085195,0.591259840130806,0.065623413868701,15.727203197479248,0.7523751374399861
b4c0a877-66fc6239,0.05,80,16.32905795097351,1.8080638068502495,4.814977912902832,0.9906484831740251,1.629514878988266,0.08432008287176991,9.609972791671753,0.7243424582183033,0.6623641586303711,0.07264967851541397,15.99425952911377,1.242816051955274
b4c0a877-66fc6239,0.05,90,16.536472654342653,2.757844730959185,4.6984320068359375,0.23750280345238833,1.5817871987819672,0.14783457021154875,10.047260513305664,1.12219070430303,0.8134982401132583,0.1179527427931136,16.108001918792723,1.0962527975439578
b4c0a877-66fc6239,0.05,100,16.41844511985779,1.987054853578317,4.681151046752929,0.18685494150428744,1.5952857637405395,0.13642323889702163,13.892933082580566,1.625491183588343,1.3559689617156983,0.07139014579868999,17.018096923828125,0.9250285424028591
b49a1b50-186fb520,0.05,60,15.692969627380371,2.1351736542419717,4.2696818923950195,0.25459627713372446,1.6163475143909454,0.1489136308955016,9.67096896648407,0.9375628076146585,0.6404041618108749,0.07472129694392263,15.493599061965943,1.3085128782656996
b49a1b50-186fb520,0.05,70,15.671902379989625,1.829653855920555,4.272263054847717,0.25570726204031646,1.6389177644252777,0.0889375647231566,9.87280101776123,1.158623251821626,0.7651478421688079,0.6311305328289869,15.606566066741943,1.0269428948685746
