pruning_thresh,target_sparsity,quality,technique,bandwidth,mAP_drop,frame_id,model_head_time,model_tail_time,framework_head_time,framework_tail_time,framework_response_time,compression_time,decompression_time,overall_time
0.001,0.0,82,1,10191677.228446962,40,33,9.93932819366455,4.773312091827393,1.3247039914131165,0.029632000252604485,16.73744010925293,3.635807991027832,0.056095998734235764,34.94764709472656
0.001,0.0,84,1,9650879.299705038,40,34,9.94275188446045,4.490848064422607,1.0440000146627426,0.030112000182271004,13.23526382446289,4.577568054199219,0.05734400078654289,32.704158782958984
0.001,0.0,82,1,9131170.514761407,40,35,9.928511619567871,4.505055904388428,1.428736001253128,0.03030399978160858,14.424320220947266,2.5240960121154785,0.05692800134420395,31.564224243164062
0.024000000000000014,0.23,61,1,8634599.84837528,40,36,9.939519882202148,4.552095890045166,12.448832049965858,0.029888000339269638,14.081151962280273,2.5534720420837402,0.0562559999525547,42.41913604736328
0.037000000000000026,0.35,74,1,8163125.0522550605,40,37,9.943488121032715,4.531744003295898,18.594559967517853,0.0306560005992651,13.686047554016113,2.668191909790039,0.05859199911355972,48.20819091796875
0.014000000000000005,0.13,67,1,7718604.936536042,40,38,9.961695671081543,4.643807888031006,8.20128020644188,0.02924799919128418,14.563199996948242,2.7098240852355957,0.0549440011382103,39.27939224243164
0.02100000000000001,0.2,72,1,7302792.041339656,40,39,9.936256408691406,4.533152103424072,10.947295799851418,0.028736000880599022,25.487455368041992,17.938432693481445,0.05603199824690819,68.05644989013672
0.016000000000000007,0.15,80,1,6917325.727306897,40,40,10.002240180969238,4.598048210144043,8.559359565377235,0.030719999223947525,14.231871604919434,3.58841609954834,0.05676800012588501,40.11609649658203
0.01800000000000001,0.17,75,1,6563725.712346841,40,41,9.948384284973145,4.537792205810547,9.505408212542534,0.028736000880599022,15.07414436340332,3.529344081878662,0.055296000093221664,41.47654342651367
0.014000000000000005,0.13,68,1,6243386.080081886,40,42,9.934016227722168,4.4884161949157715,7.539104148745537,0.05788800120353699,13.609439849853516,3.4747519493103027,0.08806400001049042,38.25151824951172
0.07000000000000005,0.6,69,1,5957569.783611743,40,43,9.930591583251953,4.613311767578125,34.28950309753418,0.029823999851942062,16.6627197265625,3.519360065460205,0.05644800141453743,67.73881530761719
0.08700000000000006,0.69,61,1,5707403.666265227,40,44,10.041088104248047,4.521215915679932,41.59676867723465,0.04790399968624115,13.891936302185059,3.306015968322754,0.07539200037717819,72.66217803955078
0.09600000000000007,0.74,60,1,5493874.018970845,40,45,9.952799797058105,4.6102399826049805,46.25369483232498,0.028672000393271446,14.44979190826416,2.596224069595337,0.05539200082421303,76.58070373535156
0.05100000000000004,0.44,60,1,5317822.691761389,40,46,9.961600303649902,4.693183898925781,25.120543137192726,0.032575998455286026,14.160191535949707,2.683199882507324,0.09247999638319016,55.426944732666016
0.058000000000000045,0.51,60,1,5179943.774743153,40,47,9.93228816986084,4.653151988983154,28.656095534563065,0.05270399898290634,15.300928115844727,2.569567918777466,0.08294399827718735,59.97926330566406
0.07900000000000006,0.65,61,1,5080780.861615106,40,48,9.928095817565918,4.485151767730713,38.27385763823986,0.029055999591946602,14.475839614868164,2.6230080127716064,0.05536000058054924,68.62576293945312
0.10800000000000008,0.79,61,1,5020724.906526841,40,49,9.939040184020996,4.483615875244141,51.06668722629547,0.029184000566601753,13.574560165405273,2.5860800743103027,0.05548800155520439,80.44742584228516
0.1530000000000001,0.92,60,1,5000012.682724604,40,50,9.93455982208252,4.468736171722412,71.47440074384212,0.03046399913728237,13.497568130493164,2.4547839164733887,0.05641600117087364,100.68006134033203
0.17900000000000013,0.96,61,1,5018725.84906237,40,51,9.929056167602539,4.5412797927856445,83.60092735290527,0.029664000496268272,14.104736328125,2.7707200050354004,0.056352000683546066,113.71363067626953
0.1450000000000001,0.9,61,1,5076790.628058208,40,52,9.952768325805664,4.619103908538818,68.16207897663116,0.030368000268936157,14.642399787902832,2.528991937637329,0.056992001831531525,98.663330078125
0.09500000000000007,0.71,62,1,5173978.09676525,40,53,9.930720329284668,4.563327789306641,45.55516844987869,0.028831999748945236,14.343680381774902,2.6533119678497314,0.055743999779224396,75.91980743408203
0.06900000000000005,0.57,64,1,5309905.089310488,40,54,9.920703887939453,4.500639915466309,33.346913844347,0.029503999277949333,13.26028823852539,2.6483519077301025,0.05648000165820122,62.56227111816406
0.06800000000000005,0.57,62,1,5484035.70754309,40,55,9.93718433380127,4.472095966339111,32.66415996849537,0.03276799991726875,15.130463600158691,2.6026558876037598,0.0798719972372055,63.792415618896484
0.07700000000000005,0.63,62,1,5695683.433836451,40,56,9.943872451782227,4.579423904418945,37.14774498343468,0.028863999992609024,13.750656127929688,2.675935983657837,0.05446400120854378,66.90300750732422
0.07700000000000005,0.63,60,1,5944013.837714149,40,57,9.936511993408203,4.673279762268066,37.09238255023956,0.027807999402284622,15.089759826660156,2.5868799686431885,0.054336000233888626,68.07087707519531
0.10200000000000008,0.76,62,1,6228047.865628833,40,58,9.948160171508789,4.678880214691162,48.56896024942398,0.030208000913262367,14.473535537719727,2.700927972793579,0.056223999708890915,79.17008209228516
0.10100000000000008,0.75,60,1,6546665.7009239085,40,59,9.929120063781738,4.665760040283203,48.86995168030262,0.02969600073993206,14.435263633728027,2.652127981185913,0.05663999915122986,79.25990295410156
0.09200000000000007,0.7,62,1,6898611.178760007,40,60,9.948575973510742,4.5946879386901855,44.023774430155754,0.03686400130391121,15.129695892333984,2.6510400772094727,0.06905599683523178,75.16633605957031
0.09600000000000007,0.74,62,1,7282496.738600158,40,61,9.952256202697754,4.47811222076416,45.8676787763834,0.02969600073993206,13.701472282409668,2.6483840942382812,0.05648000165820122,75.55267333984375
0.10900000000000008,0.79,62,1,7696808.894728268,40,62,9.923583984375,4.62281608581543,52.30655828118324,0.03379200026392937,15.044351577758789,2.720576047897339,0.0798719972372055,83.48758697509766
0.03300000000000002,0.28,60,1,8139914.203233173,40,63,9.953472137451172,4.468031883239746,16.50255949795246,0.05116799846291542,14.1943359375,2.7039361000061035,0.07983999699354172,46.73551940917969
0.036000000000000025,0.33,60,1,8610065.70193316,40,64,9.927519798278809,4.514560222625732,18.234175086021423,0.046879999339580536,16.010303497314453,2.7433600425720215,0.0735040009021759,50.265472412109375
0.03000000000000002,0.28,60,1,9105409.79785125,40,65,9.920191764831543,4.487520217895508,15.310976073145866,0.02969600073993206,13.368160247802734,2.693120002746582,0.05555199831724167,44.630496978759766
0.03900000000000003,0.36,60,1,9623993.575087097,40,66,9.926176071166992,4.606400012969971,19.500191256403923,0.030047999694943428,14.449376106262207,2.667167901992798,0.0568000003695488,49.81568145751953
0.023000000000000013,0.21,60,1,10163772.494273901,40,67,9.927328109741211,4.661695957183838,12.032255619764328,0.030112000182271004,14.59113597869873,2.5971839427948,0.05734400078654289,42.42959976196289
0.004,0.03,60,1,10722618.453264814,40,68,9.921919822692871,4.4608001708984375,2.746879979968071,0.029184000566601753,13.395648002624512,2.4733119010925293,0.05478399991989136,31.75712013244629
0.002,0.01,74,1,11298328.177269334,40,69,9.92240047454834,4.546879768371582,1.910431981086731,0.028960000723600388,14.669055938720703,2.924288034439087,0.055296000093221664,32.756160736083984
0.001,0.0,61,1,11888631.905361177,40,70,9.948575973510742,4.562943935394287,1.3268799930810928,0.031328000128269196,14.399968147277832,3.2506558895111084,0.10099200159311295,32.29008102416992
0.001,0.0,60,1,12491202.339110576,40,71,9.976415634155273,4.616256237030029,1.3163199573755264,0.030719999223947525,14.742464065551758,3.1885759830474854,0.06143999844789505,32.596256256103516
0.002,0.01,87,1,13103663.818060804,40,72,9.936832427978516,4.567296028137207,1.907455950975418,0.02969600073993206,14.540672302246094,3.4384961128234863,0.05632000043988228,33.2632942199707
0.001,0.01,94,1,13723601.685874086,40,73,9.931424140930176,4.576863765716553,1.3194239884614944,0.028863999992609024,14.418463706970215,3.9441919326782227,0.05510399863123894,32.92006301879883
0.001,0.0,68,1,14348571.810220476,40,74,9.936351776123047,4.635647773742676,1.3684160113334656,0.029888000339269638,15.128416061401367,3.2660160064697266,0.09504000097513199,33.075870513916016
0.001,0.0,61,1,14976110.218877185,40,75,9.942943572998047,4.639264106750488,1.4392960220575333,0.06377600133419037,15.069567680358887,3.1443519592285156,0.09113600105047226,32.89235305786133
0.001,0.0,66,1,15603742.81404746,40,76,9.937664031982422,4.465792179107666,1.380319967865944,0.02879999950528145,15.034815788269043,3.2876479625701904,0.055296000093221664,32.957088470458984
0.001,0.0,67,1,16228995.126600085,40,77,9.934111595153809,4.5675201416015625,1.3502080589532852,0.02953599952161312,14.018303871154785,3.3007359504699707,0.05526399984955788,31.913631439208984
0.001,0.0,85,1,16849402.071772825,40,78,9.943424224853516,4.678271770477295,1.3951040208339691,0.02940800040960312,15.320832252502441,3.575551986694336,0.054368000477552414,33.53526306152344
0.001,0.0,93,1,17462517.667877614,40,79,9.946335792541504,4.611455917358398,1.334719955921173,0.05814399942755699,15.2041597366333,3.773024082183838,0.08988799899816513,33.57209777832031
0.001,0.0,92,1,18065924.679690998,40,80,9.93398380279541,4.53542423248291,1.3702079504728317,0.030432000756263733,15.220576286315918,3.663680076599121,0.05651199817657471,33.53452682495117
0.001,0.0,90,1,18657244.148510408,40,81,9.954463958740234,4.524415969848633,1.3266239762306213,0.050175998359918594,14.066304206848145,3.422624111175537,0.0791039988398552,32.05811309814453
0.001,0.0,93,1,19234144.771303564,40,82,9.934432029724121,4.53056001663208,1.327648013830185,0.05366399884223938,13.832511901855469,3.8084800243377686,0.09932799637317657,32.229217529296875
0.001,0.0,95,1,19794352.091973286,40,83,9.93388843536377,4.505248069763184,1.3451199531555176,0.02831999957561493,15.154879570007324,3.8709120750427246,0.05488000065088272,33.640865325927734
0.001,0.0,94,1,20335657.468500733,40,84,9.93552017211914,4.5832319259643555,1.3338879495859146,0.03174399957060814,14.700960159301758,3.7209279537200928,0.06172800064086914,33.14547348022461
0.001,0.0,93,1,20855926.780613814,40,85,9.928095817565918,4.513728141784668,1.3794559985399246,0.055296000093221664,14.654623985290527,3.7079360485076904,0.1157120019197464,32.953182220458984
0.001,0.0,87,1,21353108.843650274,40,86,9.955840110778809,4.879039764404297,1.4235520362854004,0.031968001276254654,15.136735916137695,3.338495969772339,0.060575999319553375,33.40083312988281
0.001,0.0,83,1,21825243.495443508,40,87,9.930335998535156,4.536416053771973,1.3564479500055313,0.030239999294281006,13.777824401855469,3.3588480949401855,0.057312000542879105,31.70534324645996
0.001,0.0,86,1,22270469.324348185,40,88,9.9399995803833,4.560160160064697,1.3431679606437683,0.04608000069856644,13.477855682373047,3.4635839462280273,0.07372800260782242,31.531967163085938
0.001,0.0,86,1,22687031.00793758,40,89,9.926048278808594,4.576223850250244,1.3844479471445084,0.030368000268936157,14.139679908752441,3.491424083709717,0.05696000158786774,32.20435333251953
0.001,0.0,93,1,23073286.233439505,40,90,9.93881607055664,4.5550079345703125,0.8955840095877647,0.045343998819589615,14.503968238830566,4.557631969451904,0.09225600212812424,34.570526123046875
0.001,0.0,95,1,23427712.172626697,40,91,9.933600425720215,4.982560157775879,1.3419839441776276,0.04912000149488449,15.098912239074707,4.182720184326172,0.07734400033950806,33.926368713378906
0.001,0.0,94,1,23748911.485634133,40,92,9.950495719909668,4.525440216064453,1.341984048485756,0.030271999537944794,14.887999534606934,3.6309759616851807,0.056063998490571976,33.13999938964844
0.001,0.0,93,1,24035617.830032934,40,93,9.954431533813477,4.546815872192383,1.3366720527410507,0.02969600073993206,14.743231773376465,3.8122880458831787,0.07612799853086472,33.10745620727539
0.001,0.0,93,1,24286700.853441153,40,94,9.933823585510254,4.598207950592041,1.3398720026016235,0.04505600035190582,15.04751968383789,3.592223882675171,0.08499199897050858,33.200767517089844
0.001,0.0,85,1,24501170.649987787,40,95,9.943103790283203,4.646912097930908,1.0121279954910278,0.028672000393271446,14.660736083984375,3.3530240058898926,0.055296000093221664,32.78268814086914
0.001,0.0,93,1,24678181.663060226,40,96,9.960960388183594,4.439072132110596,1.3745920360088348,0.02969600073993206,13.874143600463867,3.749023914337158,0.05628800019621849,32.246910095214844
0.001,0.0,96,1,24817036.01894843,40,97,9.963616371154785,4.4970879554748535,1.3886400163173676,0.02876799926161766,14.440735816955566,4.200287818908691,0.05443200096487999,33.31244659423828
0.001,0.0,95,1,24917186.278242745,40,98,9.926719665527344,4.624415874481201,1.3600320219993591,0.03094400092959404,13.851776123046875,3.689055919647217,0.058559998869895935,32.11884689331055
0.001,0.0,94,1,24978237.594137866,40,99,9.938015937805176,4.658944129943848,1.389120027422905,0.02864000014960766,15.38976001739502,3.750976085662842,0.054976001381874084,33.74208068847656
0.001,0.0,94,1,24999949.269133754,40,100,9.943967819213867,4.516831874847412,1.3396160453557968,0.03155200183391571,14.776000022888184,3.6610560417175293,0.07388799637556076,33.08668899536133
0.001,0.0,89,1,24982235.703996107,40,101,9.934720039367676,4.529759883880615,1.3201280236244202,0.029759999364614487,14.845760345458984,3.3083839416503906,0.05632000043988228,32.690433502197266
0.001,0.0,94,1,24925166.735235136,40,102,9.949664115905762,4.6064958572387695,1.3436799943447113,0.0297279991209507,14.701663970947266,3.665440082550049,0.05539200082421303,33.0871696472168
0.001,0.0,97,1,24828967.359772027,40,103,9.953248023986816,4.540800094604492,1.363647997379303,0.02969600073993206,15.695775985717773,4.197535991668701,0.05632000043988228,34.563232421875
0.001,0.0,97,1,24694016.84787868,40,104,9.939647674560547,4.6326398849487305,1.3266559541225433,0.02969600073993206,15.056256294250488,3.9869120121002197,0.05536000058054924,33.67491149902344
0.001,0.0,97,1,24520847.24788798,40,105,9.94320011138916,4.575679779052734,1.397887960076332,0.029823999851942062,15.47158432006836,4.235616207122803,0.05734400078654289,34.36931228637695
0.001,0.0,97,1,24310141.28856981,40,106,9.973376274108887,4.669695854187012,1.3295680582523346,0.030592000111937523,14.836128234863281,4.285696029663086,0.05737600103020668,33.72969436645508
0.001,0.0,84,1,24062729.687442847,40,107,9.921792030334473,4.591263771057129,1.3204160034656525,0.029184000566601753,13.550111770629883,3.388063907623291,0.05632000043988228,31.527679443359375
0.001,0.0,75,1,23779587.87563416,40,108,9.978655815124512,4.526048183441162,1.3266560286283493,0.02876799926161766,14.308511734008789,3.3929920196533203,0.05471999943256378,32.333152770996094
0.001,0.0,82,1,23461832.152199067,40,109,9.949952125549316,4.468736171722412,1.3529920279979706,0.028672000393271446,13.290176391601562,3.4054720401763916,0.05536000058054924,31.31635284423828
0.001,0.0,83,1,23110715.283062987,40,110,10.031999588012695,4.457119941711426,0.9970879852771759,0.02969600073993206,14.365407943725586,4.149792194366455,0.055296000093221664,33.420833587646484
0.001,0.0,91,1,22727621.561936628,40,111,9.946751594543457,4.548480033874512,1.3421440124511719,0.029023999348282814,14.056768417358398,3.822335958480835,0.05632000043988228,32.48166275024414
0.001,0.0,95,1,22314061.35267709,40,112,9.929375648498535,4.522304058074951,1.3528960645198822,0.028863999992609024,14.859007835388184,3.9803519248962402,0.0544000007212162,33.38899230957031
0.001,0.0,94,1,21871665.13461192,40,113,9.918656349182129,4.500607967376709,1.3113280087709427,0.0306560005992651,14.4933443069458,3.5585598945617676,0.05728000029921532,32.64723205566406
0.001,0.0,93,1,21402177.07430256,40,114,9.93507194519043,4.467904090881348,1.3255680054426193,0.029791999608278275,13.987615585327148,3.5683839321136475,0.05651199817657471,32.1363525390625
0.001,0.0,93,1,20907448.149090927,40,115,9.944607734680176,4.562464237213135,1.3227199614048004,0.029888000339269638,15.206879615783691,3.555903911590576,0.05676800012588501,33.30160140991211
0.001,0.0,93,1,20389428.849539775,40,116,9.944352149963379,4.55452823638916,1.3656319975852966,0.029920000582933426,14.46566390991211,3.668447971343994,0.05660799890756607,32.729888916015625
0.001,0.0,91,1,19850161.489537805,40,117,9.929920196533203,4.596159934997559,1.336608037352562,0.02969600073993206,14.20464038848877,3.3987200260162354,0.05536000058054924,32.146209716796875
0.001,0.0,84,1,19291772.154387258,40,118,9.930975914001465,4.773983955383301,1.334111973643303,0.0307839997112751,15.549856185913086,3.45033597946167,0.05766399949789047,33.61190414428711
0.001,0.0,88,1,18716462.31861903,40,119,9.944543838500977,4.8442559242248535,1.3235839903354645,0.028831999748945236,15.084256172180176,3.4537599086761475,0.055296000093221664,33.107486724853516
0.001,0.0,89,1,18126500.166582465,40,120,9.977312088012695,4.594207763671875,1.3093760162591934,0.03276799991726875,15.695551872253418,3.6305599212646484,0.06143999844789505,33.97180938720703
0.001,0.0,92,1,17524211.650028676,40,121,9.931327819824219,4.615968227386475,0.9153920263051987,0.031039999797940254,17.611072540283203,4.711872100830078,0.060416001826524734,37.747615814208984
0.001,0.0,90,1,16911971.31794344,40,122,9.94876766204834,4.62332820892334,1.3329600393772125,0.0307839997112751,14.34284782409668,3.803839921951294,0.05852799862623215,32.72265625
0.001,0.0,89,1,16292192.954783283,40,123,9.940671920776367,4.635519981384277,1.3392960280179977,0.07529599964618683,14.773119926452637,3.6031360626220703,0.11727999895811081,32.99216079711914
0.001,0.0,75,1,15667320.06402403,40,124,9.951071739196777,4.54915189743042,1.2169600538909435,0.04915200173854828,15.203680038452148,3.988352060317993,0.09318400174379349,34.47846221923828
0.001,0.0,67,1,15039816.234540788,40,125,9.964192390441895,4.529248237609863,1.3356480449438095,0.02860799990594387,14.580448150634766,3.337696075439453,0.05580800026655197,32.51923370361328
0.001,0.0,73,1,14412155.427800389,40,126,9.945664405822754,4.713183879852295,1.3521599471569061,0.03174399957060814,15.871904373168945,2.3585920333862305,0.06143999844789505,32.85145568847656
0.001,0.0,74,1,13786812.224159418,40,127,9.93836784362793,4.5917439460754395,1.3274879455566406,0.03171199932694435,14.524383544921875,2.4968318939208984,0.0931520015001297,31.5199031829834
0.001,0.0,89,1,13166252.066722194,40,128,9.957280158996582,4.607391834259033,1.3150399774312973,0.04224000126123428,14.962976455688477,3.4075520038604736,0.10649599879980087,32.97923278808594
0.001,0.0,93,1,12552921.541222919,40,129,9.912256240844727,4.698336124420166,1.3465920388698578,0.03276799991726875,14.28774356842041,3.6539199352264404,0.06185600161552429,32.68396759033203
0.001,0.0,91,1,11949238.730253607,40,130,9.938495635986328,4.458079814910889,1.3576319366693497,0.0297279991209507,13.917407989501953,3.571903944015503,0.05552000179886818,32.13148880004883
0.001,0.0,89,1,11357583.679867167,40,131,9.950719833374023,4.805535793304443,1.3342080265283585,0.02969600073993206,14.59068775177002,3.2819199562072754,0.05596800148487091,32.491455078125
0.006,0.05,60,1,10780289.016140964,40,132,9.945119857788086,4.447968006134033,3.8958719968795776,0.02908799983561039,13.920831680297852,3.2902719974517822,0.05532800033688545,34.36006546020508
0.003,0.02,61,1,10219630.748695897,40,133,9.936544418334961,4.671775817871094,2.34483203291893,0.028831999748945236,14.364031791687012,2.418623924255371,0.055296000093221664,32.41020965576172
0.002,0.01,82,1,9677819.297428336,40,134,9.939135551452637,4.506368160247803,1.8250879645347595,0.02953599952161312,13.434271812438965,2.6011199951171875,0.05587200075387955,31.044736862182617
0.002,0.01,91,1,9156990.777832285,40,135,9.956992149353027,4.514944076538086,1.8874240070581436,0.028960000723600388,14.221599578857422,3.7576639652252197,0.05446400120854378,33.18195343017578
0.002,0.01,89,1,8659198.57927014,40,136,9.921440124511719,4.459296226501465,1.844160035252571,0.030400000512599945,13.69705581665039,3.57260799407959,0.0562559999525547,32.403358459472656
0.002,0.01,85,1,8186405.269394652,40,137,9.928704261779785,4.547296047210693,1.49651201069355,0.04787199944257736,14.559743881225586,4.737919807434082,0.07539200037717819,34.638240814208984
0.03400000000000002,0.33,60,1,7740474.856639634,40,138,10.041024208068848,4.5201921463012695,16.973247915506363,0.03014400042593479,14.671072006225586,2.4895999431610107,0.05632000043988228,47.60044860839844
0.058000000000000045,0.51,73,1,7323165.441284642,40,139,9.966815948486328,4.4364800453186035,28.204416409134865,0.02969600073993206,13.314911842346191,2.6452479362487793,0.055296000093221664,57.39913558959961
0.02100000000000001,0.19,65,1,6936122.284067283,40,140,9.937215805053711,4.59449577331543,10.887039586901665,0.07206399738788605,14.793855667114258,2.6454079151153564,0.13766400516033173,41.52995300292969
0.02900000000000002,0.27,69,1,6580871.319670279,40,141,9.937631607055664,4.633791923522949,14.659552410244942,0.055424001067876816,15.501952171325684,2.575551986694336,0.10051199793815613,45.90323257446289
0.02100000000000001,0.2,67,1,6258813.140656849,40,142,9.942527770996094,4.557407855987549,10.92540818452835,0.02937600016593933,13.87718391418457,2.5666561126708984,0.054976001381874084,40.67337417602539
0.01900000000000001,0.18,67,1,5971217.475572914,40,143,9.92089557647705,4.489439964294434,10.103360250592232,0.028672000393271446,14.734016418457031,2.648576021194458,0.05503999814391136,40.83756637573242
0.02100000000000001,0.2,67,1,5719218.182986345,40,144,9.952672004699707,4.5266242027282715,11.037312120199203,0.02985600009560585,13.277567863464355,2.631648063659668,0.05734400078654289,40.16329574584961
0.03200000000000002,0.3,66,1,5503808.7811997365,40,145,9.958623886108398,4.501440048217773,16.121248424053192,0.029759999364614487,14.06281566619873,2.5629758834838867,0.05734400078654289,45.97353744506836
0.02000000000000001,0.18,70,1,5325838.531260695,40,146,9.933568000793457,4.491360187530518,10.323008462786674,0.02985600009560585,13.617823600769043,2.7692480087280273,0.05641600117087364,39.907806396484375
0.01800000000000001,0.17,66,1,5186009.088712838,40,147,9.921792030334473,4.546432018280029,9.623744368553162,0.029664000496268272,14.963423728942871,3.3566079139709473,0.05567999929189682,41.27753448486328
0.08400000000000006,0.68,64,1,5084871.737287886,40,148,9.95206356048584,4.528384208679199,40.50870215892792,0.05116799846291542,15.39356803894043,2.532288074493408,0.12256000190973282,71.77184295654297
0.046000000000000034,0.4,68,1,5022825.215445314,40,149,9.942239761352539,4.568064212799072,23.00966487824917,0.029152000322937965,14.215200424194336,2.558432102203369,0.08908800035715103,53.12275314331055
