pruning_thresh,quality,technique,bandwidth,mAP_drop,frame_id,sparsity,decomposability,regularity,pictoriality,datasize_est,datasize_real,reconstruct_snr,target_cmp,target_snr
80,0.1,1,6416020.756571224,20,57,-1,-1,-1,-1,6526,7270,12.676522731781006,86.31194022133188,30
70,0.1,1,6842071.7984432485,20,58,-1,-1,-1,-1,5352,6096,10.154143571853638,80.93735586434497,30
60,0.1,1,7319998.551385863,20,59,-1,-1,-1,-1,4434,5178,9.719280004501343,75.65291114643124,30
50,0.1,1,7847916.768140011,20,60,-1,-1,-1,-1,3385,4129,9.593231081962585,70.56384724264194,30
100,0.15,1,8423745.107900238,20,61,-1,-1,-1,-1,43887,44631,11.440975666046143,65.74026076366393,30
90,0.15,1,9045213.342092402,20,62,-1,-1,-1,-1,12808,13552,11.954132318496704,61.2234536716738,30
80,0.15,1,9709871.304849759,20,63,-1,-1,-1,-1,6249,6993,11.76351547241211,57.03259936343395,30
70,0.15,1,10415098.552899739,20,64,-1,-1,-1,-1,3955,4699,11.282339096069336,53.17080747601937,30
60,0.15,1,11158114.696776876,20,65,-1,-1,-1,-1,2849,3593,10.476913452148438,49.63017633794033,30
50,0.15,1,11935990.362630645,20,66,-1,-1,-1,-1,2133,2877,9.900248646736145,46.39574791663532,30
100,0.2,1,12745658.741410851,20,67,-1,-1,-1,-1,24683,25427,10.071215629577637,43.44845654785675,30
90,0.2,1,13583927.679897219,20,68,-1,-1,-1,-1,5220,5964,9.974988102912903,40.767237064986354,30
80,0.2,1,14447492.265904002,20,69,-1,-1,-1,-1,3277,4021,9.762480854988098,38.330472154459336,30
70,0.2,1,15332947.858041767,20,70,-1,-1,-1,-1,2474,3218,9.314305782318115,36.11694275145898,30
60,0.2,1,16236803.508665863,20,71,-1,-1,-1,-1,1984,2728,8.783895373344421,34.1064175411397,30
50,0.2,1,17155495.727091204,20,72,-1,-1,-1,-1,2177,2921,8.483584523200989,32.27998822123783,30
100,0.25,1,18085402.528811127,20,73,-1,-1,-1,-1,6861,7605,8.434612154960632,30.620230825263448,30
90,0.25,1,19022857.715330712,20,74,-1,-1,-1,-1,2939,3683,8.227697610855103,29.11125175234338,30
80,0.25,1,19964165.328315776,20,75,-1,-1,-1,-1,2297,3041,7.877079248428345,27.738660289221222,30
70,0.25,1,20905614.22107119,20,76,-1,-1,-1,-1,1871,2615,7.68196702003479,26.48949675163501,30
60,0.25,1,21843492.689900126,20,77,-1,-1,-1,-1,1880,2624,7.34407901763916,25.35213611951597,30
50,0.25,1,22774103.10765924,20,78,-1,-1,-1,-1,1816,2560,7.033969163894653,24.3161804169472,30
100,0.35,1,23693776.50181642,20,79,-1,-1,-1,-1,2144,2888,6.665714979171753,23.372348429029284,30
90,0.35,1,24598887.019536495,20,80,-1,-1,-1,-1,1774,2518,6.139926910400391,22.512368123004396,30
80,0.35,1,25485866.22276561,20,81,-1,-1,-1,-1,1545,2289,6.082572937011719,21.728874944235912,30
70,0.35,1,26351217.156955346,20,82,-1,-1,-1,-1,1728,2472,5.908470153808594,21.015317687283037,30
60,0.35,1,27191528.13795993,20,83,-1,-1,-1,-1,1514,2258,5.776325464248657,20.365872678811048,30
50,0.35,1,28003486.2027511,20,84,-1,-1,-1,-1,1414,2158,5.630764961242676,19.775366395116762,30
100,0,1,28783890.170920722,20,85,-1,-1,-1,-1,53336,54080,31.99338436126709,19.239206261267014,30
90,0,1,29529663.26547541,20,86,-1,-1,-1,-1,9599,10343,18.00986409187317,18.753319163224276,30
80,0,1,30237865.243165262,20,87,-1,-1,-1,-1,10964,11708,20.04563331604004,18.314097094707172,30
70,0,1,30905703.98652228,20,88,-1,-1,-1,-1,2580,3324,15.280108451843262,17.91834931964334,30
60,0,1,31530546.511906367,20,89,-1,-1,-1,-1,4291,5035,16.181164979934692,17.563260433525482,30
50,0,1,32109929.350159258,20,90,-1,-1,-1,-1,5260,6004,16.93159580230713,17.24635373566318,30
100,0.05,1,32641568.25894005,20,91,-1,-1,-1,-1,55828,56572,29.263694286346436,16.96545936785154,30
90,0.05,1,33123367.228451196,20,92,-1,-1,-1,-1,12403,13147,27.962749004364014,16.718686725917568,30
80,0.05,1,33553426.7450494,20,93,-1,-1,-1,-1,3298,4042,24.850687980651855,16.504400704220373,30
70,0.05,1,33930051.28016173,20,94,-1,-1,-1,-1,4423,5167,23.51790189743042,16.321201386565082,30
60,0.05,1,34251755.97498168,20,95,-1,-1,-1,-1,3010,3754,18.915538787841797,16.167906848469137,30
50,0.05,1,34517272.49459034,20,96,-1,-1,-1,-1,2551,3295,14.494483470916748,16.04353878443872,30
100,0.1,1,34725554.028422646,20,97,-1,-1,-1,-1,37742,38486,17.971389293670654,15.947310719556416,30
90,0.1,1,34875779.41736412,20,98,-1,-1,-1,-1,10470,11214,17.757256031036377,15.878618607281412,30
80,0.1,1,34967356.3912068,20,99,-1,-1,-1,-1,8997,9741,19.16075587272644,15.837033655173833,30
70,0.1,1,34999923.90370063,20,100,-1,-1,-1,-1,5725,6469,19.02442455291748,15.822297257664825,30
60,0.1,1,34973353.55599416,20,101,-1,-1,-1,-1,3510,4254,18.34641456604004,15.834317950475372,30
50,0.1,1,34887750.1028527,20,102,-1,-1,-1,-1,2577,3321,17.123191356658936,15.873170335358443,30
100,0.15,1,34743451.03965804,20,103,-1,-1,-1,-1,37246,37990,17.992680072784424,15.939095957044875,30
90,0.15,1,34541025.27181802,20,104,-1,-1,-1,-1,13409,14153,18.373128175735474,16.032506147170675,30
80,0.15,1,34281270.87183197,20,105,-1,-1,-1,-1,4797,5541,18.340657949447632,16.15398688311249,30
70,0.15,1,33965211.93285472,20,106,-1,-1,-1,-1,3363,4107,15.568962097167969,16.30430574361665,30
60,0.15,1,33594094.53116427,20,107,-1,-1,-1,-1,2955,3699,14.72109079360962,16.48442107842124,30
50,0.15,1,33169381.813451238,20,108,-1,-1,-1,-1,2362,3106,14.576425552368164,16.695493546262743,30
100,0.2,1,32692748.228298604,20,109,-1,-1,-1,-1,27727,28471,15.076473951339722,16.938900215205916,30
90,0.2,1,32166072.924594484,20,110,-1,-1,-1,-1,6446,7190,15.045818090438843,17.216251461538384,30
80,0.2,1,31591432.34290494,20,111,-1,-1,-1,-1,3054,3798,13.948330879211426,17.529410948800244,30
70,0.2,1,30971092.029015634,20,112,-1,-1,-1,-1,3025,3769,13.61302375793457,17.88051901693313,30
60,0.2,1,30307497.70191788,20,113,-1,-1,-1,-1,2458,3202,13.48863959312439,18.272019862760114,30
50,0.2,1,29603265.611453842,20,114,-1,-1,-1,-1,2128,2872,13.235423564910889,18.706692946258485,30
100,0.25,1,28861172.22363639,20,115,-1,-1,-1,-1,10370,11114,13.21909785270691,19.187689110786437,30
90,0.25,1,28084143.274309665,20,116,-1,-1,-1,-1,2957,3701,12.955386638641357,19.71857195681581,30
80,0.25,1,27275242.234306708,20,117,-1,-1,-1,-1,1871,2615,12.674219608306885,20.303365053288452,30
70,0.25,1,26437658.231580887,20,118,-1,-1,-1,-1,1656,2400,12.39051103591919,20.94660560134209,30
60,0.25,1,25574693.477928545,20,119,-1,-1,-1,-1,1626,2370,12.146075963973999,21.653405170932828,30
50,0.25,1,24689750.2498737,20,120,-1,-1,-1,-1,1613,2357,11.777516603469849,22.42951809538182,30
100,0.35,1,23786317.475043014,20,121,-1,-1,-1,-1,1482,2226,11.559746265411377,23.28141800768589,30
90,0.35,1,22867956.97691516,20,122,-1,-1,-1,-1,1606,2350,11.509425640106201,24.216382799697907,30
80,0.35,1,21938289.432174925,20,123,-1,-1,-1,-1,1406,2150,11.299939155578613,25.242587928839228,30
70,0.35,1,21000980.096036043,20,124,-1,-1,-1,-1,1404,2148,11.085234880447388,26.369207411635344,30
60,0.35,1,20059724.35181118,20,125,-1,-1,-1,-1,1442,2186,10.779846906661987,27.60652092160975,30
100,0.03,1,19118233.141700584,20,126,-1,-1,-1,-1,49608,50352,29.0967059135437,28.96602399894893,30
100,0.01,1,18180218.336239126,20,127,-1,-1,-1,-1,49746,50490,41.99399471282959,30.460536268485665,30
100,0.02,1,17249378.10008329,20,128,-1,-1,-1,-1,41530,42274,40.94960689544678,32.10429945861793,30
100,0.03,1,16329382.31183438,20,129,-1,-1,-1,-1,36332,37076,40.52466869354248,33.913052522425176,30
100,0.05,1,15423858.09538041,20,130,-1,-1,-1,-1,38995,39739,36.84528112411499,35.90406476612113,30
100,0.07,1,14536375.519800749,20,131,-1,-1,-1,-1,39928,40672,33.698410987854004,38.096098937845184,30
100,0.09,1,13670433.524211444,20,132,-1,-1,-1,-1,34663,35407,32.095134258270264,40.509263954154214,30
100,0.1,1,12829446.123043844,20,133,-1,-1,-1,-1,41277,42021,30.958247184753418,43.16470054037012,30
100,0.13,1,12016728.946142506,20,134,-1,-1,-1,-1,40635,41379,28.781285285949707,46.0840219066245,30
100,0.14,1,11235486.166748429,20,135,-1,-1,-1,-1,34870,35614,27.898306846618652,49.28840566231276,30
100,0.15,1,10488797.868905209,20,136,-1,-1,-1,-1,40890,41634,26.73758029937744,52.79720392378978,30
100,0.18,1,9779607.904091978,20,137,-1,-1,-1,-1,38149,38893,24.583349227905273,56.625910305492724,30
100,0.19,1,9110712.28495945,20,138,-1,-1,-1,-1,32751,33495,23.472888469696045,60.783304606623815,30
100,0.2,1,8484748.161926962,20,139,-1,-1,-1,-1,36102,36846,22.697577476501465,65.26760599506488,30
100,0.23,1,7904183.426100925,20,140,-1,-1,-1,-1,37913,38657,19.709055423736572,70.06153199473195,30
100,0.25,1,7371306.979505418,20,141,-1,-1,-1,-1,28649,29393,19.21797513961792,75.12632448216885,30
61,0.0,1,6888219.710985273,20,142,-1,-1,-1,-1,4726,5470,19.55834984779358,80.39511270478754,30
59,0.0,1,6456826.213359369,20,143,-1,-1,-1,-1,4016,4760,18.90228509902954,85.76647128185269,30
57,0.0,1,6078827.274479518,20,144,-1,-1,-1,-1,3183,3927,18.062539100646973,91.09967679537593,30
100,0.32,1,5755713.171799606,20,145,-1,-1,-1,-1,8592,9336,17.129863500595093,96.21382849883275,30
100,0.32,1,5488757.796891045,20,146,-1,-1,-1,-1,8515,9259,11.376148462295532,100.89335702035767,30
58,0.04,1,5279013.633069256,20,147,-1,-1,-1,-1,3761,4505,12.977604866027832,104.90202119027846,30
56,0.0,1,5127307.60593183,20,148,-1,-1,-1,-1,3262,4006,12.774206399917603,108.00584684237155,30
100,0.34,1,5034237.82316797,20,149,-1,-1,-1,-1,8021,8765,12.308070659637451,110.00259015405733,30
100,0.35,1,5000171.216492629,20,150,-1,-1,-1,-1,2828,3572,11.880162954330444,110.75204748457566,30
97,0.34,1,5025242.095002033,20,151,-1,-1,-1,-1,3353,4097,11.416101455688477,110.19950671645721,30
96,0.29,1,5109351.615654184,20,152,-1,-1,-1,-1,6531,7275,11.241525411605835,108.38541593092063,30
97,0.3,1,5252168.1729619,20,153,-1,-1,-1,-1,3865,4609,10.678465366363525,105.43820794826198,30
94,0.22,1,5453128.706362028,20,154,-1,-1,-1,-1,9091,9835,11.07333779335022,101.55256364184469,30
95,0.24,1,5711440.920106519,20,155,-1,-1,-1,-1,6348,7092,11.0330069065094,96.95963028357333,30
94,0.24,1,6026086.406923287,20,156,-1,-1,-1,-1,4864,5608,10.902889966964722,91.89698962228135,30
93,0.08,1,6395824.66313166,20,157,-1,-1,-1,-1,16480,17224,16.86581254005432,86.58448740663988,30
60,0.0,1,6819197.979382819,20,158,-1,-1,-1,-1,3814,4558,16.334409713745117,81.20884621245746,30
95,0.26,1,7294537.187742973,20,159,-1,-1,-1,-1,6795,7539,14.844813346862793,75.91697536761022,30
93,0.08,1,7819968.242461504,20,160,-1,-1,-1,-1,16266,17010,18.542250394821167,70.81604206434551,30
94,0.19,1,8393419.608478714,20,161,-1,-1,-1,-1,11171,11915,16.514954566955566,65.97778090834316,30
94,0.21,1,9012630.428544084,20,162,-1,-1,-1,-1,9165,9909,15.49986720085144,61.44479177201305,30
70,0.04,1,9675159.43674542,20,163,-1,-1,-1,-1,5628,6372,15.72568416595459,57.23721698030054,30
73,0.06,1,10378394.583307197,20,164,-1,-1,-1,-1,6121,6865,15.650352239608765,53.358850018162606,30
93,0.08,1,11119563.332711764,20,165,-1,-1,-1,-1,14778,15522,17.770038843154907,49.80224343620408,30
93,0.07,1,11895743.594542589,20,166,-1,-1,-1,-1,17838,18582,19.97885227203369,46.552718255801786,30
91,0.02,1,12703875.24395448,20,167,-1,-1,-1,-1,17569,18313,22.102134227752686,43.59136006656964,30
93,0.02,1,13540772.1863503,20,168,-1,-1,-1,-1,20906,21650,24.263553619384766,40.89716541854489,30
96,0.01,1,14403134.918699332,20,169,-1,-1,-1,-1,19522,20266,23.896069526672363,38.448518543073455,30
94,0.01,1,15287563.537973022,20,170,-1,-1,-1,-1,22474,23218,24.978067874908447,36.224163426988156,30
94,0.04,1,16190571.14541247,20,171,-1,-1,-1,-1,11844,12588,22.83132791519165,34.20380881108762,30
97,0.02,1,17108597.593780193,20,172,-1,-1,-1,-1,24959,25703,25.65701961517334,32.368474210961956,30
98,0.01,1,18038023.523397237,20,173,-1,-1,-1,-1,32277,33021,30.003485679626465,30.700658488536142,30
98,0.0,1,18975184.631628178,20,174,-1,-1,-1,-1,33591,34335,33.436408042907715,29.18439060018161,30
97,0.01,1,19916386.119555347,20,175,-1,-1,-1,-1,26150,26894,29.834718704223633,27.805205054558545,30
97,0.03,1,20857917.258886393,20,176,-1,-1,-1,-1,32150,32894,29.439566135406494,26.55007176059564,30
99,0.03,1,21796066.021663696,20,177,-1,-1,-1,-1,37200,37944,32.67350196838379,25.407300539904035,30
93,0.01,1,22727133.715098146,20,178,-1,-1,-1,-1,17866,18610,25.225214958190918,24.366433838162003,30
99,0.08,1,23647449.56382818,20,179,-1,-1,-1,-1,38433,39177,26.46397829055786,23.418136425463683,30
96,0.06,1,24553385.182113152,20,180,-1,-1,-1,-1,16369,17113,25.98616600036621,22.554087588843817,30
92,0.05,1,25441368.878903966,20,181,-1,-1,-1,-1,11319,12063,23.29409122467041,21.76687907934053,30
94,0.08,1,26307899.73939207,20,182,-1,-1,-1,-1,19419,20163,23.436009883880615,21.04992057464778,30
94,0.08,1,27149561.427520353,20,183,-1,-1,-1,-1,17624,18368,23.437776565551758,20.39735343343917,30
92,0.07,1,27963035.65503824,20,184,-1,-1,-1,-1,14341,15085,22.684085369110107,19.803972888766918,30
93,0.08,1,28745115.26399934,20,185,-1,-1,-1,-1,17987,18731,22.899200916290283,19.26515844219134,30
80,0.0,1,29492716.87112271,20,186,-1,-1,-1,-1,6082,6826,20.351879596710205,18.77681199802326,30
93,0.1,1,30202893.024167128,20,187,-1,-1,-1,-1,16911,17655,20.81545114517212,18.335303163074094,30
78,0.0,1,30872843.82239139,20,188,-1,-1,-1,-1,6810,7554,19.380602836608887,17.937421093626504,30
93,0.09,1,31499927.95528613,20,189,-1,-1,-1,-1,16732,17476,20.769646167755127,17.580332272063757,30
93,0.04,1,32081673.116056807,20,190,-1,-1,-1,-1,19225,19969,23.60795021057129,17.261543623260557,30
77,0.0,1,32615785.74880199,20,191,-1,-1,-1,-1,7512,8256,18.376647233963013,16.978870423820492,30
99,0.17,1,33100160.090958565,20,192,-1,-1,-1,-1,38963,39707,18.080559968948364,16.730408507941533,30
99,0.13,1,33532886.475363195,20,193,-1,-1,-1,-1,43856,44600,19.73780632019043,16.51451032725336,30
98,0.13,1,33912258.859199256,20,194,-1,-1,-1,-1,32453,33197,20.562405586242676,16.329764475414127,30
93,0.09,1,34236781.5501457,20,195,-1,-1,-1,-1,17131,17875,22.170288562774658,16.17497833985634,30
93,0.1,1,34505175.10320986,20,196,-1,-1,-1,-1,16396,17140,21.870136260986328,16.049163591941443,30
94,0.11,1,34716381.36499564,20,197,-1,-1,-1,-1,15594,16338,21.087934970855713,15.951524272583688,30
93,0.11,1,34869567.645519875,20,198,-1,-1,-1,-1,13840,14584,20.73979377746582,15.881447273153984,30
94,0.14,1,34964130.001129225,20,199,-1,-1,-1,-1,15301,16045,19.43794012069702,15.838495051417402,30
99,0.16,1,34999695.6155746,20,200,-1,-1,-1,-1,32319,33063,18.927123546600342,15.82240045977921,30
99,0.17,1,34976124.26985567,20,201,-1,-1,-1,-1,23662,24406,18.074951171875,15.833063598681147,30
78,0.03,1,34893508.8950404,20,202,-1,-1,-1,-1,6122,6866,18.54901671409607,15.870550642119904,30
75,0.0,1,34752175.205880255,20,203,-1,-1,-1,-1,5175,5919,17.405682802200317,15.935094615496112,30
76,0.0,1,34552680.41666543,20,204,-1,-1,-1,-1,6607,7351,17.317283153533936,16.027098138901593,30
76,0.0,1,34295811.044383034,20,205,-1,-1,-1,-1,10299,11043,19.126646518707275,16.147138182075384,30
76,0.0,1,33982579.807839155,20,206,-1,-1,-1,-1,9548,10292,18.62802505493164,16.29597291116354,30
76,0.0,1,33614221.63497056,20,207,-1,-1,-1,-1,6190,6934,17.770075798034668,16.474550742649825,30
76,0.0,1,33192188.794086717,20,208,-1,-1,-1,-1,10144,10888,17.828274965286255,16.684021756909786,30
76,0.0,1,32718145.168238293,20,209,-1,-1,-1,-1,8251,8995,17.724498510360718,16.925751663257206,30
76,0.0,1,32193959.695284836,20,210,-1,-1,-1,-1,6534,7278,17.277389764785767,17.20133855050788,30
76,0.0,1,31621698.999525104,20,211,-1,-1,-1,-1,10903,11647,18.283820152282715,17.512632702256656,30
76,0.0,1,31003619.243939705,20,212,-1,-1,-1,-1,8232,8976,17.81828284263611,17.861759804325025,30
76,0.0,1,30342157.235169377,20,213,-1,-1,-1,-1,5085,5829,16.79850935935974,18.251147922934052,30
96,0.17,1,29639920.816297382,20,214,-1,-1,-1,-1,26489,27233,17.23978042602539,18.683558685335857,30
76,0.0,1,28899678.58531356,20,215,-1,-1,-1,-1,9286,10030,18.225504159927368,19.162123148366895,30
75,0.0,1,28124348.9797947,20,216,-1,-1,-1,-1,9179,9923,18.465877771377563,19.690382891986232,30
96,0.12,1,27316988.77083616,20,217,-1,-1,-1,-1,29080,29824,20.272533893585205,20.27233691991773,30
75,0.0,1,26480781.011596978,20,218,-1,-1,-1,-1,8863,9607,19.888362884521484,20.912494981076208,30
72,0.0,1,25619022.487973116,20,219,-1,-1,-1,-1,5375,6119,18.536646366119385,21.615937932837696,30
96,0.11,1,24735110.720873456,20,220,-1,-1,-1,-1,28487,29231,20.7594633102417,22.388385734318828,30
96,0.09,1,23832530.57134462,20,221,-1,-1,-1,-1,32699,33443,23.17089080810547,23.23627356072058,30
96,0.1,1,22914840.501352366,20,222,-1,-1,-1,-1,28106,28850,23.865468502044678,24.16683633330625,30
73,0.0,1,21985658.54438912,20,223,-1,-1,-1,-1,6723,7467,20.21406888961792,25.188201612515627,30
96,0.11,1,21048648.041217387,20,224,-1,-1,-1,-1,26111,26855,21.833972930908203,26.30949023023196,30
72,0.0,1,20107503.19698775,20,225,-1,-1,-1,-1,5382,6126,20.282917022705078,27.540923135745675,30
96,0.11,1,19165934.51667232,20,226,-1,-1,-1,-1,28218,28962,22.157301902770996,28.89393154913845,30
96,0.11,1,18227654.176235624,20,227,-1,-1,-1,-1,27151,27895,22.731668949127197,30.381265446762306,30
96,0.13,1,17296361.387217592,20,228,-1,-1,-1,-1,23511,24255,22.308390140533447,32.01709235846885,30
77,0.05,1,16375727.812428923,20,229,-1,-1,-1,-1,7600,8344,21.274983882904053,33.81707404660757,30
74,0.03,1,15469383.090259343,20,230,-1,-1,-1,-1,6426,7170,19.886491298675537,35.79840235184943,30
96,0.17,1,14580900.524667937,20,231,-1,-1,-1,-1,21124,21868,19.692695140838623,37.97976668609167,30
74,0.03,1,13713782.99727549,20,232,-1,-1,-1,-1,7291,8035,19.69066619873047,40.381213565215305,30
73,0.04,1,12871449.157099199,20,233,-1,-1,-1,-1,8291,9035,19.417978525161743,43.023842400415745,30
68,0.0,1,12057219.942378677,20,234,-1,-1,-1,-1,4844,5588,18.132296800613403,45.929260861666684,30
67,0.0,1,11274305.487630574,20,235,-1,-1,-1,-1,4644,5388,17.108405828475952,49.11869743174602,30
66,0.0,1,10525792.467552152,20,236,-1,-1,-1,-1,5966,6710,16.466476917266846,52.6116396183123,30
96,0.18,1,9814631.92767024,20,237,-1,-1,-1,-1,23145,23889,16.696728467941284,56.423837804731,30
67,0.0,1,9143627.649714544,20,238,-1,-1,-1,-1,7327,8071,16.863092184066772,60.564495976308535,30
66,0.0,1,8515425.097584592,20,239,-1,-1,-1,-1,6066,6810,16.5640926361084,65.032478549671,30
65,0.0,1,7932500.987492058,20,240,-1,-1,-1,-1,7508,8252,16.805626153945923,69.81142528355146,30
64,0.03,1,7397153.523397848,20,241,-1,-1,-1,-1,6643,7387,16.595574617385864,74.86382407075202,30
96,0.26,1,6911493.336242147,20,242,-1,-1,-1,-1,9949,10693,15.915261507034302,80.12439180055634,30
57,0.0,1,6477435.162688689,20,243,-1,-1,-1,-1,4577,5321,15.708123445510864,85.49359215355454,30
56,0.0,1,6096690.296191512,20,244,-1,-1,-1,-1,4679,5423,15.328811407089233,90.83275893904853,30
95,0.27,1,5770759.840144914,20,245,-1,-1,-1,-1,5750,6494,14.552838802337646,95.96296074350126,30
98,0.3,1,5500928.789717466,20,246,-1,-1,-1,-1,3888,4632,13.799598217010498,100.67012702203019,30
