pruning_thresh,quality,technique,bandwidth,mAP_drop,frame_id,feasible,sensitivity,map
0,100,1,34970430.91989335,20,1,-1,0.5,0.5
0,90,1,34881840.25697317,20,2,-1,1.0,0.6666666666666666
0,80,1,34734577.28382728,20,3,-1,1.0,0.6666666666666666
0,70,1,34529222.59120898,20,4,-1,0.8,0.625
0,60,1,34266585.79903243,20,5,-1,0.6,0.5833333333333333
0,50,1,33947702.364410535,20,6,-1,0.6,0.75
0.05,100,1,33573829.49931972,20,7,-1,0.6666666666666666,0.59375
0.05,90,1,33146441.213986304,20,8,-1,0.6666666666666666,0.59375
0.05,80,1,32667222.505536392,20,9,-1,0.8333333333333334,0.6770833333333333
0.05,70,1,32138062.71482048,20,10,-1,0.6666666666666666,0.625
0.05,60,1,31561048.077604026,20,11,-1,0.8,0.875
0.05,50,1,30938453.499491103,20,12,-1,0.8,0.84375
0.1,100,1,30272733.58700893,20,13,-1,0.8,0.875
0.1,90,1,29566512.970213614,20,14,-1,0.8,0.84375
0.1,80,1,28822575.954970628,20,15,-1,1.0,0.75
0.1,70,1,28043855.54570636,20,16,-1,0.6,0.3888888888888889
0.1,60,1,27233421.88190912,20,17,-1,0.6666666666666666,0.575
0.1,50,1,26394470.13396903,20,18,-1,0.6666666666666666,0.45
0.15,100,1,25530307.90607815,20,19,-1,1.0,0.5595238095238095
0.15,90,1,24644342.19585536,20,20,-1,1.0,0.5595238095238095
0.15,80,1,23740065.962108318,20,21,-1,1.0,0.49999999999999994
0.15,70,1,22821044.35368957,20,22,-1,1.0,0.7261904761904762
0.15,60,1,21890900.65374034,20,23,-1,0.8,0.4722222222222222
0.15,50,1,20953301.994737215,20,24,-1,1.0,0.5833333333333333
0.2,100,1,20011944.900661,20,25,-1,1.0,0.7261904761904762
0.2,90,1,19070540.71328818,20,26,-1,1.0,0.7666666666666666
0.2,80,1,18132800.960062645,20,27,-1,0.8333333333333334,0.725
0.2,70,1,17202422.721235376,20,28,-1,0.8333333333333334,0.6111111111111112
0.2,60,1,16283074.053962823,20,29,-1,0.8333333333333334,0.5555555555555556
0.2,50,1,15378379.530830115,20,30,-1,0.8333333333333334,0.5347222222222222
0.25,100,1,14491905.949814126,20,31,-1,0.8333333333333334,0.5317460317460317
0.25,90,1,13627148.272025462,20,32,-1,1.0,0.6291666666666667
0.25,80,1,12787515.842670444,20,33,-1,1.0,0.5458333333333334
0.25,70,1,11976318.949557556,20,34,-1,1.0,0.8333333333333333
