split_layer,rank,sparsity,regularity,pictoriality,decomposability,jpeg_ratio,jpeg_snr,jpeg_mse,decomposition_ratio,decomposition_snr,decomposition_mse,regression_ratio,regression_snr,regression_mse,sketchml_ratio,sketchml_snr,sketchml_mse
6,50.765625,0.0,0.5414770748901632,0.5936542442620991,-0.9525240384615385,6.160659297627312,28.466274738311768,2.568898e-07,0.5121575869498307,109.98428344726562,1.811116e-15,15.720930232558139,6.8126749992370605,3.7592978e-05,4.3497527349960095,1.3637745380401611,0.00013182471
6,50.890625,0.0,0.5457732587557702,0.595014560000656,-0.9573317307692308,5.635901778154107,28.052968978881836,3.239799e-07,0.5108996008596868,110.0834846496582,2.0298609e-15,15.720930232558139,5.730226635932922,5.530857e-05,4.351475376859151,1.4104078710079193,0.00014954581
6,50.734375,0.0,0.5569988124121692,0.6067214388157522,-0.9513221153846154,6.2499909711437756,28.361551761627197,2.6555293e-07,0.5124730520480444,109.94999885559082,1.8420722e-15,15.720930232558139,6.486493945121765,4.0893738e-05,4.3536922080290825,1.3733871281147003,0.00013272952
6,50.8125,0.0,0.5489341454554784,0.600398887335958,-0.9543269230769231,6.0006588186341645,27.92332410812378,3.1107908e-07,0.5116851168511685,110.22533416748047,1.8309212e-15,15.720930232558139,6.102830767631531,4.7306414e-05,4.355500185615141,1.386776715517044,0.00014012816
6,50.84375,0.0,0.5497791230259648,0.6012677739854306,-0.9555288461538463,5.643207108792239,29.1794753074646,2.450165e-07,0.5113706207744315,110.03893852233887,2.0102476e-15,15.720930232558139,6.125614643096924,4.94973e-05,4.349780067864773,1.3001912832260132,0.00015035707
6,50.890625,0.0,0.544947065534072,0.5973703322933512,-0.9573317307692308,5.561506262704171,28.0794358253479,3.263912e-07,0.5108996008596868,110.59484481811523,1.8289326e-15,15.720930232558139,5.857921838760376,5.4436456e-05,4.352159343112044,1.3763122260570526,0.00015277446
6,50.796875,0.0,0.5577814555176491,0.6083310042183744,-0.9537259615384615,6.125388243414242,28.562514781951904,2.5844454e-07,0.511842509996924,109.82244491577148,1.933633e-15,15.720930232558139,6.081602573394775,4.5757115e-05,4.349834734632834,1.430998295545578,0.00013351161
6,50.875,0.0,0.5491277076671766,0.5993504131986267,-0.9567307692307692,5.53752619874246,26.878955364227295,4.208322e-07,0.5110565110565111,111.14460945129395,1.5759528e-15,15.720930232558139,5.744655132293701,5.4643566e-05,4.351393315355071,1.337716281414032,0.00015074153
6,50.78125,0.0,0.5438475917014829,0.5926459170102145,-0.953125,6.246381519581303,28.67089033126831,2.4837556e-07,0.512,108.85686874389648,2.3796376e-15,15.720930232558139,6.525019407272339,4.070951e-05,4.350026079142342,1.370229423046112,0.00013340586
6,50.921875,0.0,0.5387216694960104,0.5907758461956965,-0.9585336538461537,5.964054934261541,29.471466541290283,2.4070454e-07,0.5105860693464253,109.61111068725586,2.3308818e-15,15.720930232558139,5.234359502792358,6.385503e-05,4.353856507601059,1.4003373682498932,0.00015438223
