pruning_thresh,target_sparsity,quality,technique,bandwidth,mAP_drop,frame_id,sparsity,decomposability,regularity,pictoriality,datasize_est,datasize_real,reconstruct_snr,target_cmp,target_snr
0.11500000000000009,0.82,63,1,5080780.861615106,40,48,0.8201275887573964,-1,-1,-1,4947,5691,13.842616081237793,90.8290830161819,20
0.1320000000000001,0.87,60,1,5020724.906526841,40,49,0.8704465606508875,-1,-1,-1,4667,5411,13.378739356994629,91.91554511715002,20
0.1570000000000001,0.93,63,1,5000012.682724604,40,50,0.9301382211538461,-1,-1,-1,3210,3954,12.643297910690308,92.29629921962433,20
0.20600000000000016,0.98,61,1,5018725.84906237,40,51,0.9801220414201184,-1,-1,-1,2550,3294,12.025370597839355,91.95215689115271,20
0.11100000000000008,0.79,61,1,5076790.628058208,40,52,0.7912352071005917,-1,-1,-1,5228,5972,12.429256439208984,90.90047245914816,20
0.06100000000000005,0.5,61,1,5173978.09676525,40,53,0.5071653106508875,-1,-1,-1,5831,6575,13.154525756835938,89.19300739892653,20
0.07000000000000005,0.59,61,1,5309905.089310488,40,54,0.5914039386094675,-1,-1,-1,4832,5576,13.001255989074707,86.90977689896752,20
0.08200000000000006,0.66,61,1,5484035.70754309,40,55,0.6632419563609467,-1,-1,-1,5153,5897,12.891607284545898,84.15019363056192,20
0.08600000000000006,0.68,61,1,5695683.433836451,40,56,0.6804849297337278,-1,-1,-1,6019,6763,13.087457418441772,81.023229613698,20
0.07800000000000006,0.63,60,1,5944013.837714149,40,57,0.6322577662721893,-1,-1,-1,5006,5750,12.887108325958252,77.6382221283886,20
0.10200000000000008,0.76,62,1,6228047.865628833,40,58,0.7631980399408284,-1,-1,-1,7349,8093,13.183988332748413,74.09748232885036,20
0.09600000000000007,0.72,61,1,6546665.7009239085,40,59,0.7250947670118343,-1,-1,-1,6054,6798,13.133111000061035,70.49125276116347,20
0.07500000000000005,0.6,61,1,6898611.178760007,40,60,0.605549648668639,-1,-1,-1,7384,8128,13.529665470123291,66.89501041709906,20
0.07600000000000005,0.63,62,1,7282496.738600158,40,61,0.632893398668639,-1,-1,-1,5903,6647,13.031872510910034,63.3687433350465,20
0.08200000000000006,0.66,60,1,7696808.894728268,40,62,0.6628490199704142,-1,-1,-1,6433,7177,13.063377141952515,59.9576620620979,20
0.07400000000000005,0.6,61,1,8139914.203233173,40,63,0.6054803069526628,-1,-1,-1,7249,7993,13.38735580444336,56.69379985397952,20
0.057000000000000044,0.49,60,1,8610065.70193316,40,64,0.49106647559171596,-1,-1,-1,5694,6438,13.328315019607544,53.598042412504824,20
0.06100000000000005,0.52,61,1,9105409.79785125,40,65,0.5216346153846154,-1,-1,-1,7466,8210,13.78093957901001,50.682251201430844,20
0.04200000000000003,0.37,61,1,9623993.575087097,40,66,0.3781781619822485,-1,-1,-1,6063,6807,13.789165019989014,47.95126504045803,20
0.036000000000000025,0.33,61,1,10163772.494273901,40,67,0.3342848557692308,-1,-1,-1,5793,6537,13.716577291488647,45.40466317272039,20
0.009000000000000001,0.08,61,1,10722618.453264814,40,68,0.08542899408284024,-1,-1,-1,6184,6928,13.87372612953186,43.03824375343271,20
0.001,0.01,61,1,11298328.177269334,40,69,0.010239460059171597,-1,-1,-1,8377,9121,14.57817792892456,40.845217046811015,20
0.001,0.0,61,1,11888631.905361177,40,70,0.009973650147928994,-1,-1,-1,3960,4704,14.17980670928955,38.81713811482052,20
0.001,0.0,65,1,12491202.339110576,40,71,0.00995053624260355,-1,-1,-1,6086,6830,14.39460277557373,36.94461542919223,20
0.001,0.0,86,1,13103663.818060804,40,72,0.009546042899408283,-1,-1,-1,18646,19390,20.142149925231934,35.21783472730766,20
0.001,0.0,91,1,13723601.685874086,40,73,0.009626941568047337,-1,-1,-1,23759,24503,24.603583812713623,33.62693535048295,20
0.001,0.0,89,1,14348571.810220476,40,74,0.01007766272189349,-1,-1,-1,9270,10014,23.31054925918579,32.16227181146718,20
0.001,0.0,87,1,14976110.218877185,40,75,0.010851978550295857,-1,-1,-1,12797,13541,22.903916835784912,30.81458802867076,20
0.001,0.0,87,1,15603742.81404746,40,76,0.010216346153846154,-1,-1,-1,15243,15987,22.398059368133545,29.575126440254532,20
0.001,0.0,87,1,16228995.126600085,40,77,0.010158561390532544,-1,-1,-1,12712,13456,22.44615077972412,28.435689521544983,20
0.001,0.0,86,1,16849402.071772825,40,78,0.010817307692307692,-1,-1,-1,14573,15317,21.455435752868652,27.388667247710316,20
0.001,0.0,86,1,17462517.667877614,40,79,0.010019877958579882,-1,-1,-1,11226,11970,21.12434148788452,26.427040787799243,20
0.001,0.0,87,1,18065924.679690998,40,80,0.009592270710059171,-1,-1,-1,14455,15199,21.972382068634033,25.544370124904116,20
0.001,0.0,88,1,18657244.148510408,40,81,0.009372688609467456,-1,-1,-1,9485,10229,21.05055570602417,24.73477127668458,20
0.001,0.0,87,1,19234144.771303564,40,82,0.010632396449704143,-1,-1,-1,13334,14078,21.45059108734131,23.992887240569026,20
0.001,0.0,88,1,19794352.091973286,40,83,0.009985207100591717,-1,-1,-1,15028,15772,22.157485485076904,23.313855615097417,20
0.001,0.0,89,1,20335657.468500733,40,84,0.0101354474852071,-1,-1,-1,13255,13999,21.814212799072266,22.693274971880708,20
0.001,0.0,89,1,20855926.780613814,40,85,0.010459042159763314,-1,-1,-1,15301,16045,22.15235710144043,22.1271714041319,20
0.001,0.0,90,1,21353108.843650274,40,86,0.010667067307692308,-1,-1,-1,14378,15122,22.282559871673584,21.61196620340821,20
0.001,0.0,90,1,21825243.495443508,40,87,0.010516826923076924,-1,-1,-1,18676,19420,23.33120107650757,21.144445273337325,20
0.001,0.0,90,1,22270469.324348185,40,88,0.01032035872781065,-1,-1,-1,15981,16725,22.801642417907715,20.721730644541477,20
0.001,0.0,89,1,22687031.00793758,40,89,0.01030880177514793,-1,-1,-1,15240,15984,23.1353759765625,20.341254283348327,20
0.001,0.0,89,1,23073286.233439505,40,90,0.00969628328402367,-1,-1,-1,15322,16066,22.756755352020264,20.000734268959576,20
0.001,0.0,89,1,23427712.172626697,40,91,0.00983496671597633,-1,-1,-1,20014,20758,23.551950454711914,19.69815333508622,20
0.001,0.0,89,1,23748911.485634133,40,92,0.010227903106508876,-1,-1,-1,11480,12224,22.71589994430542,19.43173972187401,20
0.001,0.0,89,1,24035617.830032934,40,93,0.010343472633136095,-1,-1,-1,19741,20485,23.485443592071533,19.19995025424459,20
0.001,0.0,90,1,24286700.853441153,40,94,0.009430473372781065,-1,-1,-1,15050,15794,23.080151081085205,19.001455547688344,20
0.001,0.0,89,1,24501170.649987787,40,95,0.01019323224852071,-1,-1,-1,17461,18205,23.861887454986572,18.835127237763096,20
0.001,0.0,89,1,24678181.663060226,40,96,0.010019877958579882,-1,-1,-1,12249,12993,23.04945468902588,18.70002713196011,20
0.001,0.0,88,1,24817036.01894843,40,97,0.01000832100591716,-1,-1,-1,17233,17977,23.786258697509766,18.59539818994956,20
0.001,0.0,88,1,24917186.278242745,40,98,0.009730954142011835,-1,-1,-1,9591,10335,23.301327228546143,18.520657248913587,20
0.001,0.0,89,1,24978237.594137866,40,99,0.009407359467455622,-1,-1,-1,17799,18543,24.16511297225952,18.475389423590553,20
0.001,0.0,94,1,24999949.269133754,40,100,0.009615384615384616,-1,-1,-1,23643,24387,26.159958839416504,18.459344125007377,20
0.001,0.0,88,1,24982235.703996107,40,101,0.009754068047337278,-1,-1,-1,6079,6823,24.382188320159912,18.472432657132,20
0.001,0.0,93,1,24925166.735235136,40,102,0.00995053624260355,-1,-1,-1,15428,16172,24.992265701293945,18.514727366469238,20
0.001,0.0,93,1,24828967.359772027,40,103,0.010355029585798817,-1,-1,-1,22126,22870,26.23537540435791,18.586462335697554,20
0.001,0.0,93,1,24694016.84787868,40,104,0.010112333579881656,-1,-1,-1,20714,21458,27.099449634552002,18.688035628610578,20
0.001,0.0,82,1,24520847.24788798,40,105,0.011187130177514793,-1,-1,-1,9388,10132,24.179837703704834,18.82001310971891,20
0.001,0.0,93,1,24310141.28856981,40,106,0.011268028846153846,-1,-1,-1,26170,26914,27.245659828186035,18.983133877697675,20
0.001,0.0,93,1,24062729.687442847,40,107,0.010597725591715977,-1,-1,-1,14392,15136,25.885555744171143,19.1783173671893,20
0.001,0.0,93,1,23779587.87563416,40,108,0.011256471893491124,-1,-1,-1,24627,25371,27.005252838134766,19.40667218793672,20
0.001,0.0,94,1,23461832.152199067,40,109,0.01055149778106509,-1,-1,-1,21647,22391,27.131333351135254,19.669506783314535,20
0.001,0.0,93,1,23110715.283062987,40,110,0.009846523668639053,-1,-1,-1,12912,13656,26.534838676452637,19.968342001291095,20
0.001,0.0,93,1,22727621.561936628,40,111,0.010239460059171597,-1,-1,-1,19677,20421,26.83774709701538,20.30492567860865,20
0.001,0.0,93,1,22314061.35267709,40,112,0.010817307692307692,-1,-1,-1,22650,23394,27.68310546875,20.681249341967103,20
0.001,0.0,93,1,21871665.13461192,40,113,0.010112333579881656,-1,-1,-1,14328,15072,27.20728874206543,21.099567126069893,20
0.001,0.0,93,1,21402177.07430256,40,114,0.010713295118343196,-1,-1,-1,16683,17427,26.444811820983887,21.562416994519943,20
0.001,0.0,94,1,20907448.149090927,40,115,0.011002218934911243,-1,-1,-1,19240,19984,26.348965167999268,22.072644321575527,20
0.001,0.0,93,1,20389428.849539775,40,116,0.01000832100591716,-1,-1,-1,18096,18840,26.75938367843628,22.633427844992486,20
0.001,0.0,85,1,19850161.489537805,40,117,0.010643953402366863,-1,-1,-1,5562,6306,23.58407974243164,23.24830792484459,20
0.001,0.0,79,1,19291772.154387258,40,118,0.010528383875739645,-1,-1,-1,7027,7771,22.469427585601807,23.92121692986707,20
0.001,0.0,84,1,18716462.31861903,40,119,0.0101354474852071,-1,-1,-1,8155,8899,22.676262855529785,24.656511407478234,20
0.001,0.0,84,1,18126500.166582465,40,120,0.01067862426035503,-1,-1,-1,13041,13785,23.550734519958496,25.45900545751484,20
0.001,0.0,84,1,17524211.650028676,40,121,0.011556952662721894,-1,-1,-1,14782,15526,21.765775680541992,26.334004398189947,20
0.001,0.0,84,1,16911971.31794344,40,122,0.009638498520710059,-1,-1,-1,13258,14002,21.884825229644775,27.287337353572614,20
0.001,0.0,83,1,16292192.954783283,40,123,0.009418916420118344,-1,-1,-1,12433,13177,22.00148105621338,28.32538676330729,20
0.001,0.0,77,1,15667320.06402403,40,124,0.00970784023668639,-1,-1,-1,5784,6528,21.16706132888794,29.45511196432011,20
0.001,0.0,73,1,15039816.234540788,40,125,0.009557599852071006,-1,-1,-1,3733,4477,20.544886589050293,30.68406285489147,20
0.001,0.0,76,1,14412155.427800389,40,126,0.00995053624260355,-1,-1,-1,4511,5255,20.04540205001831,32.02037814388871,20
0.001,0.0,76,1,13786812.224159418,40,127,0.009938979289940829,-1,-1,-1,7326,8070,20.35522699356079,33.472760719695906,20
0.001,0.0,76,1,13166252.066722194,40,128,0.010112333579881656,-1,-1,-1,8231,8975,20.791268348693848,35.05042014447436,20
0.001,0.0,76,1,12552921.541222919,40,129,0.01019323224852071,-1,-1,-1,5464,6208,20.120010375976562,36.76296909458007,20
0.001,0.0,90,1,11949238.730253607,40,130,0.010042991863905325,-1,-1,-1,18939,19683,23.672046661376953,38.620256661059464,20
0.001,0.0,93,1,11357583.679867167,40,131,0.009800295857988165,-1,-1,-1,16569,17313,24.271762371063232,40.63211680180762,20
0.001,0.0,91,1,10780289.016140964,40,132,0.009973650147928994,-1,-1,-1,16772,17516,24.367129802703857,42.80800505215623,20
0.001,0.0,90,1,10219630.748695897,40,133,0.010042991863905325,-1,-1,-1,15457,16201,23.8814115524292,45.15649126809747,20
0.001,0.0,90,1,9677819.297428336,40,134,0.00946514423076923,-1,-1,-1,11741,12485,23.831017017364502,47.68457154281599,20
0.01900000000000001,0.18,60,1,9156990.777832285,40,135,0.18473788831360946,-1,-1,-1,2525,3269,20.99128007888794,50.396760012453846,20
0.04500000000000003,0.42,78,1,8659198.57927014,40,136,0.42316937869822485,-1,-1,-1,5682,6426,20.082097053527832,53.293923501355216,20
0.009000000000000001,0.08,66,1,8186405.269394652,40,137,0.08532498150887574,-1,-1,-1,3379,4123,19.465895891189575,56.37183250528119,20
0.008,0.08,67,1,7740474.856639634,40,138,0.08182322485207101,-1,-1,-1,6163,6907,18.7695574760437,59.619425838043455,20
0.004,0.04,77,1,7323165.441284642,40,139,0.04049556213017751,-1,-1,-1,8366,9110,19.426521062850952,63.016829316054974,20
0.005,0.04,67,1,6936122.284067283,40,140,0.049290403106508875,-1,-1,-1,2998,3742,18.887609243392944,66.53323683850296,20
0.007,0.06,74,1,6580871.319670279,40,141,0.06848650147928995,-1,-1,-1,5743,6487,18.966840505599976,70.12485797850069,20
0.006,0.05,76,1,6258813.140656849,40,142,0.05920626849112426,-1,-1,-1,7265,8009,19.210597276687622,73.73325521877379,20
0.006,0.05,75,1,5971217.475572914,40,143,0.059102255917159764,-1,-1,-1,4893,5637,19.0434730052948,77.284518367402,20
0.007,0.06,74,1,5719218.182986345,40,144,0.06715745192307693,-1,-1,-1,8013,8757,19.29453730583191,80.68981666751154,20
0.059000000000000045,0.52,67,1,5503808.7811997365,40,145,0.5223858173076923,-1,-1,-1,4667,5411,18.616856336593628,83.84787426536852,20
0.10500000000000008,0.78,60,1,5325838.531260695,40,146,0.7808455066568047,-1,-1,-1,3795,4539,17.86805033683777,86.64976678469216,20
0.1470000000000001,0.91,61,1,5186009.088712838,40,147,0.910572300295858,-1,-1,-1,2680,3424,16.82838797569275,88.98608906626622,20
0.1480000000000001,0.91,61,1,5084871.737287886,40,148,0.9103758321005917,-1,-1,-1,2250,2994,16.111971139907837,90.75600929765187,20
0.06900000000000005,0.56,61,1,5022825.215445314,40,149,0.5655625924556213,-1,-1,-1,2950,3694,16.037800312042236,91.87711036561572,20
0.03400000000000002,0.3,61,1,5000114.144328419,40,150,0.3033237795857988,-1,-1,-1,4048,4792,16.397262811660767,92.29442635627068,20
0.023000000000000013,0.21,62,1,5016828.063334689,40,151,0.2150055473372781,-1,-1,-1,6647,7391,17.45717763900757,91.98694091978088,20
0.022000000000000013,0.21,61,1,5072901.07710279,40,152,0.2123127773668639,-1,-1,-1,2307,3051,16.926838159561157,90.97016867717562,20
0.02900000000000002,0.27,61,1,5168112.115307933,40,153,0.2787074704142012,-1,-1,-1,3355,4099,16.476038694381714,89.29424446883736,20
0.026000000000000016,0.24,61,1,5302085.804241352,40,154,0.24785040680473372,-1,-1,-1,4210,4954,16.597113609313965,87.03794765024514,20
0.022000000000000013,0.21,62,1,5474293.946737679,40,155,0.21012851331360946,-1,-1,-1,8182,8926,17.78682827949524,84.2999428157635,20
0.02100000000000001,0.2,63,1,5684057.604615524,40,156,0.20023576183431951,-1,-1,-1,5350,6094,17.72491455078125,81.1889496496195,20
0.024000000000000014,0.22,62,1,5930549.775421107,40,157,0.22710567677514792,-1,-1,-1,8270,9014,18.27188730239868,77.81448333496171,20
0.016000000000000007,0.15,61,1,6212798.65292188,40,158,0.15154632026627218,-1,-1,-1,4161,4905,18.17846179008484,74.2793533876446,20
0.022000000000000013,0.2,61,1,6529691.458495315,40,159,0.20764376849112426,-1,-1,-1,4178,4922,17.97294855117798,70.6744981137301,20
0.02100000000000001,0.19,62,1,6879978.828307669,40,160,0.19610992973372782,-1,-1,-1,7764,8508,18.394410610198975,67.07617540447895,20
0.01800000000000001,0.17,62,1,7262279.7389858095,40,161,0.17227949334319526,-1,-1,-1,4584,5328,18.315963745117188,63.5451515574796,20
0.01800000000000001,0.16,68,1,7675086.952362723,40,162,0.1672291050295858,-1,-1,-1,6388,7132,18.28725814819336,60.12735354413182,20
0.009000000000000001,0.08,64,1,8116772.95783028,40,163,0.08570636094674557,-1,-1,-1,4255,4999,17.96069860458374,56.85543615230394,20
0.009000000000000001,0.08,64,1,8585596.388871465,40,164,0.08531342455621302,-1,-1,-1,5255,5999,18.01494002342224,53.750799101718115,20
0.008,0.07,65,1,9079708.88847451,40,165,0.07612564718934911,-1,-1,-1,9025,9769,18.609262704849243,50.82571174197644,20
0.004,0.03,65,1,9597162.396361725,40,166,0.03866956360946745,-1,-1,-1,7704,8448,18.486353158950806,48.08532434979055,20
0.005,0.04,62,1,10135916.829302987,40,167,0.04674787352071006,-1,-1,-1,3342,4086,18.05319309234619,45.52944488775973,20
0.005,0.04,69,1,10693848.124233533,40,168,0.048192492603550297,-1,-1,-1,7432,8176,17.985990047454834,43.154032234747376,20
0.002,0.01,77,1,11268756.612466222,40,169,0.019092085798816567,-1,-1,-1,12740,13484,19.941978454589844,40.952403405016746,20
0.001,0.0,61,1,11858375.691982016,40,170,0.009476701183431952,-1,-1,-1,2810,3554,19.325556755065918,38.91617862796302,20
0.002,0.01,81,1,12460380.763608312,40,171,0.018814718934911243,-1,-1,-1,10222,10966,20.055902004241943,37.03600037765052,20
0.002,0.01,94,1,13072398.395853462,40,172,0.01890717455621302,-1,-1,-1,26751,27495,26.683285236358643,35.30206567243606,20
0.001,0.0,60,1,13692015.682264823,40,173,0.009684726331360947,-1,-1,-1,2234,2978,23.982341289520264,33.70450906395193,20
0.002,0.01,94,1,14316789.754418785,40,174,0.01893028846153846,-1,-1,-1,20120,20864,26.686367988586426,32.233669319913915,20
0.001,0.01,98,1,14944257.413036898,40,175,0.010528383875739645,-1,-1,-1,34067,34811,34.456703662872314,30.88026751092254,20
0.001,0.0,70,1,15571944.839257596,40,176,0.011580066568047337,-1,-1,-1,2527,3271,26.93784236907959,29.6355189689118,20
0.001,0.0,63,1,16197377.347775798,40,177,0.012955343934911243,-1,-1,-1,2135,2879,22.77339458465576,28.491196862190584,20
0.001,0.0,69,1,16818089.14339876,40,178,0.014145710059171597,-1,-1,-1,3618,4362,22.297704219818115,27.43966111321288,20
0.001,0.0,69,1,17431633.04255212,40,179,0.012862888313609468,-1,-1,-1,4113,4857,22.335205078125,26.473863093615364,20
0.001,0.0,69,1,18035590.121408768,40,180,0.01275887573964497,-1,-1,-1,4621,5365,21.770267486572266,25.587333908130535,20
0.001,0.0,69,1,18627579.252602644,40,181,0.015833025147928993,-1,-1,-1,5135,5879,19.454100131988525,24.774162031933823,20
0.001,0.0,90,1,19205266.492928043,40,182,0.012654863165680473,-1,-1,-1,17041,17785,24.118952751159668,24.02896449453583,20
0.001,0.0,96,1,19766374.285013568,40,183,0.010343472633136095,-1,-1,-1,28195,28939,30.026941299438477,23.346854613420568,20
0.001,0.0,95,1,20308690.436692163,40,184,0.01117557322485207,-1,-1,-1,24787,25531,30.939550399780273,22.723408390375365,20
0.001,0.0,94,1,20830076.842666227,40,185,0.01056305473372781,-1,-1,-1,12189,12933,30.317304134368896,22.154631024759933,20
0.001,0.0,93,1,21328477.91408181,40,186,0.01055149778106509,-1,-1,-1,16752,17496,29.52077627182007,21.636924515929927,20
0.001,0.0,93,1,21801928.682778087,40,187,0.01086353550295858,-1,-1,-1,21366,22110,30.060997009277344,21.16705697836742,20
0.001,0.0,93,1,22248562.548260927,40,188,0.01000832100591716,-1,-1,-1,8013,8757,28.61903190612793,20.742134044194184,20
0.001,0.0,93,1,22666618.63685742,40,189,0.01025101701183432,-1,-1,-1,14065,14809,27.827003002166748,20.359572552928796,20
0.001,0.0,93,1,23054448.74403787,40,190,0.00952292899408284,-1,-1,-1,19260,20004,28.87087345123291,20.017076608088974,20
0.001,0.0,95,1,23410523.832534663,40,191,0.010216346153846154,-1,-1,-1,19317,20061,29.32746648788452,19.712615999874526,20
0.001,0.0,93,1,23733440.060639046,40,192,0.010493713017751479,-1,-1,-1,17893,18637,28.656034469604492,19.444406941748706,20
0.001,0.0,89,1,24021924.316908795,40,193,0.010690181213017751,-1,-1,-1,11058,11802,26.372156143188477,19.21089503815619,20
0.001,0.0,94,1,24274839.239466168,40,194,0.009996764053254437,-1,-1,-1,21205,21949,29.15447473526001,19.01074038489967,20
0.001,0.0,94,1,24491187.700097136,40,195,0.010586168639053255,-1,-1,-1,22323,23067,28.988037109375,18.842804698476765,20
0.001,0.0,88,1,24670116.735473238,40,196,0.01257396449704142,-1,-1,-1,14390,15134,25.407979488372803,18.706140372781427,20
0.001,0.0,82,1,24810920.909997094,40,197,0.010123890532544378,-1,-1,-1,3919,4663,24.306952953338623,18.59998136871739,20
0.001,0.0,96,1,24913045.09701325,40,198,0.010724852071005916,-1,-1,-1,33176,33920,31.642014980316162,18.52373585282806,20
0.001,0.0,99,1,24976086.66741948,40,199,0.01110623150887574,-1,-1,-1,42240,42984,41.93766117095947,18.476980513871148,20
0.001,0.0,98,1,24999797.077049732,40,200,0.02046736316568047,-1,-1,-1,22925,23669,34.22119140625,18.459456500561608,20
