pruning_thresh,quality,technique,bandwidth,mAP_drop,frame_id,model_head_time,model_tail_time,framework_head_time,framework_tail_time,framework_response_time,compression_time,decompression_time,overall_time
0,100,1,34970430.91989335,40,1,239.44505310058594,4.661632061004639,100.96351936459541,0.0461760014295578,18.35161590576172,51.048927307128906,0.0870399996638298,414.6576843261719
0,90,1,34881840.25697317,40,2,9.922752380371094,4.671296119689941,1.2524160593748093,0.028672000393271446,14.582079887390137,3.1164159774780273,0.05471999943256378,32.85603332519531
0,80,1,34734577.28382728,40,3,9.903840065002441,4.582687854766846,1.032415971159935,0.02969600073993206,14.781184196472168,2.834944009780884,0.05632000043988228,32.39276885986328
0,70,1,34529222.59120898,40,4,9.876799583435059,4.510079860687256,1.2079360038042068,0.028672000393271446,14.89846420288086,3.152735948562622,0.055296000093221664,33.22959899902344
0,60,1,34266585.79903243,40,5,9.910911560058594,4.538271903991699,1.351904034614563,0.05152000114321709,16.10163116455078,3.151616096496582,0.07919999957084656,34.1789436340332
0,50,1,33947702.364410535,40,6,9.93455982208252,4.571040153503418,1.3213119804859161,0.02937600016593933,16.13884735107422,3.1779839992523193,0.0560000017285347,34.75068664550781
0.05,100,1,33573829.49931972,40,7,9.899200439453125,4.664959907531738,1.39199997484684,0.028672000393271446,15.944191932678223,5.925248146057129,0.05344000086188316,36.99497604370117
0.05,90,1,33146441.213986304,40,8,9.92198371887207,4.516992092132568,1.4292480200529099,0.028736000880599022,15.218303680419922,4.26259183883667,0.05526399984955788,35.41299057006836
0.05,80,1,32667222.505536392,40,9,9.920448303222656,4.51907205581665,1.5103679597377777,0.028736000880599022,16.271648406982422,3.9501760005950928,0.055135998874902725,35.95222473144531
0.05,70,1,32138062.71482048,40,10,9.919360160827637,4.5504961013793945,1.3440320044755936,0.03145600110292435,15.999520301818848,3.8755838871002197,0.06032000109553337,35.848670959472656
0.05,60,1,31561048.077604026,40,11,9.972543716430664,4.468192100524902,1.2858879417181015,0.06547199934720993,16.63100814819336,3.8805758953094482,0.0915519967675209,36.260704040527344
0.05,50,1,30938453.499491103,40,12,9.909600257873535,4.590591907501221,1.3877439498901367,0.029023999348282814,16.30614471435547,3.6623361110687256,0.05632000043988228,35.66486358642578
0.1,100,1,30272733.58700893,40,13,9.949119567871094,4.473728179931641,1.4899839460849762,0.029664000496268272,15.847519874572754,5.447455883026123,0.0562559999525547,38.300960540771484
0.1,90,1,29566512.970213614,40,14,9.961503982543945,4.56112003326416,1.4522239416837692,0.031647998839616776,16.13929557800293,4.294623851776123,0.07094399631023407,37.73382568359375
0.1,80,1,28822575.954970628,40,15,9.950048446655273,4.601151943206787,1.480256050825119,0.04636799916625023,17.696224212646484,3.9780800342559814,0.08604799956083298,38.01289749145508
0.1,70,1,28043855.54570636,40,16,9.945280075073242,4.445919990539551,1.4714559614658356,0.02953599952161312,16.391040802001953,4.017695903778076,0.05552000179886818,37.19123077392578
