video_name,pruning_thresh,jepg_quality,head_time_mean,head_time_std,tail_time_mean,tail_time_std,framework_time_mean,framework_time_std,jpeg_time_mean,jpeg_time_std,encode_time_mean,encode_time_std,decode_time_mean,decode_time_std,request_time_mean,request_time_std
b4fe0b47-a7819060,0.05,60,16.180494050979615,1.2076227758428317,4.614176321029663,0.7879428796862229,1.5843196833133697,0.0849668781681203,4.95272735118866,0.4464933300042502,8.401593270301818,0.5642319495565289,0.5639849570393562,0.050592625823982364,15.83732421875,1.0273349224361419
b4fe0b47-a7819060,0.05,70,16.57614814758301,1.244286942152925,4.514843511581421,0.16597312948886778,1.5806259167194368,0.1433287843163352,5.2023462343215945,0.3755353807285064,8.656100511550903,0.4822434247780478,0.5978764787316322,0.08374776811098147,15.922756214141845,1.0822454850028733
b4fe0b47-a7819060,0.05,80,15.991888942718505,1.0393455535305032,4.506406044960022,0.1189534745023296,1.5921609580516816,0.08579535413993818,5.336853413581848,0.3686268888974062,8.782320299148559,0.46992582796426596,0.6160563194751739,0.0852347870953215,15.895888576507568,0.9336944869995778
b4fe0b47-a7819060,0.05,90,16.264297952651976,1.2137330175920267,4.556362891197205,0.4408778913882823,1.5732383954524993,0.09654931151299881,5.805716807842255,0.3952445109408557,9.234928679466247,0.5382069409759683,0.7068211197853088,0.04898341879349242,16.081146144866942,1.189969003631945
b4fe0b47-a7819060,0.05,100,15.747582387924194,0.7942179738848305,4.561333131790161,0.6558754475583253,1.590318398475647,0.05032943067318982,7.370654730796814,0.1954625383109628,10.846378889083862,0.2539111397915672,0.9411443215608597,0.05466223101448851,16.32124349594116,1.1135868138904284
b4fe0b47-a7819060,0.1,60,16.183919744491575,1.2160375616647134,4.499680967330932,0.06688714323595771,1.5992304015159606,0.09079840742698655,5.043024952411652,0.2968309821043998,8.505355877876282,0.39367850863372755,0.560635517835617,0.04822937094099263,15.642333745956421,0.7079569733027904
b4fe0b47-a7819060,0.1,70,16.59785439491272,1.3962986585459365,4.491271381378174,0.043835680063007955,1.5843852806091308,0.07846605832934125,5.164856648445129,0.3219322715224955,8.60822403907776,0.40176981625296615,0.5912809625267983,0.0453831882376376,15.757916498184205,0.8330734272432905
b4fe0b47-a7819060,0.1,80,16.292372188568116,1.1688930310591283,4.492935667037964,0.047653621848586514,1.6001139211654662,0.1242716047116849,5.425277459621429,0.31311871091672777,8.904482278823853,0.4068210971236597,0.6231264010071754,0.04369469303620795,15.829475164413452,0.7112651299328445
b4fe0b47-a7819060,0.1,90,16.231325731277465,1.1754178992644086,4.562337923049927,0.5235578860851341,1.5574527966976166,0.09955954358260767,5.900358390808106,0.3977116635838962,9.316813130378723,0.48228044959513344,0.7032870447635651,0.045194571673195544,16.1171084690094,1.1479539639328524
b4fe0b47-a7819060,0.1,100,16.200958738327028,1.2370885740022048,4.553329272270203,0.526829038602342,1.5801132774353028,0.05473578003978866,7.361116805076599,0.2541802949965684,10.820014419555664,0.324825307182859,0.9212739211320877,0.04339062956186358,16.36420382499695,1.1555766284699251
b4fe0b47-a7819060,0.15000000000000002,60,15.962334079742432,1.0728980947230315,4.4964998340606686,0.05533059134926739,1.5536502385139466,0.11474766476018966,4.967101111412048,0.2797025872991627,8.363713631629944,0.30575232893779547,0.5303894397616387,0.04256277922699119,15.648748502731323,0.8115503042997309
b4fe0b47-a7819060,0.15000000000000002,70,15.991068792343139,1.1112362399678997,4.504819850921631,0.0754608449529552,1.6084675240516662,0.09128398313685772,5.082951064109802,0.21541319072478415,8.553337225914001,0.3001882858920953,0.5618828779459,0.04123272534738282,15.700909156799316,0.8245720136781061
b4fe0b47-a7819060,0.15000000000000002,80,16.088453149795534,1.0586946095328982,4.494286093711853,0.055906372125867305,1.5973305547237395,0.123813636687886,5.282023992538452,0.2831185693478138,8.736619806289672,0.40562513820291,0.6001830410957336,0.04331401643167775,15.649558343887328,0.6508962824745382
b4fe0b47-a7819060,0.15000000000000002,90,16.14123420715332,1.116876311292188,4.4997395277023315,0.06839070445002021,1.5325769662857056,0.14515951099836932,5.784666919708252,0.4425479543089217,9.142238073348999,0.5459001690654816,0.6698524814844131,0.044995796954315125,15.926498889923096,1.0674535645188281
