pruning_thresh,jepg_quality,head_time_mean,head_time_std,tail_time_mean,tail_time_std,framework_time_mean,framework_time_std,jpeg_time_mean,jpeg_time_std,encode_time_mean,encode_time_std,decode_time_mean,decode_time_std,request_time_mean,request_time_std
0.02,1,11.22055935382843,18.10278343141798,4.6510979163646695,0.6042977520947063,2.1263438767194747,10.451837694864164,154.78792282104493,3.8201267337076374,194.26417053222656,21.77510826031139,14.399370889663697,5.8182448666696915,47.106800365447995,9.047174486264776
0.02,2,9.95250895500183,0.11180534556526865,4.773038393259048,1.80238759572357,1.4502649626135826,0.1794439778739405,158.88365783691407,4.174481003638623,196.662744140625,4.560982377806744,13.927252006530761,4.6852798676126834,46.64567171096802,7.642742879284893
0.02,3,9.95728157043457,0.15798332789184896,4.601036958694458,0.17670918401647184,1.446924319267273,0.17832627286547817,161.1909009552002,4.151305944024251,200.04654777526855,19.61696055261942,14.83846785545349,5.837855607267525,47.66772651672363,9.094569425608134
0.02,4,9.946449909210205,0.08131867891103571,4.698726896065564,1.3434112362871327,1.4097217297434208,0.25748149816653687,163.45323257829676,3.981041358961492,200.88246369481686,4.3768468245323575,15.52891900910804,6.372113098068429,48.224573336653975,8.76957011493641
0.02,5,9.949502096176147,0.11617691751795697,4.74386767745018,1.2287231082916419,1.3994489622116089,0.17816929754845667,166.22955757141114,4.7234516117821235,205.10988891601562,20.405808252996497,17.542954907417297,9.195484259214329,50.96487947463989,12.649174463737614
0.04,1,9.955350222587585,0.11100484826607408,4.6613636755943295,0.2904445377581282,1.4279209613800048,0.18277340252633642,153.9152374267578,3.917505433629941,191.6741809082031,4.365009151311805,14.742760806083679,6.543785925424251,47.33829614639282,9.135873711434195
0.04,2,9.941714577674865,0.06089838900170391,4.929606404304504,1.8405101440587517,1.424392483830452,0.18825886945095452,156.26861083984375,4.034298729940212,195.10536659240722,20.020412757114705,16.58524034500122,12.395499016830204,49.41617435455322,14.353077703324207
0.04,3,9.955912342071533,0.15131000832373664,4.65002961397171,0.317386744392976,1.414147520363331,0.16485271398617632,158.61797950744628,4.484839193865964,197.2946307373047,20.34196409571545,15.653646879196167,7.593804954692405,48.43939853668213,11.213834945695451
0.04,4,9.949135346412659,0.1166498056150237,4.682164478302002,0.33028828340456035,1.4136985647678375,0.182586136842688,160.49917030334473,3.79387920085565,197.84583625793456,4.101919198290079,16.798553133010863,8.076725896679196,49.26267208099365,10.134947486082178
0.04,5,9.951069631576537,0.10302223975458018,4.711854391098022,1.3128694232068103,1.4624955213069917,0.16921390347167545,162.03960823059083,4.217818579391063,200.81783134460449,20.126905576016924,15.873004050254822,6.389301881717187,48.95210342407226,10.420457095787482
