video_name,pruning_thresh,jepg_quality,data_size_mean,data_size_std,sparsity,decomposability,regularity,pictoriality,map,map_50,map_75,map_small,map_medium,map_large,mar_1,mar_100,mar_small,mar_medium,mar_large
b610204c-e3c8c65f,0.0,1,255558.0,0.0,0.0,-1.0,0.13723829964995335,0.1583531986007882,0.0009075907873921096,0.0066006602719426155,0.0,0.0019801980815827847,0.0007425742805935442,-1.0,0.0011538461549207568,0.0011538461549207568,0.0014184396713972092,0.0013888889225199819,-1.0
b610204c-e3c8c65f,0.0,2,256582.0,0.0,0.0,-1.0,0.13473764562876114,0.1554765402904556,0.0009900990407913923,0.004950494971126318,0.0,0.0019801980815827847,0.0,-1.0,0.0007692307699471712,0.0007692307699471712,0.0014184396713972092,0.0,-1.0
b610204c-e3c8c65f,0.0,3,257606.0,0.0,0.0,-0.999939903846154,0.13394468436937107,0.1538723493140301,0.0009900990407913923,0.004950494971126318,0.0,0.0019801980815827847,0.0,-1.0,0.0007692307699471712,0.0007692307699471712,0.0014184396713972092,0.0,-1.0
b610204c-e3c8c65f,0.0,4,258630.0,0.0,0.0,-1.0,0.1321794937396607,0.15136594155448885,0.0015579499304294586,0.005096097942441702,0.0,0.004620462190359831,0.0,-1.0,0.0011538461549207568,0.0019068581750616431,0.0031564661767333746,0.0,-1.0
b610204c-e3c8c65f,0.0,5,259654.0,0.0,0.0,-1.0,0.13152477880857874,0.15081437831278227,0.0017357933102175593,0.005532906390726566,0.0,0.005940594244748354,0.0,-1.0,0.0011538461549207568,0.002509267767891288,0.003979511559009552,0.0,-1.0
b610204c-e3c8c65f,0.02,1,255558.0,0.0,0.3215109559911242,-0.999519230769231,0.12451171090372368,0.1361464126845442,0.005829797126352787,0.02492927946150303,0.0,0.007370736915618181,0.0089108906686306,-1.0,0.0065384614281356335,0.0071408711373806,0.007206024136394262,0.011111111380159855,-1.0
b610204c-e3c8c65f,0.02,2,256582.0,0.0,0.3257436899038461,-0.9994891826923078,0.12425853445237052,0.1352496940188907,0.008816440589725971,0.0255341324955225,0.007556018885225058,0.006655665580183268,0.013861386105418205,-1.0,0.008935743011534214,0.010441767051815987,0.006426757667213678,0.014553139917552471,-1.0
b610204c-e3c8c65f,0.02,3,257606.0,0.0,0.32775922244822486,-0.9992788461538462,0.1241393592882947,0.13478644416326063,0.003508772002533078,0.013939552009105682,0.0,0.00783828366547823,0.005940594244748354,-1.0,0.0036793327890336514,0.00593836884945631,0.006746344268321991,0.0055555556900799274,-1.0
b610204c-e3c8c65f,0.02,4,258630.0,0.0,0.3317469489644971,-0.999549278846154,0.12432401094971046,0.13431201502965537,0.005307707469910383,0.020384391769766808,0.0,0.007590759079903364,0.010891089215874672,-1.0,0.004999999888241291,0.006506023928523064,0.005603712517768145,0.011111111380159855,-1.0
b610204c-e3c8c65f,0.02,5,259654.0,0.0,0.33263510077662717,-0.9993389423076925,0.12408739227889616,0.1343697574983961,0.004651438910514116,0.020583637058734894,0.0,0.0066006602719426155,0.01064356416463852,-1.0,0.004615384619683027,0.006573216058313847,0.00551177654415369,0.011111111380159855,-1.0
b610204c-e3c8c65f,0.04,1,255558.0,0.0,0.5333845691568048,-0.9893028846153845,0.14020537232142843,0.1314272256973617,0.005926155019551516,0.018254950642585754,0.0001650165067985654,0.005445544607937336,0.014356435276567936,-1.0,0.004615384619683027,0.007025022991001606,0.0047106207348406315,0.013888888992369175,-1.0
b610204c-e3c8c65f,0.04,2,256582.0,0.0,0.5356497318786981,-0.9884014423076923,0.14023538729755106,0.13123833542980326,0.005420791916549206,0.02128712832927704,0.0004950495203956962,0.007013201247900724,0.01287128683179617,-1.0,0.005217794328927994,0.007778035011142492,0.005739427171647549,0.013888888992369175,-1.0
b610204c-e3c8c65f,0.04,3,257606.0,0.0,0.5374352810650888,-0.9877103365384616,0.1405632019761375,0.13096248152653892,0.004909241106361151,0.020730197429656982,0.0006600660271942616,0.005940594244748354,0.013861386105418205,-1.0,0.0056024095974862576,0.007409638725221157,0.0047106207348406315,0.015277777798473835,-1.0
b610204c-e3c8c65f,0.04,4,258630.0,0.0,0.5399783884985208,-0.9873197115384617,0.14098623747141087,0.13079766962947864,0.007466407492756844,0.028712870553135872,0.0004950495203956962,0.010561056435108185,0.015396039932966232,-1.0,0.00882993545383215,0.01139017567038536,0.008782068267464638,0.02083333395421505,-1.0
b610204c-e3c8c65f,0.04,5,259654.0,0.0,0.5417737610946746,-0.9862680288461538,0.14107781652310286,0.13072059009224568,0.005907838698476553,0.021216407418251038,0.000521104724612087,0.009295929223299026,0.011633663438260555,-1.0,0.005384615156799555,0.008697868324816227,0.008072848431766033,0.012500000186264515,-1.0
b610204c-e3c8c65f,0.06,1,255558.0,0.0,0.6651650332840238,-0.9674579326923075,0.16200634891968219,0.1299557056277669,0.004539074841886759,0.014959104359149933,0.0004304778412915766,0.008125098422169685,0.010396040044724941,-1.0,0.004666357766836882,0.007979610934853554,0.007591279223561287,0.009722222574055195,-1.0
b610204c-e3c8c65f,0.06,2,256582.0,0.0,0.6667171320266272,-0.9640324519230772,0.16229840230477546,0.12941632160575894,0.012970971874892712,0.02710985392332077,0.00985756516456604,0.005742574110627174,0.03025990165770054,-1.0,0.011025641113519669,0.015242508612573147,0.005761316977441311,0.031219806522130966,-1.0
