video_name,pruning_thresh,jepg_quality,data_size_mean,data_size_std,map,map_50,map_75,map_small,map_medium,map_large,mar_1,mar_100,mar_small,mar_medium,mar_large
b4fe0b47-a7819060,0.05,60,693475.0,0.0,0.27712103724479675,0.42078590393066406,0.3778122067451477,0.2834182381629944,0.6290076971054077,0.0,0.03629201650619507,0.29448530077934265,0.29847002029418945,0.7300000190734863,0.0
b5fa32f1-4e9c7d32,0.05,60,693475.0,0.0,0.02949610911309719,0.04867207258939743,0.03203555569052696,0.02165289595723152,0.04491162672638893,0.04645312577486038,0.019087720662355423,0.033249855041503906,0.023036211729049683,0.05123164877295494,0.05884280428290367
b4c0a877-66fc6239,0.05,60,693475.0,0.0,0.0822732076048851,0.13861386477947235,0.0884893536567688,0.006930693052709103,0.2605184316635132,0.45972856879234314,0.03570190817117691,0.09139225631952286,0.006716418080031872,0.2871287167072296,0.4892857074737549
b49a1b50-186fb520,0.05,60,693475.0,0.0,0.009033077396452427,0.017855631187558174,0.007307873573154211,0.002970297122374177,0.07670909911394119,0.010203822515904903,0.0106929000467062,0.0106929000467062,0.004687500186264515,0.08055555820465088,0.0109909912571311
b610204c-e3c8c65f,0.05,60,693475.0,0.0,0.009284409694373608,0.015638165175914764,0.009340524673461914,0.0007700769929215312,0.015685075893998146,0.11539974808692932,0.004382585175335407,0.009585213847458363,0.000511073274537921,0.01690909080207348,0.13821947574615479
b4d2dede-18dc0cd0,0.05,60,693475.0,0.0,0.03333967924118042,0.0667930394411087,0.024815229699015617,0.008829308673739433,0.06457002460956573,0.1537499725818634,0.02576112374663353,0.03778298199176788,0.019999999552965164,0.06498316675424576,0.16640624403953552
b69d5b1d-03bd6daa,0.05,60,693475.0,0.0,0.1040973886847496,0.15506361424922943,0.1197180449962616,0.029583876952528954,0.1080382689833641,0.462422251701355,0.03997050225734711,0.10668633133172989,0.04303797334432602,0.11464646458625793,0.47052979469299316
b607dd6a-1d8f33b9,0.05,60,693475.0,0.0,0.11694246530532837,0.17475168406963348,0.14545470476150513,0.11704296618700027,0.20202942192554474,0.31447067856788635,0.10206176340579987,0.15416234731674194,0.12614446878433228,0.275983601808548,0.3205128312110901
b5f9cb1e-c84e2ce9,0.05,60,693475.0,0.0,0.04013211652636528,0.06258761882781982,0.04516565054655075,0.0332060307264328,0.10330644249916077,0.24202482402324677,0.016191788017749786,0.04836486652493477,0.03623010218143463,0.12736447155475616,0.27067306637763977
