video_name,pruning_thresh,jepg_quality,data_size_mean,data_size_std,sparsity,decomposability,regularity,pictoriality,map,map_50,map_75,map_small,map_medium,map_large,mar_1,mar_100,mar_small,mar_medium,mar_large
b610204c-e3c8c65f,0.0,1,1394884.0,0.0,1.4446190828402367e-07,-0.9992487980769231,0.48351721399592246,0.7163432260416742,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0
b610204c-e3c8c65f,0.0,2,1395012.0,0.0,0.0,-0.9993689903846154,0.4727826962656555,0.7114965515976354,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0
b610204c-e3c8c65f,0.0,3,1395140.0,0.0,0.0,-0.9988281250000002,0.46568835819129567,0.702433007340973,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0
b610204c-e3c8c65f,0.0,4,1395268.0,0.0,7.223095414201184e-08,-0.998768028846154,0.46406270185122916,0.6988908504547595,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0
b610204c-e3c8c65f,0.0,5,1395396.0,0.0,7.223095414201184e-08,-0.9993088942307693,0.4620364867530983,0.6941308417535967,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0
b610204c-e3c8c65f,0.02,1,1394884.0,0.0,0.22641666570358732,-0.9992187500000002,0.36733823033908,0.6787586753284879,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0
b610204c-e3c8c65f,0.02,2,1395012.0,0.0,0.22599505362426037,-0.9990985576923078,0.3543783709868351,0.6756922524767813,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0
b610204c-e3c8c65f,0.02,3,1395140.0,0.0,0.22767254530325448,-0.999158653846154,0.3495822311755103,0.6645158185603941,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0
b610204c-e3c8c65f,0.02,4,1395268.0,0.0,0.22744740141919378,-0.999188701923077,0.34724586396598567,0.6637044949334814,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0
b610204c-e3c8c65f,0.02,5,1395396.0,0.0,0.22758781839404585,-0.9993389423076925,0.3504173597824128,0.6632080513793397,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0
b610204c-e3c8c65f,0.04,1,1394884.0,0.0,0.34988638070913464,-0.9993689903846155,0.3477920177444155,0.6720525984789594,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0
b610204c-e3c8c65f,0.04,2,1395012.0,0.0,0.3572712012296597,-0.998768028846154,0.3312956385731477,0.663114095319173,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0
b610204c-e3c8c65f,0.04,3,1395140.0,0.0,0.359370955066568,-0.9993990384615385,0.32674149143691633,0.6522251228530428,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0
b610204c-e3c8c65f,0.04,4,1395268.0,0.0,0.3625599516919379,-0.9990685096153846,0.32567050537083064,0.6522428209572061,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0
