video_name,pruning_thresh,jepg_quality,head_time_mean,head_time_std,tail_time_mean,tail_time_std,encode_time_mean,encode_time_std,decode_time_mean,decode_time_std,request_time_mean,request_time_std
b4fe0b47-a7819060,0.05,60,14.186669778823852,1.377532052633235,4.5977494382858275,0.02819978119792592,32.91078813552856,1.866689058892439,3.747781128883362,0.258130764777503,20.25804704666138,1.2992647136945543
b4fe0b47-a7819060,0.05,70,14.268128652572631,1.2939142190871615,4.6565977525711055,0.5952668111000993,34.54519409179687,2.312677057875364,4.074418241977692,0.06104926378783494,21.0388946723938,1.0208151698113233
b4fe0b47-a7819060,0.05,80,14.090302419662475,1.0135237354467965,4.613162546157837,0.03082586358077071,37.113386135101315,2.121123464657494,4.6539120101928715,0.12044221438386672,21.9592063331604,0.871942291957742
b4fe0b47-a7819060,0.05,90,14.47128638267517,1.5136989144844009,5.242507839202881,0.04195603053323309,41.45509357452393,2.868291003889546,5.752728333473206,0.08938245679167954,24.680657196044923,0.8727227814467867
b4fe0b47-a7819060,0.05,100,13.638839673995971,1.3079020007603852,5.249863348007202,0.06055236362272434,60.7788187789917,4.137830973825281,10.17928581237793,0.5435711491666159,33.55278015136719,1.2941669006255694
b5fa32f1-4e9c7d32,0.05,60,13.680663375854492,1.2207334710381483,5.077581434249878,0.23815635409815383,35.05403516769409,2.2544658838120624,4.156509470939636,0.20545927841881567,21.559444770812988,0.8775629536504963
b5fa32f1-4e9c7d32,0.05,70,13.648495025634766,1.300563914235887,5.306460189819336,0.7980210261004806,36.40596685409546,2.7694596708399453,4.609367685317993,0.41280770281117496,22.72362106323242,1.4975893386827326
b5fa32f1-4e9c7d32,0.05,80,13.374871368408202,0.9215132002420219,5.278293461799621,0.6836090886995596,39.98614154815674,2.652209466816622,5.164957776069641,0.23217257181731518,23.606507854461668,1.0348747276642083
b5fa32f1-4e9c7d32,0.05,90,13.380588455200195,1.081397560618062,5.353400311470032,0.7786898643020801,43.27464874267578,4.376926583051571,6.342588486671448,0.2687295106368518,25.91923133850098,1.3358101011199424
b5fa32f1-4e9c7d32,0.05,100,13.320909452438354,1.1163904033598036,5.2623149061203005,0.07856005327422516,62.281131706237794,5.129901176520365,10.550057573318481,0.28771684109995005,35.1781579208374,1.7363811257637063
b4c0a877-66fc6239,0.05,60,13.802784309387206,1.1486734081492844,4.6106425523757935,0.03355395284578179,32.49839334487915,1.7780450277107058,3.6028710341453554,0.07161899045578615,19.93826972961426,0.9305999082255196
b4c0a877-66fc6239,0.05,70,13.949070386886596,1.246936391698776,4.626730556488037,0.06526774387916857,33.62895946502685,2.596083810259974,3.9723766350746157,0.08140596388116175,20.935520267486574,1.0589203376796963
b4c0a877-66fc6239,0.05,80,13.905618896484375,1.3508691373595103,5.085745272636413,0.28808706229504044,36.51183534622192,2.2391730286571603,4.584950070381165,0.5447464977733206,22.343202266693115,1.9107683397420383
b4c0a877-66fc6239,0.05,90,13.491694736480714,1.218165502741089,5.179938869476318,0.19328309952178283,39.41362237930298,4.334657849244937,5.405077123641968,0.10307906662402079,23.72198974609375,1.065143763202956
b4c0a877-66fc6239,0.05,100,13.50597312927246,1.1680410230512428,5.251494092941284,0.6330462939493896,58.54921714782715,3.4465130725733113,9.595463991165161,0.1545460733933191,32.280866374969484,1.1641195679271994
b49a1b50-186fb520,0.05,60,13.690992002487183,1.2952119485042066,4.78950144290924,0.6054684755816272,33.47986602783203,3.2062885220798627,4.031531195640564,0.30984054064490507,20.922471389770507,1.6159988460348347
b49a1b50-186fb520,0.05,70,13.524532833099364,1.1573472948646546,4.84795006275177,0.4742786816483822,35.437754516601565,2.721583340865154,4.406304306983948,0.45345410504276323,21.707147541046144,0.9205565692185527
b49a1b50-186fb520,0.05,80,13.370236797332764,1.062257807577049,4.951477437019348,0.4918273166829455,37.132479419708254,3.091629962563592,4.806347513198853,0.15984602279635776,22.879523277282715,1.21535414453013
b49a1b50-186fb520,0.05,90,13.902256994247436,1.3045445053671598,4.876229434013367,0.25669921144185626,42.16545770645141,2.9006797861265623,5.748951053619384,0.6493041680030808,24.347568378448486,1.340237689966272
b49a1b50-186fb520,0.05,100,13.353765811920166,1.130815179056704,4.839464645385743,0.2717086610741227,60.15241455078125,4.0690826032403,9.845727081298827,0.19241142661934968,32.71074047088623,1.3488473964918228
b610204c-e3c8c65f,0.05,60,13.7928125,1.6505895295520487,4.763056321144104,0.43701516403218754,36.030082111358645,2.0707117977454774,4.1768140840530394,0.15315425242280858,21.272852764129638,0.9905574935260574
b610204c-e3c8c65f,0.05,70,13.86938811302185,1.616472148755582,5.023730902671814,0.49301757134387814,36.75663194656372,2.9260506499706365,4.600831027030945,0.17210198115006284,22.4553440284729,1.0083383108061847
b610204c-e3c8c65f,0.05,80,13.656707191467286,1.1170601192742653,5.205223035812378,0.41725929208453216,40.28533821105957,2.2028942076305014,5.21729953289032,0.20243623759083892,23.606636447906496,1.3960948892226055
b610204c-e3c8c65f,0.05,90,13.623736953735351,1.2747648246325,5.250078091621399,0.07847108709509223,45.540326614379886,2.7570514285555734,6.416046724319458,0.22018420479651982,26.129472675323488,1.4257455309518012
b610204c-e3c8c65f,0.05,100,13.403879699707032,1.2403863884231716,5.324758410453796,0.6546465992011934,63.213971290588375,4.30177082707843,10.6855410861969,0.666357199853834,35.634275588989254,2.140628917825176
